,기준분기코드,상권코드,상권코드명,총직장인구수
93,3,2130225,개봉중앙시장,147
94,3,2130224,개봉프라자(고척근린시장),5
95,3,2130223,고척근린시장,42
96,3,2130222,오류시장,132
97,3,2130221,"남부골목시장(남부화곡시장, 남부시장)",188
98,3,2130219,까치산시장,124
99,3,2130218,신월중앙시장,118
100,3,2130217,화곡본동시장,36
101,3,2130216,화곡중앙시장,75
102,3,2130215,대원종합시장,9
103,3,2130214,송화벽화시장(송화골목시장),119
104,3,2130213,방신전통시장,112
105,3,2130212,공항시장,8
106,3,2130211,신정2동 골목시장(오목교중앙시장),51
107,3,2130210,목2동시장,432
108,3,2130209,목사랑시장(목4동시장),111
109,3,2130208,목동깨비시장(목3동시장),148
110,3,2130207,신정1동 골목시장(신정제일시장),38
111,3,2130206,신정3동 골목시장,20
112,3,2130205,신곡종합시장(신월6동 골목시장),141
113,3,2130204,경창시장,100
114,3,2130203,서서울 골목형상점가,34
115,3,2130202,신영시장,40
116,3,2130201,월정로시장,27
117,3,2130200,"신월7동 골목시장(약수시장, 우성상가)",27
118,3,2130199,신월3동 골목시장,18
119,3,2130198,아현시장,203
120,3,2130197,마포시장,15
121,3,2130196,공덕시장,3948
122,3,2130195,도화동 상점가,1055
123,3,2130194,용강동 상점가,875
124,3,2130193,신수시장,34
125,3,2130192,동진시장,10
126,3,2130191,홍대 걷고싶은 거리,367
127,3,2130190,홍대소상공인상점가,150
128,3,2130189,서교시장,24
129,3,2130187,영진시장,29
130,3,2130186,망원시장,178
131,3,2130185,망원월드컵시장,190
132,3,2130184,마포농수산물시장,77
133,3,2130183,상암동상점가,816
134,3,2130182,영천시장,78
135,3,2130181,아현가구거리상점가,59
136,3,2130180,포방터시장,59
137,3,2130179,"이화여대 3,5,7길 상점가",147
138,3,2130178,이대 앞 스타트업 상점가,32
139,3,2130177,인왕시장(홍제골목형상점가),44
140,3,2130176,유진상가,38
141,3,2130175,신촌 상인회(신촌상점가),13
142,3,2130173,백련시장,5
143,3,2130172,모래내시장(서중시장),41
144,3,2130171,불광먹자골목 골목형상점가,155
145,3,2130170,제일시장,58
146,3,2130169,대조시장,67
147,3,2130168,연서시장,242
148,3,2130167,연신내상점가(연빛거리),636
149,3,2130166,응암시장(신응암시장),17
150,3,2130165,"대림골목시장(대림시장, 양지시장)",214
151,3,2130164,역촌중앙시장,9
152,3,2130163,응암오거리상점가,182
153,3,2130162,증산골목시장,7
154,3,2130161,증산종합시장,8
155,3,2130160,수일시장,7
156,3,2130159,공릉동 도깨비시장,101
157,3,2130157,상계중앙시장,74
158,3,2130155,시영B상가(중계 그린아파트 B 상가),12
159,3,2130153,창동역상점가,229
160,3,2130152,오!도봉거리 상점가,61
161,3,2130151,신도봉시장,5
162,3,2130150,창동골목시장,84
163,3,2130149,창동신창시장,104
164,3,2130148,방학동도깨비시장,60
165,3,2130147,쌍문역동측상점가,69
166,3,2130146,쌍문시장(쌍문역골목시장),263
167,3,2130145,쌍문역둘리상점가,244
168,3,2130144,백운시장,38
169,3,2130143,방천골목시장,65
170,3,2130142,강북북부시장,7
171,3,2130141,강북북부골목시장,43
172,3,2130140,숭인시장,62
173,3,2130139,강북종합전통시장(강북종합골목시장),166
174,3,2130138,수유프라자,142
175,3,2130137,"수유전통시장(수유시장, 수유골목시장)",89
176,3,2130136,수유재래시장,29
177,3,2130135,수유중앙골목시장(수유중앙시장),24
178,3,2130134,"솔샘시장(미아6,7동골목시장)",73
179,3,2130133,우이골목시장(우이시장),69
180,3,2130132,삼양골목시장(삼양시장),57
181,3,2130131,동북프라자,121
182,3,2130130,수유북부골목시장,20
183,3,2130129,장미원골목시장,911
184,3,2130128,돌곶이시장(석관황금시장),191
185,3,2130126,새석관시장,3
186,3,2130125,장위전통시장,40
187,3,2130123,꿈의숲 장곡 골목형상점가,6
188,3,2130122,밤나무골시장,17
189,3,2130121,길음시장,91
190,3,2130120,돈암시장(돈암제일시장),99
191,3,2130119,정릉아리랑시장,15
192,3,2130118,정릉골 골목형상점가,67
193,3,2130117,정릉시장,119
194,3,2130116,동성타워프라자,31
195,3,2130115,우림골목시장,307
196,3,2130114,유영시장,31
197,3,2130113,신아타운,148
198,3,2130112,사가정시장,86
199,3,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",224
200,3,2130110,면목골목시장(면목시장),103
201,3,2130109,묵1동도깨비시장,47
202,3,2130108,태능엔터피아(태릉시장),3
203,3,2130107,중랑동부시장(중랑교종합상가),13
204,3,2130106,중랑동부시장,166
205,3,2130105,장미제일시장(중화동제일시장),63
206,3,2130104,전곡시장,93
207,3,2130103,이경시장,16
208,3,2130101,답십리현대시장,8
209,3,2130100,답십리시장,93
210,3,2130099,전농로터리시장,7
211,3,2130098,회기시장,55
212,3,2130097,답십리 건축자재시장,315
213,3,2130096,동부시장,14
214,3,2130095,청량리전통시장,95
215,3,2130094,청량리청과물시장,54
216,3,2130093,동서시장,5
217,3,2130092,청량리농수산물시장,12
218,3,2130091,청량종합도매시장,36
219,3,2130090,청량리종합시장,19
220,3,2130089,청량리수산시장,42
221,3,2130088,경동시장,126
222,3,2130087,경동광성상가(경동시장),28
223,3,2130086,서울약령시장,1184
224,3,2130085,용두시장,4
225,3,2130084,신성시장(신성골목시장),21
226,3,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",111
227,3,2130082,면곡골목시장,20
228,3,2130081,자양골목전통시장(자양골목시장),54
229,3,2130080,자양종합시장(기능상실),14
230,3,2130079,한아름시장,40
231,3,2130078,화양제일골목시장,65
232,3,2130077,조양시장,31
233,3,2130076,능동로골목시장,88
234,3,2130075,노룬산시장(노룬산골목시장),23
235,3,2130074,영동교골목시장,21
236,3,2130073,뚝도시장,45
237,3,2130072,성동용답상가시장,132
238,3,2130071,성수역 골목형상점가,335
239,3,2130070,뚝섬역상점가,1016
240,3,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",32
241,3,2130068,마장축산물시장,975
242,3,2130067,왕십리도선동상점가,1670
243,3,2130066,행당시장상점가,397
244,3,2130065,무학봉상점가,144
245,3,2130064,금남시장,36
246,3,2130063,신금호역 골목형상점가,30
247,3,2130062,보광시장,31
248,3,2130061,이태원시장,32
249,3,2130060,신흥시장,4
250,3,2130059,후암시장,64
251,3,2130058,이촌종합시장,109
252,3,2130057,만리시장,12
253,3,2130056,용산용문시장,65
254,3,2130055,"황학시장(서울중앙시장, 신중앙시장)",203
255,3,2130054,황학동주방가구거리상점가,374
256,3,2130053,백학시장,160
257,3,2130052,서울중앙시장(신중앙시장),479
258,3,2130051,동화동 골목형상점가,391
259,3,2130050,청평화시장,120
260,3,2130049,신당 미래유산 먹거리 골목형상점가,42
261,3,2130048,동평화시장,18
262,3,2130047,테크노상가(엘리시움),160
263,3,2130046,team204(팀204),20
264,3,2130045,광희패션몰,49
265,3,2130044,에리어식스(벨포스트),10
266,3,2130043,제일평화시장,43
267,3,2130042,약수시장,158
268,3,2130041,신평화패션타운(청계6가 지하도상가),28
269,3,2130040,남평화시장,5
270,3,2130039,청계6가 지하도상가,36
271,3,2130038,"평화시장(통일상가, 동화상가)",930
272,3,2130036,중부시장(신중부시장),3089
273,3,2130035,방산종합시장(방산시장),1190
274,3,2130034,필동 골목형상점가,14
275,3,2130033,대림상가(청계상가),169
276,3,2130032,인현시장,167
277,3,2130031,청계천공구상가,921
278,3,2130028,을지입구지하상가(을지로지하보도쇼핑센터),2
279,3,2130025,삼익패션타운(남대문시장),5494
280,3,2130024,남대문시장(자유상가),732
281,3,2130022,숭례문수입상가(남대문시장),1907
282,3,2130021,신설종합시장,50
283,3,2130020,동묘시장(동묘벼룩시장),407
284,3,2130019,동대문상가D동,28
285,3,2130018,동대문문구완구거리(동대문문구완구시장),215
286,3,2130017,동대문상가C동,12
287,3,2130016,동대문상가B동,2
288,3,2130015,창신골목시장,22
289,3,2130014,동문시장,3
290,3,2130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",1319
291,3,2130011,충신시장,88
292,3,2130010,종로신진시장,200
293,3,2130009,마전교지하쇼핑센터(구 한일상가),24
294,3,2130007,광장시장(광장전통시장),466
295,3,2130005,세운상가가동,137
296,3,2130004,낙원시장(낙원지하시장(대일상가)),364
297,3,2130002,세종마을음식문화거리(금천교시장),564
298,3,2130001,통인시장,59
299,3,2120249,고덕역,1359
300,3,2120248,명일역,860
301,3,2120247,굽은다리역,565
302,3,2120246,길동역,3399
303,3,2120245,둔촌역,1884
304,3,2120244,암사역,916
305,3,2120243,천호역,1353
306,3,2120242,강동구청역,4528
307,3,2120241,거여역,1197
308,3,2120240,개롱역,1609
309,3,2120239,오금역,4700
310,3,2120238,방이역,412
311,3,2120237,경찰병원역,8608
312,3,2120236,장지역(가든파이브),4622
313,3,2120235,문정역,907
314,3,2120234,가락시장역,10268
315,3,2120233,몽촌토성역,10357
316,3,2120232,송파나루역,1269
317,3,2120231,가락시장,5698
318,3,2120230,송파사거리(송파역),876
319,3,2120229,방이동먹자골목,7319
320,3,2120228,석촌역(석촌호수),4494
321,3,2120227,잠실역,45438
322,3,2120226,석촌고분역,2408
323,3,2120225,잠실새내역(신천),5750
324,3,2120224,수서역,12418
325,3,2120223,휘문고교사거리,9166
326,3,2120222,삼성역,43324
327,3,2120221,봉은사역,19513
328,3,2120220,대치역,5578
329,3,2120219,은마아파트,17161
330,3,2120218,코엑스,290
331,3,2120217,대치사거리,2779
332,3,2120216,경기고교사거리(경기고교앞사거리),4934
333,3,2120215,포스코사거리,61656
334,3,2120214,영동대교남단교차로,3990
335,3,2120213,삼성중앙역,8472
336,3,2120212,한티역,713
337,3,2120211,도성초등학교,984
338,3,2120210,선릉역,48780
339,3,2120209,"강남구청(청담역_8번, 강남세무서)",8984
340,3,2120208,청담사거리(청담동명품거리),10577
341,3,2120207,선정릉역,12151
342,3,2120206,개나리아파트,5280
343,3,2120205,매봉역,13950
344,3,2120204,르네상스호텔사거리,41471
345,3,2120203,강남구청역,7726
346,3,2120202,압구정로데오역(압구정로데오),11735
347,3,2120201,도곡1동,11559
348,3,2120200,학동사거리,9363
349,3,2120199,경복아파트교차로,3830
350,3,2120198,구역삼세무서,11531
351,3,2120197,역삼역,58694
352,3,2120196,서울세관,9687
353,3,2120195,성수대교남단,5611
354,3,2120194,언주역(차병원),12628
355,3,2120193,도산공원교차로,6384
356,3,2120192,뱅뱅사거리,27462
357,3,2120191,학동역,13862
358,3,2120190,강남을지병원,11703
359,3,2120189,강남역,72613
360,3,2120188,압구정역,8579
361,3,2120187,신논현역,13076
362,3,2120186,가로수길,6518
363,3,2120185,논현역,12764
364,3,2120184,포이사거리(삼호물산),10139
365,3,2120183,양재천카페거리,3558
366,3,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",6144
367,3,2120181,교육개발원입구사거리,7278
368,3,2120180,양재화물트럭터미널앞,2562
369,3,2120179,양재역,21445
370,3,2120178,신사역,10933
371,3,2120177,신논현역 1번,694
372,3,2120176,논현역 4번,893
373,3,2120175,남부터미널역,8239
374,3,2120174,논현역 5번,682
375,3,2120173,교대역(법원.검찰청),18197
376,3,2120172,교대입구교차로,10241
377,3,2120171,서초3동사거리,11750
378,3,2120170,삼호가든사거리,2026
379,3,2120169,서초역,15771
380,3,2120168,서울고교교차로,569
381,3,2120167,고속터미널(고속터미널역),5078
382,3,2120166,방배역,5467
383,3,2120165,서래마을카페거리(서래마을),3467
384,3,2120164,내방역,8574
385,3,2120163,사당역 11번(사당역먹자골목),491
386,3,2120162,방배동카페골목,1253
387,3,2120161,방배동가구거리(사당동가구거리),2517
388,3,2120160,사당역(사당),9153
389,3,2120159,서울대입구역,1430
390,3,2120158,녹두거리(대학동),695
391,3,2120157,신림역(신림),593
392,3,2120156,"총신대입구역(이수, 총신대)",3255
393,3,2120155,총신대학교,111
394,3,2120154,장승배기역,479
395,3,2120153,노량진역(노량진),3699
396,3,2120152,신대방삼거리역,594
397,3,2120151,보라매공원,2417
398,3,2120150,63빌딩,7632
399,3,2120149,여의도역(여의도),69255
400,3,2120148,국회의사당역(국회의사당),31135
401,3,2120147,보라매역,1981
402,3,2120146,한강성심병원,5045
403,3,2120145,영등포역(영등포),3856
404,3,2120144,영중로,2015
405,3,2120143,당산역,2723
406,3,2120142,대림역,1559
407,3,2120141,영등포청과시장교차로,601
408,3,2120140,문래동주민센터,6162
409,3,2120139,대림3동사거리,3619
410,3,2120138,당산2동(영등포우체국),2754
411,3,2120137,문래역(문래로데오거리),50
412,3,2120136,영등포구청역,6617
413,3,2120135,양평역,5072
414,3,2120134,구로전화국,2014
415,3,2120133,서울시흥동우체국(홈플러스시흥점),142
416,3,2120132,독산동,4203
417,3,2120131,가산디지털단지,81100
418,3,2120130,구로디지털단지역,1136
419,3,2120129,구로디지털단지,47750
420,3,2120128,신도림역,1253
421,3,2120127,구로구청,5918
422,3,2120126,디지털단지오거리,135
423,3,2120125,구로역,9291
424,3,2120124,개봉동 현대아파트,461
425,3,2120123,오류동역,2120
426,3,2120122,강서구청,2137
427,3,2120121,까치산역,344
428,3,2120120,화곡역,927
429,3,2120119,발산역(마곡),1427
430,3,2120117,강서농산물도매시장,430
431,3,2120116,송정역,117
432,3,2120114,목동신시가지,13614
433,3,2120113,오목교역,628
434,3,2120112,등촌역,1633
435,3,2120111,목동사거리,1828
436,3,2120110,목동역 8번출구,1858
437,3,2120109,서울남부지방법원,608
438,3,2120108,신정네거리역,992
439,3,2120107,공덕역(공덕오거리),13077
440,3,2120106,마포역,11462
441,3,2120105,상수역(홍대),524
442,3,2120104,연남동(홍대),5955
443,3,2120103,홍대입구역(홍대),9580
444,3,2120102,서교동(홍대),7276
445,3,2120101,합정역,1932
446,3,2120100,망원역,900
447,3,2120099,월드컵경기장역(월드컵경기장),84
448,3,2120098,DMC(디지털미디어시티),8846
449,3,2120097,충정로역,2246
450,3,2120096,"이화여대(이대역, 이대)",470
451,3,2120095,홍제역,922
452,3,2120094,"신촌역(신촌역, 신촌로터리)",5355
453,3,2120093,연희동,661
454,3,2120092,불광역,274
455,3,2120091,본서부병원,516
456,3,2120090,연신내역,687
457,3,2120089,구파발역,1
458,3,2120088,구산역,799
459,3,2120087,응암역,441
460,3,2120086,태릉입구역,382
461,3,2120085,은행사거리,317
462,3,2120084,공릉역,712
463,3,2120083,등나무근린공원,1184
464,3,2120082,상계백병원,426
465,3,2120081,노원역,1552
466,3,2120080,마들역,180
467,3,2120079,창동역,1326
468,3,2120078,미아사거리역,145
469,3,2120077,미아역,218
470,3,2120076,수유역,1930
471,3,2120075,월곡역,369
472,3,2120074,안암역,59
473,3,2120073,미아사거리,353
474,3,2120072,성신여대,1048
475,3,2120071,성북구청,255
476,3,2120070,한성대입구역,466
477,3,2120069,상봉역,932
478,3,2120068,사가정역,145
479,3,2120067,장안동사거리,2587
480,3,2120066,장한평역(장한평),7424
481,3,2120065,회기역,326
482,3,2120064,경희대학교(경희대),97
483,3,2120063,청량리역(청량리),1182
484,3,2120062,신설동역,12641
485,3,2120061,올림픽대교북단,1094
486,3,2120060,강변역(테크노마트),3189
487,3,2120059,구삼강변맛길,3279
488,3,2120058,구의사거리,688
489,3,2120057,아차산역,2218
490,3,2120056,구의역,2200
491,3,2120055,군자역,4255
492,3,2120054,어린이대공원역,1243
493,3,2120053,건대입구역(건대),859
494,3,2120052,성수역,11387
495,3,2120051,뚝섬역,3944
496,3,2120050,서울숲역,212
497,3,2120049,왕십리역(왕십리),1459
498,3,2120048,금호역,80
499,3,2120047,한남오거리,2290
500,3,2120046,이태원(이태원역),2276
501,3,2120045,남영동 먹자골목,4044
502,3,2120044,삼각지역,1611
503,3,2120043,서울역,22578
504,3,2120042,"숙대입구역(남영역, 남영동)",4057
505,3,2120041,신용산역(용산역),16270
506,3,2120040,용산전자상가(용산역),8014
507,3,2120039,신당역,2321
508,3,2120038,약수역,2289
509,3,2120037,동대문역사문화공원역,35320
510,3,2120036,장충동족발거리(남소영길),2289
511,3,2120035,퇴계로5가,2257
512,3,2120034,중구청(퇴계로4가),1538
513,3,2120033,을지로4가역,874
514,3,2120032,충무로역,11403
515,3,2120031,을지로3가역,6147
516,3,2120030,중부경찰서(영화인의거리),11889
517,3,2120029,을지로2가,7461
518,3,2120028,명동(명동거리),12797
519,3,2120027,명동역(명동재미로),18097
520,3,2120026,을지로입구역,30610
521,3,2120025,롯데백화점(시청광장 지하쇼핑센터),22641
522,3,2120024,회현역,2167
523,3,2120023,서울시청,10242
524,3,2120022,북창동(시청역_6번),5197
525,3,2120021,시청역_8번,24117
526,3,2120020,시청역_1번,10375
527,3,2120019,경찰청앞교차로,5958
528,3,2120018,중림동,2187
529,3,2120017,동묘앞역(동묘),626
530,3,2120016,동대문역,193
531,3,2120015,종로6가,302
532,3,2120014,종로5가역,4887
533,3,2120013,이화사거리,7552
534,3,2120012,대학로(혜화역),2061
535,3,2120011,종로4가,2980
536,3,2120010,원남동사거리,4107
537,3,2120009,종로3가역,8495
538,3,2120008,인사동,22070
539,3,2120007,북촌(안국역),10172
540,3,2120006,종각역,33181
541,3,2120005,삼청동,3053
542,3,2120004,종로구청,12937
543,3,2120003,광화문역,44202
544,3,2120002,서촌(경복궁역),2008
545,3,2120001,서대문역,1510
546,3,2111090,강일동주민센터,91
547,3,2111089,상일여고(상일초등학교),758
548,3,2111088,고덕동성당,123
549,3,2111087,고덕중학교(고덕2동주민센터),197
550,3,2111086,한영중고,297
551,3,2111085,묘곡초등학교(고덕아이파크아파트),800
552,3,2111084,길동신동아아파트,169
553,3,2111083,GS강동자이아파트,411
554,3,2111082,중앙보훈병원,64
555,3,2111081,둔촌푸르지오아파트,78
556,3,2111080,굽은다리역 3번,434
557,3,2111079,둔촌고등학교(둔촌중학교),395
558,3,2111078,굽은다리역 4번,1728
559,3,2111077,길동주민센터(강동도서관),1272
560,3,2111076,둔촌2동주민센터,297
561,3,2111075,굽은다리역 2번,192
562,3,2111074,명일역 1번,148
563,3,2111073,둔촌동역 1번(한산중학교),973
564,3,2111072,굽은다리역 1번(십자성마을),739
565,3,2111071,천동초등학교,76
566,3,2111070,천호초등학교,127
567,3,2111069,천호1동주민센터,79
568,3,2111068,강동성심병원,1570
569,3,2111067,강동구립성내도서관,746
570,3,2111066,암사동성당(효정하나플러스아파트),395
571,3,2111065,천일초등학교,75
572,3,2111064,둔촌동역 4번,157
573,3,2111063,강동구립 천호도서관,368
574,3,2111062,둔촌동역 3번(성내3동주민센터),751
575,3,2111061,암사역 1번,831
576,3,2111060,암사역 2번(서울강동초등학교),871
577,3,2111059,강동역 4번(강풀만화거리),819
578,3,2111058,성내중학교,451
579,3,2111057,천호공원(해공체육문화센터),255
580,3,2111056,천호태영아파트,191
581,3,2111055,선사초등학교,673
582,3,2111054,암사역 4번(삼성광나루아파트),104
583,3,2111053,성내천어린이공원(하니사랑길),6288
584,3,2111052,암사역 3번(천호동자전거거리),357
585,3,2111051,천호역 6번,407
586,3,2111050,강동구청(강동구청역 2번),131
587,3,2111049,천호지구대(천호동자전거거리),507
588,3,2111048,천호역 1번(천호문구완구거리),189
589,3,2111047,마천1치안센터,111
590,3,2111046,마천역(마천초등학교),705
591,3,2111045,개미어린이공원,36
592,3,2111044,남천초등학교,557
593,3,2111043,마천공원,32
594,3,2111042,거여역 1번(거여공원),867
595,3,2111041,거여역 8번,428
596,3,2111040,거여초등학교,346
597,3,2111039,벌말어린이공원,485
598,3,2111038,보인중학교,416
599,3,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),373
600,3,2111036,투구봉어린이공원,209
601,3,2111035,오금공원(오주중학교),531
602,3,2111034,오동나무공원(송파레미니스1단지),1443
603,3,2111033,문정동성당,70
604,3,2111032,방이역 1번,3885
605,3,2111031,장지동주민센터(한림연예예술고교),3127
606,3,2111030,방이역 2번,665
607,3,2111029,오금역 4번,427
608,3,2111028,문현중학교(장지역 1번),424
609,3,2111027,문정초등학교,1403
610,3,2111026,문정역 2번,2304
611,3,2111025,경찰병원역 3번,686
612,3,2111024,경찰병원역 4번(건너말공원),240
613,3,2111023,문정역 1번,939
614,3,2111022,석촌중학교(방이육교),567
615,3,2111021,방이역 4번,7674
616,3,2111020,방이동고분군(방산고등학교),304
617,3,2111019,한성백제역 3번,1524
618,3,2111018,풍납초등학교(풍납백제문화공원),26
619,3,2111017,송파나루역 3번,688
620,3,2111016,송파역 2번,3803
621,3,2111015,석촌역 3번,1352
622,3,2111014,송파나루역 2번,525
623,3,2111013,송파나루역 1번(송리단길),2234
624,3,2111012,석촌역 6번,732
625,3,2111011,잠실나루역,9608
626,3,2111010,석촌역 7번,1428
627,3,2111009,송파책박물관,127
628,3,2111008,석촌고분역 3번,1600
629,3,2111007,석촌고분역 4번,936
630,3,2111006,석촌고분역 1번,1112
631,3,2111005,삼전역 3번,1865
632,3,2111004,삼전역 1번,2036
633,3,2111003,삼전역 4번,1991
634,3,2111002,한국교통안전공단 강남자동차검사소,317
635,3,2111001,아래방죽마을공원(율현초등학교),70
636,3,2111000,대왕초등학교(세곡동사거리서남측),39
637,3,2110999,윗방죽마을공원,268
638,3,2110998,은곡마을(은곡마을공원),23
639,3,2110997,대청초등학교,1724
640,3,2110996,대치2동주민센터,1959
641,3,2110995,봉은사역 4번,5085
642,3,2110994,개포고등학교,494
643,3,2110993,개포지하차도 북측,70
644,3,2110992,도곡초등학교,2179
645,3,2110991,삼성중앙역 5번,1246
646,3,2110990,청담역 12번,262
647,3,2110989,대치동아우편취급국,444
648,3,2110988,청담역 3번,1594
649,3,2110987,영동대교남단,473
650,3,2110986,삼성중앙역 7번,90
651,3,2110985,청담근린공원,1338
652,3,2110984,포이초등학교(개포목련어린이공원),1556
653,3,2110983,국립국악고등학교,783
654,3,2110982,강남구보훈회관,166
655,3,2110981,국악고교사거리,361
656,3,2110980,개포지구대옆,663
657,3,2110979,청담초등학교,2996
658,3,2110978,도곡2동주민센터(대치중학교),331
659,3,2110977,논현로18길,148
660,3,2110976,언북초등학교,578
661,3,2110975,매봉역 1번,10837
662,3,2110974,언주중학교,292
663,3,2110973,강남구청역 4번,1451
664,3,2110972,강남세브란스병원미래의학연구센터,2628
665,3,2110971,선정릉역 4번,1542
666,3,2110970,학동초등학교,378
667,3,2110969,베르사이유1아파트,1546
668,3,2110968,강남구청역 2번,1023
669,3,2110967,역삼역 8번,377
670,3,2110966,논현2동주민센터,1637
671,3,2110965,언주역 6번,1139
672,3,2110964,싸리고개근린공원,217
673,3,2110963,역삼월드메르디앙아파트,780
674,3,2110962,도산공원북측,557
675,3,2110961,언주역 3번,962
676,3,2110960,은광여고,1522
677,3,2110959,신구중학교,271
678,3,2110958,역삼역 4번,994
679,3,2110957,언북중학교,1251
680,3,2110956,언주역 8번,1199
681,3,2110955,논현초등학교,3430
682,3,2110954,국기원,636
683,3,2110953,학동근린공원,2487
684,3,2110952,논현목련공원,117
685,3,2110951,신사은행나무공원,273
686,3,2110950,논현역 7번,2981
687,3,2110949,한남IC,1683
688,3,2110947,청계산입구역 2번(내곡동주민센터),121
689,3,2110946,청계산원터골,48
690,3,2110945,본마을노인복지센터(서초구립내곡도서관),191
691,3,2110944,서울나래학교(염곡어린이공원),1053
692,3,2110943,법제교육센터(버들어린이공원),1122
693,3,2110942,염곡동 구룡사(포이동성당),3242
694,3,2110941,언남고등학교,261
695,3,2110940,양재근린공원(양재2동주민센터),1043
696,3,2110939,양재역 8번(양재동우체국),5945
697,3,2110938,바우뫼공원,1784
698,3,2110937,방아다리근린공원(횃불트리니티신학대학원대학교),2465
699,3,2110936,더케이호텔(양재리본타워2단지아파트),832
700,3,2110935,한전아트센터,379
701,3,2110934,우면주공아파트,998
702,3,2110933,한국상담대학원대학교,679
703,3,2110932,서울시인재개발원,532
704,3,2110931,삼성전자서울R&D(서울우면초등학교),100
705,3,2110930,서초동성당,2178
706,3,2110929,남부터미널역 1번,21130
707,3,2110928,서초우방유쉘아파트,596
708,3,2110927,잠원역,745
709,3,2110926,신중초등학교,1610
710,3,2110925,서초중학교,873
711,3,2110924,반포4동주민센터(몽마르뜨공원),1330
