,기준분기코드,상권코드,상권코드명,총직장인구수
712,4,2110923,방배역 1번,210
713,4,2110922,내방역 1번,224
714,4,2110921,서울프랑스학교,522
715,4,2110920,방배역 2번(백석예술대학교),359
716,4,2110919,내방역 8번,1539
717,4,2110918,방배역 3번,682
718,4,2110917,서초소방서,1505
719,4,2110916,내방역 4번,1152
720,4,2110915,서래초등학교,2807
721,4,2110914,내방역 6번,146
722,4,2110913,방현초등학교(방배119안전센터),3305
723,4,2110912,방배동사이길,210
724,4,2110911,방배배수지체육공원,29
725,4,2110910,내방역 5번,614
726,4,2110909,남태령역(서울전자고등학교),132
727,4,2110908,구반포역,1525
728,4,2110907,방배초등학교,878
729,4,2110906,서문여고,683
730,4,2110905,방배노인종합복지관(이수중학교),287
731,4,2110904,이수역 5번,835
732,4,2110903,방배아이파크아파트,7222
733,4,2110902,사당역 4번,1201
734,4,2110901,인헌고등학교(인헌중학교),262
735,4,2110900,낙성대역 1번(관악구민 종합체육센터),457
736,4,2110899,낙성대역 5번(관악중학교),690
737,4,2110898,청림동주민센터(상도중학교),66
738,4,2110897,서울대입구역 8번,219
739,4,2110896,관악우성아파트,202
740,4,2110895,샤로수길,1796
741,4,2110894,관악동부센트레빌아파트(은천로35라길),20
742,4,2110893,관악소방서(문영여고),353
743,4,2110892,관악구 중앙길,709
744,4,2110891,구암초등학교,47
745,4,2110890,봉천역 1번(관악초등학교),261
746,4,2110889,봉천역 6번,376
747,4,2110888,청룡동주민센터,94
748,4,2110887,서울산업정보학교(서울삼성초등학교),19
749,4,2110886,관악해태어린이공원,188
750,4,2110885,영락고등학교,340
751,4,2110884,봉천역 4번(봉천110안전센터),372
752,4,2110883,은천초등학교(은천교앞),212
753,4,2110882,신성초등학교,733
754,4,2110881,구립대학경로당(관악산샘말공원),1601
755,4,2110880,신림역 1번,995
756,4,2110879,신림현대아파트,17
757,4,2110878,미림여고,368
758,4,2110877,신림역 8번,319
759,4,2110876,서원동주민센터(신관중학교),49
760,4,2110875,보라매동주민센터(당곡고등학교),16
761,4,2110874,원신초등학교(구세군관악영문교회),46
762,4,2110873,당곡중학교,343
763,4,2110872,신림초등학교,277
764,4,2110871,신원동주민센터,159
765,4,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",1026
766,4,2110868,남부초등학교,232
767,4,2110867,국제신학대학원대학교(남서울중학교),202
768,4,2110866,난우중학교,171
769,4,2110865,남강고등학교(남강중학교),336
770,4,2110864,신림우방아파트,236
771,4,2110863,난우초등학교,319
772,4,2110862,난곡초등학교(난곡동벽화마을),84
773,4,2110861,관악구신사동주민센터,1182
774,4,2110860,호림박물관(성보고등학교),410
775,4,2110859,난향초등학교,182
776,4,2110858,신대방역 1번,66
777,4,2110857,미성동주민센터,431
778,4,2110856,미성초등학교,538
779,4,2110855,신대방역 2번,429
780,4,2110854,조원동주민센터,55
781,4,2110853,KT구로지사,213
782,4,2110852,이수역 9번,198
783,4,2110851,경문고등학교(동작동성당),485
784,4,2110850,사당역 10번,969
785,4,2110849,이수역 10번,220
786,4,2110848,양지어린이공원,486
787,4,2110847,예술인마을,460
788,4,2110846,남성역 1번,535
789,4,2110845,사당종합체육관,119
790,4,2110844,흑석2치안센터,7
791,4,2110843,사당5동주민센터,181
792,4,2110842,흑리단길,43
793,4,2110841,중대부중,88
794,4,2110840,중앙대학교,165
795,4,2110839,숭실대입구역 4번,187
796,4,2110838,상도1동주민센터앞,131
797,4,2110837,숭실대입구역 1번,373
798,4,2110836,상도역 5번,3057
799,4,2110835,상도역 1번,285
800,4,2110834,동작구자원봉사센터,38
801,4,2110833,상도역 2번,266
802,4,2110832,노량진초등학교,377
803,4,2110831,상도4동주민센터,72
804,4,2110830,상도초등학교,281
805,4,2110829,장승배기역 5번,536
806,4,2110828,노량진역 6번,3010
807,4,2110827,NH농협은행 상도동지점,262
808,4,2110826,장승배기역 4번,366
809,4,2110825,신대방삼거리역 1번,316
810,4,2110824,대방역 3번,296
811,4,2110823,신대방삼거리역 3번,472
812,4,2110822,신대방삼거리역 4번(대림초등학교),311
813,4,2110821,보라매역 2번,595
814,4,2110820,성남고등학교,3101
815,4,2110819,신대방역 4번,510
816,4,2110818,신대방역 3번,20
817,4,2110817,대방역 4번,286
818,4,2110816,대방역 6번,521
819,4,2110815,공군호텔,2240
820,4,2110814,서울지방병무청,673
821,4,2110813,보라매역 6번,286
822,4,2110812,신길6동주민센터,363
823,4,2110811,보라매역 4번,187
824,4,2110810,영신초등학교,395
825,4,2110809,장훈고등학교,112
826,4,2110808,신길역 1번,67
827,4,2110807,신길역 3번,102
828,4,2110806,서울시립영등포장애인복지관,76
829,4,2110805,신길새마을금고신길4동지점,45
830,4,2110804,신풍역 1번,312
831,4,2110803,신길2동우편취급국,304
832,4,2110802,신길동홍어거리,336
833,4,2110800,영등포동성당,227
834,4,2110799,영등포본동주민센터,119
835,4,2110798,신풍역 2번,53
836,4,2110797,KT대방빌딩,52
837,4,2110796,한림대학교한강성심병원,87
838,4,2110795,도림초등학교,533
839,4,2110794,영동초등학교,632
840,4,2110792,영등포역 2번,3400
841,4,2110791,신풍역 3번,25
842,4,2110790,대림1동주민센터,739
843,4,2110789,대림성모병원,491
844,4,2110788,영등포시장역 3번,28
845,4,2110787,신길3동주민센터,171
846,4,2110786,당산역 8번,271
847,4,2110785,영등포푸르지오아파트,161
848,4,2110784,신대림초등학교,76
849,4,2110783,영등포시장역 1번,292
850,4,2110782,영등포시장역 4번,127
851,4,2110781,대림한신아파트,182
852,4,2110780,신길대성유니드아파트,223
853,4,2110779,대림갑을명가아파트,33
854,4,2110778,구로디지털단지역 4번,1615
855,4,2110777,구로세무서,282
856,4,2110776,도신초등학교,168
857,4,2110775,대동초등학교,61
858,4,2110774,당산반도유보라팰리스아파트,472
859,4,2110773,당산역 13번,272
860,4,2110772,신우어린이공원,94
861,4,2110771,대림역 11번,955
862,4,2110770,영등포구청역 6번,263
863,4,2110769,대림차이나타운(대림역 12번),18
864,4,2110768,도림2동유수지내체육시설,294
865,4,2110767,도림동주민센터,34
866,4,2110766,대림역 5번,360
867,4,2110765,문래동사거리,889
868,4,2110764,문래역 3번,541
869,4,2110763,영등포구청역 2번,480
870,4,2110762,선유도역 1번,3139
871,4,2110761,문래동남성맨션,180
872,4,2110760,선유도역 6번,1792
873,4,2110759,문래예술촌(문래창작촌),4221
874,4,2110758,문래소공원,296
875,4,2110757,양평역 2번,1501
876,4,2110756,문래중학교,275
877,4,2110755,동일여자고등학교,199
878,4,2110754,삼성산자연공원(서울금천초등학교),199
879,4,2110753,시흥동 은행나무사거리,617
880,4,2110752,한울중학교,269
881,4,2110751,난곡중학교,730
882,4,2110750,시흥4동주민센터(서울신흥초등학교),397
883,4,2110749,금산초등학교(금천고등학교),448
884,4,2110748,백산초등학교,102
885,4,2110747,석수역 1번 출입구,823
886,4,2110746,금천금빛공원(은행나무사거리서측),70
887,4,2110745,독산동정훈단지,251
888,4,2110744,독산동성당,531
889,4,2110743,시흥초등학교(시흥1동우체국),191
890,4,2110742,KT금천빌딩(금천구시설관리공단),426
891,4,2110741,독산2동주민센터,444
892,4,2110740,금천해태공원,650
893,4,2110739,시흥3동 우편취급국,1558
894,4,2110738,문성초등학교,249
895,4,2110737,금천세무서,506
896,4,2110736,독산119안전센터,450
897,4,2110735,말미고개,520
898,4,2110734,금천파출소,92
899,4,2110733,금천어울림복지센터,374
900,4,2110732,가산초등학교(세일중학교),338
901,4,2110731,금천구청역 1번 출입구,1041
902,4,2110730,서울축산농협 독산역지점(독산파출소),660
903,4,2110729,가산동우체국,151
904,4,2110728,두산초등학교,4560
905,4,2110727,독산역 1번 출입구,659
906,4,2110726,금천철쭉어린이공원(금하마을),222
907,4,2110725,가산동주민센터,85
908,4,2110724,금천구립가산도서관,366
909,4,2110723,가산디지털단지역 1번 출입구,286
910,4,2110722,G타워,1221
911,4,2110721,가리봉파출소,215
912,4,2110720,대림역 2번,158
913,4,2110719,영서중학교,52
914,4,2110718,한국SGI본부,1614
915,4,2110717,남구로역 2번,570
916,4,2110716,구로나눔길,666
917,4,2110715,구로구민회관,93
918,4,2110714,구로4동주민센터,271
919,4,2110713,구로보건소,2668
920,4,2110712,남구로역 5번,233
921,4,2110711,구로초등학교,818
922,4,2110710,남구로역 3번,606
923,4,2110709,구로119안전센터,162
924,4,2110708,화원어린이공원,64
925,4,2110707,구로창업지원센터,1045
926,4,2110706,그라운드 고척,410
927,4,2110705,고산초등학교,33
928,4,2110704,고척중학교,62
929,4,2110703,개봉역,569
930,4,2110702,개봉초등학교,131
931,4,2110701,고척동성당,567
932,4,2110700,고척초등학교,3249
933,4,2110699,덕의초등학교,150
934,4,2110698,개웅초등학교(개웅중학교),279
935,4,2110697,개봉3동주민센터,244
936,4,2110696,오류동역 1번,2453
937,4,2110695,개봉1동주민센터,546
938,4,2110694,세곡초등학교,445
939,4,2110693,오류동역 4번,17
940,4,2110692,큰굴다리,233
941,4,2110691,개봉중학교,395
942,4,2110690,오류2동버들시장,625
943,4,2110689,오류동역 3번,259
944,4,2110688,오류지구대,171
945,4,2110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",21
946,4,2110686,수궁동주민센터,490
947,4,2110685,금강수목원아파트,181
948,4,2110684,서울공연예술고등학교,157
949,4,2110683,오류고등학교,185
950,4,2110682,온수역 8번,137
951,4,2110681,온수역 1번,152
952,4,2110680,온수역 5번(온수산업단지),1184
953,4,2110679,염창역 2번,578
954,4,2110678,염창무학아파트,242
955,4,2110677,등촌역 1번,410
956,4,2110676,등촌역 7번,237
957,4,2110675,화곡4동주민센터,289
958,4,2110674,강서구청가양동별관,491
959,4,2110673,뜸부기어린이공원,253
960,4,2110672,백석중학교,155
961,4,2110671,등촌1동주민센터,5012
962,4,2110670,신곡초등학교,527
963,4,2110669,화곡보람2차아파트,80
964,4,2110668,화곡2동주민센터,471
965,4,2110667,가양역 10번,177
966,4,2110666,KC대학교,257
967,4,2110665,곰달래도서관,469
968,4,2110664,강서구청옆,111
969,4,2110663,우장산롯데캐슬아파트앞,316
970,4,2110662,까치산역 1번,1480
971,4,2110661,강서새말어린이공원,126
972,4,2110660,등촌3동주민센터,4614
973,4,2110659,화곡역 4번,867
974,4,2110658,화곡초등학교,253
975,4,2110657,양천향교역 5번,3180
976,4,2110656,까치산역 3번,838
977,4,2110655,발산역 5번,587
978,4,2110654,까치산역 4번,1021
979,4,2110653,화곡역 2번,910
980,4,2110652,양천향교역 2번,643
981,4,2110651,화원중학교,377
982,4,2110650,우장산힐스테이트,146
983,4,2110649,우장산역 1번,366
984,4,2110648,양천향교역 7번,13
985,4,2110647,화곡역 5번,890
986,4,2110646,푸른들청소년도서관,782
987,4,2110645,우장산역 4번,794
988,4,2110644,신광명마을,333
989,4,2110643,강서구다솔마을,653
990,4,2110642,정곡초등학교,193
991,4,2110641,공항고등학교,345
992,4,2110640,방화역 1번,1019
993,4,2110639,신방화역 8번,523
994,4,2110638,신방화역 2번,372
995,4,2110637,송정역 2번,540
996,4,2110636,방화역 2번,152
997,4,2110635,공항시장역 3번,1482
998,4,2110634,송정역 3번,664
999,4,2110633,개화산역 1번,115
1000,4,2110632,방화역 3번,1075
1001,4,2110631,방화초등학교,359
1002,4,2110630,공항시장역 1번,1472
1003,4,2110629,송정역 4번,190
1004,4,2110628,신목동역,496
1005,4,2110627,신정롯데캐슬아파트,512
1006,4,2110626,양화초등학교,652
1007,4,2110625,신정2동주민센터,726
1008,4,2110624,목동문화체육센터,382
1009,4,2110623,갈산공원,118
1010,4,2110622,달마을공원,458
1011,4,2110621,목동역 5번,111
1012,4,2110620,목동보건지소,451
1013,4,2110619,목4동주민센터,311
1014,4,2110618,강서고등학교,193
1015,4,2110617,등촌역 4번,274
1016,4,2110616,양목초등학교,161
1017,4,2110615,신서초등학교,87
1018,4,2110614,목동로데오거리,596
1019,4,2110613,신정네거리역 4번,80
1020,4,2110612,신정역 5번,644
1021,4,2110611,신정역 1번,316
1022,4,2110610,계남근린공원,126
1023,4,2110609,신정네거리역 2번,1377
1024,4,2110608,신월2동주민센터,873
1025,4,2110607,금빛새마을금고본점,53
1026,4,2110606,신한은행 신월동지점,521
1027,4,2110605,목동센트럴아이파크앞,155
1028,4,2110604,신월4동주민센터,637
1029,4,2110603,지향초등학교,205
1030,4,2110602,신월시영아파트중문,644
1031,4,2110601,신월1동우편취급국,1200
1032,4,2110600,신월7동주민센터,350
1033,4,2110599,신월1파출소,378
1034,4,2110598,신월문화체육센터,428
1035,4,2110597,신월1동주민센터,517
1036,4,2110596,서서울호수공원,417
1037,4,2110595,메디힐병원,731
1038,4,2110594,신월중학교,453
1039,4,2110593,신월3동주민센터,304
1040,4,2110592,서울금융고등학교,449
1041,4,2110591,충정로역 6번,627
1042,4,2110590,만리재,97
1043,4,2110589,애오개역 3번,58
1044,4,2110588,한겨레신문사,169
1045,4,2110587,공덕동주민센터,238
1046,4,2110586,서울서부지방법원,1461
1047,4,2110585,마포경찰서,918
1048,4,2110584,아현역 4번,49
1049,4,2110583,공덕래미안3차아파트,316
1050,4,2110582,이대역 5번,59
1051,4,2110581,염리초등학교,16
1052,4,2110580,양원초등학교,78
1053,4,2110579,마포역 4번,758
1054,4,2110578,대흥역 2번,2091
1055,4,2110577,용강동주민센터,145
1056,4,2110576,대흥역 3번,1605
1057,4,2110575,대흥동주민센터,206
1058,4,2110574,서강대학교,173
1059,4,2110573,신촌역 6번,33
1060,4,2110572,서강대역 1번,470
1061,4,2110571,신수동주민센터,635
1062,4,2110570,KB국민은행 서강지점,61
1063,4,2110569,홍대땡땡거리,358
1064,4,2110568,광흥창역 1번,67
1065,4,2110567,광흥창역 6번,91
1066,4,2110566,경의선책거리,1690
1067,4,2110565,홍익대,107
1068,4,2110564,홍대입구역 3번,471
1069,4,2110563,상수역 3번,355
1070,4,2110562,연트럴파크(연남동주민센터),426
1071,4,2110561,상수역 4번,395
1072,4,2110560,마포FM,292
1073,4,2110559,성산중학교,757
1074,4,2110558,경성고등학교,2338
1075,4,2110557,홍대부속여중고앞,760
1076,4,2110556,절두산순교성지,176
1077,4,2110555,홍익지구대,335
1078,4,2110554,망원역 1번,1499
1079,4,2110553,가좌역 2번,257
1080,4,2110552,성미산체육관,646
1081,4,2110551,성서초등학교,803
1082,4,2110550,합정역 8번,1578
1083,4,2110549,새터산,283
1084,4,2110548,마포구청역 4번,795
1085,4,2110547,KB국민은행 망원동지점,284
1086,4,2110546,양화대교북단,684
1087,4,2110545,마포구청역 1번,880
1088,4,2110544,망리단길,1203
1089,4,2110543,중암중학교,38
1090,4,2110542,마포구청역 7번,4013
1091,4,2110541,동교초등학교,377
1092,4,2110540,망원나들목체육관,288
1093,4,2110539,미근동,2792
1094,4,2110538,충정로역 3번,284
1095,4,2110537,충정로현대아파트,1514
1096,4,2110536,돈의문센트레빌아파트입구,141
1097,4,2110535,영천시장입구,797
1098,4,2110534,경기대학교,134
1099,4,2110533,충정로역 7번,22
1100,4,2110532,아현역 2번,330
1101,4,2110531,홍지문,141
1102,4,2110530,아현역 1번,36
1103,4,2110529,홍제3동주민센터,136
1104,4,2110528,서울여자간호대학교,309
1105,4,2110527,홍제역 2번,177
1106,4,2110526,봉원사,241
1107,4,2110525,홍은종합사회복지관,61
1108,4,2110524,연희세브란스병원,55
1109,4,2110523,홍제성원아파트,25
1110,4,2110522,홍제역 3번,8
1111,4,2110521,홍제역 4번,63
1112,4,2110520,경의중앙 신촌역,78
1113,4,2110519,서대문구보건소별관,470
1114,4,2110518,서대문구청,117
1115,4,2110517,서대문소방서,1051
1116,4,2110516,정원여중,114
1117,4,2110515,홍은중학교,399
1118,4,2110514,서대문우체국,86
1119,4,2110513,연희파출소,457
1120,4,2110512,연희지하차도,357
1121,4,2110511,연희초등학교,3766
1122,4,2110510,홍연시장,99
1123,4,2110509,연희대우아파트앞,691
1124,4,2110508,서연중학교,1028
1125,4,2110507,명지대학교,1537
1126,4,2110506,연희임광아파트,110
1127,4,2110505,홍남교남측,14
1128,4,2110504,명지전문대,139
1129,4,2110503,명지대학교교회,230
1130,4,2110502,남가좌파출소,290
1131,4,2110501,연희어린이공원,214
1132,4,2110500,남가좌동현대아파트,74
1133,4,2110499,연가초등학교,282
1134,4,2110498,증산역 1번,222
1135,4,2110497,가좌역 3번,299
1136,4,2110496,모래내우체국,611
1137,4,2110495,북가좌2동주민센터,501
1138,4,2110494,증산3교남측,31
1139,4,2110493,북가좌초등학교,892
1140,4,2110492,하나고등학교,247
1141,4,2110491,불광중학교,195
1142,4,2110490,녹번동근린공원,307
1143,4,2110489,불광역 3번,35
1144,4,2110488,우리은행응암동지점,171
1145,4,2110487,불광역 8번,63
1146,4,2110486,은평구청,629
1147,4,2110485,연신내우체국,1259
1148,4,2110484,역촌역 3번,500
1149,4,2110483,연천초등학교,147
1150,4,2110482,연신초등학교,45
1151,4,2110481,불광역 7번,193
1152,4,2110480,연신내역 3번,117
1153,4,2110479,연신내역 2번,304
1154,4,2110478,응암1동주민센터,359
1155,4,2110477,은평세무서,434
1156,4,2110476,역촌역 2번,56
1157,4,2110475,백련산해모로아파트,241
1158,4,2110474,세명컴퓨터고등학교,196
1159,4,2110473,구산역 1번,436
1160,4,2110472,연신내역 4번,336
1161,4,2110471,응암동우체국,258
1162,4,2110470,신진과학기술고등학교,127
1163,4,2110469,응암정보도서관,340
1164,4,2110468,응암역 3번,1129
1165,4,2110467,은평요양병원,487
1166,4,2110466,구산역 2번,87
1167,4,2110465,연신내역 7번,229
1168,4,2110464,연신내역 5번,301
1169,4,2110463,응암3동주민센터,123
1170,4,2110462,갈현건영아파트,354
1171,4,2110461,새절역 2번,39
1172,4,2110460,구산역 4번,969
1173,4,2110459,응암역 2번,547
1174,4,2110458,선일여고,404
1175,4,2110457,예일여고,484
1176,4,2110456,구산보건지소,966
1177,4,2110455,역촌노인복지관,678
1178,4,2110454,선정중학교,481
1179,4,2110453,신사1동주민센터,515
1180,4,2110452,새절역 3번,420
1181,4,2110451,증산역 4번,1296
1182,4,2110450,시립서북병원,1576
1183,4,2110449,증산역 3번,717
1184,4,2110448,상신초등학교입구,120
1185,4,2110447,구산초등학교,12
1186,4,2110446,내를건너서숲으로도서관,375
1187,4,2110445,덕산중학교,61
1188,4,2110444,수색성당,170
1189,4,2110443,수색역 1번,14
1190,4,2110442,화랑대철도공원,76
1191,4,2110441,영신여고,172
1192,4,2110440,상계3동4동주민센터,49
1193,4,2110439,당고개역 5번,63
1194,4,2110438,경춘선숲길 우측,230
1195,4,2110437,당고개역 2번,116
1196,4,2110436,상계제일중학교,93
1197,4,2110435,서울과학기술대,73
1198,4,2110434,태릉입구역 4번,121
1199,4,2110433,공릉역 2번,401
1200,4,2110432,대진고등학교,894
1201,4,2110431,상계역,124
1202,4,2110430,중계초등학교,307
1203,4,2110429,공릉동 국수거리,2074
1204,4,2110428,상계5동주민센터,491
1205,4,2110427,노원 을지대학교병원,363
1206,4,2110426,상계2동주민센터,337
1207,4,2110425,계상초등학교,130
1208,4,2110424,상계초등학교,388
1209,4,2110423,석계역 2번,280
1210,4,2110422,노원역 9번,277
1211,4,2110421,석계역 1번,249
1212,4,2110420,광운대역 1번,814
1213,4,2110419,수락산디자인거리,789
1214,4,2110418,광운대학교 남단,100
1215,4,2110417,월계역 3번,26
1216,4,2110416,노원초등학교,468
1217,4,2110415,수락산역 4번,635
1218,4,2110414,장석교회,61
1219,4,2110413,누원고등학교,54
1220,4,2110412,창동중학교,25
1221,4,2110411,도봉역 3번,413
1222,4,2110410,방학역 2번,957
1223,4,2110409,창동역 2번,3957
1224,4,2110408,가인초등학교,359
1225,4,2110407,도봉역 2번,562
1226,4,2110406,도봉산역 1번,659
1227,4,2110405,방학역 1번,1123
1228,4,2110404,신창초등학교,520
1229,4,2110403,방학1동주민센터,316
1230,4,2110402,도봉구 정병원,471
1231,4,2110401,도봉구민회관,243
1232,4,2110400,도봉구보건소,191
1233,4,2110399,창2동주민센터,852
1234,4,2110398,쌍문2동우체국,474
1235,4,2110397,도봉산입구,469
1236,4,2110396,쌍문역1번(쌍리단길),259
1237,4,2110395,신한은행 방학동지점,163
1238,4,2110394,방학중학교,193
1239,4,2110393,국민은행방학지점,49
1240,4,2110392,발바닥공원,43
1241,4,2110391,샘말어린이공원,373
1242,4,2110390,방학초등학교,225
1243,4,2110389,한일병원,209
1244,4,2110388,도봉우체국,35
1245,4,2110387,쌍문초등학교,335
1246,4,2110386,연산군묘,124
1247,4,2110385,효문고등학교,37
1248,4,2110384,문이교,248
1249,4,2110383,덕성여대시반거리,33
1250,4,2110382,솔밭공원역 1번,32
1251,4,2110381,번동주공2단지,171
1252,4,2110380,강북문화정보도서관,48
1253,4,2110379,KT&G 북부지사,12
1254,4,2110378,송중동주민센터,23
1255,4,2110377,미아사거리역 3번,21
1256,4,2110376,수송초등학교,224
1257,4,2110375,서울북부고용노동지청,178
1258,4,2110374,송중초등학교,491
1259,4,2110373,수유역 2번,891
1260,4,2110372,강북중학교,188
1261,4,2110371,삼양입구사거리,49
1262,4,2110370,도봉세무서,367
1263,4,2110369,성신여대운정그린캠퍼스,518
1264,4,2110368,송천초등학교,196
1265,4,2110367,강북구청,1943
1266,4,2110366,광산사거리,91
1267,4,2110365,미아역 5번,341
1268,4,2110364,미아역 8번,146
1269,4,2110363,송천동주민센터,19
1270,4,2110362,우이천 계성교,205
1271,4,2110361,삼양사거리역 1번,101
1272,4,2110360,수유초등학교,321
1273,4,2110359,수유시장옆,117
1274,4,2110358,인수동 우편취급국,558
1275,4,2110357,가오리역 1번,725
1276,4,2110356,덕수교,228
1277,4,2110355,삼양사거리역 2번,306
1278,4,2110354,삼각산119안전센터,22
1279,4,2110353,수유동우체국,187
1280,4,2110352,수유1동주민센터,305
1281,4,2110351,수유북부시장옆,214
1282,4,2110350,가오리역 2번,148
1283,4,2110349,화계역 2번,83
1284,4,2110348,강북문화예술회관,343
1285,4,2110347,구세군강북종합사회복지관,38
1286,4,2110346,4.19민주묘지역 2번,96
1287,4,2110345,솔밭공원역 2번,117
1288,4,2110344,화계중학교,12
1289,4,2110343,무너미어린이공원,100
1290,4,2110342,국립재활원,59
1291,4,2110341,북한산우이역 2번,492
1292,4,2110340,인수중학교,176
1293,4,2110339,국립4.19민주묘지,26
1294,4,2110338,인수초등학교,190
1295,4,2110337,아카데미하우스,512
1296,4,2110336,석관고등학교,94
1297,4,2110335,석계역 7번,249
1298,4,2110334,석관중앙교회,170
1299,4,2110333,돌곶이역 5번,988
1300,4,2110332,돌곶이역 3번,164
1301,4,2110331,돌곶이역 8번,436
1302,4,2110330,돌곶이역 1번,220
1303,4,2110329,우리은행체육관,53
1304,4,2110328,상월곡역 3번,250
1305,4,2110327,상월곡역 2번,104
1306,4,2110326,장위동성당,84
1307,4,2110325,장곡초등학교,62
1308,4,2110324,월곡역 4번,99
1309,4,2110323,상월곡역 1번,109
1310,4,2110322,장위1동주민센터,237
1311,4,2110321,동덕여대,43
1312,4,2110320,KB국민은행 종암동지점,72
1313,4,2110319,종암동주민센터,277
1314,4,2110318,KT월곡지사,148
1315,4,2110317,종암중학교,412
1316,4,2110316,숭곡초등학교,439
1317,4,2110315,종암아이파크2차,124
1318,4,2110314,종암경찰서,953
1319,4,2110313,안암역 3번,2079
1320,4,2110312,안암역 2번,175
1321,4,2110311,종암아이파크2차후문,49
1322,4,2110310,길음역 10번,45
1323,4,2110309,대광초등학교,354
1324,4,2110308,길음역 8번,174
1325,4,2110307,길음역 7번,158
1326,4,2110306,미아초등학교,291
1327,4,2110305,보문역 5번,883
1328,4,2110304,보문역 4번,248
1329,4,2110303,성신여대입구역 1번,138
1330,4,2110302,보문역 8번,3818
1331,4,2110301,성신여대입구역 7번,484
1332,4,2110300,삼선동주민센터,2735
1333,4,2110299,정릉역 1번,372
1334,4,2110298,솔숲어린이공원,77
1335,4,2110297,경동고등학교,654
1336,4,2110296,성신여대입구역 4번,77
1337,4,2110295,정릉우체국,679
1338,4,2110294,서경대학교,391
1339,4,2110293,삼선중학교,1730
1340,4,2110292,정릉역 2번,43
1341,4,2110291,한성대입구역 3번,345
1342,4,2110290,북한산보국문역 1번,96
1343,4,2110289,북한산보국문역 2번,144
1344,4,2110288,동구여중,216
1345,4,2110287,정릉3동주민센터,70
1346,4,2110286,한성대입구역 5번,978
1347,4,2110285,홍대부중,814
1348,4,2110284,정릉북한산국립공원입구,644
1349,4,2110283,성북초등학교앞,203
1350,4,2110282,국민대학교앞,1403
1351,4,2110281,길상사,13811
1352,4,2110280,북정마을,78
1353,4,2110279,신내역 2번,9
1354,4,2110278,망우본동주민센터,279
1355,4,2110277,러스크서울병원,178
1356,4,2110276,신내IC북측,39
1357,4,2110275,하나은행 망우동지점,63
1358,4,2110274,서일대학교,552
1359,4,2110273,장스여성병원,610
1360,4,2110272,신내1동주민센터,471
1361,4,2110271,신내역 1번,97
1362,4,2110270,혜원여고,168
1363,4,2110269,용마문화복지센터,169
1364,4,2110268,망우3동주민센터,60
1365,4,2110267,망우역 2번,139
1366,4,2110266,면목동우체국,225
1367,4,2110265,망우역 1번,198
1368,4,2110264,면목역 2번,358
1369,4,2110263,면목역 1번,128
1370,4,2110262,상봉역 3번,1532
1371,4,2110261,사가정역 4번,167
1372,4,2110260,면목역 3번,126
1373,4,2110259,사가정역 1번,543
1374,4,2110258,면동초등학교,260
1375,4,2110257,상봉역 7번,397
1376,4,2110256,면목2동체육관,477
1377,4,2110255,상봉역 4번,327
1378,4,2110254,오거리공원,257
1379,4,2110253,중곡초등학교,181
1380,4,2110252,장안제일시장,712
1381,4,2110251,장안중학교,147
1382,4,2110250,화랑대역 7번,111
1383,4,2110249,중화역 1번,783
1384,4,2110248,먹골파출소,85
1385,4,2110247,먹골역 1번,377
1386,4,2110246,월드순복음교회,431
1387,4,2110245,KB국민은행 중화동지점,108
1388,4,2110244,중화역 4번,250
1389,4,2110243,중랑노인종합복지관,317
1390,4,2110242,면목5동주민센터,164
1391,4,2110241,먹골역 5번,415
1392,4,2110240,태릉시장 특화거리,97
1393,4,2110238,배꽃어린이공원,66
1394,4,2110237,메가박스 상봉,274
1395,4,2110236,신묵초등학교,1015
1396,4,2110235,세화어린이공원,17
1397,4,2110234,중랑역 4번,96
1398,4,2110233,중랑역 1번,142
1399,4,2110232,동대부고,579
1400,4,2110231,장안교,11
1401,4,2110230,장안현대홈타운1차아파트,161
1402,4,2110229,장평중학교,1339
1403,4,2110228,장안근린공원,1992
1404,4,2110227,답십리공원,216
1405,4,2110226,장안1동주민센터,1882
1406,4,2110225,촬영소사거리,330
1407,4,2110224,외대앞역 2번,95
1408,4,2110223,군자초등학교,94
1409,4,2110222,회기역 2번,20
1410,4,2110221,의릉,95
1411,4,2110220,외대앞역 1번,190
1412,4,2110219,삼육보건대학교,249
1413,4,2110218,답십리사거리,158
1414,4,2110217,자동차부품상가,503
1415,4,2110216,전농중학교,208
1416,4,2110215,회기역 1번,28
1417,4,2110214,경희대후문,86
1418,4,2110213,청량초등학교,124
1419,4,2110212,답십리초등학교,204
1420,4,2110211,전곡마을마당공원,626
1421,4,2110210,서울시립대,341
1422,4,2110209,답십리 장령당공원,81
1423,4,2110208,시조사삼거리,75
1424,4,2110207,시립대앞사거리,50
1425,4,2110206,텃골근린공원,81
1426,4,2110205,경희대삼거리,82
1427,4,2110204,간데메공원,411
1428,4,2110203,떡전교사거리,99
1429,4,2110202,전농1동주민센터(전농시장),111
1430,4,2110201,전농119안전센터,27
1431,4,2110200,동대문경찰서,74
1432,4,2110199,홍릉시장,65
1433,4,2110198,동대문중앙새마을금고본점,67
1434,4,2110197,세종대왕기념관교차로,67
1435,4,2110196,홍릉근린공원,23
1436,4,2110195,동대문구청,221
