기준분기코드,상권코드,상권코드명,총직장인구수
2,2130260,신대방1동골목상권,70
2,2130259,대신시장,12
2,2130257,영등포시장기계공구상가,158
2,2130256,신동시장,2
2,2130255,영등포전통시장,45
2,2130253,영신상가(제일상가),9
2,2130250,삼구시장(로타리상가),1
2,2130249,동남상가,10
2,2130248,영등포역지하도상점가,12
2,2130247,우리시장,21
2,2130246,영등포청과시장(조광시장),237
2,2130245,영일시장,675
2,2130244,대림중앙시장,95
2,2130243,도림시장,6
2,2130242,대림중앙 골목형상점가,68
2,2130241,선유도역 골목형상점가,500
2,2130240,영등포유통상가,1183
2,2130238,은행나무시장,113
2,2130237,박미시장(기능상실),39
2,2130236,비단길현대시장(현대시장),139
2,2130235,대명여울빛거리시장(대명시장),298
2,2130234,푸른터시장(기능상실),3
2,2130233,남문시장,76
2,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),33
2,2130231,독산동 우시장,611
2,2130229,남구로시장,249
2,2130228,구로시장,10
2,2130227,고척골목시장상점가(그라운드 고척),97
2,2130226,고척프라자,2
2,2130225,개봉중앙시장,147
2,2130224,개봉프라자(고척근린시장),5
2,2130223,고척근린시장,42
2,2130222,오류시장,132
2,2130221,"남부골목시장(남부화곡시장, 남부시장)",188
2,2130219,까치산시장,124
2,2130218,신월중앙시장,118
2,2130217,화곡본동시장,36
2,2130216,화곡중앙시장,75
2,2130215,대원종합시장,9
2,2130214,송화벽화시장(송화골목시장),119
2,2130213,방신전통시장,112
2,2130212,공항시장,8
2,2130211,신정2동 골목시장(오목교중앙시장),51
2,2130210,목2동시장,432
2,2130209,목사랑시장(목4동시장),111
2,2130208,목동깨비시장(목3동시장),148
2,2130207,신정1동 골목시장(신정제일시장),38
2,2130206,신정3동 골목시장,20
2,2130205,신곡종합시장(신월6동 골목시장),141
2,2130204,경창시장,100
2,2130203,서서울 골목형상점가,34
2,2130202,신영시장,40
2,2130201,월정로시장,27
2,2130200,"신월7동 골목시장(약수시장, 우성상가)",27
2,2130199,신월3동 골목시장,18
2,2130198,아현시장,203
2,2130197,마포시장,15
2,2130196,공덕시장,3948
2,2130195,도화동 상점가,1055
2,2130194,용강동 상점가,875
2,2130193,신수시장,34
2,2130192,동진시장,10
2,2130191,홍대 걷고싶은 거리,367
2,2130190,홍대소상공인상점가,150
2,2130189,서교시장,24
2,2130187,영진시장,29
2,2130186,망원시장,178
2,2130185,망원월드컵시장,190
2,2130184,마포농수산물시장,77
2,2130183,상암동상점가,816
2,2130182,영천시장,78
2,2130181,아현가구거리상점가,59
2,2130180,포방터시장,59
2,2130179,"이화여대 3,5,7길 상점가",147
2,2130178,이대 앞 스타트업 상점가,32
2,2130177,인왕시장(홍제골목형상점가),44
2,2130176,유진상가,38
2,2130175,신촌 상인회(신촌상점가),13
2,2130173,백련시장,5
2,2130172,모래내시장(서중시장),41
2,2130171,불광먹자골목 골목형상점가,155
2,2130170,제일시장,58
2,2130169,대조시장,67
2,2130168,연서시장,242
2,2130167,연신내상점가(연빛거리),636
2,2130166,응암시장(신응암시장),17
2,2130165,"대림골목시장(대림시장, 양지시장)",214
2,2130164,역촌중앙시장,9
2,2130163,응암오거리상점가,182
2,2130162,증산골목시장,7
2,2130161,증산종합시장,8
2,2130160,수일시장,7
2,2130159,공릉동 도깨비시장,101
2,2130157,상계중앙시장,74
2,2130155,시영B상가(중계 그린아파트 B 상가),12
2,2130153,창동역상점가,229
2,2130152,오!도봉거리 상점가,61
2,2130151,신도봉시장,5
2,2130150,창동골목시장,84
2,2130149,창동신창시장,104
2,2130148,방학동도깨비시장,60
2,2130147,쌍문역동측상점가,69
2,2130146,쌍문시장(쌍문역골목시장),263
2,2130145,쌍문역둘리상점가,244
2,2130144,백운시장,38
2,2130143,방천골목시장,65
2,2130142,강북북부시장,7
2,2130141,강북북부골목시장,43
2,2130140,숭인시장,62
2,2130139,강북종합전통시장(강북종합골목시장),166
2,2130138,수유프라자,142
2,2130137,"수유전통시장(수유시장, 수유골목시장)",89
2,2130136,수유재래시장,29
2,2130135,수유중앙골목시장(수유중앙시장),24
2,2130134,"솔샘시장(미아6,7동골목시장)",73
2,2130133,우이골목시장(우이시장),69
2,2130132,삼양골목시장(삼양시장),57
2,2130131,동북프라자,121
2,2130130,수유북부골목시장,20
2,2130129,장미원골목시장,911
2,2130128,돌곶이시장(석관황금시장),191
2,2130126,새석관시장,3
2,2130125,장위전통시장,40
2,2130123,꿈의숲 장곡 골목형상점가,6
2,2130122,밤나무골시장,17
2,2130121,길음시장,91
2,2130120,돈암시장(돈암제일시장),99
2,2130119,정릉아리랑시장,15
2,2130118,정릉골 골목형상점가,67
2,2130117,정릉시장,119
2,2130116,동성타워프라자,31
2,2130115,우림골목시장,307
2,2130114,유영시장,31
2,2130113,신아타운,148
2,2130112,사가정시장,86
2,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",224
2,2130110,면목골목시장(면목시장),103
2,2130109,묵1동도깨비시장,47
2,2130108,태능엔터피아(태릉시장),3
2,2130107,중랑동부시장(중랑교종합상가),13
2,2130106,중랑동부시장,166
2,2130105,장미제일시장(중화동제일시장),63
2,2130104,전곡시장,93
2,2130103,이경시장,16
2,2130101,답십리현대시장,8
2,2130100,답십리시장,93
2,2130099,전농로터리시장,7
2,2130098,회기시장,55
2,2130097,답십리 건축자재시장,315
2,2130096,동부시장,14
2,2130095,청량리전통시장,95
2,2130094,청량리청과물시장,54
2,2130093,동서시장,5
2,2130092,청량리농수산물시장,12
2,2130091,청량종합도매시장,36
2,2130090,청량리종합시장,19
2,2130089,청량리수산시장,42
2,2130088,경동시장,126
2,2130087,경동광성상가(경동시장),28
2,2130086,서울약령시장,1184
2,2130085,용두시장,4
2,2130084,신성시장(신성골목시장),21
2,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",111
2,2130082,면곡골목시장,20
2,2130081,자양골목전통시장(자양골목시장),54
2,2130080,자양종합시장(기능상실),14
2,2130079,한아름시장,40
2,2130078,화양제일골목시장,65
2,2130077,조양시장,31
2,2130076,능동로골목시장,88
2,2130075,노룬산시장(노룬산골목시장),23
2,2130074,영동교골목시장,21
2,2130073,뚝도시장,45
2,2130072,성동용답상가시장,132
2,2130071,성수역 골목형상점가,335
2,2130070,뚝섬역상점가,1016
2,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",32
2,2130068,마장축산물시장,975
2,2130067,왕십리도선동상점가,1670
2,2130066,행당시장상점가,397
2,2130065,무학봉상점가,144
2,2130064,금남시장,36
2,2130063,신금호역 골목형상점가,30
2,2130062,보광시장,31
2,2130061,이태원시장,32
2,2130060,신흥시장,4
2,2130059,후암시장,64
2,2130058,이촌종합시장,109
2,2130057,만리시장,12
2,2130056,용산용문시장,65
2,2130055,"황학시장(서울중앙시장, 신중앙시장)",203
2,2130054,황학동주방가구거리상점가,374
2,2130053,백학시장,160
2,2130052,서울중앙시장(신중앙시장),479
2,2130051,동화동 골목형상점가,391
2,2130050,청평화시장,120
2,2130049,신당 미래유산 먹거리 골목형상점가,42
2,2130048,동평화시장,18
2,2130047,테크노상가(엘리시움),160
2,2130046,team204(팀204),20
2,2130045,광희패션몰,49
2,2130044,에리어식스(벨포스트),10
2,2130043,제일평화시장,43
2,2130042,약수시장,158
2,2130041,신평화패션타운(청계6가 지하도상가),28
2,2130040,남평화시장,5
2,2130039,청계6가 지하도상가,36
2,2130038,"평화시장(통일상가, 동화상가)",930
2,2130036,중부시장(신중부시장),3089
2,2130035,방산종합시장(방산시장),1190
2,2130034,필동 골목형상점가,14
2,2130033,대림상가(청계상가),169
2,2130032,인현시장,167
2,2130031,청계천공구상가,921
2,2130028,을지입구지하상가(을지로지하보도쇼핑센터),2
2,2130025,삼익패션타운(남대문시장),5494
2,2130024,남대문시장(자유상가),732
2,2130022,숭례문수입상가(남대문시장),1907
2,2130021,신설종합시장,50
2,2130020,동묘시장(동묘벼룩시장),407
2,2130019,동대문상가D동,28
2,2130018,동대문문구완구거리(동대문문구완구시장),215
2,2130017,동대문상가C동,12
2,2130016,동대문상가B동,2
2,2130015,창신골목시장,22
2,2130014,동문시장,3
2,2130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",1319
2,2130011,충신시장,88
2,2130010,종로신진시장,200
2,2130009,마전교지하쇼핑센터(구 한일상가),24
2,2130007,광장시장(광장전통시장),466
2,2130005,세운상가가동,137
2,2130004,낙원시장(낙원지하시장(대일상가)),364
2,2130002,세종마을음식문화거리(금천교시장),564
2,2130001,통인시장,59
2,2120249,고덕역,1359
2,2120248,명일역,860
2,2120247,굽은다리역,565
2,2120246,길동역,3399
2,2120245,둔촌역,1884
2,2120244,암사역,916
2,2120243,천호역,1353
2,2120242,강동구청역,4528
2,2120241,거여역,1197
2,2120240,개롱역,1609
2,2120239,오금역,4700
2,2120238,방이역,412
2,2120237,경찰병원역,8608
2,2120236,장지역(가든파이브),4622
2,2120235,문정역,907
2,2120234,가락시장역,10268
2,2120233,몽촌토성역,10357
2,2120232,송파나루역,1269
2,2120231,가락시장,5698
2,2120230,송파사거리(송파역),876
2,2120229,방이동먹자골목,7319
2,2120228,석촌역(석촌호수),4494
2,2120227,잠실역,45438
2,2120226,석촌고분역,2408
2,2120225,잠실새내역(신천),5750
2,2120224,수서역,12418
2,2120223,휘문고교사거리,9166
2,2120222,삼성역,43324
2,2120221,봉은사역,19513
2,2120220,대치역,5578
2,2120219,은마아파트,17161
2,2120218,코엑스,290
2,2120217,대치사거리,2779
2,2120216,경기고교사거리(경기고교앞사거리),4934
2,2120215,포스코사거리,61656
2,2120214,영동대교남단교차로,3990
2,2120213,삼성중앙역,8472
2,2120212,한티역,713
2,2120211,도성초등학교,984
2,2120210,선릉역,48780
2,2120209,"강남구청(청담역_8번, 강남세무서)",8984
2,2120208,청담사거리(청담동명품거리),10577
2,2120207,선정릉역,12151
2,2120206,개나리아파트,5280
2,2120205,매봉역,13950
2,2120204,르네상스호텔사거리,41471
2,2120203,강남구청역,7726
2,2120202,압구정로데오역(압구정로데오),11735
2,2120201,도곡1동,11559
2,2120200,학동사거리,9363
2,2120199,경복아파트교차로,3830
2,2120198,구역삼세무서,11531
2,2120197,역삼역,58694
2,2120196,서울세관,9687
2,2120195,성수대교남단,5611
2,2120194,언주역(차병원),12628
2,2120193,도산공원교차로,6384
2,2120192,뱅뱅사거리,27462
2,2120191,학동역,13862
2,2120190,강남을지병원,11703
2,2120189,강남역,72613
2,2120188,압구정역,8579
2,2120187,신논현역,13076
2,2120186,가로수길,6518
2,2120185,논현역,12764
2,2120184,포이사거리(삼호물산),10139
2,2120183,양재천카페거리,3558
2,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",6144
2,2120181,교육개발원입구사거리,7278
2,2120180,양재화물트럭터미널앞,2562
2,2120179,양재역,21445
2,2120178,신사역,10933
2,2120177,신논현역 1번,694
2,2120176,논현역 4번,893
2,2120175,남부터미널역,8239
2,2120174,논현역 5번,682
2,2120173,교대역(법원.검찰청),18197
2,2120172,교대입구교차로,10241
2,2120171,서초3동사거리,11750
2,2120170,삼호가든사거리,2026
2,2120169,서초역,15771
2,2120168,서울고교교차로,569
2,2120167,고속터미널(고속터미널역),5078
2,2120166,방배역,5467
2,2120165,서래마을카페거리(서래마을),3467
2,2120164,내방역,8574
2,2120163,사당역 11번(사당역먹자골목),491
2,2120162,방배동카페골목,1253
2,2120161,방배동가구거리(사당동가구거리),2517
2,2120160,사당역(사당),9153
2,2120159,서울대입구역,1430
2,2120158,녹두거리(대학동),695
2,2120157,신림역(신림),593
2,2120156,"총신대입구역(이수, 총신대)",3255
2,2120155,총신대학교,111
2,2120154,장승배기역,479
2,2120153,노량진역(노량진),3699
2,2120152,신대방삼거리역,594
2,2120151,보라매공원,2417
2,2120150,63빌딩,7632
2,2120149,여의도역(여의도),69255
2,2120148,국회의사당역(국회의사당),31135
2,2120147,보라매역,1981
2,2120146,한강성심병원,5045
2,2120145,영등포역(영등포),3856
2,2120144,영중로,2015
2,2120143,당산역,2723
2,2120142,대림역,1559
2,2120141,영등포청과시장교차로,601
2,2120140,문래동주민센터,6162
2,2120139,대림3동사거리,3619
2,2120138,당산2동(영등포우체국),2754
2,2120137,문래역(문래로데오거리),50
2,2120136,영등포구청역,6617
2,2120135,양평역,5072
2,2120134,구로전화국,2014
2,2120133,서울시흥동우체국(홈플러스시흥점),142
2,2120132,독산동,4203
2,2120131,가산디지털단지,81100
2,2120130,구로디지털단지역,1136
2,2120129,구로디지털단지,47750
2,2120128,신도림역,1253
2,2120127,구로구청,5918
2,2120126,디지털단지오거리,135
2,2120125,구로역,9291
2,2120124,개봉동 현대아파트,461
2,2120123,오류동역,2120
2,2120122,강서구청,2137
2,2120121,까치산역,344
2,2120120,화곡역,927
2,2120119,발산역(마곡),1427
2,2120117,강서농산물도매시장,430
2,2120116,송정역,117
2,2120114,목동신시가지,13614
2,2120113,오목교역,628
2,2120112,등촌역,1633
2,2120111,목동사거리,1828
2,2120110,목동역 8번출구,1858
2,2120109,서울남부지방법원,608
2,2120108,신정네거리역,992
2,2120107,공덕역(공덕오거리),13077
2,2120106,마포역,11462
2,2120105,상수역(홍대),524
2,2120104,연남동(홍대),5955
2,2120103,홍대입구역(홍대),9580
2,2120102,서교동(홍대),7276
2,2120101,합정역,1932
2,2120100,망원역,900
2,2120099,월드컵경기장역(월드컵경기장),84
2,2120098,DMC(디지털미디어시티),8846
2,2120097,충정로역,2246
2,2120096,"이화여대(이대역, 이대)",470
2,2120095,홍제역,922
2,2120094,"신촌역(신촌역, 신촌로터리)",5355
2,2120093,연희동,661
2,2120092,불광역,274
2,2120091,본서부병원,516
2,2120090,연신내역,687
2,2120089,구파발역,1
2,2120088,구산역,799
2,2120087,응암역,441
2,2120086,태릉입구역,382
2,2120085,은행사거리,317
2,2120084,공릉역,712
2,2120083,등나무근린공원,1184
2,2120082,상계백병원,426
2,2120081,노원역,1552
2,2120080,마들역,180
2,2120079,창동역,1326
2,2120078,미아사거리역,145
2,2120077,미아역,218
2,2120076,수유역,1930
2,2120075,월곡역,369
2,2120074,안암역,59
2,2120073,미아사거리,353
2,2120072,성신여대,1048
2,2120071,성북구청,255
2,2120070,한성대입구역,466
2,2120069,상봉역,932
2,2120068,사가정역,145
2,2120067,장안동사거리,2587
2,2120066,장한평역(장한평),7424
2,2120065,회기역,326
2,2120064,경희대학교(경희대),97
2,2120063,청량리역(청량리),1182
2,2120062,신설동역,12641
2,2120061,올림픽대교북단,1094
2,2120060,강변역(테크노마트),3189
2,2120059,구삼강변맛길,3279
2,2120058,구의사거리,688
2,2120057,아차산역,2218
2,2120056,구의역,2200
2,2120055,군자역,4255
2,2120054,어린이대공원역,1243
2,2120053,건대입구역(건대),859
2,2120052,성수역,11387
2,2120051,뚝섬역,3944
2,2120050,서울숲역,212
2,2120049,왕십리역(왕십리),1459
2,2120048,금호역,80
2,2120047,한남오거리,2290
2,2120046,이태원(이태원역),2276
2,2120045,남영동 먹자골목,4044
2,2120044,삼각지역,1611
2,2120043,서울역,22578
2,2120042,"숙대입구역(남영역, 남영동)",4057
2,2120041,신용산역(용산역),16270
2,2120040,용산전자상가(용산역),8014
2,2120039,신당역,2321
2,2120038,약수역,2289
2,2120037,동대문역사문화공원역,35320
2,2120036,장충동족발거리(남소영길),2289
2,2120035,퇴계로5가,2257
2,2120034,중구청(퇴계로4가),1538
2,2120033,을지로4가역,874
2,2120032,충무로역,11403
2,2120031,을지로3가역,6147
2,2120030,중부경찰서(영화인의거리),11889
2,2120029,을지로2가,7461
2,2120028,명동(명동거리),12797
2,2120027,명동역(명동재미로),18097
2,2120026,을지로입구역,30610
2,2120025,롯데백화점(시청광장 지하쇼핑센터),22641
2,2120024,회현역,2167
2,2120023,서울시청,10242
2,2120022,북창동(시청역_6번),5197
2,2120021,시청역_8번,24117
2,2120020,시청역_1번,10375
2,2120019,경찰청앞교차로,5958
2,2120018,중림동,2187
2,2120017,동묘앞역(동묘),626
2,2120016,동대문역,193
2,2120015,종로6가,302
2,2120014,종로5가역,4887
2,2120013,이화사거리,7552
2,2120012,대학로(혜화역),2061
2,2120011,종로4가,2980
2,2120010,원남동사거리,4107
2,2120009,종로3가역,8495
2,2120008,인사동,22070
2,2120007,북촌(안국역),10172
2,2120006,종각역,33181
2,2120005,삼청동,3053
2,2120004,종로구청,12937
2,2120003,광화문역,44202
2,2120002,서촌(경복궁역),2008
2,2120001,서대문역,1510
2,2111090,강일동주민센터,91
2,2111089,상일여고(상일초등학교),758
2,2111088,고덕동성당,123
2,2111087,고덕중학교(고덕2동주민센터),197
2,2111086,한영중고,297
2,2111085,묘곡초등학교(고덕아이파크아파트),800
2,2111084,길동신동아아파트,169
2,2111083,GS강동자이아파트,411
2,2111082,중앙보훈병원,64
2,2111081,둔촌푸르지오아파트,78
2,2111080,굽은다리역 3번,434
2,2111079,둔촌고등학교(둔촌중학교),395
2,2111078,굽은다리역 4번,1728
2,2111077,길동주민센터(강동도서관),1272
2,2111076,둔촌2동주민센터,297
2,2111075,굽은다리역 2번,192
2,2111074,명일역 1번,148
2,2111073,둔촌동역 1번(한산중학교),973
2,2111072,굽은다리역 1번(십자성마을),739
2,2111071,천동초등학교,76
2,2111070,천호초등학교,127
2,2111069,천호1동주민센터,79
2,2111068,강동성심병원,1570
2,2111067,강동구립성내도서관,746
2,2111066,암사동성당(효정하나플러스아파트),395
2,2111065,천일초등학교,75
2,2111064,둔촌동역 4번,157
2,2111063,강동구립 천호도서관,368
2,2111062,둔촌동역 3번(성내3동주민센터),751
2,2111061,암사역 1번,831
2,2111060,암사역 2번(서울강동초등학교),871
2,2111059,강동역 4번(강풀만화거리),819
2,2111058,성내중학교,451
2,2111057,천호공원(해공체육문화센터),255
2,2111056,천호태영아파트,191
2,2111055,선사초등학교,673
2,2111054,암사역 4번(삼성광나루아파트),104
2,2111053,성내천어린이공원(하니사랑길),6288
2,2111052,암사역 3번(천호동자전거거리),357
2,2111051,천호역 6번,407
2,2111050,강동구청(강동구청역 2번),131
2,2111049,천호지구대(천호동자전거거리),507
2,2111048,천호역 1번(천호문구완구거리),189
2,2111047,마천1치안센터,111
2,2111046,마천역(마천초등학교),705
2,2111045,개미어린이공원,36
2,2111044,남천초등학교,557
2,2111043,마천공원,32
2,2111042,거여역 1번(거여공원),867
2,2111041,거여역 8번,428
2,2111040,거여초등학교,346
2,2111039,벌말어린이공원,485
2,2111038,보인중학교,416
2,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),373
2,2111036,투구봉어린이공원,209
2,2111035,오금공원(오주중학교),531
2,2111034,오동나무공원(송파레미니스1단지),1443
2,2111033,문정동성당,70
2,2111032,방이역 1번,3885
2,2111031,장지동주민센터(한림연예예술고교),3127
2,2111030,방이역 2번,665
2,2111029,오금역 4번,427
2,2111028,문현중학교(장지역 1번),424
2,2111027,문정초등학교,1403
2,2111026,문정역 2번,2304
2,2111025,경찰병원역 3번,686
2,2111024,경찰병원역 4번(건너말공원),240
2,2111023,문정역 1번,939
2,2111022,석촌중학교(방이육교),567
2,2111021,방이역 4번,7674
2,2111020,방이동고분군(방산고등학교),304
2,2111019,한성백제역 3번,1524
2,2111018,풍납초등학교(풍납백제문화공원),26
2,2111017,송파나루역 3번,688
2,2111016,송파역 2번,3803
2,2111015,석촌역 3번,1352
2,2111014,송파나루역 2번,525
2,2111013,송파나루역 1번(송리단길),2234
2,2111012,석촌역 6번,732
2,2111011,잠실나루역,9608
2,2111010,석촌역 7번,1428
2,2111009,송파책박물관,127
2,2111008,석촌고분역 3번,1600
2,2111007,석촌고분역 4번,936
2,2111006,석촌고분역 1번,1112
2,2111005,삼전역 3번,1865
2,2111004,삼전역 1번,2036
2,2111003,삼전역 4번,1991
2,2111002,한국교통안전공단 강남자동차검사소,317
2,2111001,아래방죽마을공원(율현초등학교),70
2,2111000,대왕초등학교(세곡동사거리서남측),39
2,2110999,윗방죽마을공원,268
2,2110998,은곡마을(은곡마을공원),23
2,2110997,대청초등학교,1724
2,2110996,대치2동주민센터,1959
2,2110995,봉은사역 4번,5085
2,2110994,개포고등학교,494
2,2110993,개포지하차도 북측,70
2,2110992,도곡초등학교,2179
2,2110991,삼성중앙역 5번,1246
2,2110990,청담역 12번,262
2,2110989,대치동아우편취급국,444
2,2110988,청담역 3번,1594
2,2110987,영동대교남단,473
2,2110986,삼성중앙역 7번,90
2,2110985,청담근린공원,1338
2,2110984,포이초등학교(개포목련어린이공원),1556
2,2110983,국립국악고등학교,783
2,2110982,강남구보훈회관,166
2,2110981,국악고교사거리,361
2,2110980,개포지구대옆,663
2,2110979,청담초등학교,2996
2,2110978,도곡2동주민센터(대치중학교),331
2,2110977,논현로18길,148
2,2110976,언북초등학교,578
2,2110975,매봉역 1번,10837
2,2110974,언주중학교,292
2,2110973,강남구청역 4번,1451
2,2110972,강남세브란스병원미래의학연구센터,2628
2,2110971,선정릉역 4번,1542
2,2110970,학동초등학교,378
2,2110969,베르사이유1아파트,1546
2,2110968,강남구청역 2번,1023
2,2110967,역삼역 8번,377
2,2110966,논현2동주민센터,1637
2,2110965,언주역 6번,1139
2,2110964,싸리고개근린공원,217
2,2110963,역삼월드메르디앙아파트,780
2,2110962,도산공원북측,557
2,2110961,언주역 3번,962
2,2110960,은광여고,1522
2,2110959,신구중학교,271
2,2110958,역삼역 4번,994
2,2110957,언북중학교,1251
2,2110956,언주역 8번,1199
2,2110955,논현초등학교,3430
2,2110954,국기원,636
2,2110953,학동근린공원,2487
2,2110952,논현목련공원,117
2,2110951,신사은행나무공원,273
2,2110950,논현역 7번,2981
2,2110949,한남IC,1683
2,2110947,청계산입구역 2번(내곡동주민센터),121
2,2110946,청계산원터골,48
2,2110945,본마을노인복지센터(서초구립내곡도서관),191
2,2110944,서울나래학교(염곡어린이공원),1053
2,2110943,법제교육센터(버들어린이공원),1122
2,2110942,염곡동 구룡사(포이동성당),3242
2,2110941,언남고등학교,261
2,2110940,양재근린공원(양재2동주민센터),1043
2,2110939,양재역 8번(양재동우체국),5945
2,2110938,바우뫼공원,1784
2,2110937,방아다리근린공원(횃불트리니티신학대학원대학교),2465
2,2110936,더케이호텔(양재리본타워2단지아파트),832
2,2110935,한전아트센터,379
2,2110934,우면주공아파트,998
2,2110933,한국상담대학원대학교,679
2,2110932,서울시인재개발원,532
2,2110931,삼성전자서울R&D(서울우면초등학교),100
2,2110930,서초동성당,2178
2,2110929,남부터미널역 1번,21130
2,2110928,서초우방유쉘아파트,596
2,2110927,잠원역,745
2,2110926,신중초등학교,1610
2,2110925,서초중학교,873
2,2110924,반포4동주민센터(몽마르뜨공원),1330
2,2110923,방배역 1번,210
2,2110922,내방역 1번,224
2,2110921,서울프랑스학교,522
2,2110920,방배역 2번(백석예술대학교),359
2,2110919,내방역 8번,1539
2,2110918,방배역 3번,682
2,2110917,서초소방서,1505
2,2110916,내방역 4번,1152
2,2110915,서래초등학교,2807
2,2110914,내방역 6번,146
2,2110913,방현초등학교(방배119안전센터),3305
2,2110912,방배동사이길,210
2,2110911,방배배수지체육공원,29
2,2110910,내방역 5번,614
2,2110909,남태령역(서울전자고등학교),132
2,2110908,구반포역,1525
2,2110907,방배초등학교,878
2,2110906,서문여고,683
2,2110905,방배노인종합복지관(이수중학교),287
2,2110904,이수역 5번,835
2,2110903,방배아이파크아파트,7222
2,2110902,사당역 4번,1201
2,2110901,인헌고등학교(인헌중학교),262
2,2110900,낙성대역 1번(관악구민 종합체육센터),457
2,2110899,낙성대역 5번(관악중학교),690
2,2110898,청림동주민센터(상도중학교),66
2,2110897,서울대입구역 8번,219
2,2110896,관악우성아파트,202
2,2110895,샤로수길,1796
2,2110894,관악동부센트레빌아파트(은천로35라길),20
2,2110893,관악소방서(문영여고),353
2,2110892,관악구 중앙길,709
2,2110891,구암초등학교,47
2,2110890,봉천역 1번(관악초등학교),261
2,2110889,봉천역 6번,376
2,2110888,청룡동주민센터,94
2,2110887,서울산업정보학교(서울삼성초등학교),19
2,2110886,관악해태어린이공원,188
2,2110885,영락고등학교,340
2,2110884,봉천역 4번(봉천110안전센터),372
2,2110883,은천초등학교(은천교앞),212
2,2110882,신성초등학교,733
2,2110881,구립대학경로당(관악산샘말공원),1601
2,2110880,신림역 1번,995
2,2110879,신림현대아파트,17
2,2110878,미림여고,368
2,2110877,신림역 8번,319
2,2110876,서원동주민센터(신관중학교),49
2,2110875,보라매동주민센터(당곡고등학교),16
2,2110874,원신초등학교(구세군관악영문교회),46
2,2110873,당곡중학교,343
2,2110872,신림초등학교,277
2,2110871,신원동주민센터,159
2,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",1026
2,2110868,남부초등학교,232
2,2110867,국제신학대학원대학교(남서울중학교),202
2,2110866,난우중학교,171
2,2110865,남강고등학교(남강중학교),336
2,2110864,신림우방아파트,236
2,2110863,난우초등학교,319
2,2110862,난곡초등학교(난곡동벽화마을),84
2,2110861,관악구신사동주민센터,1182
2,2110860,호림박물관(성보고등학교),410
2,2110859,난향초등학교,182
2,2110858,신대방역 1번,66
2,2110857,미성동주민센터,431
2,2110856,미성초등학교,538
2,2110855,신대방역 2번,429
2,2110854,조원동주민센터,55
2,2110853,KT구로지사,213
2,2110852,이수역 9번,198
2,2110851,경문고등학교(동작동성당),485
2,2110850,사당역 10번,969
2,2110849,이수역 10번,220
2,2110848,양지어린이공원,486
2,2110847,예술인마을,460
2,2110846,남성역 1번,535
2,2110845,사당종합체육관,119
