,기준분기코드,상권구분코드명,상권코드,상권코드명,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수
1459,3,골목상권,2110614,목동로데오거리,3,,,,,,,,,
1460,3,골목상권,2110615,신서초등학교,3,1.0,,,,,,,,
1461,3,골목상권,2110491,불광중학교,7,,,,,,,,,
1462,3,전통시장,2130248,영등포역지하도상점가,11,1.0,,,,,,,,
1463,3,골목상권,2110073,삼각지역 3번,5,,,,,,,,,
1464,3,골목상권,2110419,수락산디자인거리,22,1.0,,,,,,,,
1465,3,골목상권,2110216,전농중학교,12,,,,,,,,,
1466,3,골목상권,2110016,평창동동측,39,2.0,1.0,1.0,,,,,,
1467,3,골목상권,2110960,은광여고,3,,,,,,,,,
1468,3,골목상권,2111086,한영중고,11,,,,,,,,,
1469,3,골목상권,2110672,백석중학교,1,,,,,,,,,
1470,3,골목상권,2110394,방학중학교,12,2.0,,,,,,,,
1471,3,발달상권,2120168,서울고교교차로,14,1.0,2.0,,,,,,,
1472,3,골목상권,2110405,방학역 1번,23,,1.0,,,,,,,
1473,3,골목상권,2110257,상봉역 7번,11,2.0,,,,,,,,
1474,3,발달상권,2120067,장안동사거리,92,1.0,3.0,,,,,,,
1475,3,발달상권,2120206,개나리아파트,45,2.0,4.0,,,,,,,
1476,3,골목상권,2110437,당고개역 2번,18,1.0,,,,,,,,
1477,3,발달상권,2120218,코엑스,22,,6.0,,,,,,,
1478,3,발달상권,2120220,대치역,72,1.0,8.0,,,,,,,
1479,3,발달상권,2120211,도성초등학교,27,,1.0,1.0,,,,,,
1480,3,전통시장,2130149,창동신창시장,12,1.0,,,,,,,,
1481,3,전통시장,2130290,영림시장,30,1.0,1.0,,,1.0,,,,
1482,3,전통시장,2130276,신림중앙시장(조원동 펭귄시장),4,,,,,1.0,,,,
1483,3,골목상권,2110885,영락고등학교,18,,,,,,,,,
1484,3,발달상권,2120160,사당역(사당),83,2.0,4.0,1.0,,,,,,
1485,3,전통시장,2130295,인헌시장(원당종합시장),18,1.0,,,,1.0,,,,
1486,3,골목상권,2110795,도림초등학교,10,1.0,,,,,,,,
1487,3,골목상권,2110589,애오개역 3번,11,,1.0,,,,,,,
1488,3,전통시장,2130246,영등포청과시장(조광시장),13,,,,,,,,,
1489,3,전통시장,2130185,망원월드컵시장,13,,,,,,,,,
1490,3,골목상권,2110555,홍익지구대,6,,,,,,,,,
1491,3,골목상권,2110854,조원동주민센터,5,2.0,,,,,,,,
1492,3,골목상권,2110511,연희초등학교,13,,,,,,,,,
1493,3,골목상권,2110571,신수동주민센터,8,2.0,,,,,,,,
1494,3,골목상권,2110578,대흥역 2번,20,4.0,,,,,,,,
1495,3,골목상권,2110502,남가좌파출소,23,1.0,1.0,,,,,,,
1496,3,골목상권,2110778,구로디지털단지역 4번,32,1.0,1.0,,,,,,,
1497,3,발달상권,2120105,상수역(홍대),28,2.0,1.0,3.0,,,,,,
1498,3,골목상권,2110550,합정역 8번,16,,,,,,,,,
1499,3,골목상권,2110374,송중초등학교,22,1.0,,,,,,,,
1500,3,전통시장,2130132,삼양골목시장(삼양시장),31,1.0,,,,,,,,
1501,3,골목상권,2110335,석계역 7번,37,4.0,1.0,,,,,,,
1502,3,발달상권,2120071,성북구청,14,,,1.0,,,,,,
1503,3,골목상권,2110329,우리은행체육관,8,,,,,,,,,
1504,3,골목상권,2110321,동덕여대,5,1.0,,,,,,,,
1505,3,전통시장,2130121,길음시장,4,,2.0,,,1.0,,,,
1506,3,골목상권,2110322,장위1동주민센터,16,,1.0,,,,,,,
1507,3,골목상권,2110299,정릉역 1번,23,,,,,,,,,
1508,3,골목상권,2110313,안암역 3번,23,,2.0,1.0,,,,,,
1509,3,골목상권,2110249,중화역 1번,22,,,,,,,,,
1510,3,골목상권,2110275,하나은행 망우동지점,10,,1.0,,,1.0,,,,
1511,3,골목상권,2110356,덕수교,8,,,,,,,,,
1512,3,골목상권,2110307,길음역 7번,27,,2.0,,,,,,,
1513,3,골목상권,2110252,장안제일시장,16,,1.0,,,2.0,,,,
1514,3,골목상권,2110180,광진정보도서관,11,1.0,1.0,,,,,,,
1515,3,골목상권,2110175,푸른동산공원,8,,,,,,,,,
1516,3,골목상권,2110247,먹골역 1번,21,2.0,,,,,,,,
1517,3,골목상권,2110244,중화역 4번,18,,1.0,,,1.0,,,,
1518,3,골목상권,2110152,중곡어린이공원,6,,,,,,,,,
1519,3,골목상권,2110256,면목2동체육관,36,,,,,7.0,,,,
1520,3,골목상권,2110057,황학코아루아파트,14,,,,,,,,,
1521,3,발달상권,2120051,뚝섬역,39,1.0,3.0,1.0,,,,,,
1522,3,골목상권,2110089,서빙고동주민센터,4,1.0,,,,,,,,
1523,3,골목상권,2110048,장충동주민센터,11,2.0,1.0,,,,,,,
1524,3,골목상권,2110042,남산골공원옆,5,,,,,,,,,
1525,3,발달상권,2120043,서울역,101,4.0,7.0,,,,,,,
1526,3,관광특구,1001493,동대문패션타운 관광특구,149,3.0,12.0,,,3.0,17.0,,,
1527,3,발달상권,2120022,북창동(시청역_6번),45,3.0,3.0,,,,,,,
1528,3,전통시장,2130025,삼익패션타운(남대문시장),10,,1.0,,,,,,,
1529,3,골목상권,2110140,건대입구역 6번,24,,2.0,,,,,,,
1530,3,골목상권,2110162,군자역 4번,3,,,,,,,,,
1531,3,발달상권,2120055,군자역,93,2.0,6.0,,,,,,,
1532,3,발달상권,2120013,이화사거리,28,1.0,1.0,3.0,,,,,,
1533,3,전통시장,2130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",15,,4.0,,,3.0,,,,
1534,3,발달상권,2120047,한남오거리,46,3.0,6.0,,,1.0,,,,
1535,3,발달상권,2120139,대림3동사거리,43,1.0,4.0,1.0,,,,,,
1536,3,골목상권,2110092,NH농협은행 보광동지점,16,,1.0,,,,,,,
1537,3,발달상권,2120021,시청역_8번,53,,15.0,,,,,,,
1538,3,골목상권,2110065,남정초등학교,4,,,,,,,,,
1539,3,전통시장,2130319,성내전통시장,5,,,,,,,,,
1540,3,골목상권,2111063,강동구립 천호도서관,18,1.0,,,,,,,,
1541,3,발달상권,2120245,둔촌역,80,2.0,5.0,1.0,,,,,,
1542,3,골목상권,2110413,누원고등학교,12,1.0,1.0,,,,,,,
1543,3,골목상권,2111034,오동나무공원(송파레미니스1단지),9,,,,,,,,,
1544,3,발달상권,2120081,노원역,217,2.0,9.0,,,,,,,
1545,3,골목상권,2110184,용두사거리,8,,,,,,,,,
1546,3,발달상권,2120232,송파나루역,22,,1.0,,,,,,,
1547,3,골목상권,2110037,신설동역 12번,16,,,,,,,,,
1548,3,발달상권,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",25,2.0,1.0,,,,,,,
1549,3,골목상권,2110906,서문여고,7,1.0,,,,,,,,
1550,3,골목상권,2110904,이수역 5번,7,,,,,,,,,
1551,3,발달상권,2120188,압구정역,213,,14.0,,1.0,,,,,
1552,3,전통시장,2130265,노량진중앙시장,3,,,,,,,,,
1553,3,골목상권,2110846,남성역 1번,34,4.0,,,,,,,,
1554,3,골목상권,2110837,숭실대입구역 1번,31,1.0,1.0,,,,,,,
1555,3,골목상권,2110621,목동역 5번,6,,,,,,,,,
1556,3,골목상권,2110754,삼성산자연공원(서울금천초등학교),16,1.0,,,,,,,,
1557,3,골목상권,2110849,이수역 10번,15,1.0,,,,1.0,,,,
1558,3,발달상권,2120134,구로전화국,40,,1.0,,,,,,,
1559,3,골목상권,2110752,한울중학교,30,,,,,,,,,
1560,3,골목상권,2110202,전농1동주민센터(전농시장),9,1.0,,,,,,,,
1561,3,골목상권,2110682,온수역 8번,14,,1.0,,,,,,,
1562,3,전통시장,2130225,개봉중앙시장,25,1.0,2.0,,,1.0,,,,
1563,3,발달상권,2120124,개봉동 현대아파트,66,4.0,2.0,,,1.0,,,,
1564,3,발달상권,2120130,구로디지털단지역,50,,1.0,,,,,,,
1565,3,발달상권,2120127,구로구청,22,1.0,3.0,,,,,,,
1566,3,발달상권,2120129,구로디지털단지,76,5.0,16.0,,,,,,,
1567,3,골목상권,2110664,강서구청옆,5,,,,,,,,,
1568,3,골목상권,2110668,화곡2동주민센터,21,2.0,,,,,,,,
1569,3,골목상권,2110667,가양역 10번,16,,,,,,,,,
1570,3,발달상권,2120119,발산역(마곡),105,,7.0,,,,,,,
1571,3,골목상권,2110665,곰달래도서관,15,1.0,,,,,,,,
1572,3,골목상권,2110645,우장산역 4번,29,2.0,,,,,11.0,,,
1573,3,골목상권,2110677,등촌역 1번,1,,,,,,,,,
1574,3,골목상권,2110633,개화산역 1번,8,,1.0,,,,,,,
