,기준분기코드,상권구분코드명,상권코드,상권코드명,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수
160,1,전통시장,2130139,강북종합전통시장(강북종합골목시장),13,,,,,,,,,
161,1,골목상권,2110339,국립4.19민주묘지,11,,,,,,,,,
162,1,발달상권,2120004,종로구청,31,3.0,2.0,1.0,,,,,,
163,1,골목상권,2110378,송중동주민센터,10,,,,,,,,,
164,1,전통시장,2130128,돌곶이시장(석관황금시장),3,,,,,,,,,
165,1,골목상권,2110320,KB국민은행 종암동지점,4,,1.0,,,,,,,
166,1,골목상권,2110325,장곡초등학교,9,1.0,,,,,,,,
167,1,골목상권,2110290,북한산보국문역 1번,3,,,,,,,,,
168,1,골목상권,2110282,국민대학교앞,11,1.0,,,,,,,,
169,1,골목상권,2110319,종암동주민센터,25,3.0,1.0,,,,,,,
170,1,골목상권,2110258,면동초등학교,14,2.0,1.0,,,,,,,
171,1,골목상권,2110267,망우역 2번,16,,,,,,,,,
172,1,골목상권,2110240,태릉시장 특화거리,12,,,,,,,,,
173,1,골목상권,2110245,KB국민은행 중화동지점,4,,1.0,,,,,,,
174,1,골목상권,2110658,화곡초등학교,22,2.0,,,,,,,,
175,1,골목상권,2110242,면목5동주민센터,16,1.0,,,,2.0,,,,
176,1,골목상권,2110169,성동초등학교,13,,,,,,,,,
177,1,골목상권,2110154,광진정말공원,20,,,,,,,,,
178,1,발달상권,2120058,구의사거리,23,,2.0,,,,,,,
179,1,골목상권,2110168,대원고등학교,5,1.0,,,,,,,,
180,1,발달상권,2120056,구의역,63,,4.0,,,,,,,
181,1,골목상권,2110149,세종대학교,5,,,,,,,,,
182,1,전통시장,2130112,사가정시장,20,,,,,,,,,
183,1,골목상권,2110138,송정체육공원,19,,,,,,,,,
184,1,골목상권,2110135,성동세무서,14,1.0,,,,,,,,
185,1,골목상권,2110124,뚝섬역교차로,4,,1.0,,,,,,,
186,1,골목상권,2110142,화양사거리,24,,1.0,,,,,,,
187,1,전통시장,2130061,이태원시장,2,,,,,,,,,
188,1,골목상권,2110074,서울역 12번,32,1.0,1.0,,,,,,,
189,1,골목상권,2110079,후암동주민센터,25,3.0,1.0,,,2.0,,,,
190,1,골목상권,2110166,구의1동주민센터,8,1.0,1.0,,,,,,,
191,1,발달상권,2120029,을지로2가,22,,2.0,,,,,,,
192,1,골목상권,2110017,정독도서관,5,,,,,,,,,
193,1,발달상권,2120006,종각역,118,1.0,11.0,,,,,,,
194,1,전통시장,2130086,서울약령시장,134,1.0,1.0,,,,,,,
195,1,발달상권,2120221,봉은사역,33,2.0,6.0,,,,,,,
196,1,골목상권,2110095,한강진역 3번,11,5.0,,,,,,,,
197,1,골목상권,2110515,홍은중학교,10,1.0,,,,,,,,
198,1,관광특구,1001491,이태원 관광특구,63,5.0,6.0,,,3.0,,,,
199,1,골목상권,2111078,굽은다리역 4번,19,1.0,,,,,,,,
200,1,골목상권,2111057,천호공원(해공체육문화센터),20,,,,,,,,,
201,1,골목상권,2111049,천호지구대(천호동자전거거리),7,,,,,,,,,
202,1,전통시장,2130318,로데오거리상점가,37,1.0,1.0,,,,,,,
203,1,골목상권,2111053,성내천어린이공원(하니사랑길),11,,,1.0,,,,,,
204,1,발달상권,2120243,천호역,128,2.0,5.0,,,,,,,
205,1,골목상권,2111073,둔촌동역 1번(한산중학교),20,1.0,,,,,,,,
206,1,발달상권,2120227,잠실역,128,1.0,18.0,,,,,,,
207,1,골목상권,2110973,강남구청역 4번,10,,,,,,,,,
208,1,골목상권,2110382,솔밭공원역 1번,13,,,,,,,,,
209,1,골목상권,2111023,문정역 1번,7,,1.0,,,,,,,
210,1,전통시장,2130174,연희사러가,2,,,,,,,,,
211,1,골목상권,2110532,아현역 2번,17,2.0,2.0,,,,,,,
212,1,골목상권,2111012,석촌역 6번,13,3.0,,,,,,,,
213,1,발달상권,2120226,석촌고분역,53,1.0,3.0,,,,,,,
214,1,골목상권,2110934,우면주공아파트,17,,,,,,,,,
215,1,발달상권,2120183,양재천카페거리,5,,1.0,,,,,,,
216,1,발달상권,2120216,경기고교사거리(경기고교앞사거리),31,,4.0,,,,,,,
217,1,골목상권,2110903,방배아이파크아파트,10,,,,,,,,,
218,1,발달상권,2120161,방배동가구거리(사당동가구거리),7,,,,,,,,,
219,1,골목상권,2110927,잠원역,13,,,,,,,,,
220,1,골목상권,2110842,흑리단길,11,,1.0,,,,,,,
221,1,발달상권,2120152,신대방삼거리역,64,,2.0,,,,,,,
222,1,발달상권,2120155,총신대학교,7,,,,,,,,,
223,1,골목상권,2110848,양지어린이공원,10,,,,,,,,,
224,1,골목상권,2110825,신대방삼거리역 1번,26,,,,,,,,,
225,1,골목상권,2110836,상도역 5번,33,,,,,,,,,
226,1,골목상권,2110694,세곡초등학교,22,2.0,,,,,,,,
227,1,발달상권,2120189,강남역,380,7.0,24.0,,,,,,,
228,1,전통시장,2130238,은행나무시장,14,,,,,,,,,
229,1,골목상권,2110702,개봉초등학교,6,,,,,,,,,
230,1,골목상권,2110655,발산역 5번,14,,,,,,,,,
231,1,골목상권,2110666,KC대학교,3,,,,,,,,,
232,1,골목상권,2110670,신곡초등학교,24,,,,,,,,,
233,1,골목상권,2110449,증산역 3번,26,3.0,,,,,,,,
234,1,골목상권,2110465,연신내역 7번,10,,,,,,,,,
235,1,전통시장,2130223,고척근린시장,17,1.0,,,,,,,,
236,1,골목상권,2110450,시립서북병원,20,,,,,,,,,
237,1,골목상권,2110425,계상초등학교,14,1.0,,,,,,,,
238,1,골목상권,2110114,왕십리파출소,6,1.0,,,,,,,,
239,1,골목상권,2110072,열정도,1,,,,,1.0,,,,
240,1,골목상권,2110121,한양대역 4번,2,,1.0,,,,,,,
241,1,골목상권,2110801,신풍역 6번(신길6동공영주차장),1,,,,,,,,,
242,1,골목상권,2110573,신촌역 6번,1,,,,,,,,,
243,1,골목상권,2110546,양화대교북단,1,,,,,,,,,
244,1,골목상권,2110538,충정로역 3번,3,,,,,,,,,
245,1,골목상권,2110126,서울숲역 1번,3,1.0,,,,,,,,
246,1,전통시장,2130298,강남터미널지하도상점가2구역,2,,,,,,,,,
247,1,전통시장,2130103,이경시장,2,,,,,,,,,
248,1,골목상권,2110414,장석교회,5,,,,,,,,,
249,1,골목상권,2110197,세종대왕기념관교차로,3,,,,,,,,,
250,1,골목상권,2110574,서강대학교,5,,,1.0,,,,,,
251,1,골목상권,2110051,한양공고앞 교차로,2,,,,,,,,,
252,1,골목상권,2110131,성수동카페거리,5,,1.0,,,,,,,
253,1,골목상권,2110106,금북초등학교,2,,,,,,,,,
254,1,전통시장,2130311,새마을시장,17,,2.0,,,,,,,
255,1,골목상권,2110402,도봉구 정병원,11,,,,,,,,,
256,1,전통시장,2130200,"신월7동 골목시장(약수시장, 우성상가)",5,,,,,,,,,
257,1,전통시장,2130306,강남언주로,4,,,,,,,,,
258,1,골목상권,2110846,남성역 1번,34,4.0,,,,,,,,
259,1,발달상권,2120112,등촌역,46,1.0,5.0,,,,,,,
260,1,골목상권,2110976,언북초등학교,2,1.0,,,,,,,,
261,1,골목상권,2110807,신길역 3번,1,,,,,,,,,
262,1,전통시장,2130180,포방터시장,8,,,,,,,,,
263,1,골목상권,2110238,배꽃어린이공원,1,,,,,,,,,
264,1,골목상권,2110143,뚝섬유원지역 1번,2,,,,,,,,,
265,1,골목상권,2110173,구남초등학교,3,,,,,,,,,
266,1,골목상권,2110123,마장역 3번,10,1.0,,,,,,,,
267,1,골목상권,2110090,한국폴리텍대학서울정수캠퍼스,8,7.0,,,,,,,,
268,1,골목상권,2110725,가산동주민센터,10,1.0,,,,,,,,
269,1,골목상권,2110701,고척동성당,8,,,,,,,,,
270,1,골목상권,2110637,송정역 2번,5,1.0,,,,,,,,
271,1,골목상권,2110461,새절역 2번,7,,,,,,,,,
272,1,전통시장,2130160,수일시장,6,,,,,,,,,
273,1,골목상권,2110440,상계3동4동주민센터,6,,1.0,,,,,,,
274,1,골목상권,2110186,종암초등학교,2,,,,,,,,,
275,1,골목상권,2110388,도봉우체국,3,,,,,,,,,
276,1,골목상권,2110989,대치동아우편취급국,1,1.0,,,,,,,,
277,1,골목상권,2110182,용두희망어린이공원,13,,,,,,,,,
278,1,골목상권,2110789,대림성모병원,27,,2.0,,,,,,,
279,1,골목상권,2110570,KB국민은행 서강지점,7,,1.0,,,,,,,
280,1,골목상권,2110575,대흥동주민센터,6,1.0,,,,,,,,
281,1,골목상권,2110887,서울산업정보학교(서울삼성초등학교),12,1.0,,,,,,,,
282,1,골목상권,2110803,신길2동우편취급국,7,1.0,,,,,,,,
283,1,골목상권,2110508,서연중학교,10,,,,,,,,,
284,1,골목상권,2110493,북가좌초등학교,2,,,,,,,,,
285,1,골목상권,2110568,광흥창역 1번,7,,,,,,,,,
286,1,골목상권,2110381,번동주공2단지,5,,,,,,,,,
287,1,골목상권,2110326,장위동성당,14,,,,,,,,,
288,1,전통시장,2130136,수유재래시장,1,,,,,,,,,
289,1,골목상권,2110061,효창동주민센터,16,,,1.0,,,,,,
290,1,골목상권,2110588,한겨레신문사,6,,1.0,,,,,,,
291,1,골목상권,2110040,중구회현체육센터(정화예술대남산캠퍼스),9,,,2.0,,,,,,
292,1,골목상권,2110177,동의초등학교,1,,,,,,,,,
293,1,골목상권,2110116,청계천박물관,11,3.0,1.0,,,,,,,
294,1,골목상권,2111008,석촌고분역 3번,9,,,,,,,,,
295,1,골목상권,2111040,거여초등학교,4,,,,,,,,,
296,1,골목상권,2110434,태릉입구역 4번,4,,1.0,,,,,,,
297,1,골목상권,2110004,대신고등학교,8,,,,,,,,,
298,1,골목상권,2110910,내방역 5번,5,,,,,,,,,
299,1,전통시장,2130272,사당시장,4,,,,,1.0,,,,
300,1,골목상권,2110737,금천세무서,7,1.0,1.0,,,,,,,
301,1,전통시장,2130222,오류시장,11,,,,,,,,,
302,1,골목상권,2110663,우장산롯데캐슬아파트앞,5,,,,,,,,,
303,1,골목상권,2110466,구산역 2번,7,,,,,,,,,
304,1,골목상권,2110468,응암역 3번,23,2.0,,,,,,,,
305,1,골목상권,2110227,답십리공원,8,,,,,,,,,
306,1,골목상권,2110598,신월문화체육센터,17,2.0,,,,,,,,
307,1,전통시장,2130203,서서울 골목형상점가,9,,1.0,,,,,,,
308,1,골목상권,2110097,한남초등학교,10,3.0,1.0,,,,,,,
309,1,골목상권,2110098,서울독일학교,7,3.0,,,,,,,,
310,1,골목상권,2110648,양천향교역 7번,21,,1.0,,,,,,,
311,1,골목상권,2110426,상계2동주민센터,26,1.0,,,,,,,,
312,1,골목상권,2110406,도봉산역 1번,11,,,,,,,,,
313,1,골목상권,2110396,쌍문역1번(쌍리단길),20,,,,,,,,,
314,1,골목상권,2110420,광운대역 1번,18,1.0,,1.0,,,,,,
315,1,골목상권,2110994,개포고등학교,18,1.0,,,,,,,,
316,1,골목상권,2110012,성곡미술관,11,2.0,,,,,,,,
317,1,골목상권,2110478,응암1동주민센터,10,1.0,,,,,,,,
318,1,골목상권,2110191,고려대역 6번,9,,,1.0,,,,,,
319,1,전통시장,2130094,청량리청과물시장,12,,2.0,,,,,,,
320,1,골목상권,2110215,회기역 1번,8,1.0,,,,,,,,
321,1,골목상권,2110619,목4동주민센터,1,,,,,,,,,
322,1,골목상권,2110612,신정역 5번,13,1.0,,,,,,,,
323,1,골목상권,2110031,창신역 1번,12,,,,,,,,,
324,1,골목상권,2110022,경신고등학교,9,,,2.0,,,,,,
325,1,골목상권,2110024,혜회동주민센터,9,2.0,,,,,,,,
326,1,전통시장,2130018,동대문문구완구거리(동대문문구완구시장),13,,,,,,,,,
327,1,골목상권,2110403,방학1동주민센터,10,2.0,,,,,,,,
328,1,골목상권,2110397,도봉산입구,27,2.0,1.0,,,,,,,
329,1,발달상권,2120151,보라매공원,39,1.0,6.0,,,,,,,
330,1,골목상권,2110992,도곡초등학교,3,3.0,,,,,,,,
331,1,전통시장,2130206,신정3동 골목시장,5,,,,,,,,,
332,1,골목상권,2110972,강남세브란스병원미래의학연구센터,2,,,1.0,,,,,,
333,1,발달상권,2120210,선릉역,150,1.0,11.0,,,,,,,
334,1,전통시장,2130278,미성동 도깨비시장 골목형상점가,12,,,,,,,,,
335,1,골목상권,2110856,미성초등학교,27,1.0,2.0,,,,,,,
336,1,골목상권,2110759,문래예술촌(문래창작촌),34,3.0,2.0,,,,,,,
337,1,골목상권,2110868,남부초등학교,5,,,,,,,,,
338,1,골목상권,2110802,신길동홍어거리,6,,1.0,,,,,,,
339,1,골목상권,2110794,영동초등학교,8,1.0,,,,,,,,
340,1,골목상권,2110549,새터산,16,,,,,,,,,
341,1,전통시장,2130186,망원시장,12,1.0,,,,,,,,
342,1,발달상권,2120100,망원역,41,,3.0,,,,,,,
343,1,발달상권,2120102,서교동(홍대),50,2.0,6.0,,,,,,,
344,1,골목상권,2110562,연트럴파크(연남동주민센터),10,,,,,,,,,
345,1,골목상권,2110512,연희지하차도,5,1.0,,,,,,,,
346,1,골목상권,2110572,서강대역 1번,37,,,,,,,,,
347,1,골목상권,2110509,연희대우아파트앞,16,,,,,,,,,
348,1,골목상권,2110569,홍대땡땡거리,10,,,,,,,,,
349,1,전통시장,2130172,모래내시장(서중시장),19,,1.0,,,1.0,,,,
350,1,골목상권,2110504,명지전문대,1,,,,,,,,,
351,1,골목상권,2110526,봉원사,17,,,1.0,,,,,,
352,1,골목상권,2110366,광산사거리,9,,,,,,,,,
353,1,골목상권,2110352,수유1동주민센터,31,3.0,,,,,,,,
354,1,골목상권,2110354,삼각산119안전센터,11,,,,,,,,,
355,1,골목상권,2110379,KT&G 북부지사,5,,,,,,,,,
356,1,전통시장,2130182,영천시장,25,,1.0,,,,,,,
357,1,골목상권,2110349,화계역 2번,6,,,,,,,,,
358,1,발달상권,2120075,월곡역,33,1.0,1.0,,,,,,,
359,1,전통시장,2130117,정릉시장,22,,1.0,,,,,,,
360,1,골목상권,2110305,보문역 5번,18,2.0,1.0,,,,,,,
361,1,전통시장,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",45,,,,,4.0,,,,
362,1,골목상권,2110270,혜원여고,10,1.0,1.0,,,2.0,,,,
363,1,골목상권,2110151,자양한강도서관,13,,,,,,,,,
364,1,골목상권,2110157,자양동우체국,12,1.0,1.0,,,,,,,
365,1,골목상권,2110102,옥수역 6번,16,1.0,,,,,,,,
366,1,골목상권,2110115,상왕십리역 3번,20,1.0,,,,,,,,
367,1,골목상권,2110660,등촌3동주민센터,51,2.0,,,,,13.0,,,
368,1,발달상권,2120054,어린이대공원역,38,1.0,1.0,,,,,,,
369,1,골목상권,2110054,청구역 3번,5,1.0,,,,,,,,
370,1,전통시장,2130055,"황학시장(서울중앙시장, 신중앙시장)",6,1.0,,,,,,,,
371,1,발달상권,2120053,건대입구역(건대),85,1.0,4.0,,1.0,,,,,
372,1,전통시장,2130070,뚝섬역상점가,16,1.0,2.0,,,,,,,
373,1,전통시장,2130036,중부시장(신중부시장),18,,2.0,,,1.0,,,,
374,1,발달상권,2120037,동대문역사문화공원역,125,2.0,5.0,1.0,,,,,,
375,1,골목상권,2110041,남산케이블카,12,1.0,,1.0,,,,,,
376,1,전통시장,2130022,숭례문수입상가(남대문시장),3,1.0,2.0,,,,,,,
377,1,발달상권,2120041,신용산역(용산역),90,8.0,11.0,,,,,,,
378,1,골목상권,2110058,성심여자고등학교,14,,,,,1.0,,,,
379,1,골목상권,2110167,용마초등학교,22,,1.0,,,,,,,
380,1,골목상권,2110995,봉은사역 4번,5,,,,,,,,,
381,1,발달상권,2120014,종로5가역,94,2.0,3.0,,,,,,,
382,1,발달상권,2120015,종로6가,35,,,,,,,,,
383,1,전통시장,2130056,용산용문시장,20,,,,,1.0,,,,
384,1,골목상권,2110066,서울역 15번,12,2.0,,,,,,,,
385,1,골목상권,2110254,오거리공원,19,1.0,,,,,,,,
386,1,전통시장,2130051,동화동 골목형상점가,16,,,,,,,,,
387,1,골목상권,2110039,회현역 1번,5,,,,,,,,,
388,1,골목상권,2111068,강동성심병원,9,,1.0,1.0,,,,,,
389,1,전통시장,2130326,고덕 골목형상점가,11,,,,,,,,,
390,1,발달상권,2120230,송파사거리(송파역),59,,5.0,,,,,,,
391,1,골목상권,2111041,거여역 8번,1,,,,,,,,,
