,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대00~06생활인구수,시간대06~11생활인구수,시간대11~14생활인구수,시간대14~17생활인구수,시간대17~21생활인구수,시간대21~24생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대00~06유동인구수,시간대06~11유동인구수,시간대11~14유동인구수,시간대14~17유동인구수,시간대17~21유동인구수,시간대21~24유동인구수,총유동인구수,분기코드,행정동코드
10,2110005,20196,14487.0,5709.0,1912.0,3105.0,2843.0,3114.0,3513.0,3122.0,2587.0,9.0,685.0,7005.0,3268.0,6626.0,1147.0,8293.0,8292.0,186.0,1717.0,2201.0,3590.0,4637.0,4253.0,649483459,444267223.0,205216236.0,59630523.0,98241671.0,87311370.0,88918100.0,110165559.0,113618581.0,91597655.0,479078.0,10420972.0,228367582.0,91958392.0,237868400.0,53668475.0,263773616.0,230514280.0,4869733.0,43806318.0,55303770.0,99450350.0,135503386.0,155354341.0,13.0,162150,71565,90585.0,30301.0,16016.0,19002.0,25319.0,27478.0,44034.0,39815.0,33065,19659,19665,27536.0,22409.0,23351.0,23517.0,23480.0,23105.0,23189.0,22825.0,22684.0,1006.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25030,303098,172322,220562,302839,109775,1133626,3,11110550
11,2110006,25391,13529.0,11862.0,1119.0,1115.0,3369.0,3719.0,4207.0,5754.0,6108.0,0.0,1605.0,7549.0,9538.0,6519.0,180.0,8126.0,16911.0,236.0,4260.0,6703.0,5887.0,5151.0,2800.0,484247187,270189125.0,214058062.0,27901693.0,25179079.0,66047521.0,70120491.0,80940341.0,104146454.0,109911608.0,0.0,28797526.0,148723745.0,164362276.0,131788363.0,10575277.0,168091067.0,295201734.0,2739580.0,63029657.0,111466171.0,106765679.0,105855686.0,73436025.0,8.0,6490,3036,3455.0,972.0,879.0,941.0,1117.0,1023.0,1556.0,1455.0,1445,847,840,1114.0,787.0,909.0,909.0,925.0,942.0,909.0,930.0,967.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797,93853,82517,99589,110247,34293,425296,3,11110550
12,2110007,5001,2872.0,2129.0,355.0,424.0,626.0,548.0,919.0,1394.0,735.0,54.0,25.0,1195.0,887.0,1612.0,1228.0,2560.0,1901.0,0.0,1041.0,1080.0,805.0,1102.0,431.0,284106107,139084588.0,145021519.0,13280951.0,19541549.0,24030867.0,37277278.0,44953943.0,111284581.0,33736938.0,15527863.0,124496.0,40812837.0,79315616.0,75703756.0,72621539.0,130027195.0,117286673.0,0.0,55345436.0,90890638.0,31753249.0,51391474.0,17933069.0,3.0,445924,201956,243968.0,96358.0,48850.0,55083.0,82393.0,63979.0,99263.0,134773.0,96493,46139,43217,64591.0,60713.0,63775.0,62689.0,63659.0,62262.0,61982.0,64247.0,67310.0,283.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62212,503025,289097,360370,452285,163764,1830753,3,11110530
13,2110008,276589,185271.0,91318.0,29686.0,34716.0,38301.0,38737.0,43831.0,48490.0,42828.0,222.0,19361.0,93466.0,88650.0,69751.0,5085.0,86855.0,184728.0,5896.0,100779.0,78207.0,40784.0,33386.0,12521.0,4682216444,2918162174.0,1764054270.0,447815327.0,510892847.0,608055727.0,613405769.0,737992504.0,960685674.0,803368596.0,13841490.0,182124447.0,1368047969.0,1323321312.0,1496623910.0,297332053.0,1582694769.0,2829872315.0,40525499.0,1505609524.0,1287590536.0,690663138.0,639179372.0,248999010.0,97.0,1138689,467852,670836.0,215359.0,146296.0,170585.0,202523.0,166489.0,237436.0,320795.0,240002,139898,127023,168498.0,142471.0,163288.0,162860.0,163562.0,163693.0,161216.0,161566.0,162503.0,552.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9421,189553,125348,154527,187064,58203,724116,3,11110515
14,2110009,25459,13308.0,12151.0,1199.0,2114.0,2767.0,2910.0,4318.0,6243.0,5908.0,22.0,107.0,6467.0,5758.0,10875.0,2230.0,11366.0,12213.0,132.0,2915.0,5683.0,5921.0,6248.0,2680.0,1428450484,768095625.0,660354859.0,86712674.0,118987488.0,165206619.0,160127829.0,237061015.0,335156402.0,325198457.0,4639892.0,2445008.0,346856080.0,298438391.0,633006276.0,143064837.0,599181519.0,632071601.0,4001526.0,154690834.0,296723974.0,292216502.0,328806637.0,154813650.0,16.0,141389,64019,77370.0,18042.0,15534.0,18312.0,26068.0,24500.0,38933.0,45669.0,28672,14297,14178,19602.0,18971.0,19731.0,19796.0,20038.0,20026.0,20120.0,20803.0,20872.0,950.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4797,94668,82902,100190,111515,34739,428811,3,11110550
15,2110010,160746,119489.0,41257.0,21656.0,24858.0,25631.0,22679.0,24665.0,26951.0,14306.0,142.0,12386.0,51296.0,46946.0,43136.0,4894.0,58352.0,94543.0,26550.0,18321.0,23802.0,35680.0,27028.0,21517.0,2488725903,1760285936.0,728439967.0,296026647.0,378802634.0,348840168.0,364368936.0,372247551.0,482838260.0,245601707.0,34269405.0,116525748.0,878598594.0,540935531.0,763824922.0,110702319.0,931785155.0,1112906861.0,164375929.0,173099646.0,339128759.0,495759684.0,467844326.0,404483673.0,40.0,195928,84234,111694.0,35443.0,18419.0,22542.0,27865.0,35109.0,56551.0,60037.0,41393,18752,18349,28498.0,28899.0,28227.0,28166.0,27996.0,27931.0,27711.0,27600.0,28297.0,6687.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323,157153,86769,110006,132816,48051,545118,3,11110560
16,2110012,174046,129048.0,44791.0,21930.0,24397.0,25877.0,27581.0,29263.0,24460.0,20331.0,101.0,15123.0,78211.0,39206.0,36836.0,4116.0,64265.0,90782.0,1206.0,31556.0,44758.0,31582.0,28752.0,17401.0,4043117327,3085068698.0,954097568.0,450041613.0,556855454.0,630004905.0,718302075.0,729864651.0,586569388.0,367528180.0,10310034.0,136734666.0,1555159612.0,672906727.0,1157634219.0,502809718.0,1386113955.0,1619365654.0,16670707.0,596166241.0,906191323.0,567643249.0,536412824.0,386346326.0,89.0,598304,262326,335978.0,56523.0,80207.0,118941.0,123385.0,96573.0,122674.0,121160.0,130148,96049,93213,98595.0,59138.0,87269.0,92522.0,92677.0,92304.0,89675.0,71382.0,72471.0,1061.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69682,673026,336774,400538,610135,191889,2282044,3,11110530
17,2110014,14143,10383.0,3733.0,1769.0,2149.0,2026.0,2098.0,2341.0,1923.0,1819.0,6.0,1220.0,8456.0,1871.0,2482.0,99.0,7416.0,4979.0,20.0,978.0,2175.0,3312.0,2791.0,3125.0,463879273,267073173.0,196593925.0,39653295.0,55235943.0,50500255.0,54460568.0,67223112.0,97213842.0,99450808.0,63962.0,31026559.0,247022777.0,62949052.0,117910551.0,4862169.0,233026109.0,156356726.0,139242.0,18728821.0,64800971.0,99043278.0,96207961.0,110506768.0,10.0,55702,28065,27637.0,13347.0,6524.0,6680.0,9284.0,7891.0,11974.0,5955.0,13819,11476,10695,9468.0,4290.0,7868.0,7506.0,8359.0,8137.0,8120.0,7831.0,7882.0,194.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6063,210261,117389,159111,128790,33657,655271,3,11110515
18,2110015,36895,21450.0,15445.0,4457.0,2656.0,4115.0,4710.0,5512.0,7946.0,7499.0,17.0,1667.0,13801.0,13711.0,7369.0,330.0,12816.0,23448.0,246.0,11692.0,10384.0,6515.0,4859.0,2566.0,1003106438,558866973.0,444239465.0,121553027.0,62998370.0,74294312.0,146121768.0,153899496.0,248634148.0,195605317.0,13326377.0,21907817.0,321539956.0,279456972.0,232103506.0,134771810.0,430694659.0,516617048.0,2596802.0,281782393.0,319431257.0,171281584.0,113357210.0,58862460.0,7.0,46539,20738,25801.0,5819.0,6488.0,7930.0,8840.0,7408.0,10056.0,5184.0,10101,9466,9413,8433.0,3945.0,6667.0,6117.0,6946.0,6845.0,6744.0,6651.0,6569.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14402,390971,251306,303660,339716,114696,1414751,3,11110515
19,2110016,34158,22001.0,12146.0,3756.0,4371.0,4186.0,4500.0,5188.0,6020.0,6126.0,0.0,193.0,14997.0,7576.0,10374.0,710.0,15285.0,13893.0,115.0,2008.0,4268.0,6551.0,7913.0,8331.0,2451488216,1457345993.0,993049162.0,268878574.0,256952225.0,267525181.0,292412349.0,371577664.0,505958096.0,487091066.0,0.0,9406825.0,913490761.0,492256095.0,940524492.0,86821655.0,1041346036.0,895135834.0,4551809.0,75337498.0,258590472.0,424514044.0,552623966.0,621957138.0,19.0,41315,18260,23056.0,7193.0,4056.0,5145.0,6136.0,7096.0,11689.0,12040.0,9322,4798,4451,5718.0,4987.0,5764.0,5828.0,5758.0,5721.0,5652.0,6194.0,6396.0,7589.0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5069,66601,37440,45845,57213,20293,232461,3,11110560
20,2110017,1716,860.0,856.0,134.0,106.0,188.0,176.0,318.0,383.0,473.0,0.0,96.0,454.0,425.0,351.0,99.0,481.0,587.0,0.0,212.0,385.0,165.0,137.0,167.0,484862514,249548744.0,235313770.0,44536099.0,42802112.0,54542562.0,31060586.0,99957929.0,140321755.0,94992015.0,0.0,17017758.0,98475228.0,59542237.0,137016976.0,84831137.0,88072781.0,98742335.0,0.0,32129933.0,70440347.0,26216547.0,28075679.0,29952614.0,5.0,352326,163270,189057.0,53413.0,46994.0,56647.0,66477.0,53913.0,74883.0,77330.0,71810,59224,57007,54236.0,32721.0,49883.0,49114.0,50638.0,50998.0,51701.0,50530.0,49462.0,650.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,124758,89971,102166,106153,21037,444096,3,11110600
21,2110018,89491,60293.0,29198.0,10818.0,10123.0,12851.0,12439.0,14062.0,15922.0,13276.0,20.0,5472.0,36722.0,27632.0,18754.0,891.0,29441.0,49342.0,1250.0,20564.0,23842.0,16353.0,11497.0,5287.0,2129092970,1401592777.0,727500193.0,199250274.0,244523746.0,322769752.0,327032411.0,308016594.0,353549330.0,373950863.0,348838.0,45666423.0,816112246.0,552260543.0,564102315.0,150602605.0,763764841.0,854527051.0,9427924.0,299232712.0,425555392.0,310744400.0,329025923.0,244305545.0,45.0,351245,178170,173075.0,57566.0,43565.0,62244.0,69894.0,55124.0,62855.0,67804.0,81039,59528,58843,51366.0,32665.0,51811.0,54433.0,55026.0,54275.0,53251.0,41973.0,40477.0,888.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,73545,46065,55809,59316,12311,247106,3,11110600
22,2110019,97570,83318.0,14252.0,14158.0,16548.0,18529.0,17588.0,16495.0,8616.0,5636.0,0.0,28983.0,31827.0,25171.0,10289.0,1300.0,56425.0,33881.0,199.0,16487.0,27347.0,23782.0,17964.0,4532.0,1215048359,880311083.0,334737276.0,141893396.0,159211827.0,187731015.0,192335478.0,199139367.0,204298724.0,130438552.0,0.0,98963180.0,364050274.0,258701521.0,364235272.0,129098112.0,521967755.0,509814913.0,2999107.0,233505620.0,327368948.0,200890719.0,159762233.0,107256038.0,24.0,213280,117672,95607.0,11416.0,38558.0,38547.0,42616.0,39448.0,42695.0,24118.0,42892,42511,44929,42090.0,16739.0,30451.0,33672.0,34431.0,34916.0,34452.0,25129.0,20230.0,325.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57887,1863888,1701807,1834497,2493329,804733,8756141,3,11110615
23,2110020,107014,87116.0,19898.0,16670.0,17040.0,18308.0,17846.0,17252.0,11651.0,8698.0,1787.0,12466.0,40060.0,14750.0,29714.0,8237.0,54220.0,50356.0,2154.0,44051.0,14132.0,13778.0,22788.0,7673.0,1184146164,942851523.0,241294641.0,177685465.0,188281061.0,202001754.0,189780511.0,185102732.0,148712522.0,99225862.0,41599481.0,92660980.0,403101396.0,147294987.0,367267398.0,132221922.0,595173679.0,500068354.0,22943864.0,405258263.0,145991380.0,169159895.0,243883706.0,108004925.0,70.0,1617138,674952,942187.0,259237.0,676227.0,138607.0,162429.0,152138.0,228499.0,495380.0,350264,179633,166007,220088.0,205766.0,234158.0,236481.0,235473.0,232691.0,225914.0,224635.0,227786.0,639.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5711,204998,120549,130258,158752,66532,686800,3,11110650
24,2110021,87609,65766.0,21843.0,12777.0,12571.0,13347.0,13154.0,13917.0,13540.0,8303.0,1127.0,3750.0,29543.0,20206.0,28405.0,4578.0,38995.0,45807.0,2589.0,36721.0,17395.0,9721.0,14340.0,4033.0,1444111181,996616700.0,447494481.0,174895659.0,181343314.0,198930810.0,209358619.0,232088298.0,276641849.0,170852632.0,70727350.0,26649328.0,432324776.0,267896484.0,469377950.0,177135293.0,652683479.0,650703396.0,39133069.0,505946412.0,251960837.0,201457569.0,234678651.0,70210329.0,72.0,915814,406184,509628.0,129500.0,376369.0,100147.0,101938.0,96947.0,110911.0,225255.0,179060,111478,115374,163179.0,121470.0,127284.0,129641.0,130256.0,129980.0,129479.0,135057.0,134114.0,387.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38703,334926,206364,234165,311666,164786,1290610,3,11110650
25,2110022,19302,16495.0,2807.0,2993.0,3323.0,3338.0,3441.0,3400.0,1879.0,928.0,4.0,1612.0,10838.0,3546.0,3100.0,202.0,8808.0,8268.0,147.0,2081.0,3331.0,4273.0,3600.0,3650.0,391798525,341148053.0,50650472.0,62739993.0,69953119.0,67077993.0,70392617.0,70984331.0,35406271.0,15244201.0,130841.0,13205348.0,244312823.0,40993426.0,84890566.0,8265521.0,157465915.0,133870584.0,1167451.0,24392891.0,43508349.0,61706894.0,71626174.0,88934742.0,21.0,673924,295913,378010.0,150967.0,139276.0,78887.0,97161.0,89068.0,118565.0,183240.0,149721,81311,77565,99753.0,82334.0,97233.0,98826.0,99254.0,98385.0,95227.0,90799.0,94197.0,537.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30977,540410,284272,305072,345144,121511,1627386,3,11110650
26,2110023,149347,130497.0,18850.0,22891.0,26290.0,27292.0,27434.0,26590.0,11035.0,7815.0,204.0,35565.0,62090.0,22695.0,23977.0,3752.0,63639.0,76550.0,486.0,34323.0,47322.0,30113.0,19569.0,8372.0,1504601317,1333037495.0,171563822.0,219524605.0,282909978.0,272410749.0,280019049.0,278173114.0,111005612.0,60558210.0,8846312.0,164270408.0,767061101.0,201402205.0,289932960.0,60778147.0,579600202.0,631437690.0,3682748.0,205527854.0,338478865.0,298452741.0,249436589.0,115459099.0,39.0,274746,125425,149321.0,23289.0,61982.0,54192.0,47403.0,40500.0,47379.0,33192.0,61791,50666,51100,52130.0,25866.0,39502.0,43600.0,44684.0,44366.0,41719.0,31651.0,29223.0,186.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116429,2113836,1410267,1741459,2404938,1021397,8808326,3,11110640
