,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대00~06생활인구수,시간대06~11생활인구수,시간대11~14생활인구수,시간대14~17생활인구수,시간대17~21생활인구수,시간대21~24생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대00~06유동인구수,시간대06~11유동인구수,시간대11~14유동인구수,시간대14~17유동인구수,시간대17~21유동인구수,시간대21~24유동인구수,총유동인구수,분기코드,행정동코드
0,1001491,1302205,786681,515524,135625,153074,159155,156655,182172,290035,225489,13612.0,71784.0,316469.0,311695.0,459862.0,128783.0,626040,613390,13865.0,490669.0,406931.0,146247.0,126373.0,55358.0,33327872205,19114359003.0,14213513202.0,2973507302.0,3649856162.0,4044633830.0,3798111505.0,4648250204.0,8311648014.0,5901865188.0,327802598.0,732888253.0,6521657930.0,6223187193.0,14850828517.0,4671507714.0,15647034781.0,14377286763.0,265741752.0,12064073260.0,10091374998.0,3438510028.0,2870692690.0,1293928828.0,646.0,1829751,903510,926240.0,120144,437601.0,428731.0,298102.0,232431.0,312741.0,334875.0,334295.0,255056.0,283400.0,402211.0,219912.0,249157.0,249044.0,253688.0,256356.0,268472.0,288632.0,264405,5839.0,63.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,73043,633325,427406,562386,921216,385347,3002723,1,11170650
1,1001492,5198622,4431089,767533,862188,866643,860353,959722,882183,447087,320446,2284.0,919596.0,2441395.0,803889.0,916212.0,115246.0,2366561,2204589,22243.0,973010.0,1454133.0,1083904.0,693547.0,344342.0,101778155419,85149789971.0,16628365448.0,15699909532.0,16615875907.0,16641166044.0,18953281540.0,17239556948.0,9826922751.0,6801442697.0,98349163.0,5459658134.0,42120260313.0,13198793782.0,32719821436.0,8181272591.0,41374479741.0,31014322065.0,284774720.0,13456123526.0,21610255194.0,17436350211.0,12587495908.0,7013802249.0,1666.0,3657861,1902880,1754981.0,125101,674875.0,930254.0,824291.0,585227.0,518110.0,246718.0,805661.0,882042.0,873024.0,670237.0,180178.0,588660.0,583394.0,579257.0,632942.0,622246.0,360143.0,291217,104830.0,426.0,14.0,57.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,234578,6157760,2765755,3333748,6395073,1642232,20529146,1,11140520
2,1001493,1234674,937489,297185,180034,181241,188614,196151,191449,166855,130330,57834.0,120518.0,384907.0,237420.0,340742.0,93253.0,582653,597100,11087.0,321928.0,368504.0,220128.0,166917.0,91198.0,18150058738,13279789316.0,4870269422.0,2439598999.0,2583376463.0,2745583366.0,2742073440.0,2769157048.0,2801325672.0,2068943750.0,659546788.0,1216454358.0,5738804353.0,3197177245.0,5948591967.0,1389484027.0,8832395432.0,7750958780.0,117970947.0,4122263128.0,4973498219.0,3215631950.0,2582507224.0,1571482745.0,518.0,2996402,1435641,1560761.0,121963,542996.0,751225.0,617322.0,456240.0,506657.0,677671.0,606344.0,435731.0,420474.0,480905.0,375279.0,452257.0,460722.0,461579.0,475169.0,478088.0,355773.0,312815,6054.0,149.0,3.0,12.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,302585,2780313,1994525,2254692,2899096,1031914,11263125,1,11140590
3,1001494,2178355,1681487,496868,322729,327588,333344,352966,344860,298797,198071,3389.0,210630.0,837303.0,427494.0,592429.0,107110.0,1118021,873302,9675.0,483631.0,518514.0,367457.0,342152.0,269914.0,46644076914,34721343160.0,11922733754.0,6363249397.0,6746128417.0,6939341420.0,7247208129.0,7425415797.0,7291135984.0,4631597770.0,76747360.0,1387174950.0,13099670684.0,7135848284.0,19718027786.0,5226607850.0,24413715564.0,14802610598.0,148422270.0,8797368999.0,10168113085.0,7315002578.0,6866690780.0,5920728446.0,1019.0,3610698,1975798,1634900.0,124229,610832.0,665426.0,678449.0,674334.0,857429.0,431190.0,719724.0,746217.0,762450.0,684376.0,266740.0,565375.0,563063.0,560047.0,591669.0,597400.0,415375.0,317768,32935.0,243.0,5.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,167720,4334021,3699463,4091380,5320223,1428696,19041503,1,11110615
4,1001495,1904851,1236301,668550,233448,248779,257547,243548,252979,348391,320159,2215.0,140864.0,526702.0,459738.0,658425.0,116907.0,887130,916407,31773.0,509922.0,524712.0,337667.0,239853.0,159602.0,44969318726,28601504329.0,16367814397.0,5178930170.0,5668947677.0,5895959562.0,5644254899.0,6213412021.0,8964023886.0,7403790511.0,67870829.0,1513461318.0,9515052971.0,7913193516.0,20398766616.0,5560973476.0,22028223141.0,17841739650.0,486974134.0,11158895166.0,11807964291.0,7018310608.0,5417216322.0,3980602247.0,721.0,3221641,1567876,1653767.0,334733,695297.0,773414.0,532270.0,410051.0,475876.0,553535.0,615838.0,492595.0,529146.0,688670.0,341857.0,457554.0,456950.0,465358.0,470094.0,472796.0,464657.0,434231,24375.0,149.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13858,226257,105810,125122,211767,75950,758764,1,11710566
5,1001496,1430866,1017220,413646,190174,191676,205816,216627,212927,217872,195774,0.0,136095.0,535347.0,328561.0,414102.0,16761.0,530129,735884,15661.0,351724.0,436620.0,244662.0,152078.0,65268.0,30198934059,20246588635.0,9952345424.0,3473751196.0,3483223183.0,4341428109.0,4386909216.0,4561276931.0,5166000611.0,4786344813.0,0.0,763800714.0,10482529608.0,6983626754.0,11257370264.0,711606719.0,11301239812.0,13140303125.0,226316098.0,6458945116.0,8523019287.0,4761230556.0,2936404516.0,1535627359.0,221.0,92815,46773,46043.0,6348,19683.0,25607.0,20687.0,11541.0,8949.0,6267.0,17913.0,21171.0,22211.0,19976.0,5277.0,13648.0,13721.0,14053.0,15264.0,15081.0,11312.0,9736,15904.0,34.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94171,1831723,848659,1026131,1815123,516101,6131908,1,11680580
6,2110001,38799,23983,14816,4415,4649,5427,4482,5010,7412,7404,44.0,7575.0,16258.0,8034.0,6736.0,116.0,22882,12465,136.0,1709.0,3643.0,6938.0,10930.0,11992.0,801061039,452825876.0,348235163.0,76025579.0,86278201.0,104828017.0,86930673.0,98763406.0,171746838.0,176488325.0,833285.0,113183983.0,299165120.0,173748537.0,206588024.0,6762586.0,450870243.0,244849098.0,1312616.0,23781793.0,65430500.0,124309300.0,215202562.0,265682572.0,16.0,148832,66007,82825.0,26170,16060.0,14849.0,23481.0,25024.0,43248.0,37996.0,31763.0,17719.0,17631.0,24492.0,19232.0,21094.0,20911.0,21071.0,20786.0,20856.0,21802.0,22313,1066.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7196,120567,76459,96002,109188,37317,446729,1,11110560
7,2110002,75491,56766,18725,11926,10340,11966,11308,11226,10918,7807,0.0,13059.0,21138.0,15663.0,21755.0,3876.0,33758,37559,761.0,9881.0,12915.0,15783.0,18087.0,13895.0,1002556926,757661372.0,244895554.0,151705865.0,154569889.0,159129349.0,135998286.0,156257983.0,158399923.0,86495631.0,0.0,137787227.0,279604211.0,203583979.0,323026969.0,58554540.0,462286292.0,387368655.0,4841668.0,80479334.0,135630767.0,186884196.0,240955237.0,200863746.0,20.0,302828,137022,165805.0,57664,36328.0,36814.0,45191.0,46192.0,80639.0,75051.0,63637.0,36875.0,37844.0,50467.0,38952.0,43417.0,43669.0,43501.0,43530.0,43251.0,42989.0,42471,475.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60128,760470,445539,497466,616231,219220,2599054,1,11110570
8,2110003,30199,22142,8057,4023,4488,4234,5057,4340,4503,3554,10.0,4687.0,10237.0,6094.0,7452.0,1280.0,16000,12295,526.0,2861.0,4884.0,7495.0,7208.0,5326.0,463889716,331758512.0,132131204.0,62971915.0,70208371.0,59622125.0,74456109.0,64499992.0,79869400.0,52261804.0,685714.0,42377247.0,127756571.0,71678078.0,152207336.0,64045523.0,256357317.0,161507470.0,5917229.0,34778116.0,69940572.0,107174970.0,103099733.0,96954171.0,32.0,403155,181227,221927.0,74048,45819.0,42666.0,65686.0,63788.0,111152.0,130839.0,86357.0,40921.0,38502.0,53954.0,52582.0,56703.0,56734.0,57667.0,57611.0,56583.0,58411.0,59445,485.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19692,315895,198560,238837,305327,103004,1181315,1,11110550
9,2110004,11413,7304,4109,1356,1239,1556,1532,1621,1889,2220,0.0,1121.0,3962.0,1907.0,4193.0,230.0,5439,3582,36.0,752.0,1283.0,1706.0,2379.0,2864.0,432936004,251498517.0,181437487.0,37480128.0,41557196.0,60753002.0,49317253.0,62390938.0,80648681.0,100788806.0,0.0,17784663.0,128585306.0,78887978.0,191347311.0,16330746.0,231731531.0,139382276.0,706689.0,20515870.0,49110434.0,71474039.0,104136287.0,125170489.0,5.0,369100,170943,198156.0,71279,42912.0,49608.0,63368.0,55292.0,86639.0,77369.0,74641.0,47342.0,50545.0,70639.0,48563.0,52252.0,52714.0,52107.0,52086.0,52161.0,53644.0,54136,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105847,1083580,635222,737785,892915,315001,3770350,1,11110570
