,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대00~06생활인구수,시간대06~11생활인구수,시간대11~14생활인구수,시간대14~17생활인구수,시간대17~21생활인구수,시간대21~24생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대00~06유동인구수,시간대06~11유동인구수,시간대11~14유동인구수,시간대14~17유동인구수,시간대17~21유동인구수,시간대21~24유동인구수,총유동인구수,분기코드,행정동코드
10,2110005,25965,18135,7830,2350,3614,3824,4188,4159,4101,3729,0.0,1843.0,9888.0,4568.0,7044.0,883.0,10480,11845,118.0,1992.0,3135.0,5045.0,6467.0,5570.0,630732047,407316794.0,223415253.0,61607057.0,79059539.0,89729958.0,91714113.0,85206127.0,119392021.0,104023232.0,0.0,30452267.0,218149649.0,101756908.0,210906635.0,40353085.0,253281361.0,254449586.0,3157871.0,38413009.0,74067328.0,105907889.0,145783332.0,140401518.0,16.0,173118,75228,97890.0,29350,17753.0,21314.0,26887.0,31091.0,46722.0,44173.0,34034.0,20814.0,20747.0,29572.0,23778.0,24844.0,24862.0,25036.0,24905.0,24807.0,24531.0,24132,1006.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23135,290332,171336,214601,301124,106398,1106926,1,11110550
11,2110006,20020,9722,10288,696,837,3043,2441,2705,5149,5139,5.0,142.0,6598.0,8032.0,5155.0,88.0,7176,12363,113.0,3792.0,5202.0,4026.0,3981.0,2430.0,396585300,206436113.0,189686722.0,14690922.0,21784352.0,60212227.0,50758136.0,58990476.0,95939601.0,93747121.0,343468.0,2628281.0,132869487.0,148899207.0,108563031.0,3281826.0,144253312.0,232755490.0,1670849.0,63591056.0,89712387.0,81421620.0,78888554.0,61724339.0,7.0,6437,2967,3469.0,918,843.0,910.0,1131.0,992.0,1644.0,1451.0,1459.0,842.0,832.0,1084.0,769.0,907.0,908.0,902.0,887.0,907.0,931.0,996,27.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058,86404,71997,86481,96386,30638,376964,1,11110550
12,2110007,1238,695,543,82,193,119,99,202,287,256,3.0,0.0,203.0,318.0,400.0,314.0,637,510,0.0,270.0,333.0,222.0,184.0,140.0,62084130,33184830.0,28899300.0,3789658.0,10753999.0,4346639.0,5147629.0,9146905.0,16040476.0,12858824.0,311459.0,0.0,7558698.0,13074680.0,26108783.0,15030510.0,34586409.0,22324072.0,0.0,12474431.0,16684291.0,10914659.0,9307906.0,7529194.0,3.0,462639,209246,253393.0,97563,54842.0,58038.0,84299.0,66600.0,101297.0,137984.0,99114.0,48248.0,46116.0,67887.0,63293.0,64603.0,65176.0,65314.0,64719.0,64524.0,67132.0,71171,283.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54806,475463,279685,350982,431848,154756,1747540,1,11110530
13,2110008,245273,150029,95147,24478,27815,35723,31532,31357,48677,46470,133.0,8876.0,80555.0,98687.0,54317.0,2705.0,78581,163234,5156.0,102651.0,67025.0,29285.0,26683.0,11013.0,4572201558,2634159616.0,1935786010.0,353900736.0,505296733.0,629023704.0,526155869.0,637156957.0,992481065.0,943304945.0,3389317.0,96011454.0,1260010441.0,1628743049.0,1348220249.0,235827048.0,1632592540.0,2743117871.0,37819102.0,1724236149.0,1288518778.0,522982252.0,549120679.0,253033450.0,93.0,1115849,474274,641576.0,205067,152277.0,170181.0,194765.0,162770.0,230791.0,315445.0,236523.0,134655.0,123125.0,165545.0,140556.0,158888.0,157975.0,159697.0,159895.0,157213.0,160626.0,161557,552.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9047,175314,111147,136166,170999,52697,655370,1,11110515
14,2110009,20347,10357,9990,819,2398,2702,1849,2589,5089,4901,20.0,141.0,4650.0,5509.0,9019.0,1008.0,9194,9628,130.0,3012.0,4770.0,4624.0,4183.0,2110.0,855976834,455391617.0,400585217.0,58159064.0,108724767.0,104427554.0,74514500.0,109565732.0,210477178.0,190108039.0,2968374.0,2117686.0,180039066.0,213068858.0,379079056.0,78703794.0,363233449.0,366398919.0,3584546.0,104657001.0,184057768.0,178500286.0,168757777.0,90074994.0,24.0,140571,64245,76326.0,18768,13824.0,16782.0,27181.0,24465.0,39550.0,47042.0,29537.0,14150.0,12981.0,18287.0,18574.0,19786.0,19904.0,19938.0,19600.0,19998.0,20671.0,20672,950.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058,87200,72380,87024,97543,30970,380175,1,11110550
15,2110010,157996,115060,42936,23017,22234,22655,24925,22229,26245,16691,18.0,10503.0,49881.0,41823.0,48052.0,4655.0,57648,89094,16328.0,16354.0,23362.0,33496.0,33212.0,23988.0,2309756792,1665182298.0,644574494.0,321354366.0,319723813.0,334125744.0,363443611.0,326534764.0,369135019.0,275439475.0,9249276.0,118296525.0,729020923.0,486582555.0,784923789.0,118268100.0,888600857.0,1025234189.0,98240530.0,162780900.0,272307766.0,464703789.0,487673476.0,428128578.0,40.0,204134,90390,113744.0,35529,21230.0,25159.0,30502.0,35577.0,56139.0,61387.0,42896.0,19734.0,19399.0,30444.0,30271.0,29150.0,29285.0,29287.0,28898.0,28854.0,29108.0,29553,6687.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9935,147900,85620,105926,127250,45263,521894,1,11110560
16,2110012,148547,110682,37683,21067,22011,22589,23420,21595,20668,17015,7.0,11607.0,67317.0,38117.0,29272.0,1867.0,56389,78034,513.0,30605.0,39530.0,26291.0,22890.0,14580.0,3121425270,2454463407.0,663865684.0,483167588.0,491613267.0,524375432.0,501253882.0,454053238.0,381183272.0,282682412.0,110346.0,105847603.0,1337232555.0,516656008.0,966634555.0,190338037.0,1020827379.0,1243312442.0,8336663.0,528763309.0,655026550.0,419217413.0,377717560.0,275078317.0,91.0,554524,246765,307760.0,51253,71776.0,107818.0,111540.0,89720.0,122417.0,118784.0,121163.0,86183.0,82722.0,89687.0,55985.0,83163.0,83550.0,83814.0,86357.0,84624.0,66630.0,66386,1061.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64712,659958,326489,380646,588905,175188,2195898,1,11110530
17,2110014,11786,8432,3354,1488,1819,1678,2043,1404,1782,1572,0.0,954.0,6365.0,2035.0,2361.0,71.0,6580,3845,50.0,996.0,2302.0,2237.0,2649.0,2188.0,321157732,222397150.0,98760582.0,34147538.0,45084508.0,42852084.0,57189844.0,43123176.0,49247738.0,49512844.0,0.0,17517372.0,161710513.0,54475766.0,82777610.0,4676471.0,173248962.0,87338134.0,468218.0,12992291.0,44852369.0,63307304.0,77436751.0,61530164.0,8.0,51772,27384,24388.0,9125,7566.0,7037.0,9508.0,8038.0,10498.0,5567.0,12575.0,9825.0,9473.0,9575.0,4759.0,7489.0,7405.0,7610.0,7671.0,7675.0,7054.0,6869,194.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5911,162287,87755,111752,110143,32971,510819,1,11110515
18,2110015,29334,18785,10549,2955,3856,3982,3810,4182,5989,4560,0.0,610.0,10502.0,11405.0,6675.0,142.0,8988,19756,163.0,11029.0,9390.0,4730.0,2290.0,1145.0,870625414,531700403.0,338925011.0,80804006.0,89321238.0,87110994.0,129466349.0,144997816.0,224056058.0,114868953.0,0.0,6612959.0,250009907.0,245315460.0,319119182.0,49567906.0,335145276.0,484799767.0,4444064.0,235011661.0,356473718.0,111022243.0,71648303.0,41345054.0,7.0,45041,22896,22144.0,4638,8080.0,8092.0,8574.0,7094.0,8564.0,6348.0,9815.0,7878.0,8145.0,8333.0,4521.0,6637.0,6435.0,6588.0,6719.0,6701.0,6065.0,5895,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14454,329597,207908,246038,309633,109024,1216654,1,11110515
19,2110016,26063,17145,8913,3401,3576,3452,3408,3308,4154,4759,0.0,184.0,11471.0,6434.0,7331.0,317.0,12007,9680,63.0,1239.0,3407.0,4436.0,6393.0,6158.0,1638053808,999635756.0,638133856.0,195775162.0,213512458.0,187214781.0,207238357.0,195894998.0,315354935.0,322778921.0,0.0,9043545.0,603940679.0,387114874.0,600274551.0,29412813.0,709167742.0,568569514.0,1031705.0,59978366.0,181360075.0,256440960.0,382023244.0,397187098.0,20.0,41091,18375,22714.0,7288,4043.0,5485.0,6261.0,7213.0,10800.0,12262.0,9551.0,4621.0,4187.0,5438.0,5032.0,5826.0,5769.0,5743.0,5625.0,5631.0,6101.0,6394,7589.0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4489,64753,34872,41737,53542,19106,218499,1,11110560
20,2110017,886,470,416,16,74,126,154,100,200,216,0.0,0.0,162.0,320.0,328.0,30.0,354,329,0.0,189.0,302.0,86.0,49.0,60.0,298885328,153631742.0,145253586.0,4520657.0,20738739.0,33866413.0,53562338.0,40943595.0,68267609.0,76985977.0,0.0,0.0,45019380.0,96503105.0,138523141.0,10704653.0,109986785.0,115546657.0,0.0,59447910.0,98593262.0,34049172.0,15317736.0,18125362.0,3.0,338410,161602,176808.0,46294,49444.0,56423.0,62130.0,55043.0,69075.0,80836.0,69905.0,51369.0,51417.0,50788.0,34095.0,48421.0,48380.0,49374.0,49748.0,50160.0,46918.0,45409,650.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,108399,73574,86873,90396,17370,376621,1,11110600
21,2110018,93322,62252,31070,10265,12462,12704,13517,13304,16664,14406,15.0,2912.0,35204.0,33445.0,20673.0,1073.0,30600,52689,1466.0,24566.0,26346.0,14657.0,10840.0,5420.0,1751901721,1159828931.0,592072790.0,184214089.0,234610037.0,238305427.0,240560526.0,262138852.0,316473468.0,275599322.0,195154.0,24234521.0,659091391.0,543272166.0,449834821.0,75273668.0,592022747.0,808562027.0,10839633.0,354174048.0,418159279.0,263654300.0,205329325.0,148428183.0,43.0,321736,162876,158859.0,45296,41817.0,56813.0,66323.0,50759.0,60727.0,68568.0,72460.0,50296.0,51415.0,47140.0,31856.0,47967.0,48702.0,48495.0,49943.0,48378.0,39785.0,38465,888.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,63373,39489,47339,51326,10522,212113,1,11110600
22,2110019,41891,28083,13808,4436,4590,6701,6384,5972,8619,5189,0.0,2437.0,15396.0,15619.0,7901.0,538.0,14472,24067,172.0,11566.0,13732.0,4977.0,4307.0,3786.0,810562487,555629094.0,254933393.0,114997406.0,74279825.0,133906410.0,120097168.0,112348285.0,163635881.0,91297512.0,0.0,20842555.0,204732426.0,209357075.0,319248361.0,56382070.0,296099128.0,409705451.0,2719699.0,189089606.0,273910654.0,100166143.0,87720404.0,52198072.0,25.0,207701,117807,89894.0,10401,37231.0,37428.0,41624.0,38304.0,42713.0,23082.0,41941.0,41846.0,44811.0,40922.0,15098.0,31911.0,32277.0,32425.0,34556.0,34434.0,23252.0,18845,325.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58718,1853245,1795305,1996646,2662794,850078,9216786,1,11110615
23,2110020,87820,70435,17385,14316,13852,14436,15085,12746,10142,7674,223.0,11033.0,31971.0,13149.0,25662.0,5782.0,45909,40355,1476.0,39550.0,12651.0,9435.0,16375.0,6778.0,906052234,707307335.0,198744899.0,142454253.0,135299623.0,141691743.0,158117860.0,129743856.0,122993600.0,81553866.0,2166221.0,80043273.0,313685751.0,128902562.0,313610340.0,67644087.0,472021617.0,373532164.0,13594453.0,315609335.0,134143125.0,114534515.0,183530764.0,84141589.0,65.0,1549831,680371,869461.0,253908,588402.0,137698.0,158700.0,153449.0,257676.0,470829.0,334563.0,169377.0,158311.0,214196.0,202556.0,222922.0,220407.0,221407.0,221375.0,217704.0,222201.0,223816,639.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4695,203642,117742,120246,152345,66262,664932,1,11110650
24,2110021,85787,65063,20724,12429,12914,13161,14014,12545,12767,7957,21.0,3388.0,28999.0,21248.0,27997.0,4134.0,40519,40790,2353.0,34948.0,14973.0,9509.0,14724.0,4806.0,1361959570,980565186.0,381394384.0,156419288.0,179725971.0,185549698.0,261171142.0,197699087.0,243211578.0,138182806.0,236051.0,23044100.0,511632629.0,243429515.0,449851301.0,133765974.0,548552976.0,517905787.0,32145163.0,418996432.0,201583736.0,145866200.0,203816184.0,64051046.0,70.0,866257,384300,481957.0,124831,326322.0,96284.0,102060.0,97894.0,118865.0,212704.0,172633.0,106556.0,109977.0,153110.0,111277.0,121505.0,121315.0,122129.0,122140.0,122029.0,128461.0,128677,387.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37069,331462,202685,230644,305979,159231,1267070,1,11110650
25,2110022,16733,14054,2679,2861,2778,2704,2908,2803,1794,885,4.0,1387.0,9649.0,3257.0,2355.0,81.0,7306,7085,67.0,1548.0,2722.0,3562.0,3397.0,3097.0,323747141,281744110.0,42003031.0,52168732.0,54452044.0,55087243.0,60589423.0,59446668.0,26623488.0,15379543.0,482243.0,12260337.0,212762599.0,38957920.0,54025385.0,5258657.0,138128147.0,104722097.0,758889.0,20548134.0,41920443.0,55256391.0,67204644.0,57161744.0,20.0,669054,292583,376470.0,142489,132318.0,78706.0,101945.0,86827.0,126769.0,182959.0,146959.0,79218.0,76162.0,100509.0,83245.0,96120.0,95427.0,95578.0,96313.0,95492.0,94222.0,95902,537.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28645,512016,263578,272728,319498,117905,1514370,1,11110650
26,2110023,141209,120868,20341,23281,23103,24410,26669,23405,11576,8765,10.0,30974.0,58621.0,24242.0,24679.0,2683.0,65221,68555,475.0,34450.0,45120.0,26334.0,19486.0,7908.0,1259028242,1109990005.0,149038237.0,207269988.0,203848767.0,224011371.0,248127107.0,226732772.0,93875133.0,55163104.0,262185.0,159719704.0,621435227.0,185429029.0,258031290.0,34150807.0,528262018.0,533312866.0,2620254.0,204806627.0,312274950.0,233401641.0,212526309.0,95945098.0,37.0,272126,126571,145556.0,18277,59927.0,56351.0,46169.0,40606.0,50796.0,34391.0,60225.0,49357.0,50524.0,51058.0,26572.0,41935.0,41675.0,41779.0,44129.0,43043.0,31085.0,28480,186.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114334,2099264,1441765,1768465,2446696,1030140,8900664,1,11110640
27,2110024,50722,36663,14059,7671,6976,7259,7433,7324,7277,6782,0.0,1796.0,21884.0,11536.0,14966.0,447.0,20609,23430,203.0,8001.0,8046.0,7756.0,10496.0,9534.0,1150388544,805851241.0,344537303.0,169796104.0,150589298.0,160638539.0,159982131.0,164845169.0,173508975.0,171028328.0,0.0,26201780.0,534297916.0,230844448.0,343196350.0,14577343.0,471354005.0,454527708.0,2529801.0,140393587.0,155237238.0,170505778.0,235318209.0,221897099.0,27.0,295725,130254,165472.0,53435,59074.0,37631.0,46518.0,39883.0,59183.0,66110.0,60720.0,40222.0,39592.0,53591.0,35491.0,41969.0,41848.0,41828.0,42770.0,42790.0,42322.0,42198,928.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61524,688779,445111,518678,694689,333385,2742166,1,11110650
28,2110025,23901,20220,3681,3632,3965,4049,4425,4149,2385,1296,1792.0,1434.0,10910.0,1924.0,5979.0,1862.0,14464,4217,0.0,1980.0,2588.0,6306.0,5461.0,2346.0,678206092,539693463.0,138512629.0,85926182.0,98826425.0,113338963.0,120331168.0,121270725.0,91801818.0,46710811.0,76131205.0,18144420.0,195345438.0,38582481.0,285486050.0,64516498.0,384619874.0,133940118.0,0.0,73355707.0,76556851.0,168348101.0,143957346.0,56341990.0,13.0,131032,70277,60757.0,7720,22498.0,20083.0,21131.0,25711.0,33890.0,27767.0,27462.0,20997.0,20386.0,21444.0,12978.0,19425.0,19566.0,19615.0,20309.0,20188.0,16734.0,15196,213.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101631,1611468,1349001,1528841,1789947,455955,6836843,1,11110630
