,기준분기코드, 상권구분코드명,상권코드,상권코드명,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수
51,3,전통시장,2130281,우림시장,61091,29876,31214,9526,8506,8828,9406,8980,15845,17363,11852,6289,6293,10443,8851,8665,8561,8471,8446,8473,9052,9422
52,3,전통시장,2130280,신림종합시장,30399,14698,15700,2687,6783,6294,4423,3880,6334,9496,5994,2894,2998,4764,4251,4291,4202,4192,4174,4225,4561,4753
53,3,전통시장,2130279,관악신사시장,400902,191170,209731,27466,94511,78308,54043,54970,91604,121424,83264,40123,40506,61820,53764,56625,55371,55303,55710,55565,59700,62629
54,3,전통시장,2130278,미성동 도깨비시장 골목형상점가,311743,138646,173099,53994,41052,41940,49706,46195,78857,92178,63268,34311,34829,48194,38965,44553,42990,42769,42817,43292,47052,48272
55,3,전통시장,2130277,조원동 펭귄시장(신림중앙시장),234618,114085,120531,21824,47887,43329,35375,33340,52862,66285,49448,26021,24944,37462,30457,33539,32991,32992,32914,32766,34328,35088
56,3,전통시장,2130276,신림중앙시장(조원동 펭귄시장),75763,37340,38422,6338,17656,14980,11247,9746,15795,26844,15909,6396,5781,9767,11067,10974,10812,10795,10772,10707,10716,10984
57,3,전통시장,2130275,강남골목시장,222924,121864,101060,11930,46616,57264,41724,32393,32998,72111,46664,21876,20141,29064,33070,32900,34365,34582,34325,33213,27045,26495
58,3,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),516602,258039,258561,37700,125860,103053,71794,70522,107671,95811,100087,61766,65290,120321,73329,71123,74376,75999,76679,78327,74739,65359
59,3,전통시장,2130273,남성사계시장(남성시장),618621,280682,337939,95402,88009,89894,88774,94471,162072,104942,118143,84097,93820,139419,78198,86653,88511,89250,89453,90730,89683,84341
60,3,전통시장,2130272,사당시장,47394,21626,25769,5695,8428,8688,7572,6096,10918,10718,9643,5966,6450,8821,5797,6744,6731,6701,6649,6629,6943,6999
61,3,전통시장,2130271,남성역골목시장,231226,104455,126772,25755,38964,39567,38781,31205,56952,53133,43782,25653,27216,45349,36093,31866,32522,32344,32211,31880,34762,35642
62,3,전통시장,2130270,흑석시장,94574,44175,50401,13214,16669,13509,14743,13421,23019,14355,18393,14391,15432,20671,11334,13537,13756,13994,13957,13983,13180,12168
63,3,전통시장,2130269,강남시장(동작구 강남시장),40066,18895,21171,6128,9552,4615,5389,5410,8971,8716,7180,5194,5780,8146,5049,5523,5628,5687,5579,5579,6006,6065
64,3,전통시장,2130268,상도전통시장,393176,178207,214968,53940,75076,48755,55101,56597,103707,102123,80380,44781,47028,70322,48544,55381,55016,54528,54173,54503,59322,60253
65,3,전통시장,2130267,본동인정시장(기능상실),119170,56041,63129,16203,17018,20851,18719,17717,28662,42523,24989,11713,11817,14093,14036,16808,17081,17136,16513,16970,17391,17270
66,3,전통시장,2130266,만양로상점가,95433,54538,40895,5926,41076,20325,9278,7961,10867,22596,17627,12320,12453,17612,12822,13817,14131,14097,14071,14181,13075,12062
67,3,전통시장,2130265,노량진중앙시장,80845,46094,34751,4834,37999,16901,7638,5857,7615,15790,15229,11752,12011,16188,9876,11655,11935,11975,11873,11865,11267,10275
68,3,전통시장,2130264,상도약수골목형상점가,221945,100637,121308,44073,29560,37362,33554,30503,46893,36231,45652,27446,33074,48145,31397,32028,31807,31865,31975,31243,31527,31499
69,3,전통시장,2130263,신노량진시장(기능상실),17775,8336,9438,1287,2736,2998,2465,3087,5204,4096,3408,2092,2255,3433,2491,2548,2512,2499,2498,2535,2536,2645
70,3,전통시장,2130262,상도도깨비 골목형상점가,291276,135445,155832,31880,47994,54291,39262,42515,75335,73076,57553,33213,34155,52670,40612,40879,41017,40890,40887,40704,43031,43869
71,3,전통시장,2130261,성대전통시장(성대시장),342451,154008,188443,37545,58382,57339,50718,52271,86197,62290,59190,44188,50637,76581,49566,49015,48914,48405,48063,48725,50207,49122
72,3,전통시장,2130260,신대방1동골목상권,97785,45190,52597,9823,15998,17397,15229,16541,22800,25382,19877,12189,12164,16909,11264,13525,13575,13475,13450,13424,14846,15490
73,3,전통시장,2130259,대신시장,118015,55454,62562,14636,16076,18415,18379,18259,32251,26112,22921,15901,16150,22474,14459,17150,16811,17003,16924,16971,16638,16518
74,3,전통시장,2130258,영진시장A동,26031,11862,14169,4222,3208,4666,4507,4031,5398,7000,5190,2909,2997,4522,3414,3655,3573,3586,3569,3564,3911,4174
75,3,전통시장,2130257,영등포시장기계공구상가,197164,105332,91832,7831,64274,54176,24726,21125,25032,51290,41336,23696,24149,32671,24021,27080,27284,27302,27373,28564,30089,29472
76,3,전통시장,2130256,신동시장,25776,12083,13693,3917,3229,4008,4112,4545,5963,6691,5159,2961,3062,4459,3443,3709,3674,3647,3658,3688,3712,3687
77,3,전통시장,2130255,영등포전통시장,407587,217203,190385,16200,97381,93122,55799,58339,86747,81844,79949,59895,64052,75699,46149,56881,57856,58357,58482,59489,60243,56278
78,3,전통시장,2130254,남서울상가,32000,17029,14971,1289,5718,5878,4576,5475,9064,4871,5812,5335,5936,6580,3466,4467,4565,4654,4666,4696,4719,4233
79,3,전통시장,2130253,영신상가(제일상가),34280,18313,15968,1384,6631,6439,4869,5701,9256,5399,6130,5580,6238,7101,3832,4727,4817,4919,4935,5050,5160,4670
80,3,전통시장,2130252,영등포로타리지하도상점가,54530,27288,27241,3317,14466,11452,7947,7525,9821,7462,8711,9046,10687,12743,5879,7083,7031,7275,7324,8071,9234,8509
81,3,전통시장,2130251,영등포시장지하도상점가,47094,25509,21585,1938,11728,9614,6523,6963,10330,8403,7940,6941,7916,10005,5886,6197,6238,6413,6447,7037,7631,7130
82,3,전통시장,2130250,삼구시장(로타리상가),34280,18313,15968,1384,6631,6439,4869,5701,9256,5399,6130,5580,6238,7101,3832,4727,4817,4919,4935,5050,5160,4670
83,3,전통시장,2130249,동남상가,35221,18596,16624,1617,6281,6838,5102,5813,9571,6195,6508,5563,6129,6919,3908,4972,5071,5160,5165,5172,5095,4585
84,3,전통시장,2130248,영등포역지하도상점가,28854,14328,14527,1875,6469,5946,4551,4359,5654,3956,5760,4733,5171,6265,2969,3996,4064,4145,4165,4354,4246,3885
85,3,전통시장,2130247,우리시장,313676,145759,167916,32949,33235,48028,47942,55996,95526,99018,63141,30621,31324,47873,41699,44475,44013,43512,43025,43663,46309,48680
86,3,전통시장,2130246,영등포청과시장(조광시장),852891,418646,434246,103668,122702,168178,136489,128736,193115,238929,181655,101377,98729,125754,106448,121708,121654,121835,122524,120697,123165,121310
87,3,전통시장,2130245,영일시장,199852,91295,108557,19702,37147,45229,38068,29734,29973,24667,36537,38281,42974,41783,15612,28299,28364,28879,28894,29208,29201,27008
88,3,전통시장,2130244,대림중앙시장,581808,298211,283597,32139,55284,92588,107225,136844,157728,187118,115047,58758,59841,89561,71482,83065,80248,78816,79198,79434,86608,94442
89,3,전통시장,2130243,도림시장,27064,13489,13575,2584,3935,5577,4545,4473,5950,7770,5433,2819,2805,4380,3856,3823,3772,3757,3790,3695,3915,4312
90,3,전통시장,2130242,대림중앙 골목형상점가,413184,209161,204022,27636,38189,66139,75766,94953,110502,112673,78546,46156,48789,73316,53705,58517,56228,56003,55857,56315,62138,68126
91,3,전통시장,2130241,선유도역 골목형상점가,301244,152314,148931,29997,55978,73063,55649,41174,45384,62272,63063,43974,42370,53152,36414,44299,45654,46266,45778,45022,37387,36841
92,3,전통시장,2130240,영등포유통상가,26644,13507,13137,2238,3979,5495,5287,4550,5095,3755,5694,4854,4885,4934,2523,3995,4196,4177,4143,4049,3170,2913
93,3,전통시장,2130239,양남시장,24628,12251,12377,1945,4129,5571,5035,3700,4248,4518,5185,4126,4102,4267,2430,3715,3791,3856,3799,3697,2971,2800
94,3,전통시장,2130238,은행나무시장,345390,161710,183681,51034,39873,44677,53355,57517,98936,80192,68488,42746,47315,65411,41238,47728,47318,47028,47108,47327,53806,55072
95,3,전통시장,2130237,박미시장(기능상실),12842,7146,5696,1462,1664,2177,2384,2274,2883,3366,2983,1422,1343,1915,1814,1850,1911,1951,1892,1883,1716,1638
96,3,전통시장,2130236,비단길현대시장(현대시장),494959,232736,262224,50434,68473,74139,74524,90469,136919,137775,96350,54682,54713,84467,66972,69275,70053,68366,68798,69507,73841,75120
97,3,전통시장,2130235,대명여울빛거리시장(대명시장),170615,84181,86434,19635,27247,27862,26881,31867,37123,25640,28582,24733,28751,40653,22255,23903,24669,24543,24648,24817,25759,22276
98,3,전통시장,2130234,푸른터시장(기능상실),94997,47208,47789,10448,14296,18548,16301,16149,19255,34898,19724,7474,6769,11630,14502,13785,13712,13548,13541,13266,13289,13855
99,3,전통시장,2130233,남문시장,255188,121626,133563,18353,34556,41545,42368,50258,68106,71281,50902,27148,27410,41205,37241,37276,36923,36146,36251,35825,36287,36481
100,3,전통시장,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),148829,74368,74461,9036,26165,31147,24590,27355,30537,28042,27503,21032,22246,31238,18767,21009,20773,21056,21090,21240,22544,21117
101,3,전통시장,2130231,독산동 우시장,147380,77633,69747,13407,24724,32393,23689,25115,28050,29818,30525,20757,20968,26748,18564,21638,21831,21907,21828,21769,19521,18886
102,3,전통시장,2130230,가리봉시장,69803,41527,28276,924,11673,13604,12711,16624,14267,18226,13148,7962,8450,12359,9657,10113,10053,9990,9882,9682,9634,10449
103,3,전통시장,2130229,남구로시장,698832,343589,355244,58977,62911,99433,112650,143012,221848,154016,131465,91600,98438,133573,89740,100067,99685,99304,99301,98994,98486,102995
104,3,전통시장,2130228,구로시장,166385,86151,80235,12501,18455,26935,32194,31183,45116,19266,28452,29815,34802,38712,15338,23398,23477,23568,23328,22955,24162,25499
105,3,전통시장,2130227,고척골목시장상점가(그라운드 고척),115152,53447,61704,24687,16248,13556,17840,18062,24758,22225,22061,16646,17995,23686,12538,15954,15721,15755,15367,15354,18266,18733
106,3,전통시장,2130226,고척프라자,30934,14294,16640,6665,4310,3689,4872,4854,6542,5982,5725,4306,4817,6610,3494,4265,4196,4223,4083,4089,4954,5124
107,3,전통시장,2130225,개봉중앙시장,492511,226520,265992,79371,59096,66409,73487,73606,140542,143293,93798,49933,51502,83323,70662,69637,68582,68119,67908,68161,73884,76221
108,3,전통시장,2130224,개봉프라자(고척근린시장),6576,3248,3329,620,586,878,1118,1252,2123,1655,1402,815,813,1104,787,946,915,894,897,911,989,1025
109,3,전통시장,2130223,고척근린시장,105513,50985,54529,14437,10021,13717,16747,19327,31264,18685,19055,14371,15922,23583,13898,14882,14669,14440,14636,14790,16067,16030
110,3,전통시장,2130222,오류시장,40374,19145,21231,4157,8306,8354,5602,5760,8194,7335,7188,5140,5609,9063,6039,5465,5503,5615,5582,5611,6253,6345
111,3,전통시장,2130221,"남부골목시장(남부화곡시장, 남부시장)",577327,259847,317481,71666,75151,95796,92447,86531,155736,146964,111585,66226,71553,105308,75691,81633,80199,80062,79938,80651,86931,87915
112,3,전통시장,2130220,등마루시장,35782,16402,19380,4752,5515,7873,5906,4183,7552,11311,7149,3825,3727,5083,4689,5212,5164,5109,5034,5025,5026,5214
113,3,전통시장,2130219,까치산시장,1232437,574527,657910,115440,211994,227744,206709,175367,295183,227983,249791,152588,164557,258464,179053,176198,175971,176779,177378,177045,176780,172286
114,3,전통시장,2130218,신월중앙시장,58264,26415,31849,9831,8931,9865,10361,7891,11386,10948,11264,9094,9381,11585,5994,8247,8465,8508,8527,8413,8276,7827
115,3,전통시장,2130217,화곡본동시장,129347,59990,69356,19201,19549,21995,21424,16696,30481,27164,24598,15590,17281,26287,18429,18363,18410,18323,18312,18206,18817,18914
116,3,전통시장,2130216,화곡중앙시장,275156,121600,153556,43879,32384,43825,42142,39324,73601,61965,50490,33493,36547,54241,38418,38950,38722,38136,38072,38627,40996,41653
117,3,전통시장,2130215,대원종합시장,53103,24389,28713,9298,6861,7571,8489,7786,13099,8854,8810,6948,8739,12184,7568,7533,7560,7551,7621,7552,7697,7590
118,3,전통시장,2130214,송화벽화시장(송화골목시장),69449,30896,38552,17798,8264,8786,10817,9176,14604,15544,14062,9137,8709,12957,9039,10034,10124,10125,10092,10159,9661,9252
119,3,전통시장,2130213,방신전통시장,124727,58039,66687,18705,11846,20105,19264,19189,35618,23146,23537,17526,18875,26813,14830,17105,16839,16782,16596,16828,19716,20861
120,3,전통시장,2130212,공항시장,206761,105781,100980,17618,44266,42660,32505,29684,40027,43314,44020,30074,28730,37052,23573,29315,28621,29521,29488,29883,30208,29724
121,3,전통시장,2130211,신정2동 골목시장(오목교중앙시장),284751,131623,153127,57551,35405,30535,48301,48925,64033,71638,53309,32903,34732,52148,40023,40276,39597,38900,38851,39660,43502,43966
122,3,전통시장,2130210,목2동시장,353911,162089,191824,38984,55549,76340,53970,49278,79789,106565,65551,36411,37667,59162,48556,49885,49357,49157,49037,49136,53314,54027
123,3,전통시장,2130209,목사랑시장(목4동시장),309521,150127,159394,80833,34306,34656,48619,49172,61935,87403,64562,34974,34501,48185,39894,44775,44062,43909,44139,43822,44037,44778
124,3,전통시장,2130208,목동깨비시장(목3동시장),360379,156290,204088,42369,53745,68952,54337,55187,85789,69233,66453,49982,52830,74747,47134,50895,50885,50932,51143,51239,52782,52502
125,3,전통시장,2130207,신정1동 골목시장(신정제일시장),25934,12445,13489,4484,3266,3717,4558,4267,5642,3454,4999,4278,4448,5834,2923,3602,3618,3646,3664,3749,3947,3705
126,3,전통시장,2130206,신정3동 골목시장,56782,26187,30594,11157,6689,8085,9501,8733,12616,9545,10459,7894,8815,12659,7410,8160,8201,8274,8178,8346,8088,7535
127,3,전통시장,2130205,신곡종합시장(신월6동 골목시장),35808,16282,19526,5830,3744,5486,5924,5835,8988,8010,6784,4203,4541,6982,5287,5106,5064,5096,5120,4984,5236,5203
128,3,전통시장,2130204,경창시장,167585,79278,88306,37583,13410,22606,27665,23628,42692,43611,30040,18699,20367,30528,24340,23708,23416,23298,23241,23472,24859,25591
129,3,전통시장,2130203,서서울 골목형상점가,81568,37791,43777,9126,8876,13180,13024,12779,24583,19096,15406,9811,10478,15875,10902,11337,11053,11185,11220,11322,12625,12829
130,3,전통시장,2130202,신영시장,203499,92529,110969,24247,20955,27824,31571,35608,63292,43276,38589,26537,29453,41209,24434,28569,27681,28098,28375,28706,31414,30654
131,3,전통시장,2130201,월정로시장,124457,59013,65444,14706,11269,17732,19366,21921,39464,32074,20945,14095,15330,23201,18813,17608,17287,17152,17328,17613,18514,18954
132,3,전통시장,2130200,"신월7동 골목시장(약수시장, 우성상가)",61888,28710,33177,8056,5690,7571,9349,10341,20883,9508,10240,8418,10167,15403,8150,8704,8658,8551,8585,8749,9433,9206
133,3,전통시장,2130199,신월3동 골목시장,396308,201799,194509,50644,47570,56799,58632,67205,115460,126423,85590,42733,40075,54587,46899,57086,55465,55387,54902,54953,57778,60740
134,3,전통시장,2130198,아현시장,256178,114962,141215,51437,31208,39476,38309,38712,57033,53723,56037,35706,36558,45212,28941,37082,38800,38559,38514,37715,34143,31364
135,3,전통시장,2130197,마포시장,48675,23151,25525,5013,7915,10607,9199,7902,8039,5001,10245,9696,9434,10160,4139,7551,7972,8065,7840,7550,5088,4608
136,3,전통시장,2130196,공덕시장,33059,15631,17429,3501,5463,7193,6079,5292,5531,6566,6715,5660,5465,5760,2892,5049,5277,5381,5231,5069,3712,3342
137,3,전통시장,2130195,도화동 상점가,894502,422540,471962,86611,143226,198961,165192,131354,169158,132163,168399,144004,147624,200861,101449,127308,131068,132379,132258,133039,123637,114812
138,3,전통시장,2130194,용강동 상점가,531627,253117,278509,89023,52573,97452,112113,75249,105217,125436,108625,69550,69155,94873,63986,76726,78677,78142,78874,77609,71495,70104
139,3,전통시장,2130193,신수시장,29392,13527,15863,5167,3949,4415,5243,4594,6024,7428,6256,3760,3619,4790,3538,4240,4279,4209,4180,4154,4083,4247
140,3,전통시장,2130192,동진시장,48604,21054,27549,3715,17422,10801,6016,4858,5794,12007,8781,5636,6317,9542,6322,6531,6469,6580,6632,6922,7871,7598
141,3,전통시장,2130191,홍대 걷고싶은 거리,541825,239521,302304,76682,220689,105466,61757,39438,37792,66651,71622,80628,105564,148424,68937,70097,71377,73981,75175,81357,91128,78711
142,3,전통시장,2130190,홍대소상공인상점가,529569,240866,288703,79062,216520,94656,59103,39635,40592,90063,70577,72966,93700,134092,68171,68676,67321,68923,71149,76609,93084,83806
143,3,전통시장,2130189,서교시장,93804,41958,51846,14166,37123,16738,10844,7331,7602,15172,12732,13210,16978,24126,11585,12218,12035,12290,12628,13489,16336,14811
144,3,전통시장,2130188,합정시장,68998,31155,37842,6282,19280,16448,10755,8042,8191,8658,12026,11839,11476,16946,8053,9496,9977,10140,10291,10574,9691,8827
145,3,전통시장,2130187,영진시장,44102,19783,24320,3687,11073,10978,7109,5334,5924,9165,8217,6486,6776,8343,5115,6438,6574,6632,6634,6611,5883,5330
146,3,전통시장,2130186,망원시장,414048,178188,235860,39706,76991,90866,70031,48625,87828,108310,76592,48735,53301,75538,51573,56297,56085,56781,57107,58318,64978,64482
147,3,전통시장,2130185,망원월드컵시장,254771,113296,141475,33529,42236,45546,44057,37752,51649,57886,46333,32291,34465,50558,33236,35656,35926,35915,35854,36748,37397,37276
148,3,전통시장,2130184,마포농수산물시장,6028,2888,3140,605,773,970,1162,956,1561,163,1196,1184,1359,1601,527,783,851,911,822,839,974,846
149,3,전통시장,2130183,상암동상점가,698340,347886,350453,60476,155412,169270,138713,86261,88209,123650,131814,108643,101163,147558,85512,102088,111026,111111,111856,104741,82478,75038
150,3,전통시장,2130182,영천시장,364307,171146,193161,58424,40998,55602,66391,59130,83761,74073,70359,51991,52575,71285,44025,52014,53502,54008,53801,53428,50138,47417
151,3,전통시장,2130181,아현가구거리상점가,917118,452178,464938,91020,140030,196131,193057,142035,154842,164920,203231,150712,159460,151140,87653,139802,147568,150181,147906,139266,97202,95194
