,기준분기코드, 상권구분코드명,상권코드,상권코드명,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수
11,2,전통시장,2130321,장신구 특화거리 상점가,178185,81729,96456,37259,21538,25365,30563,26483,36976,34144,38161,27787,26825,32158,19111,26054,26055,25971,26260,26016,23665,24166
12,2,전통시장,2130320,암사종합시장,129472,61429,68043,13759,15597,22316,21473,22103,34224,26433,23899,17112,18865,26964,16198,18388,18159,18223,18159,18343,19391,18807
13,2,전통시장,2130319,성내전통시장,747675,360565,387108,122276,80782,114975,116679,118121,194843,205778,145890,79698,85787,131738,98783,104622,101937,103491,101380,101867,114647,119730
14,2,전통시장,2130318,로데오거리상점가,385128,180166,204963,30475,84569,75600,57796,59552,77136,57463,61834,57919,66525,91738,49649,49423,50126,51101,50974,56480,65310,61714
15,2,전통시장,2130317,마천중앙시장,477008,226535,250474,62273,48842,63994,65467,82538,153897,129807,94122,53934,54615,81691,62841,67263,66423,66116,66160,65470,71002,74574
16,2,전통시장,2130316,마천시장,45026,21269,23757,5794,4902,5975,6455,7812,14088,12812,8963,4925,4815,7385,6126,6401,6311,6299,6331,6258,6627,6799
17,2,전통시장,2130315,문정동 로데오거리 상점가(문정동 로데오거리),603305,290213,313092,88105,94929,116430,98347,88331,117162,134802,125466,84689,84559,104977,68814,90347,90739,89443,89384,88384,78108,76901
18,2,전통시장,2130314,풍납시장,1296856,588321,708534,163444,149460,202424,199982,218325,363219,339782,257536,145657,147655,229028,177198,183533,180381,181606,180711,181153,193410,196058
19,2,전통시장,2130313,방이시장,974321,445112,529209,132640,140225,200135,160923,135946,204451,297352,204454,101998,99219,144568,126729,140413,136985,136864,136650,137407,141156,144848
20,2,전통시장,2130312,석촌시장,327946,154588,173358,54324,40469,66223,58018,46285,62627,66788,62148,44785,46515,66007,41702,47323,46764,46595,46320,46855,47227,46862
21,2,전통시장,2130311,새마을시장,837553,401481,436073,146388,125124,144480,147874,115496,158191,195851,152733,98986,109791,168759,111430,117275,117353,118593,117097,119719,128694,118821
22,2,전통시장,2130310,강남개포시장,209176,94266,114910,50557,20526,22009,35826,32467,47792,23792,41123,37885,40863,46809,18706,29521,30416,30581,30070,30707,29533,28348
23,2,전통시장,2130309,은마종합상점가,35318,16590,18727,14191,2776,2692,6135,4358,5168,2316,5753,6097,7695,10014,3444,4956,4935,4805,4901,5010,5795,4917
24,2,전통시장,2130308,청담삼익시장,9936,5057,4879,938,1397,2241,2152,1538,1670,2403,2312,1263,1171,1393,1393,1438,1529,1495,1485,1490,1339,1160
25,2,전통시장,2130307,도곡시장,196452,89597,106856,67325,15692,17337,45487,26203,24405,36859,36745,24181,29609,41618,27440,27440,27584,27586,27437,27357,29794,29254
26,2,전통시장,2130306,강남언주로,146713,72759,73953,4657,32452,44263,31219,17995,16129,37237,33213,20962,19602,20307,15393,22021,22664,22461,22456,21772,17841,17500
27,2,전통시장,2130305,논현종합시장,31447,16246,15199,2148,6083,8913,6343,3768,4191,5291,6819,5115,5209,5743,3269,4761,4872,4764,4732,4678,3853,3788
28,2,전통시장,2130304,신사상가,16409,7068,9341,4697,1216,1376,2958,2373,3790,6056,3129,1531,1457,1913,2325,2415,2428,2419,2400,2408,2217,2122
29,2,전통시장,2130303,영동전통시장,414182,209919,204263,21126,96272,107509,79051,51766,58458,73337,76208,59556,61065,90067,53949,59645,63048,62096,62497,65174,55512,46209
30,2,전통시장,2130302,강남시장(강남구 강남시장),58104,28171,29934,4145,14743,14325,11003,7184,6706,7902,10583,10078,10578,12840,6124,8323,8826,8676,8634,9160,8184,6302
31,2,전통시장,2130301,양재시장,68044,33932,34111,8140,10366,15673,12704,8563,12598,10746,13918,11521,11447,13329,7082,10498,11031,10847,10658,10616,7692,6702
32,2,전통시장,2130300,강남터미널지하도상점가3구역,47836,19603,28233,6365,7638,7799,8933,7946,9155,2193,7295,10022,11839,13064,3424,6265,6442,6832,6658,7066,7862,6710
33,2,전통시장,2130299,엔터식스 강남점,41413,17327,24087,6565,6274,6923,8014,6417,7221,4074,6783,8061,8946,10112,3438,5478,5699,5775,5773,6177,6607,5904
34,2,전통시장,2130298,강남터미널지하도상점가2구역,61096,25549,35547,8229,10551,10457,10537,9773,11546,1718,9342,13063,15432,17329,4213,7988,8269,8551,8517,9261,10113,8397
35,2,전통시장,2130297,강남터미널지하도상점가1구역,81088,35049,46041,12239,13885,13741,13501,12546,15179,2813,12794,16745,19803,22922,6013,10729,11094,11264,11357,12476,13297,10872
36,2,전통시장,2130296,남부종합시장,42442,20029,22412,7847,5094,5672,8563,6350,8916,15839,8482,3730,3626,5245,5523,6023,5981,6006,5993,5976,6168,6295
37,2,전통시장,2130295,인헌시장(원당종합시장),272033,124707,147325,27939,57454,52699,37776,36874,59290,58092,48013,31153,36147,58808,39819,38374,37683,37973,37761,38063,40896,41280
38,2,전통시장,2130294,관악중부시장,292615,135005,157610,49710,49653,44508,40030,36560,72156,58924,60395,42634,42872,54053,33736,42082,42200,42283,42132,42473,40815,40630
39,2,전통시장,2130293,봉천중앙시장,60910,28731,32179,6204,14552,10878,8406,7878,12992,8544,12218,9828,10340,13679,6302,8702,8513,8670,8566,8805,9043,8612
40,2,전통시장,2130292,봉천현대시장,85233,39928,45304,16050,10856,14441,14817,10092,18977,17191,15721,11441,13072,18320,9489,11501,11306,11334,11265,11236,14197,14394
41,2,전통시장,2130291,봉천제일종합시장,21346,10282,11064,1760,5777,4002,2488,2723,4597,5209,4111,2482,2534,3998,3013,2973,3015,3017,3004,3000,3130,3209
42,2,전통시장,2130290,영림시장,590709,279731,310979,54316,144028,105584,72657,76662,137461,137333,120394,69909,71669,111022,80381,84791,85956,85173,84829,85027,83186,81748
43,2,전통시장,2130289,봉일시장,63251,30187,33065,6587,12311,10682,9279,9579,14812,14291,11931,7343,7981,12667,9038,9054,8799,8865,8856,8850,9300,9527
44,2,전통시장,2130288,신림현대종합상가,13630,6863,6767,1221,2739,2319,1969,1995,3388,3182,2725,1470,1698,2667,1889,1880,1845,1860,1856,1833,2119,2236
45,2,전통시장,2130287,삼성동 시장(삼성동시장),276337,143650,132687,21881,65781,48407,38128,37303,64838,57885,51737,35776,37738,56359,36841,39736,39638,39341,39238,39083,39796,39505
46,2,전통시장,2130286,신신림시장(삼성동시장),55247,28746,26501,4582,12980,9541,7520,7380,13246,12143,10107,6696,6853,11555,7894,7882,7888,7829,7805,7805,7973,8068
47,2,전통시장,2130285,서원동상점가,950734,494388,456347,75463,331698,198142,114708,98806,131917,110911,144776,127547,156313,257779,153408,125370,126549,132838,132159,140090,153031,140698
48,2,전통시장,2130284,관악종합시장(신원시장),75422,38889,36534,4496,22861,16204,9465,8681,13715,19450,12947,7686,8580,14134,12623,10077,9900,10316,10303,10472,12068,12286
49,2,전통시장,2130283,신원시장,1037710,530441,507268,66784,311564,212521,129262,128833,188746,197321,173333,122843,143162,234478,166572,138262,136739,142508,143026,145328,166306,165542
50,2,전통시장,2130282,난곡 골목형상점가,137595,66081,71513,22035,18195,18342,20994,20666,37365,35232,27923,16224,16761,24086,17368,19278,19095,18998,18858,18932,20594,21839
51,2,전통시장,2130281,우림시장,62915,30347,32568,9773,8875,8927,9644,9400,16295,18187,12283,6305,6316,10657,9168,8886,8806,8800,8680,8763,9274,9704
52,2,전통시장,2130280,신림종합시장,32547,15782,16765,2949,7359,6618,4656,4215,6746,10396,6505,3029,3127,4998,4491,4579,4458,4499,4449,4540,4893,5126
53,2,전통시장,2130279,관악신사시장,402764,190991,211772,30069,95742,78486,54946,54610,88911,124972,84140,39452,39535,60934,53730,57365,54830,55739,56422,55044,59811,63553
54,2,전통시장,2130278,미성동 도깨비시장 골목형상점가,326624,145856,180768,55788,43350,45382,53133,48808,80165,98094,66607,35414,36008,50113,40387,46306,44703,45301,45345,44991,49389,50592
55,2,전통시장,2130277,조원동 펭귄시장(신림중앙시장),238959,115992,122968,22626,49573,44431,35444,34030,52857,68352,50588,26326,25049,37919,30726,34230,33336,33608,33269,33306,34812,36398
56,2,전통시장,2130276,신림중앙시장(조원동 펭귄시장),79582,39042,40539,6969,18514,15875,11785,10169,16269,28413,16775,6673,5983,10214,11523,11567,11288,11335,11263,11206,11195,11726
57,2,전통시장,2130275,강남골목시장,231613,125488,106126,12391,47983,58819,43267,33699,35454,77956,48500,21123,19009,29532,35496,34188,35556,35293,34919,34096,29126,28437
58,2,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),505238,251969,253268,34376,123502,100461,69115,70870,106913,94599,97637,59081,62649,118155,73116,70050,73352,73003,72420,76971,75515,63927
59,2,전통시장,2130273,남성사계시장(남성시장),647795,292462,355333,101004,88345,93687,91059,100263,173436,107691,124313,87604,99226,147567,81393,91278,92607,92527,91562,94562,95696,89562
60,2,전통시장,2130272,사당시장,40936,18855,22082,4591,7477,7808,6421,5190,9450,8779,8331,5306,5840,7908,4774,5823,5703,5731,5721,5689,6082,6189
61,2,전통시장,2130271,남성역골목시장,294588,133478,161110,32775,48178,50700,49804,39834,73296,58870,55238,35227,37441,62740,45073,41287,41437,40895,39938,41055,44783,45194
62,2,전통시장,2130270,흑석시장,105205,49001,56204,15682,18433,15070,15612,14965,25446,16893,20655,15701,16641,22629,12687,15195,15341,15403,15247,15646,14781,13593
63,2,전통시장,2130269,강남시장(동작구 강남시장),43084,20551,22533,7232,10386,4782,5715,5486,9482,9439,7667,5611,6259,8773,5336,6153,6091,5928,5921,5887,6516,6589
64,2,전통시장,2130268,상도전통시장,427966,197922,230045,58324,82414,52985,61365,60054,112827,115080,89604,47482,49500,74677,51622,60335,59187,59390,58416,59099,64965,66576
65,2,전통시장,2130267,본동인정시장(기능상실),133092,63378,69715,18538,20151,23287,21107,18699,31311,36893,29418,15465,15603,19607,16108,18966,18607,18650,18502,18242,19685,20437
66,2,전통시장,2130266,만양로상점가,95728,55261,40467,5626,41354,20261,9434,7804,11249,21935,17426,12451,12770,18204,12940,13866,13916,14225,14165,14189,13279,12089
67,2,전통시장,2130265,노량진중앙시장,82241,47356,34885,4877,39105,16967,7635,5756,7901,15550,15141,11967,12470,16938,10177,11819,11906,12194,12120,12188,11621,10393
68,2,전통시장,2130264,상도약수골목형상점가,217795,97201,120593,43328,29591,37579,33092,28911,45292,34777,45338,27514,32158,47182,30824,31616,31839,31217,31354,30838,30607,30324
69,2,전통시장,2130263,신노량진시장(기능상실),18542,8781,9761,1328,2727,3246,2448,3281,5513,4323,3496,2064,2282,3664,2713,2657,2632,2603,2598,2621,2665,2767
70,2,전통시장,2130262,상도도깨비 골목형상점가,298228,138593,159635,32754,48296,54850,39513,44321,78493,74985,59193,34072,34492,53860,41626,42057,41739,42095,41875,41669,43979,44812
71,2,전통시장,2130261,성대전통시장(성대시장),355724,160320,195404,37875,61237,59547,51750,54714,90599,64804,60638,44602,52220,81040,52419,50676,50253,50181,50001,50294,52783,51535
72,2,전통시장,2130260,신대방1동골목상권,94633,44119,50514,9842,14702,16450,15164,16429,22044,25044,19014,11532,11604,16383,11057,13194,12997,13016,12985,13008,14325,15107
73,2,전통시장,2130259,대신시장,124833,58210,66623,18769,16362,18654,19078,18901,33070,27050,24465,17243,17182,23763,15129,18024,17978,18011,17737,17937,17675,17471
74,2,전통시장,2130258,영진시장A동,27249,12409,14841,4512,3331,4846,4618,4184,5758,7344,5452,3021,3127,4727,3576,3794,3751,3738,3711,3707,4122,4426
75,2,전통시장,2130257,영등포시장기계공구상가,203778,109860,93918,8408,65635,55168,25968,22760,25839,50594,42911,25382,25556,34534,24801,28010,27971,28043,27948,29532,31778,30496
76,2,전통시장,2130256,신동시장,26064,11884,14180,3861,3225,4127,4184,4581,6085,6884,5186,2923,3025,4534,3512,3788,3722,3687,3648,3693,3764,3762
77,2,전통시장,2130255,영등포전통시장,411877,222566,189312,15345,98656,94290,58665,60322,84600,79487,81460,61781,64646,77856,46645,57927,58599,58483,59161,60438,61844,55423
78,2,전통시장,2130254,남서울상가,31024,16833,14191,1110,5581,5716,4653,5451,8513,4554,5659,5232,5679,6521,3379,4373,4464,4456,4559,4594,4659,3919
79,2,전통시장,2130253,영신상가(제일상가),33446,18200,15248,1225,6535,6285,4948,5715,8738,5114,6005,5506,6002,7051,3768,4643,4731,4736,4834,4963,5146,4393
80,2,전통시장,2130252,영등포로타리지하도상점가,54821,27762,27060,3026,14637,11452,7958,7880,9871,7535,8910,9116,10561,12686,6012,6919,7025,7313,7316,8145,9587,8517
81,2,전통시장,2130251,영등포시장지하도상점가,47059,25852,21205,1888,11866,9505,6608,7193,10000,8300,7970,7039,7799,10003,5950,6160,6242,6312,6383,7029,7876,7057
82,2,전통시장,2130250,삼구시장(로타리상가),33446,18200,15248,1225,6535,6285,4948,5715,8738,5114,6005,5506,6002,7051,3768,4643,4731,4736,4834,4963,5146,4393
83,2,전통시장,2130249,동남상가,34470,18505,15965,1386,6200,6694,5243,5850,9097,5881,6405,5522,5937,6895,3830,4900,5002,4989,5108,5106,5070,4297
84,2,전통시장,2130248,영등포역지하도상점가,29423,14662,14761,1903,6461,5952,4634,4573,5900,4009,5878,4816,5271,6404,3046,4005,4123,4168,4194,4462,4506,3965
85,2,전통시장,2130247,우리시장,310475,142634,167840,30234,34911,48624,48259,55879,92568,99341,62552,28966,30380,47505,41729,43941,42753,42897,43366,42529,45973,49013
86,2,전통시장,2130246,영등포청과시장(조광시장),856186,423299,432887,101402,124915,166508,138561,130656,194145,242758,183264,101265,97164,124994,106740,122459,121574,121269,121095,121461,124967,123360
87,2,전통시장,2130245,영일시장,189230,87335,101897,17337,34897,42917,36447,28360,29271,24118,35023,36009,40087,39091,14903,26247,26633,27230,27359,27680,28468,25615
88,2,전통시장,2130244,대림중앙시장,571503,293837,277667,30012,55782,93340,102770,137470,152133,188078,112288,55520,56259,88138,71221,80362,77597,77685,77375,78211,84860,95418
89,2,전통시장,2130243,도림시장,26277,13018,13258,2516,3768,5433,4398,4356,5807,7801,5250,2655,2591,4176,3804,3680,3614,3635,3666,3596,3857,4228
90,2,전통시장,2130242,대림중앙 골목형상점가,388773,196361,192412,23444,35835,63345,69382,91641,105127,109127,73446,41848,44003,68832,51518,54417,52522,52535,52487,52606,58339,65867
91,2,전통시장,2130241,선유도역 골목형상점가,319000,161663,157336,32739,57015,77233,59888,43629,48495,63276,67589,47866,45764,56735,37771,47497,48766,48217,47901,47932,39712,38977
92,2,전통시장,2130240,영등포유통상가,26668,13533,13135,2062,4210,5405,5179,4590,5223,3745,5706,4850,4874,4950,2543,4113,4204,4103,4108,4132,3160,2849
93,2,전통시장,2130239,양남시장,22057,11131,10926,1613,3764,4861,4321,3407,4090,3830,4698,3731,3731,3926,2141,3356,3402,3352,3318,3316,2740,2577
94,2,전통시장,2130238,은행나무시장,353898,165640,188258,52295,41658,45094,54423,58028,102401,83590,70510,43333,47803,66244,42417,48944,48326,48658,47984,48112,54632,57245
95,2,전통시장,2130237,박미시장(기능상실),13023,7171,5853,1621,1734,2044,2359,2413,2854,3314,3088,1490,1374,1943,1813,1920,1966,1954,1933,1928,1688,1634
96,2,전통시장,2130236,비단길현대시장(현대시장),489446,230779,258668,51038,66823,71171,73983,88210,138223,136437,94477,53215,53182,84105,68029,69072,68042,68041,67798,68688,73314,74490
97,2,전통시장,2130235,대명여울빛거리시장(대명시장),164208,80420,83787,20221,25465,26010,26523,29704,36286,23742,27246,23663,27664,40228,21664,22785,23643,23489,23598,23944,25380,21370
98,2,전통시장,2130234,푸른터시장(기능상실),99673,49298,50377,10175,15502,19645,17200,17016,20138,36997,20777,7645,6869,12060,15327,14368,14149,14230,14133,14161,14014,14619
99,2,전통시장,2130233,남문시장,315226,148689,166536,23358,42012,52497,49237,63251,84872,84393,61601,34315,34953,52932,47033,45386,44774,45933,45492,44869,43430,45343
100,2,전통시장,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),138980,69679,69301,8196,25232,28476,23025,25685,28365,26600,25868,19500,20522,28975,17514,19535,19403,19695,19573,19893,21155,19725
101,2,전통시장,2130231,독산동 우시장,145709,76801,68909,13727,24702,31592,23390,24717,27582,28562,30532,21100,21188,26465,17862,21671,21940,21711,21798,21565,18982,18044
102,2,전통시장,2130230,가리봉시장,67245,39626,27620,991,10920,13597,12846,15713,13177,17734,12726,7620,7999,11913,9253,9705,9578,9472,9464,9490,9375,10161
103,2,전통시장,2130229,남구로시장,677718,331036,346682,54410,61087,95502,110992,136931,218798,153228,126955,86953,93118,129040,88425,97918,96411,96208,95956,94770,95765,100692
104,2,전통시장,2130228,구로시장,154273,80137,74137,10650,17098,25572,29433,29524,41995,18439,26121,27196,31801,36195,14519,21789,21712,21436,21866,21043,22532,23896
105,2,전통시장,2130227,고척골목시장상점가(그라운드 고척),120192,56303,63888,25608,17625,14448,18857,17414,26239,23705,22956,17108,18585,24626,13211,16534,16186,16336,16419,16049,18846,19822
106,2,전통시장,2130226,고척프라자,32452,15092,17361,6933,4685,3953,5204,4651,7027,6457,5988,4435,4983,6890,3699,4441,4326,4380,4392,4306,5138,5469
107,2,전통시장,2130225,개봉중앙시장,496857,226376,270480,80218,58755,67270,74924,73921,141769,145914,94669,48924,51096,84481,71774,70024,68366,68582,68082,68742,74714,78347
108,2,전통시장,2130224,개봉프라자(고척근린시장),5351,2643,2707,588,486,609,807,988,1874,1578,1176,607,613,787,592,755,720,729,733,735,814,865
109,2,전통시장,2130223,고척근린시장,100529,48883,51645,14953,9635,12196,15567,18025,30154,17902,17960,13287,15172,22964,13244,14083,13696,13761,13780,13953,15552,15701
110,2,전통시장,2130222,오류시장,42571,20369,22202,4692,8864,8629,5985,5897,8504,7968,7671,5333,5823,9418,6357,5812,5736,5865,5782,5805,6780,6792
111,2,전통시장,2130221,"남부골목시장(남부화곡시장, 남부시장)",599335,269280,330053,73959,78242,98561,98301,88806,161465,156688,115998,66846,72524,108699,78578,84245,82340,82809,82509,83084,91444,92904
112,2,전통시장,2130220,등마루시장,36166,16326,19839,4885,5490,8023,6149,4255,7363,11276,7241,3814,3704,5246,4885,5218,5133,5164,5106,5093,5059,5393
113,2,전통시장,2130219,까치산시장,1289290,600602,688689,115861,222645,239199,216412,182343,312828,232636,264296,159349,170320,273261,189429,183305,184042,182975,183442,185427,188226,181872
114,2,전통시장,2130218,신월중앙시장,59721,26963,32757,10163,8874,10291,10733,8087,11573,11091,11383,9457,9694,11939,6154,8470,8607,8653,8546,8605,8682,8159
115,2,전통시장,2130217,화곡본동시장,141444,65859,75585,20736,21470,24488,23789,17892,33070,31574,26490,16464,18420,28397,20099,20016,19935,20093,19844,19857,20757,20945
116,2,전통시장,2130216,화곡중앙시장,275121,121518,153603,45865,31232,42520,42348,38505,74651,59999,49784,33905,37074,55460,38899,39000,38261,38149,38543,38092,41369,41707
117,2,전통시장,2130215,대원종합시장,56572,26381,30191,9971,7196,8247,8852,8369,13938,9817,9656,7301,9131,12735,7932,8136,8046,8064,7973,7998,8256,8100
118,2,전통시장,2130214,송화벽화시장(송화골목시장),72317,32545,39774,19952,8709,9058,10991,9218,14390,15708,14817,9662,9187,13549,9395,10483,10622,10481,10463,10748,10003,9517
119,2,전통시장,2130213,방신전통시장,124834,59004,65832,18495,11729,20635,18710,19456,35809,23335,23499,17161,18668,27194,14977,16958,16672,16729,16643,16818,19875,21141
120,2,전통시장,2130212,공항시장,205236,104470,100766,16590,42084,42544,31838,30447,41733,39660,43794,31411,29503,37899,22970,29138,28335,28795,28988,29210,30463,30308
121,2,전통시장,2130211,신정2동 골목시장(오목교중앙시장),302625,139083,163542,61651,38675,33838,50535,50360,67564,77183,56544,34171,36314,55734,42675,42234,41242,41126,41720,41664,47030,47607
122,2,전통시장,2130210,목2동시장,306884,140927,165957,34891,47704,68028,46779,41881,67602,83653,58749,32420,33807,54451,43803,43240,42849,42621,42507,42135,46371,47162
123,2,전통시장,2130209,목사랑시장(목4동시장),312555,154018,158536,86521,33164,35106,49222,47281,61261,85760,65751,36081,35316,49586,40060,44924,44722,44318,44617,44358,44232,45384
124,2,전통시장,2130208,목동깨비시장(목3동시장),359335,155913,203422,43681,52647,68580,55182,55137,84108,68427,64982,49030,52954,75854,48089,50964,50402,50361,49622,50593,53699,53695
125,2,전통시장,2130207,신정1동 골목시장(신정제일시장),25380,12237,13143,4188,3152,3554,4564,4235,5689,3393,4910,4144,4303,5720,2911,3550,3565,3557,3546,3656,3840,3667
126,2,전통시장,2130206,신정3동 골목시장,56369,25968,30403,11101,6395,7801,9572,8725,12776,9184,10294,7948,8866,12745,7331,8026,8161,8253,8132,8206,8087,7502
127,2,전통시장,2130205,신곡종합시장(신월6동 골목시장),35247,16088,19159,5565,3748,5410,5917,5826,8780,7705,6637,4171,4509,7025,5200,4948,4871,4962,4882,4971,5356,5253
128,2,전통시장,2130204,경창시장,170697,80517,90178,37632,14335,23468,27070,23929,44262,45040,30101,18505,20377,31339,25331,24296,23798,23714,23597,23780,25362,26150
129,2,전통시장,2130203,서서울 골목형상점가,83341,38787,44555,9313,9024,13573,13075,12922,25435,19854,15480,9797,10743,16296,11169,11686,11300,11400,11345,11361,12932,13316
130,2,전통시장,2130202,신영시장,226217,103158,123060,26850,23423,32456,33692,38463,71334,49278,42287,28560,32375,46227,27490,32122,31026,31490,30986,31283,34542,34767
131,2,전통시장,2130201,월정로시장,166076,78433,87642,19474,15584,23576,24655,28738,54049,41523,28303,19493,21086,31050,24620,23373,23100,23172,22913,23103,25094,25322
132,2,전통시장,2130200,"신월7동 골목시장(약수시장, 우성상가)",64840,30083,34758,8645,6011,7468,9671,11018,22026,9567,10958,8849,10744,16260,8462,9214,9006,9025,9087,9143,9761,9603
133,2,전통시장,2130199,신월3동 골목시장,421199,211890,209309,57118,46842,57736,65541,69687,124275,135686,90413,44781,42280,57970,50067,60787,59180,58769,59227,58193,60350,64693
134,2,전통시장,2130198,아현시장,270367,120885,149482,58928,31497,40132,39890,40703,59217,56522,59511,38110,38753,47255,30214,39564,41589,40435,39807,40193,35546,33230
135,2,전통시장,2130197,마포시장,48735,23135,25600,4899,7790,10593,9401,8011,8043,5208,10329,9685,9326,10021,4168,7721,7918,7837,7665,7768,5208,4618
136,2,전통시장,2130196,공덕시장,32723,15443,17280,3240,5356,7189,6153,5337,5449,6350,6686,5667,5438,5690,2891,5090,5161,5236,5078,5177,3720,3261
137,2,전통시장,2130195,도화동 상점가,944960,445961,499000,90725,148124,207883,175776,140649,181802,130517,177220,153049,160303,218025,105845,135850,138507,136837,135942,140518,134196,123110
138,2,전통시장,2130194,용강동 상점가,595618,282738,312879,91111,61312,113905,127043,85868,116381,136873,120718,78113,77968,109300,72646,86971,87735,87378,87069,86816,80772,78879
139,2,전통시장,2130193,신수시장,30337,13964,16373,5432,4019,4447,5354,4766,6319,7506,6446,3957,3794,4978,3657,4385,4362,4400,4357,4287,4176,4369
140,2,전통시장,2130192,동진시장,48471,20930,27541,3573,17297,10926,6065,4855,5756,12497,8860,5421,6026,9313,6353,6331,6339,6479,6622,6855,8137,7708
141,2,전통시장,2130191,홍대 걷고싶은 거리,493012,218469,274544,63905,200547,98706,56785,36885,36186,61112,65126,72523,94946,135344,63960,62861,64146,66049,68267,73514,86079,72095
142,2,전통시장,2130190,홍대소상공인상점가,581033,265080,315953,84447,241484,102748,62968,43762,45623,97989,78257,79372,100332,149192,75889,72701,72717,74967,77057,85942,106911,90738
143,2,전통시장,2130189,서교시장,105080,47330,57750,15337,42472,18638,11755,8252,8626,17111,14425,14637,18512,27264,13129,13194,13199,13604,13947,15470,19191,16473
144,2,전통시장,2130188,합정시장,70962,31633,39329,6144,19551,17364,11340,8270,8293,8611,12517,12322,11941,17301,8270,9943,10478,10305,10464,11005,9986,8783
145,2,전통시장,2130187,영진시장,47181,21203,25978,4083,11571,11873,7637,5637,6378,9946,8688,6875,7174,8942,5556,6865,6969,7083,7047,7093,6459,5666
146,2,전통시장,2130186,망원시장,419857,179738,240118,35382,79328,93935,69927,50598,90686,107759,76734,49600,54443,78533,52787,56750,56117,57136,57767,58470,66760,66856
147,2,전통시장,2130185,망원월드컵시장,340392,149267,191124,45654,57625,63963,59477,47504,66169,78837,61449,42360,45416,67728,44603,47161,46772,48390,48115,49144,51398,49409
148,2,전통시장,2130184,마포농수산물시장,7893,3798,4095,822,1028,1246,1502,1268,2027,775,1583,1445,1659,1822,609,1015,1112,1088,1158,1095,1258,1167
149,2,전통시장,2130183,상암동상점가,682026,342228,339797,56263,150719,170065,138929,79207,86843,122191,124984,107062,97675,145787,84327,102475,108578,105202,106299,103274,81762,74435
150,2,전통시장,2130182,영천시장,377806,179831,197975,63571,43461,57618,68665,59024,85468,74432,72975,54944,55131,74665,45658,54486,56282,55962,55030,55512,51465,49072
151,2,전통시장,2130181,아현가구거리상점가,909975,450702,459273,90535,134145,190251,191854,142608,160583,168840,200922,146566,155110,150019,88519,140881,146903,143968,142598,139613,99453,96558
