,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
0,1001496,157243,106438,50805,18699,20458,21988,22156,23137,26118,24687,,471.0,52937,34655,66378,2802.0,54620,80054,1456.0,33017.0,45293.0,27767.0,17579.0,9559.0,7696882730,5248574057,2448308673,907707910,1040021454,1068154002,1098822457,1133868234,1258545021,1189763652,,15933596.0,2729104014,1521744587,3252140285,177960248.0,2677133050,3409554372,31765780.0,1390679290.0,1993595717.0,1356892306.0,868827458.0,444926872.0,13.0,106859,53586,53273,7510,22268,29894,23907,13306,9974,6498,20657,25172,25635,22596,6302,15012,16326,16915,17593,17247,12963,10805,15904.0,34.0,1.0,8.0,,1.0,,,,,,99764,1876381,954887,1156623,1913184,554530
1,1001495,28128,19779,8349,3646,3763,3965,4191,4214,4474,3875,86.0,86.0,12764,5576,8660,956.0,15951,9691,207.0,5609.0,9725.0,5075.0,3518.0,1510.0,877224869,580895314,296329555,108474642,109175020,108411848,122378123,132455681,171735635,124593920,1715386.0,1317501.0,298071270,132289963,373018929,70811820.0,496631994,288108035,3232342.0,173594003.0,301376199.0,166610708.0,99147581.0,40779194.0,22.0,3561819,1712126,1849694,387394,790978,848876,584508,440663,509399,595362,654385,544682,575567,779833,411990,493641,502218,505695,505711,525509,538563,490482,24375.0,149.0,3.0,13.0,,,,,,,,16503,249902,130116,152988,236040,88208
2,1001494,116664,96026,20638,17061,19100,19279,20006,20580,12928,7710,821.0,1426.0,56433,17088,31729,9167.0,66814,37455,1238.0,21421.0,24646.0,21469.0,17913.0,17584.0,3294814240,2633603110,661211130,458228167,538432229,515759654,548376693,572806367,409532856,251678274,56471033.0,13145582.0,957038768,285843046,1355280634,627035177.0,1704722483,907413691,20267206.0,596753498.0,805016304.0,527406639.0,381857441.0,280835089.0,43.0,4041501,2175790,1865710,144719,694844,752217,747809,739083,962830,461846,796050,830509,832729,788949,331417,612470,647447,635503,634828,649044,491187,371020,32935.0,243.0,5.0,18.0,,,6.0,,,,,198112,4643181,3891391,4189672,5590180,1620131
3,1001493,36911,30194,6717,5348,5971,6107,6180,6588,4467,2250,3666.0,2149.0,13962,5909,8581,2644.0,17598,16758,618.0,9717.0,10030.0,6425.0,5233.0,2333.0,836830280,676280081,160550199,110733280,128602702,149399300,145572780,141972019,121411082,39139117,109870457.0,99584752.0,265966011,84310024,199060554,78038482.0,424197183,330582679,9143862.0,211753070.0,229398727.0,150153058.0,104435076.0,49896069.0,27.0,3242889,1525455,1717434,162824,557728,783657,665252,505098,568330,708734,660722,488636,463436,521016,400344,505390,523329,517519,516023,487773,346944,345911,6054.0,149.0,3.0,12.0,,,3.0,17.0,,,,350233,3072614,2197061,2420575,3131632,1194588
4,1001492,156813,131292,25521,23470,27317,26410,26580,27515,15101,10420,622.0,338.0,94714,18529,37153,5457.0,77868,49718,652.0,23689.0,39299.0,31085.0,19875.0,12981.0,6510956850,5489222589,1021734261,938842497,1170979666,1113879364,1140136126,1125384936,631152124,390582137,23089523.0,15339738.0,2830868449,600019807,2277447195,764192138.0,2560216937,1394369861,12222011.0,564243340.0,1182501714.0,945907265.0,748538093.0,501174367.0,78.0,4382710,2227935,2154774,168316,787473,1109970,980707,689754,646489,283650,954286,1062169,1036994,809109,236500,679265,736783,709949,714472,725461,457803,358978,104830.0,426.0,14.0,57.0,1.0,1.0,2.0,,,,,264411,6440641,3046134,3555301,6652916,1819438
5,1001491,40055,25849,14206,3292,4793,4790,6063,6911,9595,4611,837.0,,11973,3991,17106,6148.0,17900,19139,328.0,15440.0,11523.0,4367.0,3423.0,1958.0,2039969281,1246763214,793206067,162740430,280669916,225119254,278095804,300137810,538384819,254821248,68626056.0,,362492254,131331539,1011564476,465954956.0,969703754,845121156,18749767.0,741801520.0,615877343.0,202278677.0,123037689.0,113079913.0,15.0,2163881,1069449,1094432,134612,604883,528835,334062,243355,318133,455932,357174,275101,302222,456672,316779,272212,268884,280624,285787,319558,392204,344611,5839.0,63.0,5.0,6.0,,,3.0,,,,,114682,744240,490246,637296,1059433,507865
6,2130321,2658,1757,901,435,377,173,354,418,424,477,,6.0,1328,510,790,24.0,1381,918,29.0,301.0,417.0,831.0,575.0,145.0,46261113,28054976,18206137,6517530,5339384,3470598,5821088,6906376,8049701,10156436,,34822.0,22483447,8624265,14503389,615190.0,23174084,15797610,191522.0,3998734.0,7231382.0,14741341.0,10394386.0,2414330.0,2.0,178185,81729,96456,37259,21538,25365,30563,26483,36976,34144,38161,27787,26825,32158,19111,26054,26055,25971,26260,26016,23665,24166,433.0,7.0,1.0,,,,,,,,,10787,183707,80034,93785,159604,62354
7,2130315,2668,2042,626,338,388,385,465,466,313,313,,,1240,398,712,5.0,1379,794,10.0,323.0,733.0,430.0,404.0,273.0,36932610,27493546,9439064,4072744,4638683,5045453,7240993,6495673,4719532,4719532,,,15280368,5320843,11258155,353712.0,16834176,12463303,65689.0,3557334.0,8069692.0,6402191.0,6124275.0,5078297.0,1.0,603305,290213,313092,88105,94929,116430,98347,88331,117162,134802,125466,84689,84559,104977,68814,90347,90739,89443,89384,88384,78108,76901,1372.0,15.0,2.0,,,,,,,,,73375,1635336,497289,616567,1450044,384475
8,2130314,1227,828,399,184,169,146,146,183,215,184,,,522,177,375,7.0,794,243,7.0,44.0,177.0,308.0,333.0,169.0,21920046,13296910,8623136,2162219,2750578,2625551,2625551,3133011,4905444,3717692,,,7854592,2897667,8225993,316243.0,13778630,3805947,58836.0,1106851.0,2985922.0,5184913.0,4357532.0,3890523.0,4.0,1296856,588321,708534,163444,149460,202424,199982,218325,363219,339782,257536,145657,147655,229028,177198,183533,180381,181606,180711,181153,193410,196058,202.0,21.0,1.0,,,,,,,,,58498,404164,202783,249958,372185,167790
9,2130313,9977,7736,2241,1550,1550,1428,1421,1787,1479,762,,45.0,4993,1614,3042,283.0,5792,2836,123.0,1349.0,2131.0,1918.0,1847.0,1258.0,224434113,163878919,60555194,29165293,32007754,33692000,34343561,34670311,46761976,13793218,,4623569.0,93350764,31874213,79132773,15452794.0,105688462,79258048,1656349.0,19501000.0,43567452.0,50538839.0,38971006.0,30711863.0,2.0,974321,445112,529209,132640,140225,200135,160923,135946,204451,297352,204454,101998,99219,144568,126729,140413,136985,136864,136650,137407,141156,144848,3469.0,33.0,,1.0,,,,,,,,44603,586559,308556,342641,609508,250482
