,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
10,2130318,84681,50138,34543,9409,8808,9152,9502,13267,19537,15006,24270.0,343.0,2219.0,1552.0,19115,37182,51514,33167,1161.0,39768.0,26107.0,9220.0,6516.0,1909.0,3898823623,2275222678,1623600945,411481381,401580854,412333721,424357727,625468995,928367282,695233663,1151705787.0,13879505.0,37668946.0,31521927.0,895309485,1768737973,2464849483,1433974140,42357406.0,1733197352.0,1303004700.0,458351378.0,278567346.0,83345441.0,45.0,381567,179019,202548,29357,82373,75471,58588,57107,78673,60077,63587,57677,65397,87318,47512,50086,50474,50975,51222,55923,63001,59886,266.0,37.0,1.0,1.0,,,,,,,,76070,450162,273222,335191,489368,211449
11,2130317,976,661,315,122,159,120,130,130,194,121,148.0,,57.0,84.0,408,279,646,330,,178.0,179.0,179.0,271.0,169.0,44675202,26418420,18256782,5168417,5596020,5596020,4898842,5159121,9463036,8793746,7334319.0,,3318570.0,2742235.0,18024390,13255688,30196034,14479168,,7097277.0,9049791.0,11658505.0,10784699.0,6084930.0,2.0,446769,216374,230395,60001,44659,58165,62138,77094,144713,120623,89977,51523,51652,75237,57756,63718,62026,61636,61430,61234,67139,69586,107.0,9.0,,,,,,,,,,61994,702388,295521,362134,557312,206252
12,2130315,1417,958,459,206,196,139,175,242,275,184,466.0,,,,224,727,819,580,4.0,513.0,399.0,280.0,181.0,22.0,60944902,40370492,20574410,8419859,7702513,5519089,8444070,10284961,13569068,7005342,20444389.0,,,,7643780,32856733,34716099,24959996,342982.0,22088797.0,19121113.0,12329667.0,4994078.0,799458.0,5.0,615949,294453,321495,88721,94332,121922,99174,90938,120863,139357,127736,85488,85959,106920,70490,91569,92299,91426,91370,90550,80337,78399,1372.0,15.0,2.0,,,,,,,,,68855,1627894,501112,632169,1460801,364726
13,2130314,5150,3520,1630,693,653,590,793,791,1226,404,527.0,,12.0,107.0,2262,2242,3405,1664,20.0,408.0,726.0,1590.0,1279.0,1044.0,192168232,129388764,62779468,26636351,26114490,21066230,27323197,28248496,46716467,16063001,21541886.0,,12242.0,2709885.0,78309791,89594428,127274938,59005352,1375599.0,16629756.0,30887676.0,56276934.0,46073025.0,35037299.0,11.0,1262187,580028,682157,165203,139494,197548,193257,206539,360145,335919,253940,141102,142421,217998,170807,178975,177295,174166,173576,176761,190521,190892,202.0,21.0,1.0,,,,,,,,,35119,226555,103519,123327,177929,83162
14,2130313,850,641,209,94,137,132,104,174,154,55,245.0,,,16.0,207,382,489,336,,71.0,161.0,146.0,263.0,182.0,42743665,33373848,9369817,4529009,7569893,7855702,6084669,7334575,5826024,3543793,13712258.0,,,182153.0,7182783,21666471,25721576,14680888,,2931602.0,7461186.0,5781845.0,12761242.0,11466588.0,9.0,1005440,461317,544124,129842,145818,211261,169613,141820,207087,302866,210272,107906,104222,149792,130382,144550,142114,141533,141113,141654,145775,148700,3469.0,33.0,,1.0,,,,,,,,42814,574960,307184,354183,625664,239566
15,2130312,1240,786,454,195,92,130,115,254,231,223,32.0,39.0,146.0,238.0,639,146,759,443,,62.0,225.0,225.0,318.0,372.0,29122076,18529230,10592846,6599559,1982112,2212591,1705538,6029430,6163825,4429021,2729801.0,645339.0,3361140.0,4763215.0,14078524,3544057,19330888,8684893,,1305964.0,4737046.0,4800829.0,8669310.0,8502631.0,4.0,330670,158705,171965,56946,38251,65977,58384,45694,65417,66026,62709,45929,47776,66649,41579,46928,46708,47250,47201,47469,48324,46786,619.0,9.0,,,,,,,,,,82734,1016617,494866,605682,921519,338368
16,2130311,36704,24477,12227,3337,4030,4676,4921,7513,8565,3662,3033.0,,351.0,1636.0,14896,16788,20487,13585,287.0,8636.0,11209.0,6832.0,4435.0,2668.0,1809901664,1234471914,575429750,152095749,199246046,249316240,244508472,389305407,426548224,148881526,184807597.0,,13196247.0,67468691.0,704985803,839443326,1091891494,501434749,3820356.0,377450609.0,514533000.0,313368673.0,221563909.0,162589693.0,19.0,874348,411780,462568,147333,135019,155051,152428,120792,163723,205645,161387,103740,113468,173337,116772,121896,122300,122189,122267,126214,134924,124558,377.0,17.0,,2.0,,,,,,,,94533,1450397,817635,995644,1613087,648871
17,2130310,12539,8627,3912,1369,1684,1524,1715,2335,2408,1504,2458.0,6.0,13.0,87.0,3587,6388,7761,3459,313.0,2169.0,2182.0,2152.0,3091.0,1312.0,530903462,367206136,163697326,55694582,72135590,71707504,71952150,95716310,102223629,61473697,105765846.0,253055.0,1446957.0,2889842.0,143136613,277411149,324046516,136347728,17901663.0,89039403.0,89095187.0,91555176.0,126390035.0,46412779.0,9.0,211859,95107,116752,48064,22368,22914,36559,32639,49312,25412,42559,37800,41098,46461,18531,29824,30279,30862,30706,31362,30257,28566,298.0,30.0,,3.0,,,,,,,,17411,415944,203793,280706,363368,143706
18,2130306,336,230,106,25,45,39,64,57,53,53,155.0,,,,33,95,188,20,,,44.0,159.0,7.0,,231112182,117446612,113665570,10137631,27744319,20899588,42160523,16504551,56832785,56832785,125097380.0,,,,15222835,33959182,93023938,41433777,,,16436560.0,114595529.0,3425627.0,,5.0,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877,235.0,4.0,,,,,,,,,,43256,274794,128597,142209,227917,91780
19,2130303,7870,5628,2242,1002,1094,898,1270,1364,1436,806,2314.0,,,,1621,3935,4470,3069,31.0,2860.0,3100.0,1003.0,389.0,157.0,476109382,334461409,141647973,57442887,65216855,59423818,73602249,78775600,90578564,51069409,138664183.0,,,,100222955,237222244,276487043,172789907,2055294.0,160225250.0,186437440.0,68683668.0,23161630.0,8713668.0,8.0,426825,215586,211238,21939,101165,108163,83008,53137,59411,74478,78995,61610,63236,93769,54739,59799,64287,64806,65848,67493,56924,47670,242.0,5.0,,,,,,,,,,132325,1565828,604423,744144,1544932,573589
20,2130302,1779,984,795,91,152,261,152,328,510,285,426.0,,,,147,1206,826,814,30.0,729.0,571.0,207.0,73.0,30.0,125300044,70143410,55156634,7283509,10600269,21042598,11973141,19243893,33536944,21619690,32387013.0,,,,9640474,83272557,61720904,47955132,855311.0,42737613.0,37586915.0,18886096.0,7702660.0,1907442.0,2.0,57132,27438,29695,4257,14315,13936,10751,7187,6685,7354,10173,9903,10422,13087,6193,7971,8517,8589,8732,8991,8030,6303,58.0,,,,,,,,,,,96238,1815192,1002938,1255248,2200302,768982
21,2130301,2569,2190,379,356,401,413,536,484,356,23,237.0,,,57.0,740,1535,1406,870,12.0,496.0,700.0,599.0,305.0,164.0,130575820,114570580,16005240,17075267,22419758,21756284,31773322,21545949,15375646,629594,12120390.0,,,4014721.0,34249349,80191360,71508327,39668657,352911.0,25780886.0,32544081.0,31095733.0,13472747.0,7930627.0,4.0,73740,36319,37421,9302,10906,17245,13263,9466,13558,11318,15501,12746,12286,14350,7539,10844,11537,11657,11497,11348,8691,8165,35.0,3.0,,,,,,,,,,55487,1183249,504578,624033,1045631,339572
22,2130299,18754,13558,5196,2260,2617,2392,2975,3314,2711,2485,75.0,,,1223.0,6402,11054,8247,8943,132.0,4030.0,3371.0,3823.0,3635.0,2204.0,1109732950,841161144,268571806,130963425,151040455,190035553,177365135,191756576,151180735,117391071,6226939.0,,,64559064.0,380907139,658039808,473391396,466536491,8704911.0,207629903.0,192072913.0,210466578.0,199864589.0,121188997.0,2.0,42031,17636,24395,6849,6299,7019,8079,6574,7209,3811,6766,8428,9356,10321,3348,5651,5750,5777,5811,6297,6696,6050,1850.0,11.0,,,,,,,,,,180178,3951892,3422616,4158076,5492224,1675938
23,2130295,5066,3064,2002,612,727,651,422,652,1150,852,1793.0,,,16.0,887,2370,3060,1844,11.0,1670.0,1637.0,887.0,437.0,261.0,269061730,155703347,113358383,29073009,36766407,34575588,24522950,30765393,60130308,53228075,91379695.0,,,606889.0,45450933,131624213,155604468,99973798,424812.0,93371390.0,93264476.0,34655676.0,22996354.0,10865559.0,3.0,278359,128864,149494,28837,57689,54202,39043,39372,59218,59978,50192,31984,36458,59310,40437,39283,38385,38453,38423,39095,42218,42504,122.0,18.0,1.0,,,,1.0,,,,,30957,548268,277133,321377,509734,251594
24,2130294,6515,4854,1661,1065,1057,733,942,1057,1009,652,212.0,170.0,913.0,1496.0,2941,783,4300,2181,93.0,446.0,775.0,1178.0,1665.0,2323.0,153613194,108324969,45288225,19733181,27817059,20974391,18475876,21324462,27673634,17614591,7547289.0,2352126.0,16721018.0,34922830.0,61681190,30388741,119275230,31078084,932548.0,5454937.0,10796931.0,18906066.0,46591667.0,67671165.0,4.0,290078,136202,153875,47117,51376,44183,40430,38020,68952,59384,59282,41603,42269,53665,33876,41756,41557,41416,41357,42023,41027,40941,102.0,12.0,,2.0,,,,,,,,130276,1015397,535363,642568,996299,437177
25,2130290,28113,19292,8821,3720,3130,3865,4036,4541,5033,3788,5018.0,144.0,1814.0,2549.0,8232,10356,19655,8222,122.0,7127.0,6335.0,4229.0,4584.0,5478.0,1338102126,898445425,439656701,182810630,151484121,153590106,201325443,209235125,247465137,192191564,266870333.0,7518879.0,51428681.0,121766537.0,386687733,503829963,1004863830,312236818,8370198.0,284926372.0,288437259.0,190690723.0,266894054.0,277782044.0,23.0,568922,268107,300817,50938,140541,103321,67733,73928,132462,135101,115964,67084,69172,105003,76598,81180,81595,82042,81621,81701,80811,79975,417.0,30.0,1.0,1.0,,,1.0,,,,,148637,1851731,828512,962737,1641817,652138
26,2130285,92828,51896,40932,9623,9096,9424,10453,13300,22722,18210,35251.0,4748.0,216.0,1583.0,13982,37048,59211,33381,1409.0,50460.0,22980.0,8228.0,6661.0,2855.0,4166871527,2295030543,1871840984,415833229,400839290,414433929,473508221,590415874,1054335444,817505540,1658500226.0,208078235.0,8589873.0,53302670.0,576458868,1661941655,2694218249,1445932956,57799637.0,2222678289.0,1062747177.0,391051031.0,293282526.0,112592546.0,59.0,942447,495924,446523,71400,333680,192344,119472,97625,127928,131231,148348,126702,152403,241682,142083,124463,123038,127863,128952,140714,154935,142482,615.0,31.0,1.0,,,,,,,,,393553,4860589,2078601,2466728,4683125,2061521
27,2130283,5284,3612,1672,745,565,806,709,787,919,753,240.0,22.0,307.0,828.0,2645,1242,3620,1651,22.0,695.0,966.0,703.0,1928.0,957.0,103702272,72191705,31510567,11353425,10799167,14730347,13091492,22217274,19154044,12356523,9538934.0,350449.0,3362115.0,11791994.0,43883305,34775475,79671691,23328866,186918.0,8360423.0,13775357.0,10630038.0,50012227.0,20035595.0,5.0,1042157,537060,505097,63401,329325,212401,135749,124796,176487,218453,179292,120901,139382,225002,159126,139000,135783,139544,140545,146955,171145,169184,25.0,5.0,,,,,,,,,,387400,4879750,2080005,2478947,4718719,2088062
28,2130281,319,225,94,6,67,70,44,38,63,31,26.0,,,12.0,181,100,263,38,6.0,31.0,31.0,57.0,87.0,88.0,11672968,7927402,3745566,382713,2264907,2622524,1643784,1013474,2007674,1737892,1204605.0,,,307425.0,6895332,3265606,9047306,1759852,75288.0,1166960.0,1232837.0,2377839.0,3331711.0,2622524.0,1.0,64673,31578,33094,10177,8936,9517,10262,9015,16764,18919,12667,6513,6476,10764,9332,9116,8986,8987,8934,8887,9636,10127,1.0,4.0,,,,,1.0,,,,,61777,426919,196135,219223,305260,124938
29,2130279,800,557,243,121,91,102,142,101,193,50,153.0,,,,213,434,487,313,,81.0,101.0,120.0,316.0,182.0,24959494,17044518,7914976,3815786,2469633,3360320,3522264,3876515,6497973,1417003,4959510.0,,,,6103235,13896749,14878530,10080964,,2510119.0,2712549.0,4281374.0,10242906.0,5212546.0,3.0,453156,213660,239494,34943,109666,87923,59722,62980,97921,140009,94256,44561,44031,67543,62756,65239,62525,62876,62529,62071,66897,71017,120.0,14.0,1.0,1.0,,,,,,,,167661,2079591,798794,947294,1770573,773720
30,2130278,9521,6287,3234,1523,641,1472,1024,1627,2095,1139,671.0,,,99.0,4121,4630,6259,3128,10.0,290.0,2329.0,3023.0,1919.0,1817.0,355473849,235168026,120305823,59947824,20946232,45444259,39708334,69121377,81637922,38667901,39264568.0,,,2201669.0,125291878,188715734,206540378,140246835,163157.0,6460461.0,79864014.0,140144531.0,66061889.0,54093161.0,6.0,315294,141135,174160,51561,43000,45669,49799,47826,77441,96290,65388,33392,34331,47083,38811,45592,42792,42907,43214,43330,47977,49482,75.0,12.0,,,,,,,,,,76308,606491,324291,404306,613699,245753
31,2130277,290,175,115,24,23,24,24,80,69,46,11.0,,,12.0,92,127,183,59,,46.0,57.0,57.0,35.0,47.0,6757226,4271677,2485549,566474,566474,687861,687861,1763007,1566474,919075,265896.0,,,208092.0,2086705,2942198,4260116,1242775,,786128.0,1745666.0,1231213.0,861272.0,878612.0,1.0,223572,108023,115549,20113,45155,42013,34200,32311,49780,64004,46092,24035,23141,35872,30428,32110,31187,31000,30939,30939,32901,34497,98.0,2.0,,,,,,,,,,111005,907787,398112,454381,748913,311694
32,2130275,9183,6073,3110,663,1075,1312,1303,1720,2099,1011,1817.0,,,472.0,2692,4202,5412,3583,30.0,2037.0,3222.0,1990.0,835.0,880.0,269429848,176036991,93392857,21335680,32492723,41918000,35506757,44783831,64622260,28770597,73899418.0,,,5295827.0,53602536,136632067,169251138,91131802,1458037.0,50919974.0,101305363.0,60802424.0,24637909.0,21259230.0,3.0,248367,135150,113218,12449,51827,65512,46665,35578,36337,83290,52028,23808,22059,31526,35658,36312,37994,38385,38028,36803,30736,30110,168.0,1.0,,,,,,,,,,396853,4846591,1691323,1996512,4441492,1543628
33,2130274,30546,21021,9525,3018,3614,4434,4001,5954,6118,3407,2486.0,,59.0,1039.0,10169,16793,19153,9461,5.0,9368.0,8613.0,3768.0,4038.0,2824.0,1880059467,1264039866,616019601,159657536,202509813,261510388,242177444,398184685,399613450,216406151,137379389.0,,3634125.0,80538413.0,698347807,960159733,1203358120,541214221,307108.0,516293276.0,489163793.0,226898713.0,284048148.0,227861302.0,19.0,565018,283297,281721,37363,136719,115634,79783,78014,117505,99756,112042,68171,71757,133078,80214,76444,81093,82005,83395,86329,84499,71254,389.0,16.0,,2.0,,,,,,,,283165,3706526,1984585,2363237,4449040,1925588
34,2130273,8923,5859,3064,888,946,1009,1138,1878,1898,1166,1120.0,,14.0,305.0,2896,4588,5311,3310,51.0,2859.0,2246.0,1158.0,1348.0,956.0,449289144,285691871,163597273,39190064,42616423,50255837,59133695,94495852,104071881,59525392,73815617.0,,1186476.0,11492269.0,124936979,237857803,267786283,159912251,2394116.0,147580025.0,126395991.0,53036287.0,60662663.0,37629450.0,12.0,625122,279365,345756,95917,89169,90530,89835,94912,164760,106376,118896,84242,95766,141086,78756,86984,88701,88585,89313,92225,93432,85879,141.0,39.0,,1.0,,,,,,,,123598,2384445,1358455,1667055,2648655,944064
35,2130271,883,591,292,125,138,124,93,111,168,124,142.0,18.0,71.0,141.0,243,268,528,355,,98.0,174.0,53.0,311.0,248.0,36334689,25705626,10629063,7083087,5189916,6755084,2256404,4421135,6453676,4175387,10380845.0,443247.0,1959152.0,4990962.0,7736621,10823862,24145396,12189293,,4662958.0,7841316.0,1604555.0,15320071.0,6905789.0,5.0,444399,196676,247723,49318,76418,77843,73740,57841,109239,103920,85383,48762,52606,86811,66914,62875,60137,62939,62668,62945,66233,66601,467.0,28.0,,1.0,,,,,,,,41570,934086,431603,485033,786193,295340
36,2130266,7618,4657,2961,843,827,849,900,1238,1615,1346,1928.0,,,35.0,2158,3497,5070,2345,18.0,2845.0,2158.0,1169.0,855.0,370.0,266473975,158746881,107727094,28105562,24933295,27229481,32227764,46250779,63041891,44685203,67940302.0,,,1395916.0,74791526,122346231,176807931,81476850,684941.0,99187961.0,75172634.0,40370502.0,29721149.0,13147594.0,4.0,99300,57150,42150,5880,43513,21503,9295,7875,11233,24466,18725,12403,12583,18063,13061,14267,14563,14446,14598,14731,13994,12700,129.0,5.0,,,,,,,,,,220842,2870871,1435955,1624347,2958680,1310563
37,2130265,24421,14813,9608,2245,2641,2780,3096,4051,5714,3894,7852.0,25.0,,36.0,4410,12098,15701,8720,621.0,13070.0,6622.0,1846.0,1784.0,478.0,1015735854,610959824,404776030,92924704,105772126,114030818,124167615,174064561,241696255,163079775,344088465.0,936397.0,,852620.0,160944817,508913555,673480110,342255744,25407401.0,538236623.0,286590538.0,74157610.0,70376640.0,20967042.0,8.0,83523,47853,35670,4664,39581,17963,7723,5679,7913,16897,15809,11774,12147,16690,10207,11853,12138,12151,12264,12296,12026,10796,115.0,3.0,,,,,,,,,,220112,2812176,1407321,1591076,2910159,1288648
38,2130264,1190,891,299,150,140,139,205,257,235,64,107.0,,,22.0,471,590,704,486,12.0,97.0,379.0,314.0,312.0,76.0,56268026,40394781,15873245,7256034,7288188,5916294,9538952,10395313,13354533,2518712,4415785.0,,,664511.0,19494830,31692900,33576458,22691568,250134.0,4009292.0,16726850.0,15799439.0,15972824.0,3509487.0,2.0,227751,103078,124673,49211,30445,36856,33944,30073,47221,40136,47795,28054,32792,47603,31370,33023,32590,32595,32521,32501,32344,32174,65.0,2.0,,,,,,,,,,22083,330589,145964,174715,267733,108500
39,2130263,2844,1869,975,233,336,419,320,561,833,142,439.0,,24.0,126.0,1102,1153,1729,1115,20.0,785.0,915.0,451.0,479.0,194.0,99764758,65798758,33966000,7310314,11031642,15031477,10988187,21437138,28064022,5901978,18979955.0,,442450.0,3120859.0,32851974,44369520,61153226,38611532,872861.0,30743333.0,35004152.0,14032102.0,13804951.0,5307359.0,4.0,20272,9460,10810,1464,3178,3249,2929,3570,5881,4873,3936,2396,2581,3787,2694,2920,2881,2847,2894,2871,2908,2952,11.0,3.0,,,,,,,,,,101538,1090172,556430,638350,989053,376514
40,2130262,5898,3711,2187,639,661,740,839,832,1247,940,1617.0,,,8.0,1287,2986,3614,2284,102.0,2003.0,1682.0,1119.0,774.0,218.0,210336374,135134187,75202187,22230430,23257527,27416733,32180343,30049154,43316731,31885456,62180990.0,,,184785.0,39286873,108683726,130843051,79493323,6119491.0,70074909.0,60464210.0,41664584.0,25927893.0,6085287.0,5.0,293692,134426,159266,35027,48525,53921,39221,43026,73970,75722,57693,32922,33178,52561,41615,42298,41106,40758,40392,40785,42722,45631,18.0,8.0,,,,,,,,,,74870,922637,463163,533283,839088,318060
