,상권구분코드명,상권코드,상권코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수, 상권구분코드명,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
0,관광특구,1001496,강남 마이스 관광특구,130541,93824,36717,17076,17278,18677,20322,20471,18939,17778,,20048.0,41322,28169,38967,2035.0,64676,56159,1602.0,36059.0,41497.0,22973.0,11447.0,7256.0,1524162960,1038896623,485266337,175784934,189334951,212548457,225834884,235393397,255255846,230010491,,94863036.0,501428938,308638957,588108362,31123667.0,702970469,623164850,15895409.0,414104202.0,461670128.0,245989813.0,121169649.0,67306122.0,14.0,관광특구,92815,46773,46043.0,6348,19683.0,25607.0,20687.0,11541.0,8949.0,6267.0,17913.0,21171.0,22211.0,19976.0,5277.0,13648.0,13721.0,14053.0,15264.0,15081.0,11312.0,9736,15904.0,34.0,1.0,8.0,,1.0,,,,,,94171,1831723,848659,1026131,1815123,516101
1,관광특구,1001495,잠실 관광특구,362648,236134,126514,45979,47543,50465,47458,44689,63262,63252,,23344.0,108071,93541,124059,13633.0,174385,184435,14991.0,107488.0,90760.0,86923.0,36136.0,22519.0,3393061933,2155144833,1237917100,416197523,428132930,450728972,426988749,433096659,619535157,618381943,,190421345.0,1049420369,830270535,1201094175,121855509.0,1695381995,1608564553,115137226.0,901226247.0,853800444.0,896429172.0,331048177.0,206305282.0,44.0,관광특구,3221641,1567876,1653767.0,334733,695297.0,773414.0,532270.0,410051.0,475876.0,553535.0,615838.0,492595.0,529146.0,688670.0,341857.0,457554.0,456950.0,465358.0,470094.0,472796.0,464657.0,434231,24375.0,149.0,3.0,13.0,,,,,,,,13858,226257,105810,125122,211767,75950
2,관광특구,1001494,종로?청계 관광특구,39681,31422,8259,6111,5959,6189,6851,6312,5113,3146,,2923.0,16017,8047,10964,1730.0,21884,16172,542.0,11831.0,10205.0,5967.0,5667.0,3844.0,299313497,235022388,64291109,45140906,43115692,47086890,50815931,48862969,38632227,25658882,,15728921.0,123755367,59788282,87578709,12462218.0,156643724,109141303,3163557.0,81211294.0,71054066.0,45200389.0,40472683.0,24683039.0,26.0,관광특구,3610698,1975798,1634900.0,124229,610832.0,665426.0,678449.0,674334.0,857429.0,431190.0,719724.0,746217.0,762450.0,684376.0,266740.0,565375.0,563063.0,560047.0,591669.0,597400.0,415375.0,317768,32935.0,243.0,5.0,18.0,,,6.0,,,,,167720,4334021,3699463,4091380,5320223,1428696
3,관광특구,1001493,동대문패션타운 관광특구,165891,120334,45557,21275,23599,25786,24431,25243,24716,20841,17602.0,14173.0,44306,28903,45633,15274.0,90297,71301,2241.0,46010.0,48987.0,31145.0,22506.0,10706.0,1495465698,1054192186,441273512,174535324,206072353,229298498,211993121,232292890,234371920,206901592,190066681.0,121322666.0,386925695,250874016,414127698,132148942.0,801269872,629860351,18755967.0,420097925.0,432062248.0,278969882.0,202625330.0,78618872.0,25.0,관광특구,2996402,1435641,1560761.0,121963,542996.0,751225.0,617322.0,456240.0,506657.0,677671.0,606344.0,435731.0,420474.0,480905.0,375279.0,452257.0,460722.0,461579.0,475169.0,478088.0,355773.0,312815,6054.0,149.0,3.0,12.0,,,3.0,17.0,,,,302585,2780313,1994525,2254692,2899096,1031914
4,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,149568,121037,28531,23629,23381,23740,26615,23672,15299,13232,,28185.0,59274,21996,38178,1935.0,67914,69389,1197.0,41964.0,45561.0,26101.0,15521.0,6961.0,1880021075,1437752569,442268506,268926732,247660730,267788172,303677119,349699816,231273652,210994854,,173335411.0,788615403,304842949,587695927,25531385.0,737453847,767466826,22154165.0,496591766.0,476750366.0,283529481.0,156599879.0,69295022.0,72.0,관광특구,3657861,1902880,1754981.0,125101,674875.0,930254.0,824291.0,585227.0,518110.0,246718.0,805661.0,882042.0,873024.0,670237.0,180178.0,588660.0,583394.0,579257.0,632942.0,622246.0,360143.0,291217,104830.0,426.0,14.0,57.0,1.0,1.0,2.0,,,,,234578,6157760,2765755,3333748,6395073,1642232
5,관광특구,1001491,이태원 관광특구,205294,125276,80018,23858,26033,22588,23622,29175,43956,36062,6337.0,9671.0,39827,37491,72303,39665.0,137682,63367,2194.0,75536.0,71103.0,24929.0,18092.0,9192.0,3087968868,1761576713,1326392155,325262553,359534816,317957488,323054949,435766907,723182115,603210040,65849358.0,79441863.0,624925389,566321399,1188898804,562532055.0,2030586990,943437907,25903206.0,1187424648.0,1062881776.0,326872973.0,259312076.0,111630217.0,32.0,관광특구,1829751,903510,926240.0,120144,437601.0,428731.0,298102.0,232431.0,312741.0,334875.0,334295.0,255056.0,283400.0,402211.0,219912.0,249157.0,249044.0,253688.0,256356.0,268472.0,288632.0,264405,5839.0,63.0,5.0,6.0,,,3.0,,,,,73043,633325,427406,562386,921216,385347
6,전통시장,2130324,길동복조리시장,6264,3881,2383,675,702,888,717,899,1114,1269,,9.0,1016,1065,3159,1015.0,3550,2714,140.0,1460.0,1214.0,1280.0,1522.0,648.0,90527751,55948656,34579095,10341572,9442577,12314837,10866733,12982937,15890364,18688731,,209147.0,14729619,14507052,46359051,14722882.0,53921839,36605912,1944587.0,21600764.0,17330264.0,18759133.0,21881653.0,9011350.0,3.0,전통시장,506523,232053,274471.0,84356,56747.0,70321.0,76606.0,80562.0,137931.0,142738.0,103748.0,58341.0,57614.0,79840.0,64245.0,71545.0,71690.0,71191.0,70622.0,71792.0,75111.0,74572,154.0,5.0,,,,,,,,,,46262,594849,325962,385854,578937,203902
7,전통시장,2130323,둔촌역전통시장,664,336,328,55,62,55,84,80,118,210,,,30,116,414,49.0,261,317,6.0,43.0,36.0,243.0,180.0,69.0,17426381,9178767,8247614,2064516,2064516,1519346,1928685,1601704,2849389,5398225,,,893661,2633656,10758344,1076204.0,6071460,7841740,174553.0,881990.0,665038.0,5865352.0,4713652.0,1612616.0,2.0,전통시장,347808,171022,176786.0,54293,45265.0,43682.0,54020.0,60337.0,90211.0,94749.0,72545.0,39982.0,40555.0,57081.0,42896.0,49441.0,49168.0,49913.0,49131.0,49706.0,50548.0,49902,171.0,6.0,,,,,,,,,,37483,687649,346323,424170,668960,221300
8,전통시장,2130322,고분다리전통시장,402,256,146,33,33,72,85,33,59,87,,,46,39,218,99.0,283,119,7.0,14.0,98.0,66.0,152.0,65.0,5850006,3729256,2120750,554384,441137,1054780,1086382,592573,685408,1435342,,,830918,500395,3251246,1267447.0,3948507,1901499,52673.0,201474.0,1545956.0,1112719.0,2106925.0,830259.0,3.0,전통시장,267658,130283,137374.0,35434,34410.0,39751.0,36567.0,46689.0,74804.0,73696.0,54889.0,30569.0,30763.0,43998.0,33741.0,36920.0,37420.0,37324.0,37134.0,36840.0,40092.0,41927,8.0,9.0,,,,,,,,,,7644,122669,58956,68358,107563,46626
9,전통시장,2130318,로데오거리상점가,5086,3541,1545,678,654,711,752,746,729,816,,,1690,1273,1746,377.0,3181,1673,134.0,1580.0,1089.0,1025.0,635.0,393.0,125243810,81964863,43278947,14922218,15351866,16814982,16929555,17946242,20637542,22641405,,,28803735,26976649,55391822,14071604.0,79958032,38111680,2410460.0,39055228.0,26688948.0,25634841.0,14968771.0,9311464.0,6.0,전통시장,364333,171251,193081.0,30916,75208.0,71427.0,54570.0,55926.0,76286.0,52301.0,61494.0,55245.0,65491.0,89790.0,40012.0,48296.0,48718.0,49565.0,49437.0,52672.0,58954.0,56690,266.0,37.0,1.0,1.0,,,,,,,,92359,562218,339507,414865,634830,276367
