,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
0,1001496,84180,58731.0,25449.0,10927.0,11205.0,12213.0,12327.0,12059.0,13359.0,12090.0,,4468.0,32249.0,18390.0,27984.0,1089.0,30276.0,42624.0,714.0,19342.0,26461.0,14770.0,8249.0,3363.0,2627485110,1711998668,915486442,302375335,325974862,354678171,351038765,377931535,478370218,437116224,,32966355.0,903429753.0,557183891.0,1075109833.0,58795278.0,1011210557,1156934204,16946936.0,564833878.0,768713535.0,465108040.0,252663910.0,99878458.0,35,92815,46773,46043,6348,19683,25607,20687,11541,8949,6267,17913,21171,22211,19976,5277,13648,13721,14053,15264,15081,11312,9736,15904.0,34.0,1.0,8.0,,1.0,,,,,,94171,1831723,848659,1026131,1815123,516101
1,1001495,55383,31659.0,23724.0,5123.0,6652.0,7035.0,6294.0,6555.0,11965.0,11759.0,27.0,392.0,15774.0,14910.0,21884.0,2396.0,25182.0,27352.0,815.0,15059.0,15578.0,9482.0,6725.0,4873.0,2378813803,1318484169,1060329634,204078489,270007548,282450739,270955899,290991494,565149126,495180508,4776665.0,7615956.0,541190363.0,532425091.0,1127436450.0,165369278.0,1128449266,1065549619,24936085.0,634362795.0,661706079.0,402082792.0,293432340.0,177478801.0,70,3221641,1567876,1653767,334733,695297,773414,532270,410051,475876,553535,615838,492595,529146,688670,341857,457554,456950,465358,470094,472796,464657,434231,24375.0,149.0,3.0,13.0,,,,,,,,13858,226257,105810,125122,211767,75950
2,1001494,56671,45548.0,11123.0,8759.0,8408.0,9142.0,10077.0,9162.0,6386.0,4737.0,247.0,1203.0,31127.0,8350.0,14284.0,1460.0,26079.0,25171.0,470.0,15464.0,13905.0,10421.0,7197.0,3797.0,1433478972,1081848244,351630728,196993414,191328384,216455716,229366922,247703808,203914208,147716520,18966089.0,9722085.0,615000751.0,177034361.0,511759158.0,100996528.0,591103065,551474144,8735526.0,332713671.0,359212492.0,225398400.0,154110881.0,62406234.0,40,3610698,1975798,1634900,124229,610832,665426,678449,674334,857429,431190,719724,746217,762450,684376,266740,565375,563063,560047,591669,597400,415375,317768,32935.0,243.0,5.0,18.0,,,6.0,,,,,167720,4334021,3699463,4091380,5320223,1428696
3,1001493,52458,30455.0,22003.0,6964.0,5543.0,6206.0,5533.0,6209.0,11314.0,10689.0,30.0,694.0,14202.0,14830.0,20459.0,2243.0,29405.0,21948.0,305.0,16037.0,20197.0,7738.0,4681.0,2398.0,1994812350,1131311227,863501123,259263828,197411361,233113863,208000502,233521673,451987109,411514014,1460817.0,10964507.0,528391370.0,541824231.0,821045157.0,91126268.0,1062957665,822587121,7723180.0,515832436.0,680279116.0,357024112.0,221203244.0,103482697.0,43,2996402,1435641,1560761,121963,542996,751225,617322,456240,506657,677671,606344,435731,420474,480905,375279,452257,460722,461579,475169,478088,355773,312815,6054.0,149.0,3.0,12.0,,,3.0,17.0,,,,302585,2780313,1994525,2254692,2899096,1031914
4,1001492,83332,63408.0,19924.0,11710.0,12253.0,12654.0,13359.0,13432.0,10897.0,9027.0,,258.0,42719.0,12931.0,26092.0,1332.0,31487.0,35780.0,312.0,15958.0,23428.0,14360.0,8937.0,4281.0,4741417170,3404113743,1337303427,638919143,636622961,651580431,731806908,745184300,739997281,597306146,,7183550.0,1976599136.0,749709184.0,1857689153.0,150236147.0,1697389492,1718907576,10912735.0,778487692.0,1206113658.0,706818519.0,479721624.0,234242840.0,85,3657861,1902880,1754981,125101,674875,930254,824291,585227,518110,246718,805661,882042,873024,670237,180178,588660,583394,579257,632942,622246,360143,291217,104830.0,426.0,14.0,57.0,1.0,1.0,2.0,,,,,234578,6157760,2765755,3333748,6395073,1642232
5,1001491,300585,154195.0,146390.0,22994.0,29781.0,32080.0,28948.0,40392.0,82644.0,63746.0,4614.0,6768.0,58509.0,62991.0,131246.0,36457.0,149170.0,140725.0,3778.0,119500.0,97829.0,33262.0,26073.0,9473.0,13169492568,6852935786,6316556782,899211260,1310476780,1527842628,1354932826,1760472292,3636962987,2679593795,119438689.0,170990504.0,2262487409.0,2622097317.0,6348078095.0,1646400554.0,6401725914,5679284969,106784987.0,4671891229.0,4172593852.0,1475734000.0,1136018496.0,517988329.0,196,1829751,903510,926240,120144,437601,428731,298102,232431,312741,334875,334295,255056,283400,402211,219912,249157,249044,253688,256356,268472,288632,264405,5839.0,63.0,5.0,6.0,,,3.0,,,,,73043,633325,427406,562386,921216,385347
6,2130318,69293,43412.0,25881.0,8077.0,7258.0,9713.0,8767.0,9597.0,13924.0,11957.0,,,14215.0,14690.0,34243.0,6145.0,31217.0,38076.0,3881.0,30840.0,13795.0,10107.0,8624.0,2046.0,2564594639,1576039232,988555407,295574889,274110299,331106310,313267018,361980716,542249207,446306200,,,459440347.0,485997739.0,1323504875.0,295651678.0,1221946804,1342647835,111395863.0,1147104491.0,542895687.0,376236051.0,304558970.0,82403577.0,7,364333,171251,193081,30916,75208,71427,54570,55926,76286,52301,61494,55245,65491,89790,40012,48296,48718,49565,49437,52672,58954,56690,266.0,37.0,1.0,1.0,,,,,,,,92359,562218,339507,414865,634830,276367
7,2130312,1185,787.0,398.0,127.0,228.0,131.0,97.0,204.0,238.0,160.0,51.0,115.0,126.0,135.0,509.0,249.0,731.0,350.0,,173.0,303.0,151.0,291.0,160.0,78953666,55637957,23315709,6597731,16038882,9367356,5315543,18318445,17164648,6151061,1305357.0,8227168.0,7999179.0,8416876.0,36603218.0,16401868.0,45995157,16866728,,8420605.0,14847557.0,8950343.0,17257343.0,13386036.0,4,324372,153239,171134,50104,41469,66371,56904,46201,63323,67650,61378,43877,46110,64177,41183,46417,45387,46428,46219,47044,47036,45842,619.0,9.0,,,,,,,,,,78896,959771,472068,564626,911739,334133
8,2130311,986,679.0,307.0,123.0,138.0,126.0,161.0,131.0,164.0,143.0,,25.0,236.0,241.0,476.0,8.0,470.0,516.0,,92.0,272.0,327.0,224.0,71.0,12000000,8372181,3627819,1451717,1632401,1596009,1853049,1839005,1876774,1751045,,406380.0,2975515.0,2869947.0,5673405.0,74753.0,5780840,6219160,,1069878.0,3171360.0,4013793.0,2899767.0,845202.0,4,834795,404469,430325,150739,119598,139267,148921,115389,160880,191799,158386,104793,114298,163794,101724,117396,117446,118678,119077,120621,124619,116958,377.0,17.0,,2.0,,,,,,,,88372,1397721,789487,936503,1572387,636273
9,2130310,3384,2936.0,448.0,594.0,570.0,603.0,662.0,507.0,448.0,448.0,,,1320.0,694.0,1370.0,,1419.0,1901.0,266.0,764.0,565.0,722.0,792.0,211.0,43964668,37466142,6498526,7158631,7233297,7673290,8265582,7135342,6498526,6498526,,,17525998.0,8116709.0,18321961.0,,18511483,24492367,2753660.0,7625246.0,8096898.0,11336758.0,10135766.0,3055522.0,2,211820,98261,113560,46318,21102,23708,37019,34027,49645,24967,40548,37899,41800,47728,18879,29637,30054,30929,30781,31410,30451,28559,298.0,30.0,,3.0,,,,,,,,15951,392083,212683,266804,366210,148437
10,2130306,7734,6950.0,774.0,1282.0,1432.0,1299.0,1441.0,1496.0,461.0,313.0,10.0,,5263.0,314.0,1892.0,255.0,2750.0,3103.0,9.0,1476.0,2434.0,1130.0,592.0,214.0,363110768,296729802,64352243,59559504,59867702,58854896,65210518,53237182,38777916,25574327,2028723.0,,143241877.0,17810885.0,156193352.0,43835931.0,155000136,112178657,81526.0,59704494.0,113471870.0,41255657.0,35470713.0,17194532.0,9,142637,70948,71688,5119,31557,44303,29652,16630,15377,37362,32435,19664,18244,19529,15402,21205,21018,21184,21995,21536,18025,17674,235.0,4.0,,,,,,,,,,42097,258980,117091,129691,207898,86241
11,2130303,5003,4678.0,325.0,894.0,895.0,901.0,1096.0,892.0,325.0,325.0,,,3863.0,370.0,741.0,29.0,2481.0,1937.0,,1183.0,1240.0,1096.0,829.0,67.0,87699602,79047981,8651621,15039720,14179817,14439447,18728403,16660594,8651621,8651621,,,55274571.0,3969280.0,25720418.0,2735333.0,39300513,30257686,,17351429.0,22182925.0,15331384.0,12574318.0,2118147.0,4,362410,182511,179900,18755,80492,91098,70336,47483,54245,61872,68503,54141,56146,79811,41938,52818,53081,53408,56046,56738,48574,41745,242.0,5.0,,,,,,,,,,150896,1643570,646218,787087,1637416,610216
12,2130302,1623,1183.0,440.0,160.0,184.0,251.0,290.0,298.0,255.0,185.0,,,274.0,351.0,691.0,307.0,624.0,828.0,24.0,639.0,341.0,184.0,185.0,80.0,40224762,27476033,12748729,3253314,5773002,6197758,5318445,6933514,7058149,5690580,,,4329396.0,4717731.0,19303486.0,11874149.0,17228896,19219410,324007.0,15362070.0,8138016.0,5721444.0,4991837.0,1910932.0,3,50731,24837,25893,3964,12033,12111,9911,6647,6065,7131,9873,9048,9386,10942,4353,7465,7465,7465,7918,8084,6821,5514,58.0,,,,,,,,,,,87316,1780137,965468,1183534,2120248,733567
13,2130299,30371,19426.0,10945.0,3454.0,3552.0,4160.0,3858.0,4402.0,5770.0,5175.0,,400.0,10098.0,6887.0,12241.0,745.0,12528.0,15431.0,215.0,7960.0,9235.0,4313.0,3845.0,2389.0,1941901647,1178821957,763079690,199622591,217686611,263325451,235610059,262577245,412735342,350344348,,11814779.0,505351516.0,409756374.0,902496364.0,112482614.0,959071698,812925347,10402001.0,576644729.0,621712901.0,239246006.0,216347145.0,107644263.0,13,38888,16814,22075,6765,5807,6530,7511,5835,6440,4040,6534,7465,8357,9230,3262,5248,5337,5556,5581,5863,5892,5412,1850.0,11.0,,,,,,,,,,168718,3779303,3261333,3894803,5225860,1577062
14,2130291,4229,2899.0,1330.0,265.0,675.0,631.0,638.0,690.0,614.0,716.0,,40.0,1319.0,604.0,2246.0,20.0,1880.0,2349.0,5.0,1114.0,1272.0,729.0,808.0,301.0,64180617,40899292,23281325,3029937,9536683,9011327,9247290,10074055,10164042,13117283,,479084.0,22060354.0,8429217.0,32695554.0,516408.0,29818874,34361743,52968.0,16424610.0,20090329.0,11536272.0,12034184.0,4042254.0,2,21123,10052,11071,1759,5938,3900,2448,2467,4612,5077,4019,2484,2579,4024,2940,2947,2913,2945,2955,3018,3162,3183,,,,,,,,,,,,141802,1775762,790686,913662,1608468,643651
15,2130290,21822,15024.0,6798.0,3037.0,3096.0,3386.0,3263.0,2242.0,3221.0,3577.0,,28.0,7652.0,5466.0,8517.0,159.0,13802.0,7607.0,509.0,6097.0,7621.0,3607.0,2463.0,1112.0,281828095,184314224,97513871,37031674,41184115,42506697,39899149,23692589,45068721,52445150,,416252.0,100844901.0,72062544.0,106227835.0,2276563.0,174933428,97008187,6838088.0,82061969.0,95632929.0,42231354.0,29997460.0,15179815.0,6,604702,284578,320124,53500,148859,108967,74698,77875,140802,137954,121031,72909,76035,115086,81685,86410,85643,86273,87456,88103,86351,84467,417.0,30.0,1.0,1.0,,,1.0,,,,,141802,1775762,790686,913662,1608468,643651
16,2130285,2044,1202.0,842.0,225.0,245.0,271.0,230.0,231.0,419.0,423.0,63.0,5.0,360.0,504.0,921.0,191.0,997.0,987.0,28.0,777.0,521.0,287.0,279.0,91.0,153616037,114991302,38624735,17303389,28626374,23370767,11467165,34223607,18450093,20174642,16677798.0,60095.0,13104566.0,18527269.0,52599318.0,52646991.0,92645902,36806924,878049.0,39107117.0,32712673.0,43091649.0,10861927.0,2801409.0,5,899125,463330,435794,66559,298291,188565,115078,98513,132119,99520,142587,126834,158388,253347,118450,121789,122066,127350,127019,133336,138778,128788,615.0,31.0,1.0,,,,,,,,,401845,4709573,2031314,2415308,4701689,2093665
17,2130273,323,139.0,134.0,18.0,19.0,42.0,19.0,41.0,66.0,68.0,,,59.0,55.0,159.0,50.0,132.0,109.0,9.0,82.0,68.0,37.0,27.0,19.0,14997866,7255703,6832070,1196005,1092657,1987728,983847,1995466,3646062,3186008,,,2658801.0,2652882.0,8776090.0,910093.0,6863029,5357665,144777.0,4124782.0,3119765.0,1914427.0,1651734.0,1265207.0,1,737604,336002,401602,121253,93405,108771,105703,115152,193321,117301,131911,104778,121279,170784,91549,103965,101941,102949,103528,106166,111142,107914,141.0,39.0,,1.0,,,,,,,,115180,2246824,1277112,1561184,2557574,903628
18,2130271,2376,1638.0,700.0,299.0,315.0,358.0,357.0,309.0,507.0,193.0,14.0,5.0,377.0,401.0,1048.0,24.0,713.0,1060.0,,191.0,338.0,375.0,556.0,313.0,30381421,20711530,8776007,3695364,3676038,4567022,4828421,3944685,6428716,2347291,555658.0,57982.0,4654961.0,5119780.0,13226098.0,338226.0,9000407,13205601,,2318518.0,4087682.0,4837291.0,7233930.0,3728586.0,2,313895,144157,169738,36693,48980,53761,52825,41661,79974,62860,57732,37793,40796,66599,48116,44095,43950,44023,44264,44210,46934,46417,467.0,28.0,,1.0,,,,,,,,40251,884679,402823,446822,759225,281304
19,2130270,4831,3810.0,1021.0,785.0,662.0,878.0,681.0,804.0,651.0,370.0,,153.0,2044.0,1263.0,1366.0,5.0,2415.0,2174.0,10.0,608.0,929.0,972.0,1363.0,706.0,56509972,42935282,13574690,9037293,7006690,8944027,8078986,9868286,9148322,4426368,,1652116.0,24014407.0,14847826.0,15946277.0,49346.0,27033473,26594179,66618.0,6076056.0,10252006.0,12714529.0,16228978.0,8289463.0,2,105735,49002,56733,13505,18352,15489,15785,15897,26708,18452,20789,15672,16619,21885,12319,15284,15161,15348,15549,15737,14776,13878,4.0,,,,,,,,,,,33411,487566,307378,373116,516408,222444
20,2130266,7300,4308.0,2992.0,101.0,1213.0,1011.0,985.0,998.0,1451.0,1541.0,,38.0,2437.0,1465.0,3145.0,215.0,4199.0,2912.0,102.0,1566.0,2034.0,1171.0,1613.0,625.0,176468021,104164577,72303444,1433565,29864878,25911523,25420196,21534415,35711548,36591896,,429438.0,50989433.0,34118840.0,84119299.0,6811011.0,101916812,66821328,1393988.0,34014066.0,45400258.0,32715609.0,42197490.0,13016728.0,3,89393,51339,38054,5259,38582,18655,8663,7402,10830,20071,16527,11902,12138,17186,11567,12878,13087,13331,13295,13236,12298,11267,129.0,5.0,,,,,,,,,,204726,2721916,1312516,1444235,2710711,1216272
21,2130241,20242,19848.0,394.0,4672.0,3783.0,3361.0,3889.0,4143.0,207.0,187.0,,150.0,16442.0,1180.0,2455.0,15.0,10204.0,6895.0,217.0,4789.0,6658.0,3344.0,1584.0,507.0,277121926,272108567,5013359,60704893,52716071,49013382,56567414,53106807,2120843,2892516,,1079397.0,228607537.0,12946723.0,33593982.0,894287.0,124038706,81234934,2237106.0,53509784.0,77592691.0,46289225.0,19061084.0,6583748.0,7,314256,158438,155819,30600,56915,76654,58408,42351,49326,63379,65837,46230,45158,56569,37083,46584,46255,46857,47790,47826,40262,38681,500.0,14.0,2.0,1.0,,,,,,,,47980,888427,312144,374023,828875,261108
22,2130213,463,352.0,111.0,86.0,54.0,95.0,69.0,48.0,90.0,21.0,,10.0,150.0,203.0,90.0,10.0,248.0,205.0,,5.0,27.0,21.0,86.0,313.0,4481710,3347303,1134407,817519,527261,724317,785564,492642,1014576,119831,,34618.0,1374072.0,1880027.0,1094464.0,98529.0,2176175,2196355,,83343.0,157559.0,158264.0,902071.0,3071293.0,3,129973,62625,67349,20161,12532,21596,18856,19865,36965,23370,24513,18408,19973,28333,15376,17668,17475,17282,17220,17490,20945,21894,112.0,2.0,,,,,,,,,,46379,497881,235465,267727,424669,136300
23,2130210,4589,3744.0,845.0,788.0,753.0,671.0,807.0,725.0,633.0,212.0,,,1818.0,416.0,2231.0,124.0,2404.0,2142.0,12.0,816.0,1681.0,1019.0,746.0,271.0,98070688,77984482,20086206,14059341,14045830,14386660,18031572,17461079,16502278,3583928,,,26416845.0,6204421.0,57797535.0,7651887.0,50113752,45309037,142740.0,21921345.0,36284097.0,19552600.0,13230734.0,4291272.0,3,300743,140189,160553,35079,47818,67558,45462,41117,63708,76248,57350,33964,35564,55635,41981,41617,41370,41423,41636,41539,46161,46997,432.0,26.0,1.0,1.0,,,,,,,,104629,1429834,570111,663355,1398376,564019
24,2130194,484,325.0,145.0,43.0,109.0,81.0,48.0,44.0,87.0,58.0,,,72.0,58.0,263.0,77.0,321.0,61.0,,72.0,189.0,106.0,16.0,14.0,107774948,86396120,20087538,12336336,21073054,22240075,21551268,9195387,10603232,9484306,,,8667015.0,8612434.0,47514072.0,41690137.0,70349354,9612096,,5854616.0,26612075.0,41007067.0,6487692.0,1291290.0,2,606981,291140,315840,101360,62365,113038,126009,84106,120103,139140,125680,81561,80934,108519,71148,87823,87377,88438,89536,89157,83218,81430,875.0,7.0,,1.0,,,,,,,,36234,1047341,439318,478838,1000368,322754
25,2130192,1261,879.0,382.0,256.0,347.0,100.0,96.0,80.0,216.0,166.0,,,175.0,170.0,298.0,15.0,293.0,365.0,5.0,341.0,206.0,20.0,76.0,10.0,46438840,30835925,15602915,8314812,12794665,3749793,3376471,2600184,8917803,6685112,,,6566030.0,6682600.0,11402424.0,678309.0,11282456,14046907,95466.0,13289377.0,8033620.0,693803.0,2985970.0,231127.0,4,48803,21393,27410,4080,16748,10704,6081,5047,6145,12460,9129,5599,6403,9333,5879,6446,6535,6673,6566,6827,7932,7823,10.0,1.0,,,,,,,,,,157112,1017304,666586,783564,1187537,534000
26,2130191,20661,12569.0,8068.0,2521.0,2239.0,2720.0,2445.0,2644.0,4186.0,3882.0,5.0,24.0,4198.0,5238.0,9236.0,1960.0,8353.0,12148.0,2051.0,9853.0,3697.0,2197.0,2308.0,397.0,719605240,433383149,285981553,89395163,75846418,94100957,85724878,88315733,152832632,133148921,464064.0,240538.0,124198004.0,170863220.0,331878437.0,91960977.0,314471777,399104045,59986140.0,354299683.0,141604802.0,69994100.0,72657263.0,15033834.0,15,452702,197849,254855,60127,175744,90482,53645,34709,37996,51123,62270,71251,95340,125104,47616,60017,60993,62255,63247,67158,73568,65469,367.0,4.0,,,,,,,,,,417415,3617876,3120981,3910441,6529808,3060588
27,2130190,32431,18298.0,14133.0,3623.0,3491.0,3300.0,3243.0,4641.0,8393.0,5740.0,26.0,10.0,5985.0,8757.0,15348.0,2305.0,12982.0,19254.0,3666.0,16393.0,5520.0,3200.0,3016.0,442.0,1107460571,627722515,479738056,129269435,118562409,120471852,110930820,148487999,274064699,205673357,922123.0,429544.0,168670053.0,284625764.0,581043742.0,71769345.0,469132301,626852220,110459453.0,586852262.0,190978239.0,99348793.0,95440554.0,12905220.0,24,471618,216135,255484,69049,182234,86698,54051,37918,41669,70901,67732,68689,90687,125464,48144,61538,61577,63513,64094,68881,80050,71966,150.0,2.0,1.0,,,,,,,,,345234,3098288,2792784,3508524,5910231,2782104
28,2130186,2417,1691.0,714.0,318.0,323.0,368.0,314.0,368.0,375.0,339.0,,5.0,862.0,596.0,910.0,37.0,843.0,1469.0,7.0,829.0,745.0,344.0,313.0,82.0,90212642,58236752,31763248,10468495,10827002,13877413,11061245,12002597,17668887,14094361,,4816.0,29998344.0,21078562.0,36408879.0,2514215.0,31841843,54802612,207826.0,33388240.0,28763162.0,10769716.0,11128895.0,2594441.0,7,448449,194528,253921,44921,82508,97091,73592,53979,96357,114116,84124,53580,59105,81868,55660,60638,60847,61685,61552,63016,70850,69864,178.0,12.0,1.0,,,,,,,,,55500,944405,642197,769660,1178562,417852
29,2130183,23756,18009.0,5747.0,3511.0,3348.0,3619.0,4278.0,3253.0,2983.0,2764.0,,133.0,13855.0,3127.0,6279.0,362.0,12619.0,9665.0,220.0,3910.0,7577.0,5253.0,4915.0,411.0,393070558,291622771,101447787,56431801,59139664,55066824,60934876,60049606,53636091,47811696,,1710120.0,179236068.0,43175307.0,142374427.0,26574636.0,188809598,144927237,2777673.0,66847604.0,125003931.0,75154513.0,56457306.0,7495807.0,13,614406,309484,304923,56509,129739,145745,124334,72091,85987,115060,119006,96110,89606,127126,67497,92803,91850,91927,96152,94417,75731,71529,816.0,11.0,2.0,,,,,,,,,124973,2938829,883738,1021556,2564175,710935
