상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
1001496,226817,178026,48791,31627,34763,36831,38964,35841,25492,23299,,28651,122345,36912,38441,468,82454,115874,1388,46730,66921,39018,33057,11218,3564062206,2797516092,766546114,489426435,546337317,556976848,643358896,561416596,382663394,383882720,,110475551,1832914276,525155095,955741029,139776255,1230668375,1254060829,25573500,503754846,790316723,565883618,390737077,208463441,40,106859,53586,53273,7510,22268,29894,23907,13306,9974,6498,20657,25172,25635,22596,6302,15012,16326,16915,17593,17247,12963,10805,15904,34,1,8,,1,,,,,,99764,1876381,954887,1156623,1913184,554530
1001495,579437,380504,198933,68781,72255,75209,74670,89589,107217,91716,17902,12104,162951,70987,216194,99299,306625,218580,4314,137361,147758,90175,77546,68064,31980760213,20474404945,11506355268,3590571135,3827723101,4003704886,4038793746,5013612077,6394824009,5111531259,1101975610,320907751,5534254795,3504232126,13860753291,7658636640,16474022117,10999404365,141153348,6666532557,8399111128,4754052519,4057262276,3455314660,252,3561819,1712126,1849694,387394,790978,848876,584508,440663,509399,595362,654385,544682,575567,779833,411990,493641,502218,505695,505711,525509,538563,490482,24375,149,3,13,,,,,,,,16503,249902,130116,152988,236040,88208
1001494,1090099,810690,279409,148688,161126,162178,160223,178475,170532,108877,14848,28195,440769,164819,334848,106620,606655,376404,3204,181978,229918,188469,183247,196239,38666493644,28360914103,10305579541,4798571523,5671553891,5647900524,5772716494,6470171671,6548786941,3756792600,806360272,514840620,10002065839,4506336975,16133606730,6703283208,20762684764,11239800221,86974892,6085261846,8071885041,5990850596,5690646235,6076866371,464,4041501,2175790,1865710,144719,694844,752217,747809,739083,962830,461846,796050,830509,832729,788949,331417,612470,647447,635503,634828,649044,491187,371020,32935,243,5,18,,,6,,,,,198112,4643181,3891391,4189672,5590180,1620131
1001493,336593,270307,66286,51727,55273,55392,54298,53617,38540,27746,12617,20022,153373,47853,76892,25836,165956,142859,1858,51588,75998,63190,66526,49667,9486758822,7512637713,1974121109,1309528309,1479099645,1551280519,1556607956,1616121284,1214372485,759748624,371023406,576058233,3494298449,992385246,2838220630,1214772858,4479212082,3668855425,31819814,1283912442,1976895021,1760110507,1773482966,1321846762,159,3242889,1525455,1717434,162824,557728,783657,665252,505098,568330,708734,660722,488636,463436,521016,400344,505390,523329,517519,516023,487773,346944,345911,6054,149,3,12,,,3,17,,,,350233,3072614,2197061,2420575,3131632,1194588
1001492,1584343,1354177,230166,257130,282394,270712,271107,272834,141652,88514,6017,42355,936628,153562,334402,111379,759166,499072,2712,177636,344678,315106,239355,178757,73078530270,61865318125,11213212145,10665874706,12951292048,12711598181,13224656825,12311896365,6795706556,4417505589,371023572,951761026,28078127784,6125181537,25349965503,12202470848,29237618173,16838212541,69328739,5874975407,13172830507,11611751667,8911058286,6435886097,603,4382710,2227935,2154774,168316,787473,1109970,980707,689754,646489,283650,954286,1062169,1036994,809109,236500,679265,736783,709949,714472,725461,457803,358978,104830,426,14,57,1,1,2,,,,,264411,6440641,3046134,3555301,6652916,1819438
1001491,276084,152582,123502,28661,26223,28693,28085,40920,73910,49592,52491,10995,63858,28318,72289,48133,144756,110716,2053,97796,92305,28776,21161,13390,10293844784,5970780826,4323063958,1076873479,972201956,1145157195,1195126757,1581421439,2572051871,1751012087,1449136374,321335566,1666836779,813151033,3600326097,2443058935,4952026598,3902198953,63077978,3370919571,3230263106,1011377133,764553591,414034177,107,2163881,1069449,1094432,134612,604883,528835,334062,243355,318133,455932,357174,275101,302222,456672,316779,272212,268884,280624,285787,319558,392204,344611,5839,63,5,6,,,3,,,,,114682,744240,490246,637296,1059433,507865
2130326,20375,13652,6723,2763,2759,2115,2885,3130,3462,3261,104,317,5735,2469,9728,2022,12473,7416,187,1967,3835,4625,5303,3972,472973037,302014393,170958644,61824212,61786641,40909021,67408120,70086399,85006572,85952072,3604250,3927232,98264014,45568652,248815267,72793622,271639828,177645250,3632005,42072050,80807205,119505737,116908498,86359583,8,138559,63251,75308,24916,12761,23376,25405,19944,32157,32578,30507,16780,16774,24306,17615,20047,20069,19891,19574,19793,19635,19552,935,11,,,,,,,,,,100034,1195894,439262,520737,951773,332784
2130325,7927,6161,1766,660,1087,1495,1366,1553,1092,674,52,41,676,784,4777,1597,4241,3341,10,600,1610,1726,2272,1364,223433931,170157835,53276096,11074746,31348455,42433742,38027897,47272995,32152348,21123748,1803760,1030628,11904132,17104083,135582830,56008498,126499461,80128844,64498,14437310,36066003,52485099,66015496,37559898,7,189755,83274,106482,32958,20106,25482,31670,29604,49934,33362,36427,26960,27897,41019,24091,26775,27056,27433,26826,27261,27101,27304,89,2,,,,,,,,,,67659,829089,421738,504594,760429,289551
2130324,38004,23469,14535,4315,4338,4666,4797,5353,7535,7000,,1697,9169,9655,16604,879,19499,17461,36,1494,3545,6564,11696,13623,866715870,528525892,338189978,94329574,88914255,99234042,106729405,139318616,179309678,158880300,,24829830,163156400,162554002,445000638,71175000,477921733,335557294,533902,37647767,91870092,154275246,257753414,271398604,13,482114,219228,262886,78473,55491,67182,72947,75406,132617,140113,96895,53230,52866,76832,62178,68621,68313,67785,67607,67651,70497,71640,154,5,,,,,,,,,,52638,658719,347031,403754,604119,217740
2130323,49875,34428,15447,6324,6366,7042,6674,8022,8413,7034,257,877,9769,7983,24343,6646,27577,20013,270,3451,7614,10956,13983,11316,1355352735,914729540,440623195,160103613,166314684,193571258,182614571,212125414,254340165,186283030,13559611,10044215,171184627,151511149,699065294,309987839,806021914,443837965,5114923,99449203,217366466,306574567,348479984,272874739,45,330904,158816,172088,47156,44216,42378,51672,56045,89437,93053,65867,35490,37164,56149,43181,47203,46150,46575,46874,46911,48424,48766,171,6,,,,,,,,,,42834,737815,353955,442203,687866,233990
2130322,17848,12223,5625,2017,2471,2551,2387,2797,2941,2684,232,213,3805,2726,7969,2903,11331,6140,72,1577,2453,3253,5066,5046,522578588,347589187,174989401,62455047,71037364,66865115,65754075,81477586,96861968,78127433,7955747,2243187,74915601,66879965,251238849,119345239,343219565,162737540,991532,50802050,70694055,89557145,146877130,147035195,28,261344,126224,135119,32274,32818,39856,36268,45651,74476,75660,53540,28716,28692,41828,32908,36806,36060,36247,36036,36170,38725,41300,8,9,,,,,,,,,,7767,126175,61748,71637,108464,47619
2130321,7383,5308,2075,1198,1037,1083,837,1153,968,1107,,,1772,354,3530,1727,3862,3166,29,676,1757,2370,1525,672,307261705,186961197,120300508,46182552,36741580,31354285,28568174,44114606,53994375,66306133,,,52359496,13835301,156178038,84888870,176443527,116665627,534867,23138430,64560550,96762685,71410874,36701748,4,178185,81729,96456,37259,21538,25365,30563,26483,36976,34144,38161,27787,26825,32158,19111,26054,26055,25971,26260,26016,23665,24166,433,7,1,,,,,,,,,10787,183707,80034,93785,159604,62354
2130320,84465,59559,24906,11319,11253,11502,12033,13452,15394,9512,15,3720,18271,18360,40256,3843,43440,40305,189,4954,13041,18016,24504,23041,1553892716,1032400662,521492054,195381446,187971847,193595186,214957898,240494285,306917535,214574519,409064,49072944,323017235,303082807,748983583,129327083,852115703,673439329,3772831,95958797,248819309,351204150,447808925,377991020,26,129472,61429,68043,13759,15597,22316,21473,22103,34224,26433,23899,17112,18865,26964,16198,18388,18159,18223,18159,18343,19391,18807,173,12,,,,,,,,,,95685,1430904,524991,599501,1092921,379477
2130319,10199,7339,2860,1372,1404,1353,1540,1670,1622,1238,46,149,1800,1010,5317,1877,6945,3030,6,718,1465,1967,2951,2865,400900304,273031522,127868782,49205734,55041178,49875279,54824099,64085232,66999529,60869253,1776009,2769416,36471253,27641868,237794549,94447209,272370272,120238506,395416,30659789,73413522,77360968,114061205,96717882,19,747675,360565,387108,122276,80782,114975,116679,118121,194843,205778,145890,79698,85787,131738,98783,104622,101937,103491,101380,101867,114647,119730,34,5,,,,,,,,,,108564,1345273,593877,703048,1215732,442565
2130318,96736,63514,33222,12031,11485,12429,12265,15304,18498,14724,6825,2287,17680,9611,37350,22983,57096,38740,1380,30947,24772,15455,13435,9850,3718460525,2387080414,1331380111,438354370,420192177,460581408,459416523,608535936,781672486,549707625,314322642,52071688,387159345,247232720,1547871621,1169802509,2323278913,1364078618,43050489,1210646761,1044494203,559952000,494639015,334575062,65,385128,180166,204963,30475,84569,75600,57796,59552,77136,57463,61834,57919,66525,91738,49649,49423,50126,51101,50974,56480,65310,61714,266,37,1,1,,,,,,,,103606,626015,367926,454100,682044,296793
2130317,63976,39513,24463,7591,7024,8113,7391,9394,12786,11677,411,1629,10888,12326,32558,6164,36696,26469,149,3471,8566,14410,19730,16837,1934311841,1172704925,761606916,231226559,192571990,240372830,220414005,288119541,393986754,367620162,26221692,34139452,256374792,338710363,1014842904,264022638,1155223508,708487071,3875408,115202059,275543786,409821516,587203630,472064177,43,477008,226535,250474,62273,48842,63994,65467,82538,153897,129807,94122,53934,54615,81691,62841,67263,66423,66116,66160,65470,71002,74574,107,9,,,,,,,,,,63176,718135,293121,358004,557500,214751
2130316,14739,9532,5207,1934,1882,1760,1621,2335,2682,2525,,836,3154,3641,6272,836,7824,6741,,837,1869,2619,4017,5223,398792496,253728895,145063601,43050077,42563999,66900971,37535973,63677875,83208080,61855521,,15531827,55195042,78739305,203105418,46220904,230457302,161157278,,24008045,64273262,62936569,123217443,117179260,8,45026,21269,23757,5794,4902,5975,6455,7812,14088,12812,8963,4925,4815,7385,6126,6401,6311,6299,6331,6258,6627,6799,18,1,,,,,,,,,,63176,718135,293121,358004,557500,214751
2130315,24394,19439,4955,3799,3671,4161,3823,3985,2940,2015,692,208,9992,3549,7163,2790,13307,8717,189,3390,6110,4607,4459,3263,670246685,507514178,162732507,91550785,95579388,104584368,105660049,110139588,102098263,60634244,35091675,3869656,185970085,75808870,238498522,131007877,348234093,214864559,2769711,92049996,141658299,124884451,113660824,88075367,29,603305,290213,313092,88105,94929,116430,98347,88331,117162,134802,125466,84689,84559,104977,68814,90347,90739,89443,89384,88384,78108,76901,1372,15,2,,,,,,,,,73375,1635336,497289,616567,1450044,384475
2130314,33356,24211,9145,4582,4793,4786,4459,5591,5632,3513,383,974,9316,4472,14956,3255,19480,12444,48,1830,4998,5948,9371,9731,1193968697,800659913,393308784,152182312,155774970,155106745,146053015,191542871,241338293,151970491,25403947,23276614,224184989,128525262,602523266,190054619,719407857,401037800,1098178,74818279,172300305,212242934,312658397,347327557,31,1296856,588321,708534,163444,149460,202424,199982,218325,363219,339782,257536,145657,147655,229028,177198,183533,180381,181606,180711,181153,193410,196058,202,21,1,,,,,,,,,58498,404164,202783,249958,372185,167790
2130313,91120,64822,26298,11492,13542,13246,12484,14058,13673,12625,382,4050,31498,12206,33927,9057,51049,32531,452,10410,19385,18093,19499,15742,2995318454,1955543508,1039774946,353104803,390399261,405913674,384031469,422094301,566789799,472985147,12484171,60583032,685119481,362347035,1327667135,547117600,1548529978,948500439,7073421,280305720,583264467,567705816,605202549,453478444,47,974321,445112,529209,132640,140225,200135,160923,135946,204451,297352,204454,101998,99219,144568,126729,140413,136985,136864,136650,137407,141156,144848,3469,33,,1,,,,,,,,44603,586559,308556,342641,609508,250482
2130312,122268,88524,33744,14824,19069,17712,16457,20462,19263,14481,5175,6297,36052,15769,44031,14944,73558,35133,149,9115,24297,28748,24488,21891,4128584705,2816105013,1312479692,365287043,640811830,582105453,526475476,701425211,778824058,533655634,156783417,187757118,818189178,452097679,1767664859,746092454,2342897532,1132829898,4081458,298357204,761231865,848369988,858734610,704952305,43,327946,154588,173358,54324,40469,66223,58018,46285,62627,66788,62148,44785,46515,66007,41702,47323,46764,46595,46320,46855,47227,46862,619,9,,,,,,,,,,88812,1106620,525381,648744,1005232,389965
2130311,160097,112906,47191,19511,24087,18279,23174,27855,27488,19703,1936,3234,35563,23401,73301,22662,88666,61268,325,20581,36200,36204,33356,23264,4701751507,3174433695,1527317812,498623945,613164820,604799675,624148693,833696562,935484634,591833178,154388762,50003954,578560357,422329804,2250424020,1246044610,2673168276,1490150269,8482250,651288513,1109905548,979320706,807510948,606810577,76,837553,401481,436073,146388,125124,144480,147874,115496,158191,195851,152733,98986,109791,168759,111430,117275,117353,118593,117097,119719,128694,118821,377,17,,2,,,,,,,,100941,1504534,833482,1016695,1642163,701290
2130310,56400,43050,13350,8443,8268,8503,8413,9423,7669,5681,325,1004,19249,5389,23638,6795,33750,17428,1103,9908,7387,9877,12258,10647,2038991415,1460502510,578488905,246411983,279984596,282089529,309352702,342663700,303489590,274999315,19820474,18069819,449172387,149019103,1034111494,368798138,1084536404,551945063,23960121,216712100,230006095,358081032,454515994,353206123,37,209176,94266,114910,50557,20526,22009,35826,32467,47792,23792,41123,37885,40863,46809,18706,29521,30416,30581,30070,30707,29533,28348,298,30,,3,,,,,,,,14393,405469,202457,268708,347349,141397
2130308,22724,22181,543,5630,3867,4274,3934,4476,475,68,,204,18313,1357,2239,611,10650,7598,,1221,3392,5969,3460,4207,653820962,603691410,50129552,113676730,77446428,193653377,88510203,130404672,48094523,2035029,,2238532,383697971,32384097,123098916,112401446,262064276,104993939,,11124827,56756964,92858382,98827801,107490242,7,9936,5057,4879,938,1397,2241,2152,1538,1670,2403,2312,1263,1171,1393,1393,1438,1529,1495,1485,1490,1339,1160,48,3,1,,,,,,,,,74644,1614698,483722,611559,1265567,313460
2130307,4932,3282,1650,612,516,660,720,774,918,732,,84,1284,702,2346,516,2526,1542,6,132,318,1146,1452,1014,186829180,127230427,59598753,21289554,18236192,28335081,27774199,31595401,33832934,25765819,,1517683,30737580,23424387,98426364,32723166,96626019,45026596,89981,4367088,12921301,43376341,48715705,32182199,3,196452,89597,106856,67325,15692,17337,45487,26203,24405,36859,36745,24181,29609,41618,27440,27440,27584,27586,27437,27357,29794,29254,57,9,,,,,,,,,,51090,1358315,759255,926247,1422901,557968
2130306,81874,73697,8177,13924,16164,15011,14593,14005,5408,2769,1948,1635,42450,3908,21676,10257,40497,24408,92,14035,23036,15005,8877,3856,4128387006,3558051265,570335741,665113857,752254798,694862504,755003731,690816375,376910381,193425360,187623831,40007299,822736183,134374887,1877981639,1065663167,1896785157,920791646,3481777,490099549,1028564991,707824491,411906111,175699883,48,146713,72759,73953,4657,32452,44263,31219,17995,16129,37237,33213,20962,19602,20307,15393,22021,22664,22461,22456,21772,17841,17500,235,4,,,,,,,,,,44448,266232,125084,136416,213121,89515
2130305,3317,3228,89,269,1033,604,582,740,22,67,,22,2825,314,156,,1591,1098,,875,1143,470,134,67,52733315,50357637,2375678,4132782,15576376,9390649,9749241,11508589,739598,1636080,,201708,43992617,4728942,3810048,,24090713,15329843,,11699091,16358555,8023515,1748140,1591256,3,31447,16246,15199,2148,6083,8913,6343,3768,4191,5291,6819,5115,5209,5743,3269,4761,4872,4764,4732,4678,3853,3788,85,,,,,,,,,,,44882,1071396,392805,460962,850507,239675
2130304,20845,15393,5452,2431,2726,3609,3314,3313,2726,2726,,811,9721,6924,663,,6798,10069,147,1419,3666,7009,2548,2078,169264654,116145264,53119390,19975011,21521749,24490013,26515501,23642990,26559695,26559695,,7365417,79590700,50998148,4750694,,47236732,82578748,810196,11481297,30144895,54198814,20151827,13028450,4,16409,7068,9341,4697,1216,1376,2958,2373,3790,6056,3129,1531,1457,1913,2325,2415,2428,2419,2400,2408,2217,2122,138,7,,1,,,1,,,,,27642,251068,138561,170953,228531,85547
2130303,123357,96467,26890,18030,18900,19077,18637,21823,16753,10137,10470,5434,33783,8814,37780,27076,69896,35136,387,25721,34592,21340,15033,7958,7024089175,5320896558,1703192617,929389431,1035117232,1023541548,1060473240,1272375107,1086987516,616205101,761635932,350011790,832726508,380400806,2667047013,2032267126,3891943939,1761249191,17010806,1420236072,2141398889,1092977823,664419107,317150433,65,414182,209919,204263,21126,96272,107509,79051,51766,58458,73337,76208,59556,61065,90067,53949,59645,63048,62096,62497,65174,55512,46209,242,5,,,,,,,,,,164044,1659663,652777,793291,1644781,635309
2130302,60978,46104,14874,8202,8849,9863,9126,10064,7934,6940,4080,2268,22614,5921,16087,10008,31339,19837,193,14770,16679,9326,6651,3556,2550588536,1860829792,689758744,311090456,329110582,387475576,375973702,457179476,376600980,313157764,252084915,54897322,429651897,163561130,929352139,721041133,1262952364,722469929,7320631,573503676,740072341,350263789,209192991,105068868,18,58104,28171,29934,4145,14743,14325,11003,7184,6706,7902,10583,10078,10578,12840,6124,8323,8826,8676,8634,9160,8184,6302,58,,,,,,,,,,,93280,1796156,963810,1156999,2085421,730281
2130301,36614,31992,4622,6361,6813,6745,6028,6045,3172,1450,18,145,18563,2439,12295,3154,17770,9627,51,2157,5772,6019,6208,7188,1309740507,1138601887,171138620,214779158,234275770,235158386,215256664,239131909,122876514,48262106,1347246,2703019,424979300,66125906,599903937,214681099,614723558,281399623,596881,73024146,186465589,199729227,191743809,244563528,16,68044,33932,34111,8140,10366,15673,12704,8563,12598,10746,13918,11521,11447,13329,7082,10498,11031,10847,10658,10616,7692,6702,35,3,,,,,,,,,,54847,1126653,480592,592813,992854,338591
2130299,336448,237677,98771,44046,45227,46645,47056,54703,52815,45956,945,12109,138308,65055,106045,13986,136544,171704,2146,53238,65375,61463,68556,57469,8984483023,6225659226,2758823797,1104184326,1157983626,1262494687,1277558748,1423437839,1460392200,1298431597,20022343,176814326,3425853640,1500014034,3211008059,650770621,3451299187,4261291986,36224400,1184312619,1732293816,1625118319,1658636972,1476005049,43,41413,17327,24087,6565,6274,6923,8014,6417,7221,4074,6783,8061,8946,10112,3438,5478,5699,5775,5773,6177,6607,5904,1850,11,,,,,,,,,,192023,4061330,3403898,4139076,5635407,1843648
2130298,7423,5124,2299,938,1168,948,1014,1056,1195,1104,,319,3333,1896,1848,27,3025,4398,254,818,1247,1730,1826,1548,131926117,100841045,31085072,23176577,15692824,22172226,25692978,14106440,15648384,15436688,,4266811,72572413,31123317,23802513,161063,40732331,91193786,1747048,9424936,15497093,23168567,57120381,24968092,2,61096,25549,35547,8229,10551,10457,10537,9773,11546,1718,9342,13063,15432,17329,4213,7988,8269,8551,8517,9261,10113,8397,2,2,,,,,,,,,,180718,4005640,3373516,4101345,5582305,1813475
2130296,6620,5309,1311,685,1145,1154,1226,1099,975,336,,17,3477,706,2024,396,3442,2432,,1411,1606,1380,945,529,126000000,99938002,26061998,11102838,21090950,22184863,21149847,24409504,18590000,7471998,,303916,60956634,11705125,45281392,7752933,57078841,45047665,,20820935,28662561,24650716,17885971,10106324,3,42442,20029,22412,7847,5094,5672,8563,6350,8916,15839,8482,3730,3626,5245,5523,6023,5981,6006,5993,5976,6168,6295,85,1,,,,,1,,,,,33337,590973,281940,365894,556307,228834
2130295,56088,42049,14039,8410,8293,7455,7990,9901,8867,5172,243,1959,14613,10848,23998,4427,31038,24437,122,7607,12688,9804,12488,12769,992244240,737181756,255062484,157547289,121070828,136293620,131291317,190978702,161733471,93329013,12859773,21914969,214329809,138523779,423057194,181558716,539802843,408174558,2229376,144633137,224446343,188820133,196138172,191710245,31,272033,124707,147325,27939,57454,52699,37776,36874,59290,58092,48013,31153,36147,58808,39819,38374,37683,37973,37761,38063,40896,41280,122,18,1,,,,1,,,,,32860,561925,280570,320797,512215,258180
2130294,49440,34614,14826,6797,7025,6293,6862,7637,7453,7373,135,1751,18978,9798,16359,2419,26495,21907,96,4044,7075,7946,11891,17350,1501868533,946723491,555145042,173559710,180934355,184279455,191131047,216818924,274455605,280689437,4001867,24801639,472428306,237318309,640000538,123317874,807586683,633083382,922987,82050099,191470976,277972224,355311627,532942151,19,292615,135005,157610,49710,49653,44508,40030,36560,72156,58924,60395,42634,42872,54053,33736,42082,42200,42283,42132,42473,40815,40630,102,12,,2,,,,,,,,134637,1011415,528532,634379,993504,454187
2130293,30539,22570,7969,4409,4210,4616,4352,4983,4936,3033,,480,8392,6198,12907,2562,18962,10672,37,3515,5142,4407,6580,9954,615125691,444982897,170142794,83116379,87299572,91039097,81798605,101729244,108661968,61480826,,6319516,149825015,112618142,279418904,66944114,393373004,200248056,597070,62776407,107152052,82128140,117984457,222982935,10,60910,28731,32179,6204,14552,10878,8406,7878,12992,8544,12218,9828,10340,13679,6302,8702,8513,8670,8566,8805,9043,8612,154,2,,,,,,,,,,151045,1310990,728735,832544,1271782,627478
2130292,14662,10068,4594,1728,1901,1916,2276,2247,2434,2160,,14,2261,2261,7577,2549,9128,5230,59,1079,2588,4320,3553,2759,449661169,274316681,175344488,42679971,58762373,60488497,55498078,56887762,87956691,87387797,,129621,51641123,59324642,227195885,111369898,281691479,147424714,1614139,34833325,83209507,135923623,104819137,68716462,3,85233,39928,45304,16050,10856,14441,14817,10092,18977,17191,15721,11441,13072,18320,9489,11501,11306,11334,11265,11236,14197,14394,,,,,,,,,,,,45327,488546,242001,318672,450215,189401
2130291,941,661,280,111,95,147,126,182,142,138,,,204,193,394,150,600,330,6,208,187,105,177,247,26330720,18595296,7735424,2857427,2114166,3341923,3207035,7074745,3523610,4211814,,,3608947,3066641,13257579,6397553,18600802,7041713,68820,5976371,6105755,3006079,4437545,6047945,1,21346,10282,11064,1760,5777,4002,2488,2723,4597,5209,4111,2482,2534,3998,3013,2973,3015,3017,3004,3000,3130,3209,,,,,,,,,,,,155173,1854573,807698,938183,1634765,668812
2130290,71603,50587,21016,10006,9993,10008,9875,10705,11135,9881,1834,2770,16490,11030,29490,9989,43577,25369,135,12707,15079,11175,15022,14827,1798645690,1208124612,590521078,208685196,228000171,243441238,244651139,283346868,324604338,265916740,81211365,50123395,259932139,186951461,812036259,408391071,1092219243,584099838,1884206,302618596,394960713,278955103,357391201,340509264,52,590709,279731,310979,54316,144028,105584,72657,76662,137461,137333,120394,69909,71669,111022,80381,84791,85956,85173,84829,85027,83186,81748,417,30,1,1,,,1,,,,,155173,1854573,807698,938183,1634765,668812
2130289,3795,2545,1250,328,371,487,695,664,718,532,10,,1095,651,1460,579,2242,1061,,482,825,665,806,526,135300112,89368164,45931948,12097759,13471475,15653797,23544586,24600547,26707648,19224300,930597,,22023323,11822920,66245483,34277789,72938064,47012020,,23628482,26946326,27872100,25287645,16215531,7,63251,30187,33065,6587,12311,10682,9279,9579,14812,14291,11931,7343,7981,12667,9038,9054,8799,8865,8856,8850,9300,9527,36,3,,,,,,,,,,158297,1850061,817531,965571,1659234,677447
2130288,2103,1571,532,332,250,391,283,315,266,266,,,923,149,765,,1153,626,,111,212,245,517,695,54836715,40291167,14545548,8369924,5082630,11328904,8087325,7422384,7272774,7272774,,,22246377,3806777,21510787,,27665319,17587958,,3004953,4777489,6080886,12357302,19032648,2,13630,6863,6767,1221,2739,2319,1969,1995,3388,3182,2725,1470,1698,2667,1889,1880,1845,1860,1856,1833,2119,2236,2,,,,,,,,,,,127416,1390156,645929,716434,1157060,514107
2130287,11634,8673,2961,1607,1674,1732,1693,1967,2571,390,,954,3330,3457,3854,39,6369,5265,10,433,827,1919,2736,5709,208204797,154849031,53355766,25125546,31455610,32018326,27780436,38469113,46920556,6435210,,15940040,52502928,66156087,72651657,954085,108745772,99459025,888401,5988464,16288019,34428303,51245253,99366357,11,276337,143650,132687,21881,65781,48407,38128,37303,64838,57885,51737,35776,37738,56359,36841,39736,39638,39341,39238,39083,39796,39505,,4,,,,,,,,,,98210,943188,496654,570972,897699,383627
2130285,357800,230453,127347,43123,43524,46959,44198,52649,66803,60544,31830,11490,63543,50158,129073,71706,231925,124890,7208,130299,96239,52705,43419,26945,10123708644,6276053539,3847655105,1119799151,1126003236,1286635263,1181075831,1562540058,2098464165,1749190940,1067866042,184898712,1152291080,1103153989,3822903894,2792594927,6431198538,3626006332,177379585,3853233808,2764437314,1435861883,1139628003,686664276,137,950734,494388,456347,75463,331698,198142,114708,98806,131917,110911,144776,127547,156313,257779,153408,125370,126549,132838,132159,140090,153031,140698,615,31,1,,,,,,,,,442032,4940404,2121788,2481671,4774204,2188414
2130284,8105,5864,2241,1179,1258,1258,1158,1011,1053,1188,,948,2789,1995,2198,175,3666,4222,64,1263,1477,1603,1898,1582,75251026,52824543,22426483,10853992,11572488,11257840,10625029,8515194,9433156,12993327,,5843485,26851938,16955940,23643640,1956023,33884144,38192296,872436,10105096,13459559,15187884,17197086,15254378,2,75422,38889,36534,4496,22861,16204,9465,8681,13715,19450,12947,7686,8580,14134,12623,10077,9900,10316,10303,10472,12068,12286,17,4,,,,,,,,,,422123,4895138,2086289,2435908,4689149,2145204
2130283,58878,38911,19967,7868,5810,8065,7940,9228,10382,9585,278,2353,11271,9991,27260,7725,35524,22859,90,7376,11076,9948,15204,14687,1624990739,1018433180,606557559,198680149,173904698,200797629,197656150,247394554,333559140,272998419,9708912,41117690,204126802,203453747,795704718,370878870,1031580588,580121378,1929084,235676804,348748287,265674238,404097923,355575628,37,1037710,530441,507268,66784,311564,212521,129262,128833,188746,197321,173333,122843,143162,234478,166572,138262,136739,142508,143026,145328,166306,165542,25,5,,,,,,,,,,435243,4961724,2125640,2497114,4809345,2214467
2130282,2169,1405,764,342,308,326,223,206,396,368,,9,823,275,1002,60,1495,597,,78,131,337,605,941,84123433,54293129,29830304,14627910,11678407,12441441,6242157,9303214,16025536,13804768,,411571,30464810,8600114,41997451,2649487,53798663,23388087,,3478442,5525511,13220058,22836524,32126217,3,137595,66081,71513,22035,18195,18342,20994,20666,37365,35232,27923,16224,16761,24086,17368,19278,19095,18998,18858,18932,20594,21839,20,,,,,,,,,,,53969,363090,163308,191431,276293,119199
2130281,9053,7364,1689,1497,1577,1165,1410,1715,1191,498,49,336,3144,2114,2986,424,4153,4564,18,330,729,898,4134,2607,203643208,161504241,42138967,36954153,34761218,23507532,26769903,39511435,25655635,16483332,1783329,4514444,41577292,59391126,77776760,18600257,96319152,64003478,371007,5990992,12268201,16571875,62748899,62371656,6,62915,30347,32568,9773,8875,8927,9644,9400,16295,18187,12283,6305,6316,10657,9168,8886,8806,8800,8680,8763,9274,9704,1,4,,,,,1,,,,,62922,414929,187719,212634,297589,125598
