,버스정류장ARS번호,역명,00시~06시승하차총승객수,06시~11시승하차총승객수,11시~14시승하차총승객수,14시~17시승하차총승객수,17시~21시승하차총승객수,21시~24시승하차총승객수
423,2179,성동공업고등학교(무궁화회관)(00123),2596,8512,5336,3830,4679,3557
424,2180,성동공업고등학교앞(00134),2656,8619,5437,4255,5131,4131
425,2181,신당역.중앙시장앞(00117),2780,15057,10084,11040,14330,5471
426,2182,신당역.중앙시장앞(00043),3245,18223,16462,21018,29780,14680
427,2183,성동고등학교(00037),3132,28188,15461,16158,18681,7079
428,2184,성동고등학교(00044),1534,8334,6254,8341,11169,6058
429,2187,신당동떡볶이타운.중구여성플라자(00124),3537,14997,8384,9974,13533,5570
430,2188,신당동떡볶이타운.중구여성플라자(00047),1612,9614,7145,7887,12178,6753
431,2189,신당동.청구역(00046),1078,8034,5315,6710,10686,5199
432,2190,신당동.청구역(00041),2000,14937,7656,7790,8974,3013
433,2191,약수역2번출구.가온도서관(00126),1453,13311,7382,7913,10290,3757
434,2192,약수역3번출구.약수하이츠(00045),1362,10446,8236,11115,17293,9254
435,2193,약수역4번출구.금호터널입구(00040),478,5514,3557,4424,8513,4386
436,2194,약수역5번출구.금호터널입구(00062),1487,13017,6023,6273,8587,4188
437,2195,약수역8번출구.신당사회복지관(00043),2397,10466,6253,7904,10441,4472
438,2196,약수역7번출구.약수동주민센터(00044),1479,9652,6563,6941,9743,3939
439,2197,송도병원앞(00043),766,5557,3087,3268,4808,2193
440,2198,송도병원앞(00044),914,5287,2572,3244,4307,1963
441,2201,장충체육관앞(00067),464,6195,3001,3215,5707,1442
442,2202,장충체육관앞(00036),725,6003,2904,3494,5358,2444
443,2203,장충동.동국대입구(00068),1927,9947,8310,9556,14181,7098
444,2204,장충동.동국대입구(00035),1401,13604,8000,8004,10454,4119
445,2205,퇴계로6가(00053),856,4901,2187,2527,4862,1871
446,2206,퇴계로6가(00057),1413,9471,4668,4574,8471,2508
447,2207,퇴계로5가(00004),1402,7931,5179,6470,9340,4148
448,2208,퇴계로5가(00058),924,7204,4423,4499,5781,1695
449,2209,국립극장.반얀트리호텔(00024),160,5622,3924,5123,9065,3707
450,2210,국립극장.반얀트리호텔(00007),133,13001,8931,9851,12935,3753
451,2211,청구역(00076),92,4100,2065,1808,2349,888
452,2212,청구역(00053),186,2852,2437,3936,7763,3764
453,2213,동화동(00075),54,4533,1610,1222,1300,367
454,2214,동화동(00054),23,1095,1126,1913,3413,1739
455,2215,백범광장(00011),101,1618,2355,3133,4593,1305
456,2218,남대문경찰서(00070),295,6403,2663,2634,3987,969
457,2219,남대문시장앞.이회영활동터(00040),4669,49557,52579,49184,35963,8420
458,2220,남산케이블카.남산산책로입구(00007),0,39,268,453,649,105
459,2222,동대입구역.장충동(00003),0,9352,7396,8528,9461,841
460,2224,청계1가.광교(00078),159,611,506,583,1312,797
461,2225,청계2가.삼일교(00079),129,1097,683,673,1731,1020
462,2226,청계4가.배오개다리(00081),72,459,561,551,757,294
463,2227,청계5가.방산시장(00082),52,976,1027,1156,1225,344
464,2228,청계6가.평화시장(00083),77,705,589,653,649,205
465,2229,청계7가.동평화.청평화시장(00044),936,5696,4184,2907,2129,2235
466,2230,청계8가.영도교(00034),338,1713,1948,2818,3728,1498
467,2233,신한은행본점(00061),448,5000,2200,2463,4965,1956
468,2235,동대문역사문화공원(00132),2012,2173,1993,2595,3573,2083
469,2236,버티고개(00040),1279,10634,4167,4501,6382,2683
470,2237,버티고개(00128),1024,7895,4329,4721,9817,4270
471,2240,청계3가.세운교(00080),175,366,278,411,635,400
472,2241,청계6가.오간수교(00084),271,1641,1766,2341,2220,843
473,2242,충무로역.매일경제(00043),505,2450,1190,1111,1625,761
474,2246,을지로입구역.광교(00035),6515,27190,13694,13194,21458,7478
475,2252,신당파인힐하나유보라(00136),1222,9729,4635,4800,7412,3940
476,2253,명동입구(00037),311,3995,2329,4461,8684,6827
477,2254,남산북측순환로입구(00008),0,2494,3800,3952,4632,1530
478,2255,신당동삼성아파트.금호여중(00055),154,2221,1694,2978,5314,2960
479,2256,신당동대우푸르지오.금호여중(00074),28,1912,880,795,825,318
480,2257,황학동주민센터(00041),225,3812,2074,2989,4070,1763
481,2258,신당초등학교앞(00016),375,2459,2215,3846,5620,2846
482,2259,금호베스트빌.래미안하이베르(00017),451,4546,2994,4160,8614,4198
483,2260,금호베스트빌.래미안하이베르(00013),36,3268,1311,988,1274,388
484,2261,신당초등학교(00088),64,3622,1161,1176,1746,565
485,2262,서대문경찰서.농협은행.유관순활동터(00010),26,1704,492,440,560,256
486,2272,방산종합시장(00024),736,3648,1941,1607,1949,418
487,2273,황학동롯데캐슬(00087),377,3156,2364,3116,5316,2153
488,2274,광희문.광희동사거리(00056),735,4074,2348,2371,3545,1560
489,2275,광희문.광희동사거리(00064),286,2580,1640,2171,3306,1603
490,2277,황학동롯데캐슬(00077),147,7996,4048,4321,5345,1897
491,5118,신성시장앞(00071),1636,17126,9108,8555,10699,2889
492,2278,한국은행.신세계앞(00068),119,509,882,1306,2152,701
493,2279,서울기동대.광희초등학교(00056),389,368,223,284,296,245
494,2280,동대문디자인플라자(00055),477,806,618,627,891,627
495,2281,서대문역사거리.농협중앙회(00034),4944,37569,13417,11244,14029,3250
496,2282,서울스퀘어앞(00031),1429,9373,5428,4343,5240,1850
497,2285,힐튼호텔(00053),403,5314,5485,7523,8869,3443
498,2284,힐튼호텔(00062),266,4005,2302,2394,3410,1035
499,2694,서울역(00066),496,452,236,252,1011,559
500,2286,시청앞.덕수궁(00033),2729,16642,11041,16545,26729,9670
501,2288,장충문화체육센터.권기옥활동터(00005),0,676,629,492,448,160
502,2199,약수역1번출구(00066),942,5619,3501,3546,4739,2256
503,2223,약수역10번출구(00037),498,2515,1699,2289,3368,1356
504,2641,서울광장(00034),1252,5518,3695,3964,6167,2459
505,13047,서대문역사거리(00021),5430,34482,14971,16658,28058,10753
506,1006,서대문역사거리(00040),4113,23524,12667,16715,24335,9318
507,2289,남산1호터널(00032),2899,17743,8394,7996,17181,8863
508,2099,숭례문(가상)(00023),1003,3619,1399,1715,2521,1343
509,2291,남산예장버스환승주차장(00001),0,2869,2996,4452,4817,472
510,2518,응봉근린공원.금호산(00023),0,402,333,441,524,204
511,2516,한국경제신문사(00023),0,795,386,444,1065,249
512,2513,염천교(00015),0,1029,205,164,224,42
513,2510,신당역하나은행(00015),352,20011,13140,16024,26626,12118
514,2507,프레스센터(00056),347,12388,5912,4960,5832,1928
515,2506,숭례문앞(00012),0,3652,3085,2812,3070,810
516,2502,조선일보(00008),0,2731,2135,3193,4368,683
517,2501,약수역.3.6호선(00012),0,7009,4018,4892,8107,2776
518,2503,시청역(00009),0,5560,3700,5325,9158,1793
519,2505,서울역(00011),0,3104,2094,2208,3371,567
520,2515,서울역서부(00022),0,1968,2222,3558,6457,2336
521,2524,약수지구대(00024),9,6955,3759,4728,9037,4246
522,2523,약수시장.남산타운동문(00023),1,1067,929,1101,1535,246
523,2522,중구청소년센터.남산타운2상가(00001),9,628,531,654,625,190
524,2521,중구청소년센터.남산타운2상가(00022),0,83,71,101,181,36
525,2520,서울방송고등학교.남산타운아파트(00002),34,5691,2723,3668,6481,3221
526,2519,서울방송고등학교.남산타운아파트(00021),0,1744,797,1185,1552,527
527,14540,아현실버복지관(00004),0,777,515,495,778,286
528,14700,아현1동경로당(00008),0,552,370,480,638,280
529,3001,한강대교북단.LG유플러스(00101),4951,54637,24089,24852,41629,13357
530,3002,한강대교북단.LG유플러스(00024),1447,24204,9308,13394,22990,9658
531,3003,신용산역(00035),8847,63944,44422,49464,71665,25977
532,3004,신용산역(00036),4592,34790,21652,34239,52318,27614
533,3005,용산우체국(00040),4065,26953,14692,14761,24992,11280
534,3006,용산우체국(00022),2713,13473,10856,15331,28713,11785
535,3007,삼각지역(00042),3937,36329,19388,21035,31636,14385
536,3008,삼각지역(00034),5041,40809,21068,25839,48639,26644
537,3009,숙대입구역(00042),8548,78779,41721,40299,55274,27346
538,3010,숙대입구역(00055),7092,39249,28708,36760,58618,28662
539,3011,갈월동(00043),6989,47000,20764,18238,26079,11561
540,3012,갈월동(00131),5512,31331,19295,24870,42678,19016
541,3110,남영역(00051),971,26181,12903,16223,26461,11455
542,3111,남영역(00051),488,25280,12648,12556,20755,7367
543,3119,신용산역3번출구(00050),184,5373,2812,3457,8359,1753
544,3122,한강대교북단(00014),197,2623,1331,1780,2809,1724
545,3124,서계동(00083),103,3024,1946,2052,2760,900
546,3125,서계동(00052),49,1111,653,747,1200,506
547,3126,청파동(00082),138,5260,2424,2307,3541,1276
548,3127,청파동(00053),303,4672,1953,1885,3028,1146
549,3128,숙대입구역.청파동주민센터(00081),107,3874,2698,3131,5107,1949
550,3129,숙대입구역.청파동주민센터(00054),132,8190,5835,5874,7943,2696
551,3130,남영역(00044),79,1502,896,936,1939,393
552,3131,남영역(00057),44,1193,568,1029,1472,631
553,3132,용산전자상가17동(00018),42,2222,1281,1270,1989,425
554,3133,용산전자상가19동(00042),56,1350,979,912,2166,277
555,3134,용산전자상가10동(00053),106,2546,1695,2247,3658,1428
556,3135,용산전자상가12동(00048),220,3609,1608,1709,3297,779
557,3136,용산전자상가.전자랜드(00047),112,3025,1728,1722,2622,447
558,3137,용산전자상가.전자랜드(00054),98,2529,1149,1880,3726,1048
559,3138,원효대교북단(00046),336,7630,2399,2552,6863,1569
560,3139,용산경찰서(00029),792,9781,4831,7885,11198,4308
561,3140,용산경찰서(00042),453,12524,5531,5793,9319,2685
562,3141,용산꿈나무종합타운.원효로우체국(00056),787,9754,4968,6326,10606,4554
563,3142,용산e편한세상(00038),314,7400,3725,4183,6756,1963
564,3143,남정초등학교(00014),535,11264,5408,5842,9292,2655
565,3144,원효로2가(00057),950,12761,6177,7759,12106,3943
566,3145,원효로2가사거리(00046),329,5143,2921,3409,5728,1677
567,3146,원효로3가(00032),1110,12485,5336,6832,12344,4392
568,3147,원효로3가(00045),787,14199,5505,6266,10184,3242
569,3148,용암초등학교입구.이태원주공아파트(00088),959,9917,6663,6728,8302,3235
570,3149,이태원동남산대림아파트.용산동아파트(00124),1121,8336,5948,6654,9650,4476
571,3150,용산한신아파트(00022),1433,11194,5554,6149,10673,4286
572,3151,해방촌(00007),722,12415,6075,7446,10232,4581
573,3152,국군재정관리단(00123),1091,8973,6960,9196,15807,7111
574,3153,용산구청(00125),1311,13077,9158,10915,15974,6346
575,3154,용산구청(00135),3364,11248,7705,9600,13590,5226
576,3155,한강중학교(00063),1492,19820,11628,13244,20878,11012
577,3156,한강중학교앞(00033),1706,18934,8724,10835,15900,5425
578,3157,서빙고역1번출구(00055),1178,14660,7614,10323,14353,5534
579,3158,장충단로입구(00130),1342,9026,6045,6321,8425,3297
580,3159,남산예술원(00045),114,1659,1280,1055,1512,492
581,3160,서울중부기술교육원.블루스퀘어(00062),1198,8017,5701,7371,13303,4881
582,3161,서울시중부기술교육원.블루스퀘어(00042),3623,49788,17783,24482,32958,14107
583,3162,순천향대학병원(00075),5966,84876,50332,47981,81616,30742
584,3163,순천향대학병원(00029),524,21277,10401,7344,11925,3414
585,3164,순천향대학병원(00013),560,7374,3010,5954,10518,5404
586,3165,순천향대학병원.한남오거리(00043),10055,75901,40098,52421,74463,37785
587,3166,한남5거리(00069),6192,32489,18327,22162,38688,19129
588,3167,남산도서관.용산도서관(00051),389,4696,4861,5165,6892,2401
589,3168,남산도서관.용산도서관(00063),549,10602,5775,6425,8864,3480
590,3169,후암약수터(00050),286,2214,1511,2051,3386,1314
591,3170,후암약수터(00064),373,3127,2122,2754,4605,1796
592,3171,보성여중고입구(00049),1182,6931,4190,5661,9140,4388
593,3172,보성여중고입구(00065),1176,8941,5115,7257,9627,4312
594,3173,남산체육관(00047),179,1693,1586,2585,2720,925
595,3174,남산체육관(00067),161,3297,1770,2450,3131,1122
596,3175,하얏트호텔(00046),532,7518,4609,4977,6729,2897
597,3176,하얏트호텔(00068),486,5751,3760,4435,6422,2912
598,3177,용마루고개.서울자동차고등학교(00012),441,6875,2873,3038,4409,2369
599,3178,용마루고개.효창파크푸르지오아파트(00044),933,4667,2082,2146,2889,1401
600,3179,효창공원앞역.이봉창역사울림관(00044),1283,25788,15003,10675,16817,7747
601,3180,효창공원앞역.이봉창역사울림관(00045),1795,11929,7601,11479,13506,5893
602,3181,용산꿈나무종합타운.보건분소(00043),1360,13941,9284,9917,15896,7865
603,3182,용산꿈나무종합타운.보건분소(00046),579,4044,2348,2765,3557,1474
604,3183,원효로제1동주민센터(00047),1518,12565,6185,6802,9319,3123
605,3184,전쟁기념관(00042),1697,8379,5818,7061,10258,5376
606,3185,전쟁기념관(00048),4055,13962,9283,10425,15310,7264
607,3186,녹사평역(00041),1812,4808,3248,4379,7931,4594
608,3187,녹사평역(00049),1992,8771,4679,5770,7871,3215
609,3188,용산구청.이태원시장(00040),1482,4831,5542,6711,9084,3603
610,3189,용산구청.이태원시장(00050),2017,8181,7041,8318,10832,4641
611,3190,이태원역1번출구.해밀턴호텔(00039),4361,3945,4304,5535,8255,4518
612,3191,이태원역4번출구.해밀턴호텔(00051),4252,5243,4264,5618,8973,6197
613,3192,이태원119안전센터(00038),1745,4264,3504,4346,6970,3388
614,3193,이태원119안전센터(00052),2479,12115,7145,8027,9790,4439
615,3194,한남동주민센터(00037),734,7297,8845,11574,12261,3403
616,3195,한남동주민센터(00053),946,5077,6635,10521,12380,3277
617,3196,한강진역.블루스퀘어(00036),899,9108,6592,8130,16101,3926
618,3197,한강진역.블루스퀘어(00054),1195,17117,5431,6757,8832,3923
619,3198,서울역(00052),260,4864,2661,3091,6466,3314
620,3199,후암3거리(00053),227,3340,2248,2490,4995,2650
621,3200,후암시장(00054),417,6452,3691,4123,6965,3235
622,3201,후암시장(00068),547,13621,5291,5174,6676,2206
623,3202,용산중고(00055),242,5020,2314,3091,3466,1478
624,3203,용산중고(00067),322,7473,3019,3639,5311,1733
625,3204,후암동종점(00066),690,10833,5479,6289,10322,4558
626,3205,용산중고(00065),91,3837,727,856,1824,591
627,3206,남영동주민센터(00056),100,1369,865,1297,1024,401
628,3207,남영동주민센터(00046),6,353,129,207,244,77
629,3208,남영우체국(00064),301,8860,3076,3991,7146,2889
630,3209,남영우체국(00057),173,3760,2079,1949,2183,846
631,3210,한남시범아파트(00057),427,5056,2204,2970,4275,1141
632,3211,한남시범아파트(00071),219,5473,1726,3150,3856,1537
633,3212,한남동(00058),1341,13476,6999,8117,14039,6151
634,3213,한남동(00070),701,11072,6110,8225,14365,6558
635,3214,이촌동동부센트레빌(00025),468,5692,2550,2695,3957,1237
636,3215,이촌동두산위브트레지움.한강대우아파트(00071),335,6913,4808,5209,7426,2501
637,3216,이촌1동충신교회앞(00026),480,7318,4312,4840,5595,1912
638,3217,이촌동한가람아파트.이촌역(00070),393,8101,6389,7958,11128,4676
639,3218,이촌동한강맨션.이촌역(00027),519,12683,6553,7514,9288,3247
640,3219,신용산초등학교(00069),263,5224,5369,7162,7993,3305
641,3220,신용산초등학교(00028),471,7057,4058,6425,6126,2361
642,3221,이촌동강촌아파트(00068),171,6383,3790,4948,5454,1926
643,3222,이촌동점보아파트(00029),389,7590,4212,5051,6602,2838
644,3223,이촌동현대아파트(00067),357,8190,4829,6440,8313,3376
645,3224,금강병원.반도아파트(00030),641,5749,3083,4001,3837,1261
646,3225,서빙고신동아아파트(00066),486,10849,8632,8799,11246,4079
647,3226,서빙고신동아아파트(00031),678,8050,6244,6422,6957,2178
648,3227,만리동고개(00070),3082,25321,10557,11457,16009,9267
649,3228,손기정체육공원(00071),1067,9510,5407,5351,7255,2993
650,3229,숙대입구역(00019),281,10086,6797,6442,9530,3707
651,3230,남영역(00080),74,11900,6661,5465,8336,2640
652,3231,숙명여대도서관앞(00064),106,7138,5775,5864,8365,3389
653,3232,숙명여대도서관앞(00043),81,2729,2285,2957,3717,1857
654,3233,숙명여대정문(00042),64,6874,4623,4040,3776,1796
655,3234,숙명여대정문(00022),25,8541,5946,4623,4206,1405
656,3235,숙명여대후문.이봉창활동터(00023),237,16331,10414,8190,7546,3049
657,3236,효창공원후문(00067),369,5810,3194,3586,4397,1794
658,3237,한겨레신문사입구(00068),247,2692,1616,2033,3711,1505
659,3238,대한노인회(00069),238,3344,2027,2351,3337,1362
