기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
2022,4,골목상권,2110999,윗방죽마을공원,CS100010,커피-음료,634975894,463624189,171351705,83894938,92363518,95624541,94079182,97662010,94868848,76482857,,117204823,305958280,114333410,85898323,11581058,259017994,277865628,3749242,134975757,209154637,114651304,48311699,26040979,8
2022,4,골목상권,2110998,은곡마을(은곡마을공원),CS100010,커피-음료,499659207,296322847,203336360,57622054,62681945,57464789,58746429,59807630,107310831,96025529,,121271378,213801868,107010951,53815442,3759568,173139695,265589522,981224,38325137,137377259,162037345,60294210,39714041,9
2022,4,골목상권,2110997,대청초등학교,CS100010,커피-음료,507874902,355846163,152028739,67733340,73272807,75525352,68795347,70519317,88335269,63693470,1371393,80196778,168033641,126589909,112402495,19280686,225176315,225603139,3000584,95607825,116867185,106502203,84382865,44418791,24
2022,4,골목상권,2110996,대치2동주민센터,CS100010,커피-음료,150154426,110742050,39412376,23009374,25531442,20346651,19457153,22397430,21687362,17725014,1587838,27888713,60120875,32270076,24151813,4135111,66673367,57119639,588678,10637777,23133259,48894134,23522943,17016216,6
2022,4,골목상권,2110994,개포고등학교,CS100010,커피-음료,144016129,98046227,45969902,20062531,19237738,21066459,17608694,20070805,28843081,17126821,,20871049,55779196,42372280,24318068,675536,77058491,57520234,4162232,19357857,31978585,35710826,27708079,15661149,9
2022,4,골목상권,2110992,도곡초등학교,CS100010,커피-음료,209363465,142019182,67344283,25956491,25653677,27639270,32523943,30245801,41314094,26030189,,27914989,66577518,52954184,54342204,7574570,87560541,112955216,17308164,25992746,41305748,69277321,38822067,7809709,12
2022,4,골목상권,2110990,청담역 12번,CS100010,커피-음료,51006257,30835471,20170786,6377380,5766126,5540863,5898240,7252862,12298755,7872031,,10902733,18120283,12877742,9105499,,19131553,28930455,65752,10414484,18021967,6960925,6289077,6309803,3
2022,4,골목상권,2110989,대치동아우편취급국,CS100010,커피-음료,41381665,37938979,3442686,5621461,6941846,10945998,7786368,6643306,1721343,1721343,,3975185,21604158,5498614,8098274,484091,16586727,12950883,281854,5697997,6838283,8277044,7323097,1119336,8
2022,4,골목상권,2110985,청담근린공원,CS100010,커피-음료,43088663,33494321,9594342,5555881,6751665,6832189,8213466,6141120,4797171,4797171,,1978594,22050397,7991450,5908692,362359,10540558,15561299,,4794928,9858749,5906391,4647396,894394,*
2022,4,골목상권,2110984,포이초등학교(개포목련어린이공원),CS100010,커피-음료,223426555,169199267,54227288,25078724,27232460,45732676,37930107,33225300,28244389,25982899,357708,16235016,88370462,68238018,43520018,6705333,95891971,106942058,6300942,52915718,56718496,49039259,29893337,7966275,13
2022,4,골목상권,2110983,국립국악고등학교,CS100010,커피-음료,60718294,44754346,15963948,8957678,10439278,8137896,8482422,8737072,8132449,7831499,,7582297,29691883,16038846,7316753,88515,27506253,27622003,359505,8705752,10642179,14489159,13839599,7092062,*
2022,4,골목상권,2110982,강남구보훈회관,CS100010,커피-음료,22140583,17330816,4809767,3852023,3730332,3915830,3340920,2491711,2264774,2544993,,7268588,9582041,4217097,1072857,,6098380,11537652,167737,2712072,4221702,6883781,2921249,729490,*
2022,4,골목상권,2110981,국악고교사거리,CS100010,커피-음료,375693922,264196592,111497330,48563295,50701363,55130148,52456405,57345381,58302423,53194907,267193,68519057,136926602,87237137,66920324,15823609,155831863,160408414,2798715,35560947,64861150,102068618,79427864,31522984,8
2022,4,골목상권,2110980,개포지구대옆,CS100010,커피-음료,117451809,97005544,20446265,17475842,10396107,30010974,8661766,30460855,9184288,11261977,,13392314,26620593,61625335,15813567,,77533944,31257125,,7136807,70603524,12583220,8824675,9642842,6
2022,4,골목상권,2110979,청담초등학교,CS100010,커피-음료,967185,679643,287542,71885,398638,104560,71885,32675,143771,143771,,104560,398639,169910,78420,,169911,405173,,65350,326752,32675,111096,39210,4
2022,4,골목상권,2110978,도곡2동주민센터(대치중학교),CS100010,커피-음료,286246663,186435660,99811003,30946397,37082830,37552974,31648101,49205358,51572063,48238940,,14994476,87617789,76626360,86025133,20982905,102109654,150343621,1091021,69696376,69370628,42689257,40856265,28749730,*
2022,4,골목상권,2110976,언북초등학교,CS100010,커피-음료,68619423,37498405,31121018,7102273,5958981,7100674,7395959,9940518,15560509,15560509,,2280190,18211136,18090143,14133658,343787,13452478,37634323,1316124,19881578,12887241,10587359,5404811,1009688,6
2022,4,골목상권,2110975,매봉역 1번,CS100010,커피-음료,56184446,51928365,4256081,9745587,11609490,10171532,9417152,10984604,2901271,1354810,,29270292,14120705,8521478,4087274,184697,18256852,33231933,431546,14573401,18754986,7065321,6816312,3847219,8
2022,4,골목상권,2110974,언주중학교,CS100010,커피-음료,6547743,5749346,798397,1069749,821895,786087,715592,2356023,455987,342410,,893509,2662626,2434913,556695,,1865706,3482485,99672,2319435,1400370,1123011,405701,,4
2022,4,골목상권,2110973,강남구청역 4번,CS100010,커피-음료,25039757,21566453,3473304,4079185,6742310,4192326,3471247,3081385,3291196,182108,,3468179,12239446,4465021,1777177,3089934,6157101,14863186,,1448885,8122107,9562207,883680,1003409,5
2022,4,골목상권,2110972,강남세브란스병원미래의학연구센터,CS100010,커피-음료,93280153,76149105,17131048,12728211,14218025,14952617,19645814,14604438,9330665,7800383,125535,18892514,41177967,17682489,13619445,1782203,33286937,39737713,107966,12130462,19057587,19476961,15298207,6953469,3
2022,4,골목상권,2110971,선정릉역 4번,CS100010,커피-음료,69859589,55113139,14746450,9764206,12830526,12031724,10557323,9929360,8334205,6412245,389408,3265408,24150976,18447195,18810174,4796428,30825453,27303260,43641,17671216,21967693,7017170,7871374,3557620,9
2022,4,골목상권,2110969,베르사이유1아파트,CS100010,커피-음료,85213324,75471966,9741358,15011933,15722856,14862960,16650982,13223235,4870679,4870679,,11827440,43600759,17233455,7680991,,32059199,33858610,197353,13003102,22207660,18341453,8400484,3767756,4
2022,4,골목상권,2110967,역삼역 8번,CS100010,커피-음료,55005132,48430174,6574958,8138378,8253556,15556155,8929214,7552871,3596596,2978362,989096,4934639,35477038,7594977,3040528,2968854,14348654,14069310,165808,6472638,9741995,6990664,3558188,1488670,9
2022,4,골목상권,2110966,논현2동주민센터,CS100010,커피-음료,243479513,199986021,43493492,30799887,38434069,45479676,42775382,42497007,25498048,17995444,,33857250,107376595,54532617,37914063,9798988,100943775,101634257,773541,39214733,73607420,41046491,31071969,16863877,17
2022,4,골목상권,2110965,언주역 6번,CS100010,커피-음료,71871530,66744825,5126705,10446359,14503765,13427953,13831067,14535681,2373508,2753197,420965,13692910,33048122,14996477,7688872,2024184,29781528,24481817,31749,13225635,25183807,11588326,3159000,1074831,9
2022,4,골목상권,2110961,언주역 3번,CS100010,커피-음료,78364861,61511380,16853481,9507365,13033280,11570709,12688534,14711492,11532739,5320742,1937545,9089778,27184124,16187358,17132171,6833885,37449042,33382542,1248518,18023021,28681074,13482631,6823799,2572542,7
2022,4,골목상권,2110958,역삼역 4번,CS100010,커피-음료,87709955,71351688,16358267,12319018,14125471,12568864,15915668,16422667,9474511,6883756,,9929653,46200073,17427221,13808014,344994,38146198,32868412,151506,16916000,28098054,15113484,7210625,3524938,7
2022,4,골목상권,2110957,언북중학교,CS100010,커피-음료,298866237,257010896,41855341,46625512,53108103,56839739,51776350,48661192,23363931,18491410,5594750,37364221,125130277,57511077,43168481,30097431,107661463,138164653,2301179,71849062,86384833,45453957,28719901,11117186,18
2022,4,골목상권,2110955,논현초등학교,CS100010,커피-음료,113566234,82602019,30964215,15814484,16228203,17795837,16911191,15852304,19341710,11622505,18088047,9340716,21657403,21838335,27272388,15369345,50289765,40471774,5312824,32113476,28037801,14984463,6998469,3314504,28
2022,4,골목상권,2110954,국기원,CS100010,커피-음료,2921150676,1736064102,1185086574,372247484,292617039,334233438,329068465,407897676,678185996,506900578,,20074006,584939880,947729339,1216631731,151775720,743663050,2086494346,96616690,1617536101,696675754,182244904,199390079,37693868,13
2022,4,골목상권,2110952,논현목련공원,CS100010,커피-음료,25303605,16767791,8535814,2955992,3150656,3788718,4427294,2445131,4501966,4033848,3936517,2303512,4864513,4857303,5431507,3910253,11652482,7640262,28324,6099953,6629354,3336564,2220084,978464,*
2022,4,골목상권,2110951,신사은행나무공원,CS100010,커피-음료,28269939,18799635,9470304,1649556,4370385,4055516,5133283,3590895,5040181,4430123,,1229891,13922189,8453474,4609818,54567,7895831,15032873,16953,10482009,8020461,2202352,1346735,860190,7
2022,4,골목상권,2110949,한남IC,CS100010,커피-음료,141427952,107831566,33596386,15813915,18221931,19191281,27541474,27062965,23287772,10308614,,26361382,59610310,45345699,10110561,,44343568,55918343,499112,22556170,35715854,18732248,14310990,8447537,11
2022,4,골목상권,2110947,청계산입구역 2번(내곡동주민센터),CS100010,커피-음료,71372353,40788781,30583572,6749660,9175873,5858292,7855710,11149246,15165839,15417733,,2994124,26209746,20584457,20259856,1324170,32812848,29213030,99041,6076411,13230249,14639147,14470263,13510769,6
2022,4,골목상권,2110946,청계산원터골,CS100010,커피-음료,206298275,91211742,115086533,5604491,15077659,26033036,18526244,25970312,63394292,51692241,,17890372,99381084,83808671,5218148,,82449729,97518068,56411,31178734,48438111,49266330,34621023,16407188,5
2022,4,골목상권,2110943,법제교육센터(버들어린이공원),CS100010,커피-음료,91054343,77884931,13169412,13411885,16428453,17768452,15856975,14419166,8450328,4719084,,4751769,51160152,21991132,11781676,1369614,30341583,26595815,34669,7132448,15059032,14238730,10113112,10359406,8
2022,4,골목상권,2110942,염곡동 구룡사(포이동성당),CS100010,커피-음료,337210565,265093270,72117295,42872775,48523600,55867939,56771563,61057393,41020951,31096344,,31233293,174745135,74126405,53316951,3788781,136547775,157590565,250222,43102615,114949976,76502900,40713535,18619097,17
