기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,4,전통시장,2130146,쌍문시장(쌍문역골목시장),CS100007,치킨전문점,12380,8719,3661,1070,1677,1769,2044,2159,2272,1389,265,,745,1824,6811,2735,6403,5977,219,2685,2017,2442,3408,1609,11
2022,4,전통시장,2130144,백운시장,CS100007,치킨전문점,884,600,284,78,32,116,193,181,104,180,,,,25,555,304,542,329,32,310,174,174,130,51,*
2022,4,전통시장,2130140,숭인시장,CS100007,치킨전문점,7121,4727,2394,938,1072,842,784,1091,1188,1206,498,,,459,3618,2546,4421,2700,,333,706,1154,2308,2620,3
2022,4,전통시장,2130139,강북종합전통시장(강북종합골목시장),CS100007,치킨전문점,3917,2542,1375,535,249,551,575,632,770,605,167,,82,389,2090,1189,2514,1370,7,393,624,1097,1173,590,4
2022,4,전통시장,2130133,우이골목시장(우이시장),CS100007,치킨전문점,2445,1746,699,309,242,386,363,446,445,254,11,,,148,1432,854,1314,1048,11,234,449,675,578,415,4
2022,4,전통시장,2130129,장미원골목시장,CS100007,치킨전문점,2306,1546,760,356,209,226,425,330,454,306,208,,,161,1251,686,1569,700,,231,434,490,528,586,4
2022,4,전통시장,2130128,돌곶이시장(석관황금시장),CS100007,치킨전문점,161,137,24,12,42,29,12,42,12,12,6,,,12,89,54,90,71,,35,24,18,60,24,4
2022,4,전통시장,2130123,꿈의숲 장곡 골목형상점가,CS100007,치킨전문점,643,422,221,61,100,120,121,20,121,100,,,,40,563,40,463,180,,40,60,221,80,242,*
2022,4,전통시장,2130121,길음시장,CS100007,치킨전문점,7906,5556,2350,953,783,979,1395,1446,1175,1175,49,,,636,3941,2105,4371,2360,98,344,762,1499,2287,1741,*
2022,4,전통시장,2130119,정릉아리랑시장,CS100007,치킨전문점,859,588,271,90,91,91,181,135,226,45,,,45,45,633,45,407,180,,45,90,180,225,45,4
2022,4,전통시장,2130118,정릉골 골목형상점가,CS100007,치킨전문점,1242,981,261,246,195,151,176,213,247,14,52,,,103,684,403,807,435,28,161,178,362,359,154,4
2022,4,전통시장,2130117,정릉시장,CS100007,치킨전문점,6428,4314,2114,974,748,659,966,967,1097,1017,253,25,421,876,3024,1829,3824,2526,99,1124,1015,1567,1575,969,8
2022,4,전통시장,2130112,사가정시장,CS100007,치킨전문점,5536,3690,1846,915,572,584,644,975,956,890,46,69,261,740,2744,1676,3095,2409,24,693,711,864,1507,1703,4
2022,4,전통시장,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",CS100007,치킨전문점,8994,5814,3180,938,942,1145,1255,1534,1791,1389,274,131,734,1662,4697,1496,4987,3977,59,979,1636,1706,2660,1923,7
2022,4,전통시장,2130110,면목골목시장(면목시장),CS100007,치킨전문점,13181,7950,5231,524,1452,1849,1737,2388,2664,2567,,434,1938,3226,6280,1303,6420,6761,98,1298,2392,3003,3350,3040,4
2022,4,전통시장,2130109,묵1동도깨비시장,CS100007,치킨전문점,2202,1389,813,174,264,296,306,349,400,413,,,113,311,1307,471,1254,948,,210,498,665,628,201,*
2022,4,전통시장,2130106,중랑동부시장,CS100007,치킨전문점,8362,5741,2621,1199,1094,868,1171,1409,1265,1356,83,11,362,1227,4230,2449,4320,4042,181,2386,2362,1408,1484,541,5
2022,4,전통시장,2130100,답십리시장,CS100007,치킨전문점,60,32,28,4,8,8,4,8,20,8,,,4,4,24,16,12,32,,8,,12,24,,*
2022,4,전통시장,2130095,청량리전통시장,CS100007,치킨전문점,832,462,370,106,79,82,96,99,197,173,2,3,63,195,445,124,542,290,1,64,154,209,204,200,5
2022,4,전통시장,2130084,신성시장(신성골목시장),CS100007,치킨전문점,377,319,58,78,58,48,68,67,29,29,20,,,29,213,115,222,145,,49,107,86,77,48,*
2022,4,전통시장,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100007,치킨전문점,6292,4150,2142,793,940,138,1140,1139,1300,842,,15,259,1161,3947,910,3621,2649,14,681,1806,1462,1481,826,6
2022,4,전통시장,2130081,자양골목전통시장(자양골목시장),CS100007,치킨전문점,675,491,184,74,100,69,136,112,105,79,137,,,10,206,322,504,156,5,96,92,172,139,155,4
2022,4,전통시장,2130078,화양제일골목시장,CS100007,치킨전문점,16842,11709,5133,2238,2113,2255,2320,2783,2581,2552,1129,,171,904,8168,6470,9441,7292,608,8601,3838,1756,1405,528,5
2022,4,전통시장,2130075,노룬산시장(노룬산골목시장),CS100007,치킨전문점,439,295,144,74,18,23,75,105,75,69,46,6,6,46,180,155,293,129,,68,96,73,153,31,*
2022,4,전통시장,2130074,영동교골목시장,CS100007,치킨전문점,212,136,76,15,29,31,18,43,40,36,22,,,7,101,82,183,21,,7,4,40,108,47,*
2022,4,전통시장,2130073,뚝도시장,CS100007,치킨전문점,8153,5582,2571,1100,891,977,1352,1262,1567,1004,438,,46,692,4949,2028,4810,3134,9,858,1863,1597,1928,1689,5
2022,4,전통시장,2130072,성동용답상가시장,CS100007,치킨전문점,21186,14550,6636,2749,2722,2588,2807,3684,3295,3341,476,26,1555,2609,11728,4792,11762,8537,425,7282,3364,3267,3921,2037,10
2022,4,전통시장,2130070,뚝섬역상점가,CS100007,치킨전문점,2872,2289,583,473,290,429,605,492,440,143,70,,40,162,1373,1227,1665,872,80,482,641,557,488,291,6
2022,4,전통시장,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",CS100007,치킨전문점,27065,20690,6375,3597,4001,4213,4241,4638,3683,2692,2236,17,3064,2577,11685,7486,15952,10154,1794,16215,2904,1757,2706,730,6
2022,4,전통시장,2130067,왕십리도선동상점가,CS100007,치킨전문점,8300,5698,2602,1250,880,1186,1178,1204,1539,1063,841,40,546,807,3420,2646,5616,2361,211,1575,1562,1509,2019,1102,7
2022,4,전통시장,2130066,행당시장상점가,CS100007,치킨전문점,2221,1623,598,288,271,317,326,421,515,83,42,,,34,1073,1072,1507,639,10,387,384,470,525,368,7
2022,4,전통시장,2130065,무학봉상점가,CS100007,치킨전문점,4638,3004,1634,646,505,510,615,728,858,776,158,,156,429,2467,1428,2398,2057,45,858,728,1220,1093,511,4
2022,4,전통시장,2130064,금남시장,CS100007,치킨전문점,2709,2193,516,258,129,774,774,258,129,387,129,,,258,1290,258,1032,774,,129,645,645,,387,*
