,상권코드,상권코드명,x,y
91,2110724,금천구립가산도서관,126.89033085849319,37.4732691422267
92,2110926,신중초등학교,127.00765427393891,37.48144689411784
93,2111016,송파역 2번,127.11511536674168,37.50095192611432
94,2110223,군자초등학교,127.06304478472578,37.56402522202651
95,2110648,양천향교역 7번,126.83775277595467,37.56678672607522
96,2110629,송정역 4번,126.80847721175421,37.559715101363885
97,2110023,서울대병원,127.00121133187973,37.578728270381184
98,2110946,청계산원터골,127.05684133163322,37.44357295598442
99,2110160,광진경찰서,127.08322592989921,37.543695223792824
100,2110923,방배역 1번,126.9997851855917,37.48049207227714
101,2110788,영등포시장역 3번,126.90614159052049,37.522333533310785
102,2111011,잠실나루역,127.10442205195552,37.52084702218922
103,2110950,논현역 7번,127.0239906637136,37.51361063787958
104,2110991,삼성중앙역 5번,127.05584154686173,37.51235648881285
105,2110774,당산반도유보라팰리스아파트,126.89979868031905,37.528319984998625
106,2110796,한림대학교한강성심병원,126.90896798407681,37.52372328912576
107,2110601,신월1동우편취급국,126.83649095335954,37.52781682441709
108,2110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",126.83779816198066,37.48836366420521
109,2110618,강서고등학교,126.86569873195882,37.535674335464
110,2110545,마포구청역 1번,126.90472930016604,37.565418179110715
111,2110460,구산역 4번,126.91486046452039,37.61441286105036
112,2110483,연천초등학교,126.92695137953889,37.62007015960221
113,2110906,서문여고,126.98637448697919,37.490168116636895
114,2110626,양화초등학교,126.87344544667364,37.544503675619936
115,2110745,독산동정훈단지,126.90425688654634,37.46569473862942
116,2110790,대림1동주민센터,126.90633136917573,37.497204673555814
117,2110795,도림초등학교,126.90865799858858,37.508892534928336
118,2110501,연희어린이공원,126.9213083466015,37.568322589740305
119,2110514,서대문우체국,126.93371072123558,37.55956351214801
120,2110838,상도1동주민센터앞,126.95357835234518,37.497349818107644
121,2110488,우리은행응암동지점,126.93037916980676,37.60041264984001
122,2110288,동구여중,127.00529903036923,37.5909816644312
123,2110204,간데메공원,127.04915179032503,37.573591385759435
124,2110340,인수중학교,127.00852076383518,37.64430195306462
125,2110011,청운초등학교,126.9681849080413,37.58690500960662
126,2110189,제기동역 1번,127.03337436337304,37.57978673167121
127,2110231,장안교,127.07346311353525,37.580831763058875
128,2110475,백련산해모로아파트,126.92230796672945,37.597614541387856
129,2110890,봉천역 1번(관악초등학교),126.94536959102884,37.480101019065884
130,2110435,서울과학기술대,127.07636590760376,37.62961851972373
131,2110401,도봉구민회관,127.0393122453304,37.655098499119156
132,2110337,아카데미하우스,127.00700247092561,37.64467145639862
133,2110195,동대문구청,127.04066299592847,37.575919181053216
134,2110388,도봉우체국,127.0293598359571,37.648686398035935
135,2110224,외대앞역 2번,127.0635573361124,37.59444250001194
136,2110246,월드순복음교회,127.07853628318216,37.592829718616194
137,2110423,석계역 2번,127.0639974432876,37.61912937845925
138,2110271,신내역 1번,127.09805276296701,37.615393925089435
139,2110104,신금호역 4번,127.02009866826975,37.55202104083577
140,2110193,고려대역 4번,127.03780574690117,37.58940800231942
141,2110373,수유역 2번,127.02908321216363,37.63671238571526
142,2110960,은광여고,127.03407945616239,37.487334822600594
143,2111055,선사초등학교,127.12847403119733,37.55525050791101
144,2110773,당산역 13번,126.89923337498634,37.536464551338774
145,2110072,열정도,126.96885020483049,37.53903524514368
146,2110121,한양대역 4번,127.04203331368896,37.55674550797018
147,2110990,청담역 12번,127.05501047173325,37.5204298702398
148,2110797,KT대방빌딩,126.90917165340028,37.495684190673664
149,2110100,옥수동우편취급국,127.01053434083558,37.540534543680714
150,2110091,리움미술관,126.99867620188306,37.53677783523744
151,2110805,신길새마을금고신길4동지점,126.9127332062102,37.50588626012905
152,2110663,우장산롯데캐슬아파트앞,126.84960609966707,37.55438669519137
153,2110530,아현역 1번,126.95362028061808,37.557509728365346
154,2110026,종로5가역 4번,127.00537698545331,37.57285366978997
155,2110043,충무초등학교,127.00110917436085,37.56053717274533
156,2110564,홍대입구역 3번,126.92559528553542,37.56002719515654
157,2110948,헌인가구단지,127.08908857004951,37.45902344695009
158,2110238,배꽃어린이공원,127.07547879370138,37.603760732868736
159,2110914,내방역 6번,126.99115762197954,37.48956489631155
160,2110880,신림역 1번,126.93343839493573,37.48394220732151
161,2110779,대림갑을명가아파트,126.90283823740734,37.49627381576903
162,2110791,신풍역 3번,126.90711985251255,37.49971910298822
163,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),127.13771761997012,37.50458581909691
164,2110705,고산초등학교,126.86454171976351,37.49975904398999
165,2110570,KB국민은행 서강지점,126.93538783197883,37.544076285346534
166,2110921,서울프랑스학교,126.99651695563975,37.49750304854344
167,2110798,신풍역 2번,126.90919072424965,37.49861247569858
168,2110852,이수역 9번,126.9795918721424,37.48328343750813
169,2110343,무너미어린이공원,127.01206736486323,37.6446710470518
170,2110523,홍제성원아파트,126.9440598811716,37.5837515763457
171,2110200,동대문경찰서,127.04446076713647,37.585044878440364
172,2110965,언주역 6번,127.03785426242342,37.5062728314113
173,2110275,하나은행 망우동지점,127.09943433757401,37.59819288067087
174,2110298,솔숲어린이공원,127.01586601703472,37.60461271322752
175,2110347,구세군강북종합사회복지관,127.01392212034308,37.62588529672815
176,2110383,덕성여대시반거리,127.01390421020226,37.65135614222482
177,2110389,한일병원,127.02948280110911,37.644433724447346
178,2110342,국립재활원,127.01194153701364,37.637246947137704
179,2110412,창동중학교,127.04783838490313,37.66155538928364
180,2110320,KB국민은행 종암동지점,127.03710640616922,37.59475110674852
181,2110678,염창무학아파트,126.87615181295091,37.55018283463301
182,2110146,신자초등학교,127.07263420598557,37.53165584143816
183,2110073,삼각지역 3번,126.9726547987273,37.53135966132743
184,2110151,자양한강도서관,127.0772608431445,37.5309951744624
185,2110169,성동초등학교,127.08850832460195,37.53245591234164
186,2111076,둔촌2동주민센터,127.14294170589444,37.53372704290136
187,2111067,강동구립성내도서관,127.13520018362644,37.53222247868084
188,2110154,광진정말공원,127.07908476343285,37.533291519678045
189,2111058,성내중학교,127.13007065315344,37.52970543746229
190,2110783,영등포시장역 1번,126.90391039488061,37.52441305427953
191,2110143,뚝섬유원지역 1번,127.0687213826458,37.53354127516038
192,2110092,NH농협은행 보광동지점,126.99967191474084,37.52864180205615
193,2110144,어린이대공원역 4번,127.07174321170393,37.5463787256572
194,2110059,새남터성지,126.95589113196873,37.525876499790996
195,2110044,관성묘,127.00345203928632,37.56090653619365
196,2110088,오산고등학교,126.99529382466527,37.52623603359456
197,2110770,영등포구청역 6번,126.89818851873096,37.52270536636208
198,2110976,언북초등학교,127.04557700798111,37.52171331120836
199,2110155,광진구청,127.0792944823279,37.5390217414153
200,2110267,망우역 2번,127.09167016274854,37.60141570272432
201,2110600,신월7동주민센터,126.83443216325018,37.52260616868013
202,2110985,청담근린공원,127.0522521435632,37.523026010525676
203,2110756,문래중학교,126.88358516319497,37.522106223716655
204,2110129,성원어린이공원,127.0502339374482,37.54991273983271
205,2110234,중랑역 4번,127.07407605427545,37.593868742492866
206,2110045,동대문역사문화공원역 5번,127.00494613846486,37.56244718739774
207,2110398,쌍문2동우체국,127.03702294463871,37.65480191563858
208,2110704,고척중학교,126.86368304640926,37.499316563552775
209,2110981,국악고교사거리,127.04892921001091,37.47550836944001
210,2110381,번동주공2단지,127.04409001267133,37.628274505221505
211,2110977,논현로18길,127.04690671040551,37.477338239228565
212,2111082,중앙보훈병원,127.14744397477708,37.53336110750202
213,2110628,신목동역,126.87976974053055,37.54523108320614
214,2110126,서울숲역 1번,127.04667779371327,37.5454812853015
215,2110556,절두산순교성지,126.91332175397933,37.54462076922717
216,2110180,광진정보도서관,127.1085131692291,37.54941405489708
217,2110577,용강동주민센터,126.94393157695451,37.54346797158812
218,2110653,화곡역 2번,126.84107190809905,37.54422127258068
219,2110148,어린이대공원역 3번,127.07588388317875,37.545421078477936
220,2110581,염리초등학교,126.9468284267959,37.54336119158906
221,2110139,자양4동주민센터,127.06397089598504,37.535183765289105
222,2111071,천동초등학교,127.13907284369844,37.54011074085394
223,2110102,옥수역 6번,127.0155474718292,37.543182929228465
224,2110908,구반포역,126.98713005966114,37.50198940952065
225,2111041,거여역 8번,127.1412942316068,37.49404884074135
226,2110777,구로세무서,126.90160499518959,37.51398655323741
227,2110764,문래역 3번,126.89470679059968,37.5209363490319
228,2110959,신구중학교,127.03237722460005,37.525411777447985
229,2110962,도산공원북측,127.03509242201088,37.52568130254807
230,2110070,용산세무서,126.96818911909422,37.52375408705928
231,2110604,신월4동주민센터,126.83988299172223,37.523415575570034
232,2110602,신월시영아파트중문,126.8375279894791,37.519123590245535
233,2110643,강서구다솔마을,126.81970514827387,37.554804331586574
234,2110598,신월문화체육센터,126.83323692708419,37.520865553619615
235,2110729,가산동우체국,126.8930603313531,37.47770461054916
236,2110761,문래동남성맨션,126.89252546226317,37.5117171213696
237,2110784,신대림초등학교,126.90395192839249,37.49200395476264
238,2110818,신대방역 3번,126.91039236231863,37.48671109134753
239,2110553,가좌역 2번,126.91081565105381,37.56808988072431
240,2111045,개미어린이공원,127.1507199117793,37.4914422931318
241,2110461,새절역 2번,126.91521578132328,37.59075311478741
242,2110476,역촌역 2번,126.92280645575872,37.60833665139187
243,2110842,흑리단길,126.96511980271379,37.50721980233469
244,2110287,정릉3동주민센터,127.00361283458892,37.60936194043232
245,2110312,안암역 2번,127.02946068560158,37.5884012685724
246,2110494,증산3교남측,126.90603654580379,37.57899721790509
247,2110504,명지전문대,126.92412022880195,37.586001935107646
248,2110184,용두사거리,127.02912774991186,37.57662536649483
249,2110183,한국의류시험연구원,127.02830182116641,37.577868939504924
250,2110244,중화역 4번,127.0782870024537,37.603470586677474
251,2110434,태릉입구역 4번,127.0763117135635,37.62093304248186
252,2110386,연산군묘,127.02363001020672,37.66098609481919
253,2110248,먹골파출소,127.08048542562017,37.61532612526742
254,2110132,성수2가3동주민센터,127.05417173833932,37.549442479739504
255,2110145,장안초등학교,127.0726171186796,37.54903613745619
256,2111080,굽은다리역 3번,127.14602437391014,37.54802212738137
257,2110612,신정역 5번,126.85578834113089,37.52341804735032
258,2110082,용산구청,126.99125439012003,37.53241667479244
259,2110594,신월중학교,126.82711427537356,37.5416878765089
260,2110141,건대입구역 1번,127.06627468523317,37.543084264733295
261,2110103,옥수터널,127.01663439263582,37.546038948879044
262,2111078,굽은다리역 4번,127.14463459152908,37.54325755634858
263,2110644,신광명마을,126.82392181982858,37.54716122864463
264,2110096,한남힐사이드아파트,127.00382460801431,37.54269735104003
265,2110127,성수1가1동주민센터,127.0494703198073,37.54172298103504
266,2110097,한남초등학교,127.00565725417557,37.53674166713123
267,2110561,상수역 4번,126.9207881820217,37.546446031671685
268,2110264,면목역 2번,127.09123348629495,37.5869371089027
269,2110166,구의1동주민센터,127.0855541011759,37.54121581168426
270,2110136,경수초등학교,127.05955104445609,37.540249698078
271,2110438,경춘선숲길 우측,127.07855964687465,37.625814917050356
272,2110131,성수동카페거리,127.05300102422453,37.54220798892344
273,2110566,경의선책거리,126.9285756658092,37.556109698517126
274,2110569,홍대땡땡거리,126.93177969705589,37.55479613691822
275,2110554,망원역 1번,126.91261791862901,37.556252136472146
276,2110054,청구역 3번,127.01335473099618,37.556986493968935
277,2110582,이대역 5번,126.94735197968069,37.55512846652337
278,2110650,우장산힐스테이트,126.83892024427324,37.55552587662759
279,2110164,아차산역 5번,127.08521725858311,37.55345161660705
280,2111032,방이역 1번,127.130622397802,37.508738498568675
281,2110677,등촌역 1번,126.86539485756376,37.553657922513246
282,2110699,덕의초등학교,126.85599077050499,37.50638032563805
283,2111015,석촌역 3번,127.11210335832506,37.505982431526284
284,2110814,서울지방병무청,126.92141759447811,37.50738802468117
285,2110826,장승배기역 4번,126.93437117189629,37.50334140862149
286,2110177,동의초등학교,127.09549181314311,37.552425626776184
287,2110623,갈산공원,126.86929062355725,37.50672916269658
288,2110111,대현산장미원,127.02977472922014,37.552478506366405
289,2111006,석촌고분역 1번,127.09307906490247,37.50508893889217
290,2110047,다산성곽길,127.00688094675463,37.55551842276816
291,2111004,삼전역 1번,127.0848248883756,37.5067890437664
292,2110967,역삼역 8번,127.03824915298691,37.50439861327024
293,2110555,홍익지구대,126.9127345917184,37.55325190115187
294,2110575,대흥동주민센터,126.94125206365608,37.55499944937563
295,2110050,약수역 7번,127.01088679065812,37.55210333935634
296,2110649,우장산역 1번,126.83790754151045,37.55282149999381
297,2110168,대원고등학교,127.08792333895974,37.56419852501654
298,2110580,양원초등학교,126.94495405445997,37.55330735754673
299,2110661,강서새말어린이공원,126.84767549069299,37.552113707498776
300,2110106,금북초등학교,127.02410625508702,37.556471219837235
301,2110174,아차산역 1번,127.09117227238866,37.55530322344003
302,2110540,망원나들목체육관,126.89985482259638,37.554016537551256
303,2110557,홍대부속여중고앞,126.91519610078308,37.55819116018065
304,2111070,천호초등학교,127.1371510861222,37.54726691871893
305,2110051,한양공고앞 교차로,127.01154491818012,37.56345584261782
306,2110624,목동문화체육센터,126.87121069756053,37.54115855319315
307,2111084,길동신동아아파트,127.1483096158833,37.541991599532196
308,2110101,옥정중학교,127.01268422000499,37.540615422318766
309,2110559,성산중학교,126.9167931562486,37.546884773534025
310,2110170,동대부여고,127.0887000603117,37.54150181039257
311,2110159,구의역 4번,127.08085140694521,37.534831034578076
312,2111083,GS강동자이아파트,127.14746426569641,37.5379201416534
313,2110134,성수119안전센터,127.05721707716911,37.536232391293005
314,2111007,석촌고분역 4번,127.09371718660485,37.49986260284927
315,2111009,송파책박물관,127.10170004084037,37.49893697420306
316,2110075,숙대입구역 1번,126.97431248471968,37.547181595215555
317,2110563,상수역 3번,126.92480594684625,37.545853999261695
318,2110120,서울숲카페거리,127.04095291242392,37.5471772876279
319,2110567,광흥창역 6번,126.92905949541603,37.547145059604645
320,2110179,광나루역 1번,127.10315601506437,37.54615724219062
321,2110217,자동차부품상가,127.05867663558517,37.56509965916756
322,2111051,천호역 6번,127.12446767229905,37.53481113905397
323,2110065,남정초등학교,126.9645404234516,37.53654726883579
324,2110579,마포역 4번,126.94489864757588,37.53633250747629
325,2110173,구남초등학교,127.09086527763722,37.535481484535836
326,2110095,한강진역 3번,127.00178771361725,37.53763377953973
327,2110076,삼각지역 14번,126.97448636493088,37.53503615539987
328,2110034,창신1동주민센터,127.01729637945573,37.570545977592715
329,2110843,사당5동주민센터,126.96717606010826,37.48634406917461
330,2110599,신월1파출소,126.83397191352839,37.53121008237957
331,2111056,천호태영아파트,127.12891925135688,37.53777065328774
332,2110140,건대입구역 6번,127.065942712063,37.538741631964484
333,2110667,가양역 10번,126.85313398746406,37.56171623744068
334,2110844,흑석2치안센터,126.9688527628825,37.505671116846365
335,2111012,석촌역 6번,127.1059793323171,37.50216782294707
336,2110268,망우3동주민센터,127.09464751529215,37.59173670890063
337,2110543,중암중학교,126.90284029845272,37.57317420824893
338,2110086,이태원역 북측,126.99245319025482,37.53706592166756
339,2111020,방이동고분군(방산고등학교),127.12038375310789,37.506965388173775
340,2110793,대림썬프라자,126.9075654088576,37.4960613675239
341,2110099,유엔빌리지길,127.01240031165786,37.534389539812835
342,2110058,성심여자고등학교,126.95464168134961,37.534192270014564
343,2110593,신월3동주민센터,126.82637546046945,37.53336155890329
344,2110176,해오름공원,127.09149232929214,37.5578978477193
345,2110040,중구회현체육센터(정화예술대남산캠퍼스),126.98192603674525,37.556183978135365
346,2111008,석촌고분역 3번,127.10088765092874,37.50030719963057
347,2110118,왕십리역 9번,127.03611474135421,37.55777460358764
348,2111063,강동구립 천호도서관,127.13222700654671,37.539965434841015
349,2110133,서울교통공사,127.05664881873003,37.562785089259584
350,2110721,가리봉파출소,126.89306861989473,37.4798219891097
351,2110888,청룡동주민센터,126.94365208684482,37.47876671891968
352,2110436,상계제일중학교,127.07657803310386,37.65969322100557
353,2110697,개봉3동주민센터,126.85280065943097,37.483698069730714
354,2111040,거여초등학교,127.14076835846217,37.503059524871624
355,2110889,봉천역 6번,126.94521947595695,37.48439876121356
356,2110858,신대방역 1번,126.91465480408822,37.486957519393656
357,2110964,싸리고개근린공원,127.03740515760639,37.49019902127515
358,2110975,매봉역 1번,127.04517162847172,37.48725902172483
359,2110511,연희초등학교,126.93199588810356,37.56596862102958
360,2110165,국립정신건강센터,127.08531764585065,37.56209210563485
361,2110508,서연중학교,126.92734011929785,37.56976804872208
362,2111069,천호1동주민센터,127.13553900071231,37.54439459505843
363,2110161,중곡역 3번,127.08360410666958,37.56822010365321
364,2110660,등촌3동주민센터,126.84736791343518,37.55865454725628
365,2110560,마포FM,126.91845350834302,37.56012158813278
366,2110153,중곡1동주민센터,127.07906818544788,37.56044763263824
367,2110674,강서구청가양동별관,126.85992657314218,37.56085052541926
368,2110229,장평중학교,127.07021004114993,37.564624845803486
369,2110652,양천향교역 2번,126.8396010557824,37.57053738964498
370,2110032,수족관거리,127.0149531677454,37.57029401894457
371,2110497,가좌역 3번,126.913393400899,37.57071369603343
372,2110225,촬영소사거리,127.0637400267243,37.569665082165116
373,2110171,중곡4동주민센터,127.08934436674934,37.559908715574224
374,2110198,동대문중앙새마을금고본점,127.04260249068744,37.58241466344536
375,2110015,청와대사랑채,126.97243260434749,37.58172536715824
376,2110186,종암초등학교,127.0304883049091,37.581751678694616
377,2110259,사가정역 1번,127.08609932927222,37.58238194136853
378,2110702,개봉초등학교,126.85973363439129,37.48862600500109
379,2110919,내방역 8번,126.99490028923962,37.49071840691521
380,2110845,사당종합체육관,126.97004620716359,37.49086789103548
381,2111027,문정초등학교,127.12652814169755,37.48866854701665
382,2110591,충정로역 6번,126.96245904946583,37.558134557615745
383,2111090,강일동주민센터,127.17381130755705,37.56507639690869
384,2111021,방이역 4번,127.12265244333875,37.51105361342636
385,2110655,발산역 5번,126.84181368403173,37.557322771788485
386,2110039,회현역 1번,126.9808390197086,37.55830115052572
387,2110541,동교초등학교,126.90146805537043,37.55790119282723
388,2110004,대신고등학교,126.96054967804893,37.57328868813124
389,2110162,군자역 4번,127.0836833927083,37.55814690982325
390,2110041,남산케이블카,126.98530987730453,37.55657187655446
391,2110520,경의중앙 신촌역,126.94054828182239,37.557657039392076
392,2110147,능동우편취급국,127.07363129448666,37.556171412664135
393,2110636,방화역 2번,126.81348868223847,37.574292207663625
394,2110185,용두초등학교,127.02930807694635,37.57458006427743
395,2110115,상왕십리역 3번,127.03211147062264,37.56520898286502
396,2110057,황학코아루아파트,127.0225021304075,37.5663104206099
397,2110437,당고개역 2번,127.07774212124046,37.66746792456667
398,2110524,연희세브란스병원,126.94451587141688,37.564281296203234
399,2110534,경기대학교,126.9604526093574,37.564188600535665
400,2110152,중곡어린이공원,127.07797508294914,37.565007400971005
401,2110548,마포구청역 4번,126.90579761532142,37.561968221421765
402,2110722,G타워,126.89678728253286,37.48053709295404
403,2110537,충정로현대아파트,126.96364501756041,37.563063381296594
404,2110119,마장지하차도,127.0377604392426,37.56695524344455
405,2110226,장안1동주민센터,127.06660322921046,37.568960725192056
406,2110218,답십리사거리,127.05869187070519,37.57009116757462
407,2110038,경향신문사,126.9696985975219,37.56753403083542
408,2110536,돈의문센트레빌아파트입구,126.96285093842816,37.56665810877187
409,2110158,중곡3동주민센터,127.08080843523054,37.56839323946224
410,2110240,태릉시장 특화거리,127.07677516461264,37.59795751792552
411,2110500,남가좌동현대아파트,126.91981935002316,37.57407894595545
412,2110025,충신시장옆,127.00421113768863,37.574790856025814
413,2110633,개화산역 1번,126.8101763907022,37.572511970640036
414,2110036,동묘앞역 3번,127.02020619835471,37.57305028187508
415,2110030,동대문역 3번,127.01259917437221,37.573141438310394
416,2110641,공항고등학교,126.81823740029631,37.57200208061332
417,2110517,서대문소방서,126.93639242789905,37.57363854165239
418,2110439,당고개역 5번,127.07872112608277,37.67149465572339
419,2110209,답십리 장령당공원,127.05210390109153,37.57010326892117
420,2110518,서대문구청,126.93657028602432,37.57748588354337
421,2110637,송정역 2번,126.8139153726079,37.562039356262844
422,2111061,암사역 1번,127.1311953191418,37.551724615965966
423,2110631,방화초등학교,126.80964108675141,37.569348619789174
424,2110716,구로나눔길,126.88861590770216,37.49382854510386
425,2110657,양천향교역 5번,126.84343708648674,37.565758256672005
426,2110526,봉원사,126.94668604395946,37.568507966765566
427,2111033,문정동성당,127.13332214999375,37.487742048145165
428,2110330,돌곶이역 1번,127.05430666021549,37.61058385579281
429,2110693,오류동역 4번,126.8465444416051,37.49657450676872
430,2110917,서초소방서,126.99263813026447,37.497304649069584
431,2110615,신서초등학교,126.86137000269137,37.52092895513643
432,2110994,개포고등학교,127.0615182258128,37.48313403328187
433,2110698,개웅초등학교(개웅중학교),126.85307379296687,37.488563850042254
434,2111088,고덕동성당,127.16995178048708,37.56017159026672
435,2110078,이촌동점보아파트,126.97867742839334,37.518206268407496
436,2110973,강남구청역 4번,127.04341475792346,37.518930026686775
437,2110988,청담역 3번,127.05438666812174,37.51816864142927
438,2110966,논현2동주민센터,127.03795107793988,37.51878774810336
439,2110799,영등포본동주민센터,126.91011190453655,37.51316440992536
440,2110970,학동초등학교,127.04152169108298,37.51172267759198
441,2110211,전곡마을마당공원,127.05455579177637,37.57951755465714
442,2110974,언주중학교,127.04475767819501,37.51359558431378
443,2110216,전농중학교,127.05861946993964,37.57881283142477
444,2110205,경희대삼거리,127.05126917380186,37.590871539637256
445,2110825,신대방삼거리역 1번,126.93246626800163,37.49624040772306
446,2110834,동작구자원봉사센터,126.94632154934556,37.50854624290731
447,2110689,오류동역 3번,126.84312713627831,37.497606174903495
448,2110861,관악구신사동주민센터,126.91774488045473,37.48397737432027
449,2110690,오류2동버들시장,126.84338898207224,37.49135354006258
450,2110625,신정2동주민센터,126.8716230014986,37.518462787511424
451,2110782,영등포시장역 4번,126.90390211009121,37.522052421663155
452,2110089,서빙고동주민센터,126.99640269300524,37.52202839120346
453,2110806,서울시립영등포장애인복지관,126.91310005623487,37.52114052471881
454,2110609,신정네거리역 2번,126.84894855478203,37.521301153322135
455,2110758,문래소공원,126.8867883341411,37.52092001437935
456,2110954,국기원,127.02866917807879,37.50250921505765
457,2110995,봉은사역 4번,127.06242850425231,37.51722762128031
458,2110616,양목초등학교,126.86198813467078,37.52311911408966
459,2110968,강남구청역 2번,127.04018860981805,37.51467843195788
