,Unnamed: 0,기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
174,178.0,2022,4,발달상권,2120093,연희동,CS100004,양식음식점,880456238,556890447.0,323565791.0,83172257.0,90130355.0,115681871.0,117571844.0,150334120.0,204401805.0,119163986.0,19421775.0,122288.0,249235214.0,118984267.0,397719926.0,94972768.0,322061921.0,375092120.0,2593661.0,154100186.0,217545575.0,144517964.0,104803289.0,73593363.0,22
175,179.0,2022,4,발달상권,2120091,본서부병원,CS100004,양식음식점,293908933,185883565.0,107177735.0,25097456.0,43372170.0,41016107.0,30504229.0,45893603.0,62964450.0,44213285.0,0.0,847633.0,115670860.0,46499792.0,129019588.0,1871060.0,136940841.0,145596059.0,3663707.0,44814850.0,62292728.0,77899464.0,63757539.0,30108610.0,6
176,180.0,2022,4,발달상권,2120090,연신내역,CS100004,양식음식점,91469613,60591125.0,30664007.0,919886.0,17325465.0,10505149.0,12947285.0,18893340.0,19941794.0,10722213.0,12735601.0,409897.0,210112.0,1803730.0,41383579.0,34712213.0,55135345.0,36119787.0,214481.0,12641831.0,40597088.0,23422991.0,7746608.0,6846614.0,10
177,182.0,2022,4,발달상권,2120087,응암역,CS100004,양식음식점,120881272,78523838.0,42357434.0,18070907.0,15304877.0,15098584.0,15905978.0,14143492.0,22486183.0,19871251.0,0.0,117086.0,42393732.0,27582792.0,46141000.0,4646662.0,45550732.0,75330540.0,827769.0,22418773.0,34118085.0,33547334.0,20427700.0,9541611.0,4
178,183.0,2022,4,발달상권,2120085,은행사거리,CS100004,양식음식점,1216437480,743956573.0,472480907.0,122605454.0,141143000.0,130644598.0,156266487.0,193297034.0,279750286.0,192730621.0,3457314.0,725116.0,281070152.0,187076865.0,583012879.0,161095154.0,539684657.0,558772773.0,30238793.0,99412179.0,122862362.0,499457603.0,295446760.0,51039736.0,10
179,184.0,2022,4,발달상권,2120084,공릉역,CS100004,양식음식점,108323145,67435728.0,40887417.0,11558546.0,12951736.0,12168418.0,10191831.0,20565197.0,17753129.0,23134288.0,0.0,0.0,26336969.0,23392213.0,55432851.0,3161112.0,42368289.0,50916256.0,3283351.0,24609581.0,17511209.0,20017534.0,21734812.0,6128057.0,4
180,185.0,2022,4,발달상권,2120083,등나무근린공원,CS100004,양식음식점,154760001,106948187.0,47811814.0,22315132.0,19573217.0,20608874.0,25021606.0,19429358.0,32625182.0,15186632.0,0.0,129932.0,55423607.0,23251209.0,72551052.0,3404201.0,63353111.0,81613707.0,2813423.0,15315184.0,29286757.0,57578132.0,29369416.0,10603906.0,5
181,186.0,2022,4,발달상권,2120081,노원역,CS100004,양식음식점,2837747766,1649667719.0,1188080047.0,315732456.0,292773348.0,324187947.0,317865846.0,399108122.0,655852899.0,532227148.0,23924210.0,18314714.0,783488079.0,622182020.0,1158525988.0,231312755.0,1145795949.0,1544637297.0,34018522.0,490361178.0,668978934.0,720932500.0,569168983.0,206973127.0,31
182,187.0,2022,4,발달상권,2120080,마들역,CS100004,양식음식점,56234833,42340099.0,13894734.0,9653265.0,9873183.0,7000095.0,9483504.0,6330052.0,9028234.0,4866500.0,0.0,0.0,19995866.0,5811764.0,24872654.0,688049.0,28836272.0,22532061.0,602369.0,7814122.0,17026434.0,13257321.0,9719763.0,2948324.0,*
183,188.0,2022,4,발달상권,2120078,미아사거리역,CS100004,양식음식점,885493847,464986353.0,420507494.0,85413180.0,76245079.0,87727462.0,84124018.0,131476614.0,238542767.0,181964727.0,1441748.0,289107.0,184026747.0,206191329.0,399730690.0,93814226.0,413381371.0,405166314.0,6144569.0,114969373.0,223632462.0,275628838.0,142277848.0,55894597.0,8
184,189.0,2022,4,발달상권,2120076,수유역,CS100004,양식음식점,364674531,250027561.0,114646970.0,37728435.0,50027760.0,51734182.0,53642985.0,56894199.0,61702321.0,52944649.0,10381480.0,7582761.0,135142915.0,61195987.0,127873933.0,22497455.0,148856615.0,186114494.0,6440924.0,82614493.0,87606762.0,75535557.0,55553414.0,27219958.0,20
185,190.0,2022,4,발달상권,2120075,월곡역,CS100004,양식음식점,218955056,188888522.0,30066534.0,39218169.0,38966024.0,37553074.0,38327554.0,34823701.0,30066534.0,0.0,0.0,789943.0,126583306.0,27646059.0,63654560.0,281188.0,80158076.0,137632990.0,7535232.0,78481145.0,43184966.0,35390782.0,42354392.0,10844549.0,6
186,191.0,2022,4,발달상권,2120074,안암역,CS100004,양식음식점,296531274,215767235.0,80764039.0,14392301.0,52458351.0,51951929.0,56492354.0,40472300.0,43477265.0,37286774.0,0.0,0.0,128256649.0,35123054.0,130834153.0,2317418.0,109793442.0,106482798.0,4046869.0,95320343.0,41835043.0,29374499.0,37393271.0,8306216.0,6
187,192.0,2022,4,발달상권,2120072,성신여대,CS100004,양식음식점,835577775,551820889.0,283756886.0,97614053.0,95345148.0,107923556.0,109746039.0,141192093.0,180825352.0,102931534.0,33514130.0,1682530.0,187292760.0,152566402.0,337678938.0,122843015.0,355383921.0,464925597.0,49629171.0,338269898.0,144213083.0,132182011.0,128844294.0,27171062.0,35
188,193.0,2022,4,발달상권,2120070,한성대입구역,CS100004,양식음식점,853651267,544146633.0,309504634.0,72966064.0,55533551.0,126300280.0,130397731.0,158949007.0,188022414.0,121482220.0,18532719.0,766415.0,175216389.0,100180844.0,453879929.0,105074971.0,356345055.0,425147359.0,5633424.0,172769270.0,203893596.0,151189271.0,164263237.0,83743618.0,7
189,194.0,2022,4,발달상권,2120069,상봉역,CS100004,양식음식점,46804661,25437688.0,21366973.0,6038321.0,4642669.0,5102657.0,4897267.0,4756774.0,9263943.0,12103030.0,0.0,0.0,20768631.0,11076795.0,14753845.0,205390.0,20163785.0,26640876.0,556907.0,8409090.0,14719061.0,13029629.0,6556482.0,3533492.0,12
190,195.0,2022,4,발달상권,2120067,장안동사거리,CS100004,양식음식점,52225339,34184646.0,17997543.0,6521486.0,7818507.0,5784346.0,8487959.0,5572348.0,9772295.0,8225248.0,0.0,43150.0,18215047.0,11071306.0,22622967.0,272869.0,23621145.0,24241357.0,1142239.0,4819440.0,13081652.0,17758847.0,7835285.0,3225036.0,11
191,196.0,2022,4,발달상권,2120065,회기역,CS100004,양식음식점,505852152,294639267.0,211212885.0,0.0,74042416.0,74984266.0,63652554.0,81960031.0,108381132.0,102831753.0,0.0,0.0,181697152.0,70593596.0,252862612.0,698792.0,289253624.0,216598528.0,5604239.0,99930177.0,133944876.0,118082206.0,101681105.0,46609549.0,*
192,197.0,2022,4,발달상권,2120064,경희대학교(경희대),CS100004,양식음식점,769714300,611966139.0,157748161.0,92548152.0,119849031.0,139147479.0,134563026.0,125858451.0,111238005.0,46510156.0,17412235.0,303378.0,338624492.0,110308877.0,269257784.0,33807534.0,234676924.0,276311568.0,10519556.0,236095486.0,81729006.0,69768570.0,83573651.0,29302221.0,14
193,199.0,2022,4,발달상권,2120062,신설동역,CS100004,양식음식점,88175502,82407581.0,5634847.0,14958730.0,15634606.0,16288436.0,20075906.0,15449903.0,683065.0,4951782.0,0.0,1391678.0,63226088.0,10261453.0,13163209.0,133074.0,40858816.0,36740859.0,1499237.0,14834954.0,20513514.0,22876059.0,11797053.0,6078858.0,3
194,200.0,2022,4,발달상권,2120061,올림픽대교북단,CS100004,양식음식점,82141129,52118399.0,30022730.0,7930929.0,9069384.0,13650376.0,9897339.0,11570371.0,14525767.0,15496963.0,0.0,0.0,33577062.0,11975685.0,34689005.0,1899377.0,35714678.0,38632720.0,1978838.0,7693196.0,12620185.0,27349601.0,18349320.0,6356259.0,4
195,201.0,2022,4,발달상권,2120060,강변역(테크노마트),CS100004,양식음식점,461697875,252079000.0,209618875.0,49014379.0,52919559.0,43514520.0,45374037.0,61256505.0,108228450.0,101390425.0,0.0,435102.0,227418068.0,69057172.0,163799450.0,988083.0,225758763.0,190894133.0,7067229.0,62711686.0,104430771.0,122302330.0,71512770.0,48628112.0,5
196,202.0,2022,4,발달상권,2120059,구삼강변맛길,CS100004,양식음식점,169221388,102193807.0,37773428.0,1370329.0,16622691.0,23876501.0,27078901.0,33245385.0,37217352.0,556076.0,7799955.0,779498.0,21103866.0,7340999.0,26175278.0,104621673.0,40419753.0,58224106.0,29790.0,11002355.0,24790054.0,23201266.0,38235170.0,1415014.0,10
197,203.0,2022,4,발달상권,2120057,아차산역,CS100004,양식음식점,354467523,226004160.0,128463363.0,45342780.0,41461062.0,46392257.0,39446201.0,53361860.0,59043162.0,69420201.0,0.0,2499234.0,151605672.0,64465460.0,135897157.0,0.0,163407162.0,191060361.0,5284255.0,59177752.0,86206010.0,104749616.0,57854738.0,41195152.0,3
198,204.0,2022,4,발달상권,2120056,구의역,CS100004,양식음식점,10578075,6815258.0,3579939.0,386076.0,955031.0,2706596.0,1032245.0,1735310.0,2255089.0,1324850.0,2117322.0,0.0,723384.0,24384.0,4051766.0,3478341.0,4888534.0,3978615.0,0.0,3612858.0,2730573.0,2405862.0,117855.0,182878.0,12
199,205.0,2022,4,발달상권,2120055,군자역,CS100004,양식음식점,217542047,136789699.0,75801933.0,24859121.0,22088652.0,27273546.0,30133583.0,32434797.0,42570765.0,33231168.0,4950415.0,0.0,74562065.0,32192798.0,87138327.0,18698442.0,74206743.0,111956392.0,1260063.0,83287374.0,58235322.0,20948197.0,17953809.0,4478369.0,15
200,206.0,2022,4,발달상권,2120053,건대입구역(건대),CS100004,양식음식점,2828169843,1702221356.0,1125948487.0,339310692.0,322081144.0,323341328.0,312417368.0,405070824.0,605113396.0,520835091.0,36669951.0,1259038.0,706624364.0,518668181.0,1226531117.0,338417192.0,1129290941.0,1340384873.0,86553892.0,949424717.0,606026094.0,443187002.0,296923987.0,87560131.0,45
201,207.0,2022,4,발달상권,2120052,성수역,CS100004,양식음식점,228539354,219577053.0,7625436.0,74612009.0,32994567.0,42868768.0,38116885.0,30984824.0,4618681.0,3006755.0,434189.0,987790.0,198335699.0,6621391.0,15048711.0,6208898.0,86552321.0,28784540.0,902676.0,26035674.0,32305105.0,24487059.0,22775169.0,9733854.0,18
202,208.0,2022,4,발달상권,2120051,뚝섬역,CS100004,양식음식점,300876816,211501895.0,89374921.0,36598634.0,38538476.0,36784084.0,45250330.0,54330371.0,54282226.0,35092695.0,652271.0,0.0,95080249.0,21956351.0,87868011.0,95319934.0,104885293.0,141914148.0,1992717.0,109618254.0,83503817.0,28430787.0,17355980.0,5897887.0,25
203,209.0,2022,4,발달상권,2120049,왕십리역(왕십리),CS100004,양식음식점,2314415059,1430485887.0,883929172.0,268744459.0,271185005.0,261178412.0,306818174.0,322559837.0,464937760.0,418991412.0,0.0,5964724.0,632012023.0,488415606.0,1031400593.0,156622113.0,908140542.0,1027038549.0,20882932.0,356310028.0,537580571.0,528930568.0,347174753.0,144300240.0,18
204,211.0,2022,4,발달상권,2120047,한남오거리,CS100004,양식음식점,5011558011,3202870853.0,1808687158.0,549760054.0,584567582.0,600875253.0,737928288.0,729739676.0,1117708959.0,690978199.0,184687784.0,94725423.0,606145974.0,562112673.0,1827703782.0,1736182375.0,2091980073.0,1600729586.0,7853643.0,639021608.0,1578332813.0,679104992.0,528416510.0,259980097.0,32
205,212.0,2022,4,발달상권,2120046,이태원(이태원역),CS100004,양식음식점,15203986656,6958675998.0,8245310658.0,1136368724.0,914648585.0,1173914283.0,1397689156.0,2336055250.0,5105362345.0,3139948313.0,2425576839.0,144572680.0,1221587006.0,1973043212.0,5149180201.0,4290026718.0,8018988201.0,5792226819.0,132739551.0,5750621307.0,4845268313.0,1614404751.0,980561216.0,487619873.0,201
206,213.0,2022,4,발달상권,2120045,남영동 먹자골목,CS100004,양식음식점,1037515675,736030112.0,301485563.0,118366303.0,122093225.0,134851789.0,178225834.0,182492961.0,217855971.0,83629592.0,85210184.0,45085529.0,191231747.0,145546411.0,201682807.0,368758997.0,458834732.0,342378239.0,2271424.0,183183119.0,306961804.0,182769641.0,66362387.0,59664595.0,17
207,214.0,2022,4,발달상권,2120044,삼각지역,CS100004,양식음식점,642221203,404194911.0,238026292.0,77153880.0,69872651.0,90575997.0,79041849.0,87550534.0,129099780.0,108926512.0,0.0,96195.0,148965175.0,70645326.0,294342770.0,128171737.0,235902354.0,357597854.0,8054535.0,297249167.0,171540463.0,62956844.0,42258118.0,11441082.0,17
208,215.0,2022,4,발달상권,2120043,서울역,CS100004,양식음식점,2194527287,1952247787.0,241124419.0,333637662.0,385395215.0,378829781.0,432364245.0,422020884.0,151537129.0,89587290.0,1155081.0,12762559.0,1513119173.0,142258048.0,456350323.0,68882103.0,440700060.0,499825414.0,2083714.0,177602032.0,334073626.0,231579694.0,128944000.0,66242407.0,24
209,216.0,2022,4,발달상권,2120042,"숙대입구역(남영역, 남영동)",CS100004,양식음식점,90933075,77352880.0,13580195.0,12517855.0,16953288.0,17942193.0,12921256.0,17018288.0,3096219.0,10483976.0,0.0,4231995.0,48528521.0,10951882.0,26617808.0,602869.0,33377390.0,48793980.0,1982771.0,21786416.0,22898624.0,15584551.0,13990047.0,5928961.0,8
210,217.0,2022,4,발달상권,2120041,신용산역(용산역),CS100004,양식음식점,2957112807,2019775512.0,937337295.0,342240667.0,334891272.0,412933021.0,423917677.0,505792875.0,508972986.0,428364309.0,5456632.0,23002166.0,1168262539.0,631071233.0,950895899.0,178424338.0,1064445011.0,1144546039.0,11806769.0,465730869.0,721835141.0,578557995.0,285105885.0,145954389.0,40
211,218.0,2022,4,발달상권,2120040,용산전자상가(용산역),CS100004,양식음식점,205281152,202753115.0,2528037.0,5820410.0,45353968.0,53268826.0,49446611.0,48863300.0,1875689.0,652348.0,0.0,7947083.0,172374151.0,24286980.0,564967.0,107971.0,98759860.0,73972572.0,1554459.0,48224044.0,64347767.0,34134185.0,16919041.0,7552931.0,5
212,219.0,2022,4,발달상권,2120039,신당역,CS100004,양식음식점,18260661,14990450.0,3270211.0,2067154.0,1059835.0,3680776.0,2740292.0,5442393.0,1780713.0,1489498.0,7180140.0,,,,735201.0,10345320.0,10100217.0,7511177.0,381922.0,8903748.0,8325723.0,,,,12
213,220.0,2022,4,발달상권,2120038,약수역,CS100004,양식음식점,320054316,231373524.0,88680792.0,37457912.0,36413209.0,48027926.0,52730597.0,56743880.0,63980537.0,24700255.0,21777334.0,0.0,37862317.0,12039946.0,116278290.0,132096429.0,146985898.0,142644881.0,2593004.0,82138040.0,103615943.0,46729047.0,39800143.0,14754605.0,10
214,221.0,2022,4,발달상권,2120037,동대문역사문화공원역,CS100004,양식음식점,1853698234,1078532390.0,775165844.0,220197128.0,190092221.0,205930501.0,200893867.0,261418673.0,374964198.0,400201646.0,1346525.0,14654012.0,464305343.0,438702615.0,768315174.0,166374565.0,1089717997.0,638408460.0,25334390.0,648068987.0,566121037.0,203114351.0,204198925.0,81288773.0,37
215,222.0,2022,4,발달상권,2120036,장충동족발거리(남소영길),CS100004,양식음식점,909071780,678290177.0,230781603.0,109526329.0,131770570.0,146939221.0,155404257.0,134649800.0,148465694.0,82315909.0,0.0,644758.0,478434575.0,151858162.0,264839504.0,13294781.0,371019415.0,393091419.0,12402389.0,211840866.0,201211694.0,148273770.0,103936817.0,86445300.0,4
216,223.0,2022,4,발달상권,2120035,퇴계로5가,CS100004,양식음식점,113258883,87315825.0,25943058.0,10179725.0,11965748.0,14268682.0,21538957.0,29362713.0,18280834.0,7662224.0,25088449.0,1853075.0,19640163.0,3279457.0,21542003.0,41855736.0,76695225.0,33912052.0,804625.0,67939683.0,19195006.0,8116872.0,11421332.0,3129760.0,*
217,224.0,2022,4,발달상권,2120034,중구청(퇴계로4가),CS100004,양식음식점,67912218,47235274.0,19786846.0,10464756.0,8356269.0,9642564.0,8271266.0,10500419.0,19779518.0,7328.0,0.0,0.0,327314.0,43580109.0,23114697.0,890098.0,12975362.0,54046758.0,2677400.0,45298816.0,12375909.0,1436838.0,4350608.0,882549.0,3
218,225.0,2022,4,발달상권,2120032,충무로역,CS100004,양식음식점,980655736,806034879.0,174620857.0,131766293.0,169309913.0,169173121.0,166654187.0,169131365.0,105766196.0,68854661.0,21282633.0,749579.0,377740657.0,117778867.0,346225856.0,116878144.0,464552752.0,339741755.0,20401778.0,264157496.0,165860703.0,130512451.0,155815059.0,67547022.0,20
219,226.0,2022,4,발달상권,2120031,을지로3가역,CS100004,양식음식점,926368555,744376193.0,181992362.0,119599695.0,145187257.0,149550312.0,158384773.0,171654156.0,111934643.0,70057719.0,3169639.0,431967.0,519115007.0,64259061.0,291854612.0,47538269.0,294414301.0,407510990.0,4860131.0,209863841.0,273452531.0,157506629.0,39908084.0,16334077.0,25
220,227.0,2022,4,발달상권,2120030,중부경찰서(영화인의거리),CS100004,양식음식점,81132839,65258527.0,15874312.0,10957081.0,11850711.0,11978696.0,11537118.0,18934921.0,11043352.0,4830960.0,2972899.0,44906.0,46613138.0,3825484.0,16423019.0,11253393.0,43977398.0,25528135.0,279778.0,21217719.0,19775765.0,16257524.0,7546798.0,4427950.0,10
221,228.0,2022,4,발달상권,2120029,을지로2가,CS100004,양식음식점,84985103,53800565.0,31184538.0,877734.0,10420901.0,12278695.0,14399571.0,15823664.0,15893097.0,15291441.0,0.0,0.0,32140418.0,11138948.0,39161462.0,2544275.0,29693756.0,42695858.0,2273640.0,34073488.0,16935691.0,11370605.0,4822727.0,2913462.0,*
222,229.0,2022,4,발달상권,2120028,명동(명동거리),CS100004,양식음식점,2690083220,1766500761.0,923582459.0,268540780.0,332262759.0,349353990.0,387569341.0,428773891.0,527866426.0,395716033.0,3391597.0,9284602.0,936438637.0,429601338.0,1048002481.0,263364565.0,971304020.0,1097900866.0,24399977.0,506360288.0,595453364.0,445080864.0,289198665.0,208711724.0,36
223,230.0,2022,4,발달상권,2120027,명동역(명동재미로),CS100004,양식음식점,84863485,68844537.0,16018948.0,1153006.0,19824988.0,15481625.0,15201769.0,17183149.0,10074810.0,5944138.0,0.0,0.0,54622263.0,11664392.0,16539480.0,2037350.0,37164856.0,40842161.0,1197783.0,28752389.0,25567629.0,10030034.0,10074810.0,2384372.0,13
224,231.0,2022,4,발달상권,2120026,을지로입구역,CS100004,양식음식점,1624172164,1415724243.0,208447921.0,227788346.0,290437265.0,300824321.0,306065826.0,290608485.0,177179597.0,31268324.0,103127118.0,15775870.0,717588968.0,99323460.0,431677472.0,256679276.0,550850948.0,379740149.0,5338744.0,103014174.0,247117843.0,285080297.0,176430000.0,113610044.0,17
225,232.0,2022,4,발달상권,2120025,롯데백화점(시청광장 지하쇼핑센터),CS100004,양식음식점,31291303,23169897.0,6874584.0,509228.0,3819215.0,7638427.0,1273071.0,9929956.0,6365356.0,509228.0,0.0,8911499.0,18204919.0,0.0,2928063.0,0.0,4328441.0,636536.0,0.0,636536.0,4328441.0,0.0,1246822.0,0.0,4
226,233.0,2022,4,발달상권,2120023,서울시청,CS100004,양식음식점,2886131856,2240387689.0,645744167.0,373346259.0,416019451.0,492678756.0,447731648.0,510611575.0,349088675.0,296655492.0,9089170.0,404453.0,1097797051.0,293197761.0,1141578953.0,344064468.0,807941098.0,936153088.0,3959280.0,260360945.0,588338359.0,464646760.0,295104550.0,131684298.0,14
227,234.0,2022,4,발달상권,2120022,북창동(시청역_6번),CS100004,양식음식점,502331200,390717185.0,111614015.0,85000906.0,46446760.0,60282749.0,84301900.0,114684870.0,60422268.0,51191747.0,4441332.0,5163242.0,83151454.0,65168818.0,138899958.0,205506396.0,181643500.0,133214581.0,53677.0,48172219.0,126740305.0,67422636.0,45153460.0,27315784.0,6
228,235.0,2022,4,발달상권,2120021,시청역_8번,CS100004,양식음식점,515362348,504707700.0,10654648.0,75694451.0,99554459.0,111222496.0,108294055.0,109942239.0,5667361.0,4987287.0,1409240.0,1671599.0,398915232.0,13871492.0,29633909.0,64873589.0,182284113.0,137224192.0,326923.0,41662002.0,91084905.0,101234781.0,62170901.0,23028791.0,7
229,236.0,2022,4,발달상권,2120020,시청역_1번,CS100004,양식음식점,721702697,664976891.0,56725806.0,100867189.0,136458724.0,147897464.0,141835126.0,137918388.0,32624963.0,24100843.0,875609.0,201768.0,519525363.0,40866298.0,135385090.0,24848569.0,192868584.0,267383375.0,2341598.0,90701322.0,154248045.0,131421464.0,60196011.0,21343520.0,14
230,237.0,2022,4,발달상권,2120019,경찰청앞교차로,CS100004,양식음식점,153820073,147474504.0,6345569.0,22734936.0,40072352.0,26760297.0,26429000.0,31477919.0,4110717.0,2234852.0,0.0,2371508.0,116262233.0,4276847.0,15318254.0,15591231.0,38583138.0,46512231.0,160262.0,22204076.0,21815993.0,22878375.0,12065619.0,5971043.0,8
231,238.0,2022,4,발달상권,2120018,중림동,CS100004,양식음식점,90688906,44756212.0,125637.0,7811644.0,8636412.0,8014879.0,12843762.0,7449515.0,125637.0,0.0,1131229.0,77599.0,41157092.0,1101168.0,2545990.0,44675828.0,10600777.0,23753459.0,203236.0,6666134.0,12308697.0,7419953.0,6414860.0,1341355.0,7
232,239.0,2022,4,발달상권,2120017,동묘앞역(동묘),CS100004,양식음식점,645402692,384364458.0,261038234.0,63461335.0,85795719.0,73012403.0,45051175.0,117043826.0,134252136.0,126786098.0,5007709.0,0.0,224245227.0,118482404.0,224973621.0,72693731.0,391119930.0,254282762.0,3258674.0,203826061.0,234479977.0,91658348.0,77099840.0,35079792.0,6
233,241.0,2022,4,발달상권,2120014,종로5가역,CS100004,양식음식점,48524578,47837161.0,626107.0,7574592.0,10420499.0,9695552.0,9571445.0,10575073.0,626107.0,0.0,0.0,61310.0,42239358.0,897358.0,4434768.0,891784.0,16894851.0,14011416.0,429171.0,6954058.0,9922586.0,8091827.0,4239690.0,1268934.0,4
234,242.0,2022,4,발달상권,2120013,이화사거리,CS100004,양식음식점,150206667,144762753.0,5443914.0,16074669.0,34296661.0,67186975.0,20868337.0,6336111.0,5443914.0,0.0,0.0,6940991.0,79466025.0,39846428.0,23953223.0,0.0,56381735.0,51256547.0,0.0,9254815.0,19339613.0,12294415.0,30045898.0,36703541.0,*
235,243.0,2022,4,발달상권,2120012,대학로(혜화역),CS100004,양식음식점,3567002565,2043705793.0,1523296772.0,319110244.0,340870745.0,427403664.0,398367415.0,557953725.0,870365620.0,652931152.0,113699789.0,8078566.0,859520568.0,487952312.0,1581703500.0,516047830.0,1300637908.0,1927781420.0,118910144.0,1294666316.0,747704627.0,523852709.0,407201499.0,136084023.0,67
236,245.0,2022,4,발달상권,2120010,원남동사거리,CS100004,양식음식점,22916887,20438865.0,2478022.0,2833709.0,3430714.0,6484911.0,4757566.0,2931965.0,1027760.0,1450262.0,,312455.0,15638066.0,2495708.0,3492026.0,978632.0,1927786.0,6321805.0,,3042013.0,1908136.0,1312703.0,711375.0,1275366.0,*
237,246.0,2022,4,발달상권,2120009,종로3가역,CS100004,양식음식점,2185238193,1358411571.0,826826622.0,216094007.0,245333993.0,264116366.0,280011260.0,352855945.0,487848654.0,338977968.0,1947541.0,13202182.0,758668414.0,559540816.0,771598590.0,80280650.0,832144378.0,1212253403.0,47350007.0,737235304.0,478022788.0,351700007.0,323230843.0,106858836.0,47
238,247.0,2022,4,발달상권,2120008,인사동,CS100004,양식음식점,979600064,596190953.0,380536518.0,74556741.0,89106787.0,128538868.0,160043082.0,143945475.0,263690941.0,116845577.0,2872593.0,3790405.0,359309725.0,157199144.0,415703212.0,40724985.0,366160492.0,433643562.0,10606047.0,166362965.0,211359578.0,192636130.0,123539093.0,95300238.0,14
239,248.0,2022,4,발달상권,2120007,북촌(안국역),CS100004,양식음식점,4818240627,3014955117.0,1803285510.0,475165225.0,585743925.0,597841078.0,611078544.0,745126345.0,945470266.0,857815244.0,10801765.0,39084190.0,1720629911.0,1168995869.0,1681799181.0,196929711.0,1740997226.0,2510343965.0,58160844.0,1646943901.0,1154918487.0,641392473.0,499574941.0,250350545.0,25
240,249.0,2022,4,발달상권,2120006,종각역,CS100004,양식음식점,3098706356,2544263524.0,554442832.0,352041415.0,461381166.0,486819750.0,645958754.0,598062439.0,393277929.0,161164903.0,29686119.0,24013945.0,976349025.0,214068408.0,937079197.0,917509662.0,1161969930.0,940216977.0,11766445.0,505890266.0,686937368.0,456311648.0,294867583.0,146413609.0,54
241,250.0,2022,4,발달상권,2120005,삼청동,CS100004,양식음식점,2844558195,1564674396.0,1279883799.0,236989818.0,225505054.0,349210187.0,340451346.0,412517991.0,650922989.0,628960810.0,4734939.0,37953506.0,944880100.0,721620761.0,992432486.0,142936403.0,1058152921.0,1302458384.0,16864224.0,445164970.0,673981600.0,511592612.0,399784248.0,313223653.0,38
242,251.0,2022,4,발달상권,2120004,종로구청,CS100004,양식음식점,1106381890,871407818.0,234974072.0,164613670.0,171041011.0,161181998.0,159736225.0,214834914.0,134085459.0,100888613.0,17861295.0,533679.0,339760185.0,183280713.0,356405882.0,208540136.0,387746408.0,342110165.0,1056598.0,65297639.0,170653640.0,210274608.0,150810592.0,131763501.0,12
243,252.0,2022,4,발달상권,2120003,광화문역,CS100004,양식음식점,6692877929,4795469772.0,1897408157.0,790210884.0,938140617.0,992159380.0,965608546.0,1109350345.0,1072288371.0,825119786.0,12672475.0,1126744.0,2484206944.0,944509737.0,2593368903.0,656993126.0,2037182039.0,2820425004.0,27214399.0,939938281.0,1625209329.0,1188747972.0,734957833.0,341539228.0,46
244,253.0,2022,4,발달상권,2120002,서촌(경복궁역),CS100004,양식음식점,3263030363,2007260966.0,1255769397.0,307366961.0,308276186.0,392510145.0,425978156.0,573129518.0,767467052.0,488302345.0,14580075.0,12129129.0,741597231.0,609784608.0,1306676527.0,578262793.0,1096467989.0,1499378837.0,11342592.0,801926198.0,806609664.0,413507853.0,351754614.0,210705900.0,49
245,254.0,2022,4,발달상권,2120001,서대문역,CS100004,양식음식점,349003605,297271951.0,50788196.0,37868171.0,69844909.0,52124345.0,56942652.0,80491874.0,32549726.0,18238470.0,0.0,943458.0,216424850.0,28522397.0,91074321.0,12038579.0,139956129.0,122408737.0,3391828.0,44618441.0,68572395.0,63066136.0,59320342.0,23395724.0,6
246,255.0,2022,4,골목상권,2111089,상일여고(상일초등학교),CS100004,양식음식점,184324253,121768815.0,10740792.0,14388902.0,17493028.0,31131736.0,25025038.0,33730111.0,591822.0,10148970.0,9797064.0,0.0,93703343.0,9236806.0,29569458.0,42017582.0,48959817.0,64645397.0,323955.0,17920990.0,34519199.0,47564535.0,8896245.0,4380293.0,4
247,256.0,2022,4,골목상권,2111086,한영중고,CS100004,양식음식점,38573053,25962871.0,12120375.0,1366467.0,8844598.0,1138722.0,5933836.0,8679248.0,10781986.0,1338389.0,9612064.0,489807.0,2711095.0,2308643.0,16853092.0,6598352.0,6851053.0,8361030.0,0.0,985852.0,5375394.0,5980633.0,2617501.0,252703.0,*
248,257.0,2022,4,골목상권,2111085,묘곡초등학교(고덕아이파크아파트),CS100004,양식음식점,9105033,6387762.0,2598623.0,1071865.0,1918074.0,1149770.0,1287672.0,960381.0,1698239.0,900384.0,0.0,120887.0,4107922.0,1492283.0,3265293.0,0.0,5442957.0,2998989.0,118648.0,730651.0,2360083.0,2316537.0,1901602.0,1133072.0,*
