,Unnamed: 0.1,Unnamed: 0,기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
505,530.0,40970,2022,3,발달상권,2120220,대치역,CS100004,양식음식점,22629,18011.0,4618.0,3508.0,3172.0,3296.0,3697.0,4338.0,2875.0,1743.0,0.0,66.0,9084.0,4926.0,8190.0,363.0,7742.0,13836.0,2219.0,2422.0,2472.0,7008.0,6076.0,1379.0,6
506,531.0,41009,2022,3,발달상권,2120219,은마아파트,CS100004,양식음식점,33960,19346.0,14614.0,4399.0,3918.0,1726.0,4514.0,4789.0,7321.0,7293.0,0.0,99.0,11466.0,6335.0,15535.0,525.0,13802.0,19432.0,5468.0,2157.0,1800.0,12476.0,10361.0,972.0,13
507,532.0,41040,2022,3,발달상권,2120218,코엑스,CS100004,양식음식점,12262,6898.0,5364.0,1331.0,1093.0,1288.0,1340.0,1846.0,2978.0,2386.0,0.0,39.0,3424.0,3008.0,4863.0,928.0,5208.0,5471.0,111.0,2419.0,3716.0,2847.0,1200.0,383.0,17
508,533.0,41078,2022,3,발달상권,2120217,대치사거리,CS100004,양식음식점,6043,4047.0,1996.0,693.0,728.0,863.0,828.0,935.0,740.0,1256.0,0.0,165.0,3563.0,973.0,1342.0,0.0,2238.0,3174.0,287.0,591.0,905.0,2238.0,1158.0,234.0,8
509,534.0,41105,2022,3,발달상권,2120216,경기고교사거리(경기고교앞사거리),CS100004,양식음식점,5025,4161.0,864.0,731.0,770.0,798.0,891.0,971.0,559.0,305.0,0.0,27.0,3056.0,159.0,1717.0,66.0,2061.0,2246.0,13.0,573.0,1302.0,1290.0,638.0,491.0,*
510,535.0,41147,2022,3,발달상권,2120215,포스코사거리,CS100004,양식음식점,76962,70644.0,6318.0,12761.0,13781.0,14661.0,15407.0,14034.0,3351.0,2967.0,47.0,1308.0,53539.0,4181.0,15940.0,1947.0,29680.0,30195.0,270.0,15514.0,22644.0,13348.0,5968.0,2136.0,59
511,536.0,41172,2022,3,발달상권,2120214,영동대교남단교차로,CS100004,양식음식점,3816,3208.0,597.0,508.0,583.0,694.0,781.0,642.0,305.0,292.0,146.0,11.0,2146.0,209.0,1126.0,178.0,1484.0,1511.0,17.0,459.0,836.0,820.0,498.0,364.0,4
512,537.0,41207,2022,3,발달상권,2120213,삼성중앙역,CS100004,양식음식점,29818,24522.0,5296.0,3501.0,4510.0,5217.0,5591.0,5703.0,3146.0,2150.0,1575.0,48.0,11885.0,2565.0,6760.0,6985.0,13352.0,10120.0,96.0,6393.0,8751.0,4458.0,2894.0,882.0,22
513,538.0,41247,2022,3,발달상권,2120212,한티역,CS100004,양식음식점,21264,13375.0,7889.0,2437.0,2542.0,2476.0,2748.0,3172.0,4207.0,3682.0,0.0,29.0,8686.0,2514.0,9935.0,100.0,9373.0,10943.0,2003.0,2061.0,2433.0,7384.0,5457.0,978.0,9
514,539.0,41281,2022,3,발달상권,2120211,도성초등학교,CS100004,양식음식점,6559,4859.0,1695.0,976.0,886.0,968.0,1054.0,975.0,960.0,735.0,0.0,5.0,2816.0,910.0,2818.0,10.0,2458.0,3827.0,517.0,1127.0,695.0,2202.0,1576.0,167.0,5
515,540.0,41326,2022,3,발달상권,2120210,선릉역,CS100004,양식음식점,36011,32564.0,3447.0,5203.0,6615.0,6803.0,7003.0,6940.0,2100.0,1347.0,96.0,108.0,23450.0,2561.0,7912.0,1884.0,15103.0,14324.0,635.0,7110.0,9431.0,6234.0,4293.0,1728.0,33
516,541.0,41363,2022,3,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",CS100004,양식음식점,694,490.0,176.0,64.0,66.0,91.0,102.0,167.0,98.0,78.0,82.0,0.0,70.0,85.0,103.0,326.0,308.0,233.0,28.0,128.0,270.0,88.0,34.0,21.0,13
517,542.0,41407,2022,3,발달상권,2120208,청담사거리(청담동명품거리),CS100004,양식음식점,115869,87377.0,28492.0,14110.0,16634.0,17281.0,18575.0,20777.0,15660.0,12832.0,1283.0,9654.0,45481.0,23692.0,29542.0,6217.0,38346.0,64113.0,1023.0,33373.0,36512.0,14513.0,10584.0,6445.0,59
518,543.0,41454,2022,3,발달상권,2120207,선정릉역,CS100004,양식음식점,10798,9780.0,1018.0,1365.0,2282.0,1925.0,2045.0,2163.0,570.0,448.0,57.0,0.0,6285.0,695.0,2804.0,957.0,3492.0,4788.0,79.0,2277.0,3071.0,1435.0,964.0,456.0,11
519,544.0,41494,2022,3,발달상권,2120206,개나리아파트,CS100004,양식음식점,5301,4777.0,524.0,886.0,900.0,1069.0,1021.0,901.0,350.0,174.0,23.0,0.0,3431.0,730.0,1062.0,55.0,2168.0,2683.0,189.0,973.0,1260.0,1376.0,848.0,207.0,9
520,545.0,41532,2022,3,발달상권,2120205,매봉역,CS100004,양식음식점,59177,44253.0,14924.0,6216.0,7229.0,9583.0,9642.0,11583.0,7170.0,7754.0,822.0,714.0,25261.0,8779.0,18585.0,5016.0,22102.0,28602.0,335.0,11224.0,15152.0,10553.0,8594.0,4848.0,25
521,547.0,41612,2022,3,발달상권,2120203,강남구청역,CS100004,양식음식점,16687,15120.0,1567.0,2479.0,3105.0,3093.0,3292.0,3151.0,931.0,636.0,43.0,89.0,11098.0,1434.0,3330.0,693.0,5775.0,7914.0,103.0,4028.0,4784.0,2681.0,1399.0,692.0,21
522,548.0,41655,2022,3,발달상권,2120202,압구정로데오역(압구정로데오),CS100004,양식음식점,209533,144498.0,65035.0,22536.0,27094.0,28145.0,29230.0,37493.0,37354.0,27681.0,13035.0,748.0,70095.0,40791.0,52754.0,32110.0,85583.0,101399.0,2489.0,64959.0,67885.0,27767.0,14815.0,9079.0,114
523,549.0,41701,2022,3,발달상권,2120201,도곡1동,CS100004,양식음식점,9152,8343.0,736.0,1649.0,1793.0,1796.0,1569.0,1536.0,343.0,393.0,73.0,2640.0,3743.0,1259.0,1162.0,275.0,3606.0,3620.0,60.0,1221.0,2195.0,1791.0,1739.0,220.0,9
524,550.0,41741,2022,3,발달상권,2120200,학동사거리,CS100004,양식음식점,140905,88698.0,52207.0,12160.0,15862.0,17369.0,19081.0,24226.0,29760.0,22447.0,5521.0,1250.0,38477.0,31040.0,47940.0,16677.0,48012.0,78837.0,1667.0,45687.0,42531.0,17708.0,13692.0,5576.0,102
525,551.0,41758,2022,3,발달상권,2120199,경복아파트교차로,CS100004,양식음식점,1251,1143.0,108.0,184.0,250.0,241.0,260.0,208.0,108.0,,25.0,,517.0,133.0,183.0,393.0,326.0,192.0,,42.0,225.0,134.0,108.0,8.0,13
526,552.0,41800,2022,3,발달상권,2120198,구역삼세무서,CS100004,양식음식점,6265,206.0,75.0,24.0,24.0,86.0,48.0,24.0,25.0,50.0,36.0,15.0,3158.0,397.0,12.0,183.0,97.0,12.0,15.0,1033.0,1366.0,24.0,37.0,48.0,21
527,553.0,41852,2022,3,발달상권,2120197,역삼역,CS100004,양식음식점,72174,66878.0,5296.0,11636.0,13166.0,14557.0,14456.0,13063.0,2986.0,2310.0,1127.0,398.0,46915.0,4499.0,13815.0,5420.0,28018.0,26446.0,146.0,15308.0,21537.0,10682.0,5095.0,1707.0,78
528,554.0,41881,2022,3,발달상권,2120196,서울세관,CS100004,양식음식점,380,322.0,58.0,64.0,40.0,41.0,71.0,106.0,29.0,29.0,213.0,0.0,0.0,0.0,4.0,163.0,168.0,58.0,0.0,36.0,36.0,52.0,92.0,10.0,8
529,555.0,41914,2022,3,발달상권,2120195,성수대교남단,CS100004,양식음식점,59012,44134.0,14878.0,4741.0,9131.0,9394.0,9910.0,10958.0,10266.0,4612.0,2020.0,37.0,21544.0,8031.0,19931.0,7449.0,25749.0,25891.0,823.0,17874.0,17770.0,7132.0,5430.0,2614.0,42
530,556.0,41946,2022,3,발달상권,2120194,언주역(차병원),CS100004,양식음식점,14523,14387.0,131.0,3039.0,2174.0,3221.0,3233.0,2720.0,63.0,68.0,29.0,81.0,13669.0,416.0,148.0,175.0,5519.0,6915.0,5.0,4745.0,4896.0,1846.0,778.0,168.0,14
531,557.0,41979,2022,3,발달상권,2120193,도산공원교차로,CS100004,양식음식점,12340,9141.0,3199.0,1450.0,1728.0,1974.0,1871.0,2118.0,1752.0,1447.0,0.0,78.0,3746.0,2706.0,3827.0,1983.0,3939.0,4777.0,28.0,1435.0,2818.0,1779.0,1391.0,1268.0,23
532,558.0,42022,2022,3,발달상권,2120192,뱅뱅사거리,CS100004,양식음식점,4895,4729.0,166.0,878.0,996.0,1041.0,812.0,1002.0,128.0,38.0,4.0,0.0,3054.0,36.0,1174.0,589.0,1912.0,1386.0,11.0,722.0,1281.0,680.0,500.0,107.0,15
533,559.0,42067,2022,3,발달상권,2120191,학동역,CS100004,양식음식점,13222,11595.0,1627.0,2005.0,2257.0,2394.0,2599.0,2340.0,1044.0,583.0,318.0,176.0,6315.0,2024.0,3191.0,1198.0,4737.0,5969.0,49.0,3036.0,3821.0,1568.0,1660.0,575.0,11
534,560.0,42113,2022,3,발달상권,2120190,강남을지병원,CS100004,양식음식점,10516,9024.0,1492.0,1265.0,2035.0,1782.0,1760.0,2182.0,1216.0,276.0,480.0,0.0,4394.0,1230.0,2917.0,1495.0,4459.0,3953.0,77.0,1849.0,2589.0,1448.0,1576.0,871.0,39
535,561.0,42164,2022,3,발달상권,2120189,강남역,CS100004,양식음식점,302393,226951.0,75442.0,38746.0,41933.0,44633.0,46882.0,54757.0,44426.0,31016.0,2878.0,1950.0,118462.0,45834.0,102321.0,30948.0,119229.0,155966.0,8459.0,110444.0,76620.0,40056.0,29641.0,9984.0,131
536,562.0,42204,2022,3,발달상권,2120188,압구정역,CS100004,양식음식점,43562,32294.0,11268.0,5485.0,5884.0,6572.0,6609.0,7744.0,6879.0,4389.0,27.0,7034.0,16124.0,8379.0,10238.0,1760.0,17262.0,23458.0,836.0,10193.0,14101.0,8493.0,4757.0,2336.0,28
537,563.0,42254,2022,3,발달상권,2120187,신논현역,CS100004,양식음식점,84058,57709.0,26349.0,9081.0,10282.0,11384.0,12122.0,14840.0,15458.0,10891.0,1741.0,109.0,30190.0,13963.0,31540.0,6515.0,35002.0,42447.0,1092.0,32480.0,25262.0,9294.0,6793.0,2527.0,53
538,564.0,42296,2022,3,발달상권,2120186,가로수길,CS100004,양식음식점,172386,115042.0,57344.0,19674.0,20903.0,22102.0,23676.0,28687.0,32818.0,24526.0,2555.0,1363.0,51370.0,35698.0,65748.0,15652.0,57918.0,95405.0,5480.0,63554.0,42432.0,19918.0,17033.0,4914.0,71
539,565.0,42344,2022,3,발달상권,2120185,논현역,CS100004,양식음식점,6585,5705.0,880.0,863.0,1125.0,1315.0,1147.0,1255.0,543.0,337.0,87.0,0.0,3815.0,536.0,1526.0,621.0,2186.0,2937.0,73.0,1829.0,1690.0,722.0,508.0,305.0,27
540,566.0,42393,2022,3,발달상권,2120184,포이사거리(삼호물산),CS100004,양식음식점,10241,8462.0,1779.0,1493.0,1754.0,1659.0,1701.0,1855.0,1040.0,739.0,31.0,279.0,5610.0,1199.0,2951.0,171.0,4684.0,3092.0,107.0,1356.0,1929.0,2063.0,1418.0,891.0,10
541,567.0,42416,2022,3,발달상권,2120183,양재천카페거리,CS100004,양식음식점,23671,15478.0,8193.0,2195.0,2527.0,2887.0,3609.0,4260.0,3893.0,4300.0,116.0,858.0,7405.0,3180.0,6900.0,5212.0,8702.0,10315.0,75.0,4096.0,6643.0,3798.0,2942.0,1461.0,12
542,568.0,42450,2022,3,발달상권,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",CS100004,양식음식점,7573,6584.0,989.0,1205.0,1201.0,1331.0,1325.0,1522.0,554.0,435.0,47.0,0.0,4205.0,643.0,1624.0,1054.0,3601.0,2486.0,149.0,1484.0,1879.0,1367.0,930.0,279.0,9
543,569.0,42479,2022,3,발달상권,2120181,교육개발원입구사거리,CS100004,양식음식점,9879,7371.0,2508.0,1223.0,1206.0,1486.0,1670.0,1786.0,1092.0,1416.0,40.0,6.0,3646.0,678.0,3229.0,2280.0,4354.0,3872.0,69.0,1493.0,2725.0,2136.0,1208.0,590.0,5
544,570.0,42500,2022,3,발달상권,2120180,양재화물트럭터미널앞,CS100004,양식음식점,8873,8636.0,237.0,1624.0,1824.0,1720.0,1734.0,1734.0,231.0,6.0,,83.0,6480.0,744.0,1566.0,,4950.0,2562.0,12.0,1316.0,2067.0,2466.0,1072.0,578.0,4
545,571.0,42544,2022,3,발달상권,2120179,양재역,CS100004,양식음식점,19640,16764.0,2876.0,2870.0,3426.0,3425.0,3525.0,3518.0,1371.0,1505.0,0.0,420.0,11401.0,2333.0,5460.0,26.0,7391.0,9384.0,316.0,4200.0,5266.0,3987.0,2168.0,836.0,20
546,572.0,42592,2022,3,발달상권,2120178,신사역,CS100004,양식음식점,19040,14660.0,4380.0,1691.0,2835.0,2829.0,2817.0,4488.0,2804.0,1576.0,2454.0,703.0,4804.0,730.0,4729.0,5620.0,7050.0,9323.0,220.0,6626.0,5451.0,1998.0,1302.0,777.0,37
547,573.0,42620,2022,3,발달상권,2120177,신논현역 1번,CS100004,양식음식점,2837,2594.0,238.0,556.0,626.0,532.0,443.0,437.0,238.0,0.0,0.0,10.0,1788.0,373.0,661.0,5.0,1600.0,815.0,5.0,616.0,845.0,537.0,278.0,135.0,6
548,574.0,42640,2022,3,발달상권,2120176,논현역 4번,CS100004,양식음식점,382,294.0,81.0,52.0,56.0,81.0,45.0,60.0,74.0,7.0,36.0,7.0,20.0,19.0,91.0,209.0,129.0,168.0,0.0,72.0,190.0,15.0,14.0,5.0,3
549,575.0,42689,2022,3,발달상권,2120175,남부터미널역,CS100004,양식음식점,5953,5450.0,503.0,944.0,1200.0,1224.0,1050.0,1032.0,481.0,22.0,0.0,0.0,3885.0,836.0,1232.0,0.0,2244.0,2729.0,127.0,1354.0,1800.0,1047.0,454.0,194.0,7
550,576.0,42746,2022,3,발달상권,2120173,교대역(법원.검찰청),CS100004,양식음식점,67378,59742.0,7636.0,10115.0,12139.0,12280.0,12479.0,12729.0,5330.0,2306.0,587.0,190.0,43114.0,4453.0,16723.0,2311.0,21928.0,23854.0,546.0,9395.0,13221.0,10331.0,7956.0,4326.0,43
551,577.0,42784,2022,3,발달상권,2120172,교대입구교차로,CS100004,양식음식점,12579,11970.0,426.0,1823.0,1762.0,2552.0,2918.0,2915.0,426.0,0.0,0.0,61.0,9843.0,912.0,1580.0,183.0,3038.0,5226.0,61.0,1276.0,2553.0,1580.0,1701.0,1094.0,10
552,578.0,42825,2022,3,발달상권,2120171,서초3동사거리,CS100004,양식음식점,25070,17409.0,7661.0,2088.0,3397.0,3816.0,3812.0,4296.0,4285.0,3376.0,0.0,42.0,10628.0,3694.0,9687.0,1019.0,9300.0,13127.0,530.0,4988.0,5908.0,5264.0,3612.0,2121.0,15
553,579.0,42861,2022,3,발달상권,2120170,삼호가든사거리,CS100004,양식음식점,15944,11552.0,4392.0,2124.0,1913.0,2458.0,2114.0,2943.0,2762.0,1630.0,4.0,9.0,5972.0,2412.0,6891.0,656.0,6386.0,7488.0,581.0,1478.0,2741.0,5176.0,2340.0,1558.0,7
554,580.0,42895,2022,3,발달상권,2120169,서초역,CS100004,양식음식점,14277,11309.0,2968.0,2063.0,2075.0,2194.0,2351.0,2626.0,1252.0,1716.0,299.0,8.0,7752.0,1409.0,3536.0,1273.0,4585.0,5663.0,70.0,2139.0,3378.0,2353.0,1455.0,856.0,11
555,581.0,42920,2022,3,발달상권,2120168,서울고교교차로,CS100004,양식음식점,21143,16863.0,4280.0,3080.0,2918.0,3335.0,3642.0,3888.0,2137.0,2143.0,0.0,23.0,9645.0,3186.0,7905.0,384.0,9044.0,9435.0,637.0,3399.0,4363.0,3987.0,4271.0,1824.0,4
556,582.0,42963,2022,3,발달상권,2120167,고속터미널(고속터미널역),CS100004,양식음식점,44741,29173.0,15568.0,5319.0,5023.0,5600.0,5768.0,7463.0,7992.0,7576.0,308.0,668.0,14182.0,11083.0,15241.0,3259.0,16642.0,25435.0,1329.0,11394.0,11094.0,8518.0,6593.0,3152.0,22
557,583.0,43008,2022,3,발달상권,2120166,방배역,CS100004,양식음식점,10707,9258.0,1449.0,1437.0,1700.0,2020.0,2215.0,1886.0,762.0,687.0,0.0,5.0,5494.0,1248.0,3647.0,313.0,4168.0,5566.0,533.0,2647.0,2160.0,2003.0,1719.0,672.0,14
558,584.0,43048,2022,3,발달상권,2120165,서래마을카페거리(서래마을),CS100004,양식음식점,55218,38605.0,16613.0,6672.0,7384.0,7792.0,7470.0,9287.0,8538.0,8075.0,813.0,213.0,18571.0,9366.0,19901.0,6354.0,21714.0,24025.0,442.0,8234.0,12633.0,11773.0,7508.0,5151.0,41
559,585.0,43093,2022,3,발달상권,2120164,내방역,CS100004,양식음식점,42867,35024.0,7843.0,5840.0,6496.0,7374.0,7380.0,7934.0,4291.0,3552.0,20.0,449.0,23052.0,4458.0,12643.0,2245.0,17157.0,20832.0,325.0,8642.0,11123.0,8277.0,6509.0,3114.0,12
560,586.0,43116,2022,3,발달상권,2120163,사당역 11번(사당역먹자골목),CS100004,양식음식점,3076,1997.0,1026.0,419.0,446.0,337.0,431.0,364.0,473.0,553.0,0.0,0.0,768.0,540.0,1230.0,485.0,1380.0,1588.0,53.0,1255.0,966.0,415.0,208.0,124.0,3
561,587.0,43148,2022,3,발달상권,2120162,방배동카페골목,CS100004,양식음식점,68022,53487.0,14535.0,10100.0,10553.0,9971.0,10859.0,12004.0,9818.0,4717.0,27.0,78.0,32024.0,6453.0,28803.0,637.0,28469.0,32762.0,489.0,8374.0,12945.0,17214.0,12102.0,10104.0,10
562,589.0,43218,2022,3,발달상권,2120160,사당역(사당),CS100004,양식음식점,20862,13540.0,7322.0,2628.0,2260.0,2793.0,2584.0,3275.0,4106.0,3216.0,400.0,12.0,4132.0,3707.0,8897.0,3714.0,9400.0,10700.0,527.0,9033.0,4550.0,2494.0,2032.0,1459.0,18
563,590.0,43265,2022,3,발달상권,2120159,서울대입구역,CS100004,양식음식점,24076,15908.0,8168.0,3267.0,3030.0,2614.0,3113.0,3884.0,3740.0,4428.0,675.0,47.0,6582.0,3462.0,10057.0,3253.0,10912.0,11474.0,375.0,9319.0,6080.0,2910.0,2852.0,851.0,19
564,591.0,43298,2022,3,발달상권,2120158,녹두거리(대학동),CS100004,양식음식점,11553,8830.0,2723.0,980.0,1958.0,1767.0,1906.0,2219.0,1574.0,1149.0,0.0,161.0,3768.0,2100.0,5258.0,266.0,6958.0,4340.0,50.0,2592.0,3225.0,2042.0,2032.0,1357.0,16
565,592.0,43341,2022,3,발달상권,2120157,신림역(신림),CS100004,양식음식점,14326,9248.0,5078.0,1988.0,1938.0,1864.0,1278.0,2180.0,2573.0,2505.0,0.0,52.0,4704.0,3667.0,5318.0,585.0,6674.0,7379.0,329.0,4536.0,4207.0,2903.0,1614.0,464.0,16
566,593.0,43387,2022,3,발달상권,2120156,"총신대입구역(이수, 총신대)",CS100004,양식음식점,43486,30898.0,12588.0,6050.0,6569.0,5914.0,5682.0,6683.0,6648.0,5940.0,0.0,42.0,14431.0,4930.0,22224.0,1859.0,13334.0,27457.0,296.0,15517.0,12669.0,5800.0,4498.0,2009.0,22
567,594.0,43471,2022,3,발달상권,2120153,노량진역(노량진),CS100004,양식음식점,17958,14583.0,3375.0,2865.0,2945.0,2898.0,2983.0,2892.0,2300.0,1075.0,0.0,30.0,9402.0,1995.0,6531.0,0.0,8399.0,9301.0,212.0,7298.0,3735.0,1819.0,3684.0,952.0,11
568,595.0,43549,2022,3,발달상권,2120151,보라매공원,CS100004,양식음식점,36935,29173.0,7762.0,4945.0,6103.0,5787.0,6573.0,5765.0,4061.0,3701.0,0.0,54.0,21540.0,4336.0,10651.0,354.0,14903.0,18457.0,139.0,5875.0,10577.0,9138.0,5476.0,2153.0,9
569,596.0,43609,2022,3,발달상권,2120149,여의도역(여의도),CS100004,양식음식점,171396,139991.0,31405.0,25126.0,27254.0,28825.0,29001.0,29785.0,16657.0,14748.0,978.0,8214.0,84764.0,20788.0,45858.0,10794.0,60074.0,71901.0,1179.0,36210.0,49355.0,28339.0,12610.0,4278.0,65
570,597.0,43644,2022,3,발달상권,2120148,국회의사당역(국회의사당),CS100004,양식음식점,58174,51744.0,6430.0,8256.0,10155.0,10751.0,11025.0,11557.0,2746.0,3684.0,222.0,60.0,41724.0,2480.0,12063.0,1625.0,20799.0,22106.0,118.0,10183.0,16532.0,10013.0,4445.0,1611.0,36
571,598.0,43742,2022,3,발달상권,2120145,영등포역(영등포),CS100004,양식음식점,142601,88054.0,54547.0,16946.0,15907.0,17236.0,17039.0,20926.0,28182.0,26365.0,3095.0,6100.0,34232.0,31492.0,56637.0,11045.0,63857.0,74545.0,1744.0,42783.0,47557.0,25242.0,15211.0,5866.0,37
572,599.0,43809,2022,3,발달상권,2120143,당산역,CS100004,양식음식점,145,102.0,43.0,18.0,18.0,12.0,18.0,36.0,6.0,37.0,0.0,0.0,36.0,12.0,60.0,0.0,30.0,72.0,0.0,30.0,42.0,18.0,6.0,6.0,7
573,601.0,43971,2022,3,발달상권,2120138,당산2동(영등포우체국),CS100004,양식음식점,6454,6348.0,106.0,1208.0,1364.0,1240.0,1388.0,1148.0,37.0,69.0,0.0,5.0,4820.0,279.0,1276.0,5.0,2732.0,2284.0,46.0,1488.0,1771.0,1048.0,545.0,119.0,4
574,602.0,44036,2022,3,발달상권,2120136,영등포구청역,CS100004,양식음식점,4307,3874.0,433.0,628.0,681.0,804.0,952.0,809.0,367.0,66.0,6.0,5.0,3050.0,144.0,1066.0,36.0,2041.0,1422.0,10.0,754.0,1484.0,568.0,477.0,170.0,8
575,603.0,44174,2022,3,발달상권,2120132,독산동,CS100004,양식음식점,21191,18113.0,3073.0,3005.0,3706.0,3701.0,3854.0,3847.0,1927.0,1146.0,5.0,78.0,14083.0,2597.0,4227.0,201.0,9166.0,9284.0,108.0,4442.0,6587.0,3912.0,2584.0,815.0,11
576,604.0,44223,2022,3,발달상권,2120131,가산디지털단지,CS100004,양식음식점,77101,71413.0,5688.0,11228.0,14161.0,14991.0,15231.0,15802.0,3586.0,2102.0,467.0,42.0,52618.0,4746.0,13048.0,6180.0,31955.0,34307.0,107.0,20280.0,25074.0,13276.0,5448.0,2073.0,35
577,605.0,44261,2022,3,발달상권,2120130,구로디지털단지역,CS100004,양식음식점,19349,16062.0,3249.0,2305.0,2789.0,3427.0,3367.0,4174.0,1924.0,1325.0,54.0,38.0,10334.0,1434.0,6267.0,1222.0,8293.0,9776.0,283.0,6834.0,6126.0,2792.0,1530.0,503.0,11
578,606.0,44304,2022,3,발달상권,2120129,구로디지털단지,CS100004,양식음식점,63084,59769.0,3315.0,9592.0,11868.0,12889.0,12396.0,13024.0,1646.0,1669.0,16.0,67.0,49411.0,3064.0,10023.0,503.0,25145.0,28208.0,124.0,16580.0,19116.0,11622.0,4590.0,1323.0,25
579,607.0,44347,2022,3,발달상권,2120128,신도림역,CS100004,양식음식점,42777,33250.0,9527.0,6772.0,6599.0,6819.0,6321.0,6739.0,5462.0,4065.0,0.0,1077.0,19429.0,8506.0,13640.0,125.0,22498.0,19614.0,195.0,6461.0,12202.0,10040.0,7459.0,5756.0,13
580,608.0,44377,2022,3,발달상권,2120127,구로구청,CS100004,양식음식점,7336,5886.0,1450.0,1067.0,1303.0,959.0,1207.0,1350.0,736.0,714.0,0.0,94.0,3619.0,870.0,2664.0,89.0,3884.0,2828.0,72.0,1454.0,2182.0,1381.0,1124.0,502.0,3
581,609.0,44436,2022,3,발달상권,2120125,구로역,CS100004,양식음식점,5319,4208.0,1111.0,666.0,769.0,909.0,959.0,905.0,536.0,575.0,0.0,161.0,2951.0,813.0,1394.0,0.0,2046.0,2288.0,50.0,952.0,1156.0,1266.0,646.0,265.0,12
582,610.0,44560,2022,3,발달상권,2120122,강서구청,CS100004,양식음식점,5780,3625.0,2127.0,553.0,551.0,692.0,686.0,1143.0,1242.0,885.0,1142.0,0.0,28.0,23.0,1954.0,2633.0,3467.0,1842.0,9.0,1329.0,2086.0,1022.0,561.0,302.0,13
583,611.0,44598,2022,3,발달상권,2120121,까치산역,CS100004,양식음식점,12684,8974.0,3710.0,1835.0,1766.0,1681.0,1814.0,1878.0,1752.0,1958.0,2094.0,2439.0,2355.0,1600.0,2937.0,1259.0,8644.0,4040.0,47.0,1910.0,3935.0,2814.0,2444.0,1534.0,7
584,612.0,44673,2022,3,발달상권,2120119,발산역(마곡),CS100004,양식음식점,18372,12559.0,5813.0,2044.0,2380.0,2613.0,2773.0,2749.0,2919.0,2894.0,51.0,48.0,8156.0,3768.0,6069.0,280.0,6709.0,10409.0,343.0,3018.0,4509.0,4919.0,2931.0,1395.0,53
585,613.0,44762,2022,3,발달상권,2120114,목동신시가지,CS100004,양식음식점,62204,42925.0,19279.0,8124.0,8186.0,8384.0,8480.0,9751.0,9624.0,9655.0,0.0,1179.0,24652.0,13153.0,21554.0,1666.0,26696.0,30105.0,1982.0,7635.0,10618.0,20178.0,12792.0,3593.0,37
586,614.0,44805,2022,3,발달상권,2120113,오목교역,CS100004,양식음식점,819,535.0,274.0,94.0,75.0,112.0,84.0,170.0,139.0,135.0,28.0,0.0,19.0,5.0,348.0,409.0,340.0,335.0,10.0,126.0,247.0,200.0,79.0,23.0,7
587,615.0,44887,2022,3,발달상권,2120111,목동사거리,CS100004,양식음식점,54,40.0,14.0,7.0,7.0,,,26.0,7.0,7.0,,,26.0,7.0,7.0,14.0,34.0,14.0,,7.0,20.0,14.0,7.0,,4
588,616.0,44931,2022,3,발달상권,2120110,목동역 8번출구,CS100004,양식음식점,7712,5943.0,1769.0,1128.0,1270.0,1204.0,1168.0,1173.0,991.0,778.0,50.0,465.0,1639.0,1523.0,3443.0,592.0,2574.0,5138.0,10.0,824.0,1478.0,2234.0,1661.0,1505.0,8
589,617.0,45015,2022,3,발달상권,2120108,신정네거리역,CS100004,양식음식점,573,509.0,24.0,81.0,97.0,137.0,80.0,114.0,24.0,0.0,0.0,0.0,453.0,16.0,64.0,0.0,130.0,113.0,0.0,48.0,40.0,16.0,72.0,105.0,10
590,618.0,45048,2022,3,발달상권,2120107,공덕역(공덕오거리),CS100004,양식음식점,8732,6242.0,2366.0,1217.0,1052.0,1296.0,1427.0,1250.0,1274.0,1092.0,0.0,6.0,3224.0,1665.0,3513.0,200.0,2982.0,4267.0,124.0,1365.0,2056.0,1383.0,1435.0,1013.0,14
591,619.0,45085,2022,3,발달상권,2120106,마포역,CS100004,양식음식점,1841,1576.0,237.0,188.0,384.0,289.0,399.0,316.0,181.0,56.0,14.0,14.0,796.0,253.0,680.0,28.0,657.0,913.0,28.0,254.0,622.0,326.0,259.0,79.0,10
592,620.0,45118,2022,3,발달상권,2120105,상수역(홍대),CS100004,양식음식점,40407,25664.0,14743.0,3809.0,4435.0,5156.0,5242.0,7022.0,8412.0,6331.0,1752.0,22.0,11047.0,6390.0,16489.0,4707.0,14561.0,24202.0,793.0,18364.0,10843.0,4331.0,3396.0,1040.0,33
593,621.0,45170,2022,3,발달상권,2120104,연남동(홍대),CS100004,양식음식점,134787,81676.0,53111.0,14712.0,14865.0,15127.0,15895.0,21077.0,29547.0,23564.0,1991.0,1918.0,33662.0,28542.0,54420.0,14254.0,46269.0,83950.0,3826.0,68289.0,33462.0,12303.0,9947.0,2399.0,122
