기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
2022,4,전통시장,2130240,영등포유통상가,CS100002,중식음식점,100829067,95531759,5297308,15342977,19702047,22900101,16555228,21031406,2648654,2648654,,,72517295,8870015,13101457,3691646,40500609,9276691,,4716341,12998073,9711730,12003569,10347589,3
2022,4,전통시장,2130236,비단길현대시장(현대시장),CS100002,중식음식점,246701873,134384437,112317436,22934505,25196587,23797670,26243620,36212055,63685792,48631644,,17529651,56562398,38862525,117529514,16217785,157452177,83709583,1031183,12808674,39451182,58380924,97591481,31898315,13
2022,4,전통시장,2130233,남문시장,CS100002,중식음식점,149987114,83208544,66778570,37849025,7449830,10005923,15077115,12826651,25403800,41374770,,5649230,51527235,31261437,57175000,4374212,107011589,42975525,,465404,19354938,42026555,46183270,41956947,9
2022,4,전통시장,2130231,독산동 우시장,CS100002,중식음식점,46309032,31167407,15141625,6865635,164661,8132807,8641107,7363197,8598152,6543473,,164661,21026455,5863353,16025781,3228782,24137111,10667150,85910,4746524,5426644,9976291,10259078,4309815,*
2022,4,전통시장,2130230,가리봉시장,CS100002,중식음식점,24810289,9650877,15159412,1025964,2176057,2374359,2669341,1405156,4449359,10710053,,,3614130,6965570,12714966,1515623,14439463,10370826,,1236629,4591346,5465378,10922031,2594905,6
2022,4,전통시장,2130229,남구로시장,CS100002,중식음식점,140074572,84481858,55592714,18508796,17060564,13675664,10891309,24345525,25123774,30468940,2505214,6357865,31815205,26351865,60049232,12995191,91714973,48359599,1653022,8404963,29103728,30085537,45405181,25422141,14
2022,4,전통시장,2130225,개봉중앙시장,CS100002,중식음식점,36159965,20122816,16037149,2601398,6000602,4417621,1631001,5472194,9217330,6819819,953846,693706,13366167,4168053,14201251,2776942,23109421,12729704,,3895040,7995698,8843797,9767318,5337272,5
2022,4,전통시장,2130221,"남부골목시장(남부화곡시장, 남부시장)",CS100002,중식음식점,17092714,11621469,5471245,2846075,1241518,2217609,2846075,2470192,2217609,3253636,,,5569708,2550679,5740953,385299,9614825,4631814,,796763,4137244,3017462,5094205,1200965,3
2022,4,전통시장,2130208,목동깨비시장(목3동시장),CS100002,중식음식점,187723108,120286340,67436768,25710296,22976284,24382895,27089499,20127366,35874400,31562368,353312,118703,56152091,25607295,85481615,20010092,122149530,43327701,210073,14849518,37132959,34991671,42053323,36239685,4
2022,4,전통시장,2130204,경창시장,CS100002,중식음식점,179825221,108745290,71079931,20975151,21384866,21407629,22767656,22209988,33306447,37773484,,,76554182,30876606,71444121,950312,105259727,66803663,381663,13659292,24722608,50716832,47672936,34910059,*
2022,4,전통시장,2130203,서서울 골목형상점가,CS100002,중식음식점,4786169,2948135,1838034,218380,964514,545951,964513,254777,1219290,618744,,,1983621,1910828,891720,,3148315,1637854,,109190,946315,1419472,1019108,1292084,*
2022,4,전통시장,2130198,아현시장,CS100002,중식음식점,128060727,80339371,47721356,13598680,16779637,17682484,14424616,17853954,23064564,24656792,,2180129,52743077,24096889,47584881,1455751,64990989,40880025,426927,7037376,25171205,21822276,28415153,22998076,*
2022,4,전통시장,2130195,도화동 상점가,CS100002,중식음식점,2233080237,1801688504,431391733,311972953,370375364,346340111,374642633,398357443,298800388,132591345,22063019,298403,531406490,163545743,1068952306,446814276,961002851,559795871,8510686,232747210,506469599,355001355,257768962,160300906,14
2022,4,전통시장,2130191,홍대 걷고싶은 거리,CS100002,중식음식점,1162716166,743129191,419586975,151411379,138934377,146262957,141805818,164714660,228540555,191046420,79301,3347346,288653896,265800004,495431267,109404352,391286418,753323540,111263832,602003992,164224017,135887286,110422408,20808420,10
2022,4,전통시장,2130186,망원시장,CS100002,중식음식점,116256905,73737953,42518952,13839884,13921333,16013918,16013918,13948900,24453178,18065774,,263139,30167064,20477892,46947841,2387051,44716166,45345828,256874,21971522,19848237,14923763,22517223,10544376,*
2022,4,전통시장,2130183,상암동상점가,CS100002,중식음식점,511973146,435187947,76785199,61079695,81610426,90846341,116539206,85112279,49293582,27491617,198703,146565,249072641,38696732,169367878,54490627,219340482,102875054,525387,55246882,90276853,88727226,64114044,23325144,12
2022,4,전통시장,2130179,"이화여대 3,5,7길 상점가",CS100002,중식음식점,1001780854,766616400,235164454,157126235,146205028,150443001,148079232,164762904,128385341,106779113,,7776677,400516507,189721304,386077774,17688592,230502061,571338711,46719503,357131773,116017392,111316083,112348978,58307042,12
2022,4,전통시장,2130177,인왕시장(홍제골목형상점가),CS100002,중식음식점,72029148,44767311,27261837,9554802,6034926,5568401,9057174,14552008,13074676,14187161,,,23045164,13568117,30364831,5051036,38954882,25989658,,7105543,9706123,15882802,15652529,16597543,*
2022,4,전통시장,2130173,백련시장,CS100002,중식음식점,56627948,31564402,25063546,5761483,7039723,5413726,5326003,8023467,12052434,13011112,,344623,23224509,10473429,22441272,144115,35311957,19815310,555438,2596220,8125960,13953923,17884085,12011643,*
2022,4,전통시장,2130172,모래내시장(서중시장),CS100002,중식음식점,15457853,10441263,5016590,1806409,1942434,2146471,1996843,2549106,2508295,2508295,,,5038358,1988682,4464332,1458186,7343159,5334350,,972000,1048504,3471180,4174947,3010878,*
2022,4,전통시장,2130171,불광먹자골목 골목형상점가,CS100002,중식음식점,205543513,126463337,79080176,4163839,27914433,32057525,29569941,32757599,40854651,38225525,,215558,85199152,64020262,55117621,990920,120677373,70310560,311908,17332570,27001911,38783531,52014366,55543645,*
2022,4,전통시장,2130170,제일시장,CS100002,중식음식점,53982031,33267052,20714979,7002285,2372186,7280394,7038083,9574104,10177131,10537848,,220284,22921953,14874693,15835684,129417,34471637,19510394,79138,7135746,9278870,13727924,12793374,10966979,*
2022,4,전통시장,2130168,연서시장,CS100002,중식음식점,106361359,59901319,46460040,8859079,9656578,11714127,12778218,16893317,23230020,23230020,,,8098037,11303984,40697535,23031783,53505375,23232297,,15792766,23651554,19256192,11689063,6348095,*
2022,4,전통시장,2130167,연신내상점가(연빛거리),CS100002,중식음식점,526347045,346558892,179788153,70630187,71584950,60487714,66020755,77835286,97961880,81826273,6640554,1428456,103372259,111847595,235626716,67431465,204144715,320172218,83517007,176954975,82376859,112066333,57681893,11719863,16
2022,4,전통시장,2130163,응암오거리상점가,CS100002,중식음식점,147239085,108136068,39103017,21858160,21510126,22831114,17602754,24333914,33626397,5476620,,264998,36378680,14993721,80229950,15371736,88596347,48726764,855614,22110018,44740766,30749084,30367828,8499800,*
2022,4,전통시장,2130157,상계중앙시장,CS100002,중식음식점,59492224,37658980,21833244,8466823,6744000,6515072,6112014,9821071,11415127,10418117,,589704,23860106,16334673,18707741,,39618510,19219030,94427,4702418,9396209,13526022,18783489,12334975,4
2022,4,전통시장,2130154,상계주공1단지(가)상가,CS100002,중식음식점,66807475,42838069,23969406,10249223,7194232,6485037,7337433,11572144,11906283,12063123,10760661,5400787,16993391,10801576,13849748,9001312,39251181,20907596,743290,8414864,7876149,17122953,19796070,6205451,*
2022,4,전통시장,2130147,쌍문역동측상점가,CS100002,중식음식점,120928275,78425882,42502393,15759470,6937582,20405796,18145887,17177147,23166182,19336211,,87155,40656631,22131083,52744037,5309369,78320313,34136759,1052587,15808937,18726514,26084484,24170745,26613806,3
2022,4,전통시장,2130146,쌍문시장(쌍문역골목시장),CS100002,중식음식점,22722113,10668997,12053116,2490095,2145720,1351009,1364254,3317919,6026558,6026558,,,894050,284771,8053073,7463661,10510054,5086151,357620,4079517,4158988,3238448,3357654,403978,*
2022,4,전통시장,2130145,쌍문역둘리상점가,CS100002,중식음식점,16635413,11830635,4804778,2364616,3009281,1991919,1991919,2472900,2631548,2173230,171239,1659512,4200405,2968991,5341160,302187,12577350,2066144,175993,732606,1448172,2189906,3668485,6428332,*
2022,4,전통시장,2130140,숭인시장,CS100002,중식음식점,13535179,7775659,5759520,751975,1679299,2670691,1487090,1186604,2879760,2879760,,,4592409,1790577,4272433,,6334325,4321094,,775573,2470031,3070107,2695711,1643997,*
2022,4,전통시장,2130134,"솔샘시장(미아6,7동골목시장)",CS100002,중식음식점,122298641,75450177,46848464,12383743,15733656,13739665,15492805,18100308,25162619,21685845,,,36965465,24922748,52228422,8182006,71630321,45582447,1131167,3627310,16749979,40248193,29480580,25975541,*
2022,4,전통시장,2130120,돈암시장(돈암제일시장),CS100002,중식음식점,50267064,38094728,12172336,8642893,9510325,6920600,5786023,7234887,5424594,6747742,,6942600,20136369,8375748,14812347,,31815273,13105769,,2306867,5625737,9812039,10805187,16371210,*
2022,4,전통시장,2130119,정릉아리랑시장,CS100002,중식음식점,68539597,46204316,22335281,9050272,10042700,9304018,7254315,10553011,10330279,12005002,,535686,35572361,9464724,22966826,,37760215,20102317,332689,2323185,7451672,15777358,19295969,12681658,*
2022,4,전통시장,2130115,우림골목시장,CS100002,중식음식점,115644411,70686952,44957459,14331949,13932648,13335037,14331949,14755369,20305382,24652077,,,40715225,28074326,31906542,616369,64008696,37303766,381807,9042217,13563078,21113148,29458826,27753386,*
2022,4,전통시장,2130114,유영시장,CS100002,중식음식점,27625639,12584026,15041613,3864037,1658130,1658130,2753681,2650048,8986475,6055138,,,9297375,5507363,11162771,,13821363,12146146,,286004,1181671,9616442,10146478,4736914,*
2022,4,전통시장,2130112,사가정시장,CS100002,중식음식점,9812228,7377978,2434250,1431230,2179638,1188192,1315499,1263419,1217125,1217125,,,3522140,1759141,3149867,163955,4463533,2302988,156240,213089,593541,597607,2318302,2887744,3
2022,4,전통시장,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",CS100002,중식음식점,175381522,108428109,66953413,23690019,13209904,19860436,25428280,26239470,33794009,33159404,,1158951,74110636,25124775,74987160,,114420147,49047387,411568,18761106,37429889,34886117,49230655,22748199,*
2022,4,전통시장,2130110,면목골목시장(면목시장),CS100002,중식음식점,136252723,86663967,49588756,16206800,19096850,19164409,18196055,13999853,28239918,21348838,2379600,,4308802,5254636,67994996,56314689,82610392,42592582,,21371357,40550780,30777156,21964380,10539299,*
2022,4,전통시장,2130101,답십리현대시장,CS100002,중식음식점,50459954,35303254,15156700,5742496,7125103,6690569,7150052,8595034,7578350,7578350,,,23163345,4626015,14659790,432454,27400565,9380936,145538,1575964,9545185,9988035,8877791,6648988,*
2022,4,전통시장,2130098,회기시장,CS100002,중식음식점,139121632,95994010,43127622,22452489,17225082,18319477,17817415,20179547,21436138,21691484,,71929,39206799,28215762,63346012,8281130,57937539,78401898,7884644,69903514,12753508,17529862,21912364,6355546,4
2022,4,전통시장,2130095,청량리전통시장,CS100002,중식음식점,95275461,75028344,20247117,21040798,15003122,11718340,11636819,15629265,13667684,6579433,,338026,45219437,29502395,19762890,452713,64384953,24920091,96579,3916980,12925463,31575401,19133280,21657342,4
2022,4,전통시장,2130086,서울약령시장,CS100002,중식음식점,140496022,101701937,38794085,21112281,13601388,21485314,18049099,27453855,32030694,6763391,,1269750,88321500,19290154,31614618,,69705678,38666392,,8981507,17409202,31880046,23142445,26958869,3
2022,4,전통시장,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100002,중식음식점,10657242,7943872,2713370,1641607,2135978,1184976,1902001,1079310,2132204,581166,,37738,4905955,2524680,3188869,,7969381,2385956,,1960328,3645215,2482164,1486595,781035,*
2022,4,전통시장,2130081,자양골목전통시장(자양골목시장),CS100002,중식음식점,9817687,6210144,3607543,1343343,777294,777294,1419227,1892986,1587400,2020143,198938,,408130,1101337,5877896,1454092,3580882,2875370,,1136202,707562,1802746,2260098,549643,*
2022,4,전통시장,2130070,뚝섬역상점가,CS100002,중식음식점,221501354,190066704,31434650,33252515,40196248,35205852,44799938,36612151,23453579,7981071,,272476,133424663,22336973,61501290,3965952,101640322,46038110,506910,24925468,41012524,37567152,25875237,17791142,*
2022,4,전통시장,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",CS100002,중식음식점,789867413,560803679,229063734,89581960,101778337,105560224,113677574,150205584,146739715,82324019,53960395,4073589,121557540,55621196,348091702,206562991,436706518,307418399,38364767,407320046,144889145,71924527,66017656,15608774,9
2022,4,전통시장,2130068,마장축산물시장,CS100002,중식음식점,187362971,161867413,25495558,47426583,20410921,33889932,19132073,41007904,21394688,4100870,,1517766,97742254,25779888,58907543,3415520,88519911,33475576,344883,4638584,26426560,40710299,38265853,11609311,*
2022,4,전통시장,2130067,왕십리도선동상점가,CS100002,중식음식점,119739128,105255914,14483214,18553495,17704099,20227311,26818416,21952593,8697890,5785324,5971248,,46988205,10500140,36290470,19989065,57173010,30294008,143227,15273522,14944868,23738318,25835483,7531600,8
2022,4,전통시장,2130066,행당시장상점가,CS100002,중식음식점,67888301,42321456,25566845,3020887,9441505,11370149,8297601,10191314,14600136,10966709,3724449,1079943,27805451,9421825,22808686,3047947,33433945,19182636,167280,4870321,8644462,13436554,17281544,8216421,6
2022,4,전통시장,2130065,무학봉상점가,CS100002,중식음식점,393213514,261765343,131448171,57907015,32041302,48932523,63484321,59400182,74090271,57357900,,99655,107326859,59700260,197971427,28115313,172882682,114018286,716021,37930546,59518145,44472064,89389583,54874611,3
2022,4,전통시장,2130064,금남시장,CS100002,중식음식점,58713753,31309586,27404167,10335728,377605,6384452,6582302,7629499,14068923,13335244,,137541,25083721,14449244,19043247,,29713755,19134541,93778,3386640,7064462,15499112,13584593,9219711,*
2022,4,전통시장,2130063,신금호역 골목형상점가,CS100002,중식음식점,76274752,52201332,24073420,11499941,9709388,9354844,11274140,10363019,12363525,11709895,,120823,30477021,13522234,32089311,65363,40558780,29765950,1824224,8679425,9091410,16463573,18923602,15342497,*
2022,4,전통시장,2130058,이촌종합시장,CS100002,중식음식점,516997652,318112389,198885263,55721459,65023142,60940011,54583240,81844537,99568582,99316681,,634418,152656741,84732072,241072632,37901789,226515082,162630159,1278165,24704969,55035729,82175742,87913489,138037147,*
2022,4,전통시장,2130056,용산용문시장,CS100002,중식음식점,28552916,26408660,2144256,3620571,4566031,8145429,4908494,5168135,1072128,1072128,,685066,22329027,1401027,3065668,,16876659,2236739,150714,1209140,5179095,5295557,5713516,1565375,*
2022,4,전통시장,2130053,백학시장,CS100002,중식음식점,450941266,294968541,155972725,42849815,54551283,66671541,62404024,68491878,74515050,81457675,,2672038,178426112,69426996,195311113,5105007,221237129,148051909,947582,20030105,59536332,73580638,110340916,104853464,3
2022,4,전통시장,2130051,동화동 골목형상점가,CS100002,중식음식점,22037638,15014244,7023394,2630284,2588423,3216340,2630284,3948913,3511697,3511697,,139538,8783890,1634916,5337313,,5514427,9095159,65118,1509847,3392757,4829948,3152484,1659431,*
2022,4,전통시장,2130038,"평화시장(통일상가, 동화상가)",CS100002,중식음식점,159864403,112355505,47508898,22208381,23230184,22174721,20948027,23794192,25333689,22175209,,1010813,59451450,46326808,52953200,122132,50463027,100649448,3076455,45127764,57650054,29319930,12989908,2948364,3
2022,4,전통시장,2130036,중부시장(신중부시장),CS100002,중식음식점,99972087,80212955,19759132,14057074,16361906,17310249,20287323,12196403,9879566,9879566,,,54079521,24488840,11524160,,72110029,5413955,,2388862,9255341,27141797,31715449,7022535,*
2022,4,전통시장,2130035,방산종합시장(방산시장),CS100002,중식음식점,69063882,52943092,16120790,8686589,12335820,9876774,11057250,10986659,8060395,8060395,,91326,51995566,5743851,3172744,,47378511,5740029,,2756702,3500843,14960606,21735666,10164722,*
2022,4,전통시장,2130034,필동 골목형상점가,CS100002,중식음식점,57886132,47810104,10076028,7484247,9299897,10458308,11336846,9230806,5038014,5038014,,63129,31978851,6400540,14268820,136778,26986431,11629693,768065,6638675,8536040,9709531,7393062,5570750,*
2022,4,전통시장,2130032,인현시장,CS100002,중식음식점,303016657,253701285,49315372,49334394,42462299,50943435,57435829,53525328,35139941,14175431,,240861,157522029,31844575,101191984,12217208,183069858,57915740,413341,9568015,38412324,59597110,75779293,57215514,*
2022,4,전통시장,2130024,남대문시장(자유상가),CS100002,중식음식점,867607072,725829953,141777119,103134898,124741802,166361884,148288691,183302678,115280721,26496398,10820894,6969518,415868830,89127315,317631402,27189113,325286777,249958066,2855948,81014036,128283286,140779717,109141541,113170318,7
2022,4,전통시장,2130020,동묘시장(동묘벼룩시장),CS100002,중식음식점,11372113,5981025,5391088,1070958,1561056,1642739,1070958,635314,1361386,4029702,,,5908415,4256601,136139,,7896039,2187294,,1624587,589934,1824258,2078382,3966172,*
2022,4,전통시장,2130018,동대문문구완구거리(동대문문구완구시장),CS100002,중식음식점,11939182,5460166,6479016,941888,1507938,830569,772222,1407549,5286017,1192999,,,1057087,1313808,6110375,3457912,8013623,3181663,,1982270,3266933,2449425,2484875,1011783,*
2022,4,전통시장,2130010,종로신진시장,CS100002,중식음식점,104286002,84146910,20139092,14874378,17167962,15714692,19383390,17006488,10069546,10069546,,,59034406,26849969,8332081,,54823153,27279491,45213,10211643,26061327,19276817,18446839,8060803,*
2022,4,발달상권,2120249,고덕역,CS100002,중식음식점,182413812,119024467,63389345,21894124,14773535,28201896,23184764,30970148,36833859,26555486,,584294,18806458,15012445,118697262,29313353,107824212,42113273,1976210,21987612,34623930,51223057,27781204,12345470,7
2022,4,발달상권,2120248,명일역,CS100002,중식음식점,264053292,155283951,108769341,35181354,32184468,26632942,28176233,33108954,55155853,53613488,,4905182,101664041,51090112,105709376,684581,155494609,80895108,1478436,17611570,39277153,75138564,59966929,42917063,3
2022,4,발달상권,2120246,길동역,CS100002,중식음식점,610465060,435417202,175047858,94067489,79554990,83585175,85696679,92512869,91568907,83478951,66631388,29612385,226736189,81869538,141416920,64198640,374421595,167441387,3133115,87086658,152016352,122894510,108433004,68299346,12
2022,4,발달상권,2120245,둔촌역,CS100002,중식음식점,332863708,211449548,121414160,29056160,45104228,44364014,43327560,49597586,66111438,55302722,2977821,2887141,123539856,54326347,125277241,23855302,200375026,103670887,7131400,45483001,52800692,84978188,67761606,45891023,6
