,index,기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
549,549,2022,3,전통시장,2130098,회기시장,CS100003,일식음식점,92213911,69142588.0,23071323.0,9316821.0,12558553.0,13833244.0,15616334.0,17817636.0,13137462.0,9933861.0,0.0,0.0,28580059.0,9544029.0,49876893.0,4212930.0,45542496.0,39434133.0,1047595.0,38151424.0,16180955.0,10174008.0,16120983.0,3301662.0,3
550,550,2022,3,전통시장,2130095,청량리전통시장,CS100003,일식음식점,19059848,16010034.0,3049814.0,1120463.0,4463875.0,1977287.0,2816136.0,5632273.0,1617780.0,1432034.0,784923.0,0.0,0.0,0.0,11240577.0,5602314.0,13331707.0,3055807.0,0.0,2971923.0,5847976.0,4248171.0,2324811.0,994635.0,*
551,551,2022,3,전통시장,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100003,일식음식점,136048169,93827283.0,35983657.0,12417989.0,17973499.0,17207703.0,19863547.0,26364545.0,22490877.0,13492780.0,0.0,15024371.0,32733042.0,33707744.0,39440211.0,8905572.0,56386990.0,73423950.0,6237229.0,4516844.0,18691727.0,17367595.0,37284267.0,51950507.0,5
552,552,2022,3,전통시장,2130072,성동용답상가시장,CS100003,일식음식점,388004024,312944166.0,75059858.0,80372283.0,33327687.0,61403625.0,56328873.0,81511698.0,43026367.0,32033491.0,5499475.0,0.0,14665038.0,26156511.0,200229118.0,141453882.0,211908598.0,100146332.0,826583.0,37650046.0,64377093.0,65818497.0,119924795.0,23457914.0,8
553,553,2022,3,전통시장,2130070,뚝섬역상점가,CS100003,일식음식점,92801826,79977923.0,12823903.0,14870883.0,14320646.0,18672053.0,14977521.0,17136820.0,11400988.0,1422915.0,11903899.0,0.0,23953560.0,3651623.0,23691062.0,29601682.0,47616228.0,26249785.0,302882.0,16092506.0,28551690.0,10764936.0,11591552.0,6562447.0,*
554,554,2022,3,전통시장,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",CS100003,일식음식점,292951683,202749004.0,90202679.0,27734904.0,37990996.0,43863755.0,42716313.0,50443036.0,48290471.0,41912208.0,47120956.0,1670637.0,74012105.0,23760093.0,83277351.0,63110541.0,160078183.0,113244522.0,9514372.0,163810142.0,49238667.0,22471407.0,23052619.0,5235503.0,6
555,555,2022,3,전통시장,2130067,왕십리도선동상점가,CS100003,일식음식점,52669109,29818997.0,22382141.0,4580531.0,7137560.0,3910369.0,4339793.0,9850744.0,13774126.0,8608015.0,5933870.0,467971.0,0.0,0.0,12381749.0,33885519.0,31652679.0,17822263.0,0.0,18883898.0,18657741.0,10221840.0,1366621.0,344841.0,4
556,556,2022,3,전통시장,2130066,행당시장상점가,CS100003,일식음식점,278990638,216031774.0,62958864.0,25317220.0,31214862.0,56992104.0,47477437.0,55030151.0,39690521.0,23268343.0,12858301.0,0.0,54170974.0,21853370.0,107283829.0,82824164.0,150631206.0,88545901.0,1140191.0,51943352.0,56896818.0,37916383.0,67129402.0,24150961.0,7
557,557,2022,3,전통시장,2130063,신금호역 골목형상점가,CS100003,일식음식점,106706170,85285353.0,21420817.0,18146751.0,15618776.0,10125558.0,13646684.0,27747584.0,17854325.0,3566492.0,0.0,0.0,4583694.0,5583951.0,34828642.0,61709883.0,47003908.0,6010291.0,0.0,5381167.0,11948432.0,6012478.0,20407442.0,9264681.0,3
558,558,2022,3,전통시장,2130058,이촌종합시장,CS100003,일식음식점,1426055770,1065935137.0,360120633.0,161610832.0,188972783.0,191593209.0,215113256.0,308645057.0,233814145.0,126306488.0,63049811.0,20251132.0,75388865.0,66979437.0,560492844.0,639893681.0,559975062.0,449565228.0,8209020.0,134037593.0,302731143.0,175462955.0,245603029.0,143496546.0,11
559,559,2022,3,전통시장,2130052,서울중앙시장(신중앙시장),CS100003,일식음식점,27325221,18579330.0,8745891.0,3399112.0,3734060.0,1993153.0,4176525.0,5276480.0,5499781.0,3246110.0,,,521032.0,3055893.0,16879774.0,6868522.0,16569912.0,8646371.0,,692752.0,2318313.0,6043453.0,7748774.0,8412991.0,6
560,560,2022,3,전통시장,2130038,"평화시장(통일상가, 동화상가)",CS100003,일식음식점,504144640,360106800.0,144037840.0,77766759.0,72197603.0,74096847.0,75792350.0,60253241.0,85073948.0,58963892.0,0.0,3398922.0,250831929.0,127956749.0,121957040.0,0.0,211827053.0,266015332.0,12514879.0,151466092.0,148565834.0,92637961.0,55566021.0,17091599.0,*
561,561,2022,3,전통시장,2130010,종로신진시장,CS100003,일식음식점,87009254,75988863.0,11020391.0,13530362.0,16595090.0,11769262.0,18980352.0,15113797.0,10580238.0,440153.0,0.0,50144.0,32310945.0,11842053.0,34608687.0,8197425.0,47111339.0,28364686.0,72430.0,5407404.0,9771398.0,13365503.0,27375272.0,19484018.0,*
562,562,2022,3,전통시장,2130002,세종마을음식문화거리(금천교시장),CS100003,일식음식점,251795611,172229545.0,79489608.0,17782153.0,30833971.0,29520246.0,38617702.0,55475473.0,51168085.0,28321523.0,13226162.0,205481.0,37808554.0,9317381.0,95685270.0,95476305.0,114990146.0,107133577.0,76458.0,51042239.0,72697336.0,40061999.0,35961970.0,22360177.0,*
563,563,2022,3,전통시장,2130001,통인시장,CS100003,일식음식점,78000000,58011039.0,19988961.0,6672796.0,10720245.0,9751977.0,10163496.0,20702525.0,16376390.0,3612571.0,,,7760882.0,25447737.0,44791381.0,,31715926.0,42103170.0,,3168438.0,13047068.0,13712947.0,19702197.0,24188446.0,3
564,564,2022,3,발달상권,2120249,고덕역,CS100003,일식음식점,371936414,260117303.0,111819111.0,57749719.0,62641219.0,35849515.0,36788826.0,67088024.0,51733017.0,60086094.0,0.0,580858.0,137553170.0,53056932.0,168927585.0,11817869.0,200881860.0,163118249.0,24892759.0,47908067.0,43610222.0,112335345.0,81693222.0,53560493.0,7
565,565,2022,3,발달상권,2120248,명일역,CS100003,일식음식점,513074448,354798327.0,158276121.0,30974863.0,66999215.0,71741500.0,82348579.0,102734170.0,84352358.0,73923763.0,0.0,3475848.0,173975303.0,44534484.0,247590912.0,43497901.0,251435547.0,231190633.0,9147296.0,65223218.0,83594652.0,128596817.0,113643626.0,82420571.0,15
566,566,2022,3,발달상권,2120246,길동역,CS100003,일식음식점,455641741,357202559.0,98275420.0,65400759.0,71782096.0,68573194.0,70218920.0,81227590.0,57097318.0,41178102.0,163762.0,810607.0,161755889.0,58418040.0,183240711.0,51252732.0,241765050.0,157167026.0,1704373.0,55681758.0,79137536.0,84774728.0,95560119.0,82073562.0,11
567,567,2022,3,발달상권,2120245,둔촌역,CS100003,일식음식점,276586907,185599850.0,90500291.0,22278449.0,34604787.0,30601895.0,46503023.0,51611696.0,50828484.0,39671807.0,486766.0,1828227.0,77225153.0,29474344.0,138553348.0,29019069.0,160962785.0,89702916.0,5518803.0,49645412.0,35288718.0,47091093.0,69231240.0,43890439.0,7
568,568,2022,3,발달상권,2120244,암사역,CS100003,일식음식점,242990782,158830045.0,82636327.0,23729797.0,24490750.0,32833925.0,38025313.0,39750260.0,44680354.0,37955973.0,1524410.0,44591.0,48056180.0,19534960.0,139593408.0,34237233.0,134164301.0,74960785.0,1688857.0,22996678.0,37655835.0,53193526.0,57905226.0,35684963.0,6
569,569,2022,3,발달상권,2120243,천호역,CS100003,일식음식점,1001680046,750064848.0,251615198.0,98838969.0,133079961.0,155497572.0,159526865.0,203121481.0,205930849.0,45684349.0,103410504.0,0.0,69905953.0,18422360.0,373259816.0,436681413.0,582755975.0,334001049.0,1184142.0,275095964.0,367213784.0,143816943.0,71053633.0,58392560.0,11
570,570,2022,3,발달상권,2120242,강동구청역,CS100003,일식음식점,605280050,517918671.0,87361379.0,73709842.0,91638691.0,117973115.0,107766200.0,126830823.0,86199258.0,1162121.0,4042934.0,284965.0,160083140.0,12884355.0,324699596.0,102122939.0,308887009.0,188672449.0,1607301.0,95663434.0,118081623.0,99697459.0,108221253.0,74288387.0,20
571,571,2022,3,발달상권,2120241,거여역,CS100003,일식음식점,221949886,184297852.0,37652034.0,27863306.0,36918057.0,32219312.0,36201427.0,51095750.0,35295210.0,2356824.0,2215044.0,0.0,40516633.0,17068722.0,111902341.0,50247146.0,130675555.0,72895592.0,2882300.0,26128449.0,41363952.0,49657132.0,55652814.0,27886497.0,8
572,572,2022,3,발달상권,2120240,개롱역,CS100003,일식음식점,229682648,171581218.0,58101430.0,10039031.0,35352350.0,35262281.0,41867720.0,49059836.0,34038631.0,24062799.0,179918.0,779020.0,64912252.0,19921639.0,112375324.0,31514495.0,109305843.0,93217323.0,2281816.0,25302153.0,49944879.0,42004986.0,50083137.0,32906195.0,8
573,573,2022,3,발달상권,2120239,오금역,CS100003,일식음식점,184015345,149089775.0,34423807.0,12604730.0,39812803.0,43136894.0,36851501.0,16683847.0,20363591.0,14060216.0,0.0,360587.0,77003554.0,14378658.0,52860074.0,38910709.0,95928948.0,37335020.0,501763.0,1498932.0,7673554.0,17877402.0,24311667.0,81902412.0,6
574,574,2022,3,발달상권,2120236,장지역(가든파이브),CS100003,일식음식점,203180173,153624151.0,49303785.0,34879201.0,24809474.0,21079944.0,36727750.0,36127782.0,34045148.0,15258637.0,0.0,3210638.0,112810134.0,27776881.0,25085135.0,252237.0,80509174.0,57548249.0,308091.0,22442034.0,37943901.0,41057246.0,26560730.0,9745420.0,4
575,575,2022,3,발달상권,2120235,문정역,CS100003,일식음식점,671994630,625344334.0,46650296.0,106111063.0,125083109.0,133214440.0,132829453.0,128106269.0,31153148.0,15497148.0,5453869.0,1521233.0,366114529.0,27136151.0,181374958.0,90393890.0,263361529.0,158921767.0,1488289.0,116133645.0,152413860.0,86273974.0,43465513.0,22508012.0,48
576,576,2022,3,발달상권,2120234,가락시장역,CS100003,일식음식점,296791689,201297294.0,95290602.0,33286612.0,32863805.0,30396078.0,40661332.0,64089467.0,47745258.0,47545344.0,35274452.0,203793.0,73976656.0,14916883.0,113931047.0,58488858.0,205227698.0,61281937.0,1330019.0,59445604.0,78364960.0,63257023.0,59439631.0,4672397.0,23
577,577,2022,3,발달상권,2120230,송파사거리(송파역),CS100003,일식음식점,190354490,127646138.0,62212390.0,15821131.0,29619192.0,22863221.0,30147649.0,29194945.0,30401844.0,31810546.0,0.0,495962.0,48398992.0,22086841.0,103344629.0,16028066.0,102627648.0,64295202.0,629928.0,18556389.0,28010224.0,39847924.0,40838765.0,39039619.0,5
578,578,2022,3,발달상권,2120229,방이동먹자골목,CS100003,일식음식점,961862940,693515509.0,268347431.0,108297951.0,129281273.0,142403079.0,125056989.0,188476217.0,166076884.0,102270547.0,52954614.0,326706.0,133459471.0,46498741.0,364511573.0,364111835.0,521815717.0,231534406.0,3221259.0,231856565.0,260677389.0,112323825.0,85529174.0,59741912.0,19
579,579,2022,3,발달상권,2120228,석촌역(석촌호수),CS100003,일식음식점,633374978,435430203.0,197944775.0,50458063.0,78997969.0,91329635.0,90410754.0,124233782.0,102694562.0,95250213.0,4378388.0,0.0,188777268.0,78041070.0,294461714.0,67716538.0,299925045.0,275633851.0,6360725.0,196363560.0,197008895.0,81248566.0,63505348.0,31071803.0,11
580,580,2022,3,발달상권,2120227,잠실역,CS100003,일식음식점,1395542629,1178643122.0,216899507.0,179609778.0,230265859.0,248934269.0,229917201.0,289916015.0,132835624.0,84063883.0,3773517.0,534800.0,553141769.0,117951272.0,449663004.0,270478267.0,600519576.0,452563900.0,3632444.0,189285236.0,300817774.0,245418086.0,194520158.0,119409779.0,27
581,581,2022,3,발달상권,2120226,석촌고분역,CS100003,일식음식점,91122296,80156068.0,10966228.0,13360210.0,13313955.0,15356456.0,16058146.0,22067301.0,9686641.0,1279587.0,0.0,0.0,53431881.0,5627117.0,27982637.0,4080661.0,52361866.0,31761369.0,1024577.0,20868434.0,31456425.0,20200276.0,4766917.0,5806607.0,4
582,582,2022,3,발달상권,2120225,잠실새내역(신천),CS100003,일식음식점,2587413079,1893877880.0,693535199.0,357087610.0,362342339.0,371711296.0,384708084.0,418028551.0,423228582.0,270306617.0,66319676.0,5861020.0,850879351.0,331377958.0,986996808.0,345978266.0,1203393346.0,1048786132.0,34431197.0,492169447.0,513379734.0,611607038.0,371420767.0,229171308.0,31
583,583,2022,3,발달상권,2120224,수서역,CS100003,일식음식점,1800838478,1612023908.0,188814570.0,253890498.0,321876888.0,345677895.0,307119478.0,383459149.0,109720774.0,79093796.0,0.0,7760052.0,956802538.0,140331885.0,607620728.0,88323275.0,748184638.0,591606485.0,9399419.0,241766045.0,450451495.0,267277011.0,208756960.0,162140193.0,11
584,584,2022,3,발달상권,2120222,삼성역,CS100003,일식음식점,3899226485,2817716524.0,1081509961.0,473020493.0,500852635.0,575014987.0,586062186.0,682766223.0,543244065.0,538265896.0,67322135.0,3683818.0,1358953613.0,584518910.0,1453616990.0,431131019.0,1442944326.0,1537360947.0,30107547.0,827700172.0,996471428.0,558614962.0,359547748.0,207863419.0,24
585,585,2022,3,발달상권,2120220,대치역,CS100003,일식음식점,512479398,389516880.0,122962518.0,59107898.0,86714247.0,88882849.0,82861809.0,71950077.0,77804627.0,45157891.0,0.0,878704.0,210554154.0,82372231.0,212521407.0,6152902.0,208463541.0,220405747.0,39040572.0,49801142.0,51222579.0,129993278.0,108191187.0,50620526.0,4
586,586,2022,3,발달상권,2120219,은마아파트,CS100003,일식음식점,202193209,143016908.0,59094053.0,23100431.0,23141982.0,31969684.0,30713218.0,34091593.0,39524041.0,19570012.0,391655.0,82248.0,98207486.0,31322672.0,57992445.0,14196703.0,72013256.0,74210636.0,11106743.0,7020217.0,10872611.0,55249021.0,41933932.0,20041368.0,11
587,587,2022,3,발달상권,2120218,코엑스,CS100003,일식음식점,615572556,504773757.0,110798799.0,67407601.0,83498145.0,141340507.0,103615101.0,108912403.0,60530539.0,50268260.0,0.0,8446857.0,327304971.0,73473387.0,157492722.0,48854619.0,166588123.0,123846027.0,5412884.0,51586003.0,83388936.0,74451288.0,41980165.0,33614875.0,9
588,588,2022,3,발달상권,2120217,대치사거리,CS100003,일식음식점,8008358,6889736.0,1118622.0,616469.0,1100352.0,1758061.0,1701162.0,1713692.0,898343.0,220279.0,0.0,378964.0,6045679.0,655618.0,928097.0,0.0,2453871.0,1639046.0,41759.0,874853.0,1455305.0,895733.0,762626.0,62639.0,5
589,589,2022,3,발달상권,2120216,경기고교사거리(경기고교앞사거리),CS100003,일식음식점,165635883,138857716.0,26778167.0,20735116.0,28901545.0,26262872.0,28700468.0,34257715.0,26778167.0,0.0,0.0,107241.0,70386790.0,10096774.0,61897031.0,23148047.0,61542060.0,54886126.0,289552.0,7908514.0,16129100.0,29593253.0,36981645.0,25526124.0,5
590,590,2022,3,발달상권,2120215,포스코사거리,CS100003,일식음식점,7462555212,6736902215.0,725652997.0,1010517514.0,1290710751.0,1512371246.0,1449508001.0,1473794703.0,665598944.0,60054053.0,29635949.0,6255610.0,2301887392.0,259557441.0,2176259758.0,2688959062.0,2786439574.0,1706746315.0,4961881.0,1112491984.0,1808894052.0,855187292.0,430440347.0,281210331.0,40
591,591,2022,3,발달상권,2120214,영동대교남단교차로,CS100003,일식음식점,209098874,175868525.0,29653833.0,23762419.0,31227963.0,35863544.0,42455214.0,42559385.0,11574486.0,18079347.0,0.0,0.0,55933702.0,3576516.0,58277537.0,73231772.0,101560326.0,42096405.0,0.0,22078332.0,37049929.0,59180347.0,21667438.0,3680687.0,6
592,592,2022,3,발달상권,2120213,삼성중앙역,CS100003,일식음식점,981499099,821752725.0,158930048.0,103217349.0,172935384.0,172984641.0,179112224.0,193503127.0,158825385.0,104663.0,11091150.0,0.0,78904140.0,16198459.0,310629381.0,563859643.0,391369075.0,273996917.0,816326.0,137656802.0,308810853.0,130962222.0,64453687.0,23482428.0,14
593,593,2022,3,발달상권,2120212,한티역,CS100003,일식음식점,594516842,396533814.0,197635972.0,74942387.0,70004686.0,78045532.0,72602770.0,100938439.0,102603024.0,95032948.0,347056.0,2998024.0,221314918.0,86735843.0,254557791.0,28563210.0,256369362.0,257062397.0,29336795.0,73900788.0,61753985.0,172000046.0,135369170.0,41070974.0,10
594,594,2022,3,발달상권,2120211,도성초등학교,CS100003,일식음식점,347671852,250164369.0,97507483.0,46266545.0,49619604.0,49319081.0,46515185.0,58443954.0,61103999.0,36403484.0,0.0,0.0,167150536.0,38800558.0,141617523.0,103235.0,149764613.0,158092920.0,24390263.0,53739511.0,44425834.0,102218335.0,73357969.0,9725621.0,8
595,595,2022,3,발달상권,2120210,선릉역,CS100003,일식음식점,3366895906,2770746882.0,596149024.0,441375439.0,555364192.0,585401080.0,620787234.0,567818937.0,367294960.0,228854064.0,305725509.0,2875016.0,1036898033.0,211991379.0,981022599.0,828383370.0,1524601685.0,834338430.0,32329224.0,545147810.0,782838738.0,505740988.0,329128020.0,163755339.0,35
596,596,2022,3,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",CS100003,일식음식점,304446056,269825571.0,33145136.0,48023251.0,58103908.0,55230153.0,53197742.0,55270517.0,30119925.0,3025211.0,0.0,1475349.0,167393146.0,17192396.0,104273279.0,11086675.0,114319517.0,109625260.0,1109847.0,33810491.0,67640831.0,51770462.0,37847979.0,31765169.0,11
597,597,2022,3,발달상권,2120208,청담사거리(청담동명품거리),CS100003,일식음식점,2649394432,2090871825.0,558522607.0,306436488.0,408592107.0,402859571.0,464024624.0,508959035.0,424431308.0,134091299.0,173142611.0,4539697.0,248390982.0,40799215.0,768732931.0,1413788996.0,1138724909.0,574624036.0,3094812.0,253611655.0,629106409.0,434547320.0,273915527.0,119073224.0,32
598,598,2022,3,발달상권,2120207,선정릉역,CS100003,일식음식점,761110637,704384521.0,56726116.0,95317899.0,137467210.0,168009362.0,157314626.0,146275424.0,56171626.0,554490.0,5918455.0,134017.0,361371444.0,51821084.0,187123030.0,154742607.0,357042630.0,229534101.0,764542.0,179842069.0,204696861.0,108343088.0,63032932.0,29897240.0,15
599,599,2022,3,발달상권,2120206,개나리아파트,CS100003,일식음식점,206115066,166398883.0,39716183.0,38612546.0,42188327.0,24883313.0,30136622.0,30578075.0,15436190.0,24279993.0,0.0,4385113.0,78431735.0,18055485.0,92219828.0,13022905.0,90349532.0,47899275.0,0.0,2619297.0,7475295.0,40643236.0,50517100.0,36993880.0,9
600,600,2022,3,발달상권,2120205,매봉역,CS100003,일식음식점,1143833679,965800748.0,178032931.0,156924969.0,177842946.0,181650578.0,233332704.0,216049551.0,140718776.0,37314155.0,55259267.0,543242.0,336308816.0,46839043.0,380660702.0,324222609.0,467148628.0,263334127.0,1755306.0,139361391.0,210761084.0,159826658.0,109050399.0,109727922.0,16
601,601,2022,3,발달상권,2120204,르네상스호텔사거리,CS100003,일식음식점,1587828999,1432755069.0,155073930.0,297789698.0,227598840.0,305544138.0,301294329.0,300528064.0,102340908.0,52733022.0,9147816.0,273914.0,628206451.0,86361966.0,580906139.0,282932713.0,540626138.0,297535909.0,1499831.0,114201154.0,241281987.0,220604134.0,162425488.0,98149453.0,11
602,602,2022,3,발달상권,2120203,강남구청역,CS100003,일식음식점,1721041382,1428482566.0,292558816.0,204766684.0,287610274.0,295343807.0,339710733.0,301051068.0,200325133.0,92233683.0,39337779.0,1028845.0,399443333.0,148247153.0,674608504.0,458375768.0,758748315.0,509535740.0,4675506.0,322819115.0,446841594.0,248712513.0,162395747.0,82839581.0,19
603,603,2022,3,발달상권,2120202,압구정로데오역(압구정로데오),CS100003,일식음식점,2664116282,1647350166.0,1016766116.0,185743449.0,261517316.0,348092122.0,314674363.0,537322916.0,667897729.0,348868387.0,495581225.0,37867.0,240757394.0,75059790.0,700560087.0,1152119919.0,1337527204.0,964205235.0,14146090.0,774049248.0,1038723717.0,246747073.0,158851890.0,69214421.0,37
604,604,2022,3,발달상권,2120200,학동사거리,CS100003,일식음식점,4364478008,3271278482.0,1093199526.0,557537129.0,535221082.0,625186594.0,707849794.0,845483883.0,695224335.0,397975191.0,298381019.0,105589.0,385693536.0,275832687.0,1566984894.0,1837480283.0,1703397182.0,1017054147.0,6916808.0,447902609.0,983258087.0,598853899.0,458889581.0,224630340.0,41
605,605,2022,3,발달상권,2120199,경복아파트교차로,CS100003,일식음식점,78789101,53706860.0,24606228.0,4782103.0,7459285.0,13992701.0,11324933.0,16147838.0,12711125.0,11895103.0,0.0,0.0,21504296.0,1883130.0,32316598.0,17826961.0,50655461.0,15939330.0,1716820.0,8486521.0,33576685.0,11296289.0,11518477.0,476013.0,5
606,606,2022,3,발달상권,2120198,구역삼세무서,CS100003,일식음식점,503296858,482086553.0,19125141.0,85564300.0,117356929.0,111984770.0,71306774.0,95873780.0,18555971.0,569170.0,15400846.0,0.0,184022632.0,17553821.0,145655314.0,138579081.0,153764902.0,78614430.0,2085164.0,27465199.0,62703213.0,62004985.0,48614269.0,31591667.0,15
607,607,2022,3,발달상권,2120197,역삼역,CS100003,일식음식점,4625483620,4311851339.0,313632281.0,707132386.0,880890079.0,902852649.0,924534898.0,896441327.0,270033256.0,43599025.0,111413736.0,35845232.0,1723252268.0,254037923.0,1429232566.0,1071701895.0,1770850270.0,936470375.0,3339167.0,514391478.0,922207535.0,614004110.0,349577181.0,303801166.0,63
608,608,2022,3,발달상권,2120196,서울세관,CS100003,일식음식점,826132347,673698307.0,152434040.0,126403966.0,131491450.0,134940670.0,140925311.0,139936910.0,81920781.0,70513259.0,0.0,2714845.0,226504824.0,98359146.0,356579340.0,141974192.0,296539224.0,132174668.0,231206.0,35357857.0,80224184.0,144009466.0,97927277.0,70963899.0,7
609,609,2022,3,발달상권,2120195,성수대교남단,CS100003,일식음식점,487212097,403953378.0,83258719.0,34009578.0,85767572.0,108553988.0,75366625.0,100255615.0,64846067.0,18412652.0,0.0,0.0,121027395.0,16524321.0,223695979.0,107551750.0,129885070.0,90580779.0,0.0,22613247.0,57999685.0,40194670.0,25656642.0,74001605.0,17
610,610,2022,3,발달상권,2120194,언주역(차병원),CS100003,일식음식점,123804427,117866786.0,5855377.0,26254253.0,17135458.0,23546474.0,30076554.0,20854047.0,5855377.0,0.0,1538180.0,0.0,71585208.0,5002312.0,14501208.0,31095255.0,43413444.0,15682152.0,82264.0,10087117.0,10908370.0,19304725.0,13544565.0,5250819.0,9
611,611,2022,3,발달상권,2120193,도산공원교차로,CS100003,일식음식점,1272966342,977954205.0,295012137.0,206797556.0,201231027.0,170728306.0,188117132.0,211080184.0,202557236.0,92454901.0,9361388.0,627710.0,198590400.0,105809359.0,558475783.0,400101702.0,461526963.0,270571364.0,1464622.0,85446253.0,226336162.0,180711937.0,109557697.0,128581657.0,16
612,612,2022,3,발달상권,2120192,뱅뱅사거리,CS100003,일식음식점,617132670,563536863.0,53371503.0,104737711.0,99925149.0,108744374.0,120131981.0,129997648.0,30344816.0,23026687.0,6247048.0,0.0,208973727.0,42881193.0,202241258.0,156565140.0,228743324.0,85970630.0,224304.0,39783188.0,97255510.0,62731933.0,61826075.0,53117249.0,23
613,613,2022,3,발달상권,2120191,학동역,CS100003,일식음식점,789837329,715650261.0,74187068.0,114295301.0,133625118.0,164565182.0,142264933.0,160899727.0,66854660.0,7332408.0,50609072.0,1545720.0,281672000.0,33727866.0,225904126.0,196378545.0,326111153.0,234198890.0,1305024.0,154926416.0,187055623.0,109149219.0,71627768.0,36245985.0,16
614,614,2022,3,발달상권,2120190,강남을지병원,CS100003,일식음식점,1679726185,1411560714.0,268165471.0,178254249.0,233234985.0,355532760.0,342463531.0,302075189.0,216040805.0,52124666.0,96410148.0,0.0,146172983.0,44754562.0,556679010.0,835709482.0,735366001.0,411315786.0,2987965.0,218036607.0,445048668.0,259129485.0,139988103.0,81490960.0,26
615,615,2022,3,발달상권,2120189,강남역,CS100003,일식음식점,8726767457,6852491459.0,1874275998.0,1147304671.0,1220702186.0,1383553428.0,1532998326.0,1567932848.0,1263197975.0,611078023.0,154509692.0,55746208.0,2677487392.0,1047543944.0,3145633890.0,1645846331.0,3882000665.0,2880792348.0,112830205.0,2348695597.0,1982438663.0,1070549788.0,907108950.0,341169808.0,83
616,616,2022,3,발달상권,2120188,압구정역,CS100003,일식음식점,3009926824,2300728133.0,709198691.0,374890830.0,466179406.0,464560918.0,440049645.0,555047334.0,409757337.0,299441354.0,110353262.0,13207642.0,905672540.0,323620734.0,1011891036.0,645181610.0,1268772974.0,987958523.0,63047176.0,388366950.0,678361532.0,486369333.0,379159069.0,261427439.0,27
617,617,2022,3,발달상권,2120187,신논현역,CS100003,일식음식점,3541251439,2655618226.0,885633213.0,416881653.0,476674467.0,542365538.0,548714316.0,670982252.0,557252712.0,328380501.0,259721077.0,6705919.0,931198056.0,300944515.0,1244764904.0,797916968.0,1668839937.0,1230444903.0,24324933.0,979261187.0,857786300.0,478468169.0,313122051.0,246322195.0,38
618,618,2022,3,발달상권,2120186,가로수길,CS100003,일식음식점,8320068330,5502091333.0,2817976997.0,842534835.0,935819564.0,1013954329.0,1187026317.0,1522756288.0,1623370364.0,1194606633.0,1078695276.0,7605019.0,843925971.0,637686170.0,2452769416.0,3299386478.0,4030814506.0,3213634861.0,72973415.0,3196827984.0,2513853112.0,743047842.0,514001421.0,203745591.0,46
619,619,2022,3,발달상권,2120185,논현역,CS100003,일식음식점,1556720686,1244584828.0,312135858.0,149736318.0,231377242.0,252576253.0,275558067.0,335336948.0,206149403.0,105986455.0,163315278.0,6579812.0,301603302.0,48655851.0,477622500.0,558943943.0,797068534.0,388518941.0,2961246.0,289446502.0,464651397.0,242087869.0,129676786.0,56763675.0,21
620,620,2022,3,발달상권,2120184,포이사거리(삼호물산),CS100003,일식음식점,426367862,382721514.0,43646348.0,68507608.0,70143230.0,70526942.0,77931262.0,95612472.0,28215314.0,15431034.0,25005389.0,627633.0,120626823.0,22057233.0,140240332.0,117810452.0,162930767.0,48635916.0,483889.0,25330996.0,64184408.0,52529306.0,46249863.0,22788221.0,13
621,621,2022,3,발달상권,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",CS100003,일식음식점,750073065,651089676.0,98983389.0,73032706.0,148708990.0,145931185.0,137145406.0,146271389.0,96377368.0,2606021.0,59080205.0,0.0,107853811.0,11098465.0,229785078.0,342255506.0,365018796.0,110093858.0,0.0,61482295.0,176823496.0,130718106.0,78211503.0,27877254.0,9
622,622,2022,3,발달상권,2120180,양재화물트럭터미널앞,CS100003,일식음식점,350656606,314049034.0,36607572.0,58473945.0,69074622.0,66332501.0,61306738.0,58861228.0,36607572.0,0.0,0.0,10211226.0,261859335.0,23463191.0,55122854.0,0.0,154474641.0,63144762.0,298177.0,26430043.0,67618908.0,75609609.0,32959627.0,14703037.0,*
623,623,2022,3,발달상권,2120179,양재역,CS100003,일식음식점,2746818866,2465485965.0,281332901.0,343584017.0,461170798.0,492948481.0,563998289.0,603784380.0,194864423.0,86468478.0,70630724.0,13019226.0,855452819.0,145690119.0,861163428.0,800862550.0,1119097796.0,501735721.0,6954159.0,251431546.0,407226472.0,370459144.0,302507032.0,282255159.0,25
624,624,2022,3,발달상권,2120178,신사역,CS100003,일식음식점,4746223253,3640993102.0,1105230151.0,489699274.0,666565772.0,826557477.0,734743825.0,923426754.0,684174712.0,421055439.0,265346154.0,12443977.0,529765541.0,135667583.0,2036962770.0,1766037228.0,1954353720.0,1831189878.0,41662018.0,1485947783.0,1313437167.0,471227248.0,332888980.0,140380394.0,32
