,index,기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
0,0,2022,4,관광특구,1001496,강남 마이스 관광특구,CS100003,일식음식점,4282966621,2969231144.0,1313735477.0,491659443.0,515256915.0,619563569.0,654188944.0,688562273.0,714256225.0,599479252.0,0.0,5501886.0,1676316444.0,772409372.0,1709570926.0,119167993.0,1522779964.0,1699333222.0,45969012.0,847981540.0,1057712488.0,627441199.0,401397727.0,241611220.0,21
1,1,2022,4,관광특구,1001495,잠실 관광특구,CS100003,일식음식점,1895932166,1241882709.0,653606718.0,230377562.0,213032481.0,231029069.0,242728034.0,324715563.0,381799174.0,271807544.0,90807079.0,442739.0,275248135.0,182677890.0,828999092.0,517757231.0,882690450.0,709754688.0,8739462.0,585160497.0,473462741.0,178407095.0,206783453.0,139891889.0,46
2,2,2022,4,관광특구,1001494,종로?청계 관광특구,CS100003,일식음식점,3847947123,3180405390.0,667541733.0,443127090.0,606958825.0,706911467.0,738342698.0,685065310.0,504607661.0,162934072.0,228374295.0,2879492.0,767080270.0,121265330.0,1443852712.0,1284495024.0,1687048057.0,898194947.0,7840997.0,664015351.0,828097107.0,536736134.0,363842417.0,184711004.0,41
3,3,2022,4,관광특구,1001493,동대문패션타운 관광특구,CS100003,일식음식점,1061546264,760134970.0,301411294.0,145640521.0,139637668.0,158154517.0,151902859.0,164799405.0,235222300.0,66188994.0,1216335.0,5920258.0,420141569.0,230958548.0,382743288.0,20566266.0,474419452.0,493890387.0,11774935.0,285851382.0,290863705.0,169886457.0,158791220.0,51142142.0,11
4,4,2022,4,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,CS100003,일식음식점,8643049948,7659304449.0,983745499.0,1292695996.0,1460935707.0,1640743143.0,1609574083.0,1655355520.0,588413735.0,395331764.0,1723511.0,25756564.0,3598568751.0,575116004.0,2682245503.0,1759639615.0,2907013762.0,2458913054.0,80044884.0,1325303818.0,1522622928.0,1200965927.0,796164818.0,440824435.0,80
5,5,2022,4,관광특구,1001491,이태원 관광특구,CS100003,일식음식점,856189899,562280197.0,293497709.0,80094642.0,93791976.0,100943079.0,121218260.0,166232240.0,202850142.0,90647567.0,85548693.0,411993.0,114321097.0,26887929.0,295428159.0,333592028.0,335766158.0,325482034.0,5889994.0,208498218.0,237288249.0,101480785.0,67079138.0,41011808.0,23
6,6,2022,4,전통시장,2130324,길동복조리시장,CS100003,일식음식점,63693885,36999878.0,26533389.0,931582.0,6713817.0,8018032.0,7876689.0,13459758.0,16395205.0,10138184.0,481853.0,481853.0,2248005.0,7908812.0,40263627.0,12149117.0,41085348.0,18143367.0,160618.0,854486.0,8442063.0,16415122.0,21432174.0,12084871.0,3
7,7,2022,4,전통시장,2130318,로데오거리상점가,CS100003,일식음식점,1091435368,690264519.0,401170849.0,106949878.0,119858230.0,130603395.0,147527327.0,185325689.0,225279636.0,175891213.0,96309522.0,0.0,195216636.0,94495497.0,423101444.0,282312269.0,615918374.0,408050040.0,5604509.0,356691412.0,305344123.0,162997979.0,139265165.0,54065226.0,9
8,8,2022,4,전통시장,2130313,방이시장,CS100003,일식음식점,95565691,75712259.0,19853432.0,12356399.0,18345992.0,14187547.0,13139869.0,17682452.0,17598318.0,2255114.0,4663850.0,0.0,36616689.0,6834820.0,27012769.0,20437563.0,41304329.0,28686598.0,413578.0,11618001.0,17880523.0,17067340.0,10539628.0,12471861.0,6
9,9,2022,4,전통시장,2130310,강남개포시장,CS100003,일식음식점,138092962,104235485.0,33857477.0,19573152.0,19458078.0,19629203.0,25692074.0,19882978.0,26607288.0,7250189.0,176054.0,0.0,35258532.0,21334860.0,63117107.0,18206409.0,63130315.0,36854402.0,1743218.0,14290131.0,19346429.0,23808096.0,23253549.0,17543291.0,4
10,10,2022,4,전통시장,2130306,강남언주로,CS100003,일식음식점,443713884,407996101.0,35717783.0,51283210.0,73942562.0,96211080.0,82038442.0,104520807.0,35104513.0,613270.0,128146.0,0.0,129848659.0,20155629.0,152151350.0,141430100.0,153738254.0,98980171.0,1222614.0,49889093.0,96361976.0,66294135.0,32346973.0,6603633.0,12
11,11,2022,4,전통시장,2130304,신사상가,CS100003,일식음식점,2693471,2412382.0,281089.0,512364.0,131649.0,426971.0,565735.0,775663.0,281089.0,,,761430.0,1330725.0,281089.0,320227.0,,836151.0,1857320.0,,,,,885963.0,1807508.0,*
12,12,2022,4,전통시장,2130303,영동전통시장,CS100003,일식음식점,173596892,125375533.0,31061452.0,23462575.0,24390137.0,25947966.0,20156647.0,31418208.0,18242063.0,12819389.0,15221539.0,1248641.0,6159966.0,10072377.0,86429800.0,52526201.0,81304421.0,15126404.0,1938368.0,7051853.0,27565255.0,21762043.0,28457142.0,11594532.0,7
13,13,2022,4,전통시장,2130302,강남시장(강남구 강남시장),CS100003,일식음식점,273332459,224526996.0,48805463.0,30528876.0,42800235.0,42015525.0,46929482.0,62252878.0,34197540.0,14607923.0,752598.0,138477.0,73607071.0,9791296.0,99448764.0,89594253.0,159661600.0,69653423.0,135468.0,66598373.0,67166840.0,39252990.0,35361557.0,20799794.0,4
14,14,2022,4,전통시장,2130301,양재시장,CS100003,일식음식점,67512260,50320991.0,17191269.0,9687139.0,9494527.0,9574084.0,11551499.0,10013742.0,7641262.0,9550007.0,0.0,343353.0,31882137.0,14342283.0,20910989.0,33498.0,25113494.0,26469526.0,2242257.0,13390737.0,12039940.0,7199929.0,10977849.0,5732307.0,*
15,15,2022,4,전통시장,2130299,엔터식스 강남점,CS100003,일식음식점,955890799,606668250.0,348763285.0,114954557.0,111254871.0,113574565.0,119256786.0,147627471.0,192951859.0,155811426.0,0.0,4699892.0,390107493.0,189017037.0,371607113.0,459264.0,363460153.0,502117376.0,19487637.0,240775768.0,218557051.0,158596836.0,151702433.0,76457802.0,8
16,16,2022,4,전통시장,2130298,강남터미널지하도상점가2구역,CS100003,일식음식점,58842972,38434607.0,20408365.0,8002191.0,7221718.0,8005491.0,6696451.0,8508756.0,11253339.0,9155026.0,0.0,1556547.0,24876699.0,14055673.0,18354053.0,0.0,26990364.0,31852608.0,1883625.0,7774391.0,7091725.0,16335908.0,17140613.0,8616710.0,*
17,17,2022,4,전통시장,2130295,인헌시장(원당종합시장),CS100003,일식음식점,118843088,68364133.0,49973692.0,2633936.0,14646895.0,14854543.0,16537043.0,19691716.0,25752638.0,24221054.0,320532.0,348404.0,11826647.0,28484127.0,74445457.0,3233190.0,63326959.0,55010866.0,184731.0,16291811.0,24169984.0,21904757.0,27897631.0,28073642.0,*
18,18,2022,4,전통시장,2130285,서원동상점가,CS100003,일식음식점,715976578,444065586.0,271910992.0,66629468.0,85627445.0,81940229.0,92858152.0,117010292.0,179583875.0,92327117.0,51474064.0,436928.0,93009970.0,64772008.0,281990005.0,224293603.0,397047251.0,266603177.0,12088704.0,303896904.0,181231623.0,76223524.0,65664715.0,24544962.0,9
19,19,2022,4,전통시장,2130284,관악종합시장(신원시장),CS100003,일식음식점,47482701,34039631.0,13443070.0,5230885.0,4335443.0,8277587.0,8190238.0,8005478.0,9105341.0,4337729.0,0.0,320128.0,1481733.0,10875194.0,30321115.0,4484531.0,27699147.0,19783554.0,92010.0,11642914.0,12807429.0,10309229.0,9510610.0,3120509.0,*
20,20,2022,4,전통시장,2130283,신원시장,CS100003,일식음식점,47412495,36237541.0,11174954.0,7647418.0,5562671.0,6640124.0,6935798.0,9451530.0,7621860.0,3553094.0,0.0,9656996.0,16657945.0,16391836.0,4705718.0,0.0,16402001.0,31010494.0,0.0,673457.0,3767383.0,8962658.0,8720500.0,25288497.0,4
21,21,2022,4,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),CS100003,일식음식점,421329412,338839670.0,82489742.0,48307469.0,61188031.0,69819731.0,69690194.0,89834245.0,76849221.0,5640521.0,0.0,0.0,35944252.0,13991154.0,193625880.0,177768126.0,266503118.0,85332109.0,990057.0,62774540.0,139641426.0,69932631.0,57623250.0,20873321.0,8
22,22,2022,4,전통시장,2130273,남성사계시장(남성시장),CS100003,일식음식점,743925450,516158777.0,227766673.0,93387181.0,96298007.0,107745798.0,91116882.0,127610909.0,157302795.0,70463878.0,16786494.0,361847.0,174648109.0,80913671.0,311077580.0,160137749.0,398605841.0,318961678.0,41270432.0,222276274.0,223576067.0,114802942.0,84874984.0,30766820.0,8
23,23,2022,4,전통시장,2130271,남성역골목시장,CS100003,일식음식점,43548114,32396223.0,11151891.0,6119640.0,6908322.0,5412379.0,5569441.0,8386441.0,8393187.0,2758704.0,0.0,0.0,13109867.0,4332216.0,21391278.0,1956049.0,16669780.0,20658001.0,404700.0,10093889.0,8064609.0,7585232.0,6653941.0,4525411.0,3
24,24,2022,4,전통시장,2130268,상도전통시장,CS100003,일식음식점,36395731,27510959.0,8884772.0,5307269.0,4592507.0,6139999.0,7067325.0,4403859.0,8884772.0,,,135512.0,12277875.0,3234739.0,17217928.0,3529677.0,15372851.0,16649842.0,310879.0,6551317.0,4063747.0,9941762.0,8954919.0,2200070.0,4
25,25,2022,4,전통시장,2130261,성대전통시장(성대시장),CS100003,일식음식점,21027150,12911532.0,8115618.0,411746.0,2489196.0,3160624.0,3584067.0,3265899.0,3481129.0,4634489.0,0.0,0.0,4585359.0,2573417.0,10085452.0,3782922.0,10526560.0,9480581.0,60826.0,4625472.0,3671790.0,3882649.0,5512692.0,2253713.0,*
26,26,2022,4,전통시장,2130241,선유도역 골목형상점가,CS100003,일식음식점,320823700,305222425.0,15601275.0,61416338.0,54959050.0,58514731.0,64361846.0,65970460.0,14936485.0,664790.0,0.0,0.0,174304325.0,11321680.0,98802965.0,35729940.0,100546700.0,80138596.0,1110070.0,36285158.0,56998528.0,46070412.0,25485086.0,14736043.0,7
27,27,2022,4,전통시장,2130235,대명여울빛거리시장(대명시장),CS100003,일식음식점,59470371,35733353.0,23420297.0,1610246.0,11873596.0,5366041.0,7896313.0,8987157.0,15725506.0,7694791.0,3495723.0,0.0,3002834.0,882008.0,35670234.0,16102851.0,35718476.0,11945434.0,316721.0,2947647.0,10929160.0,15625597.0,13356587.0,4804917.0,*
28,28,2022,4,전통시장,2130216,화곡중앙시장,CS100003,일식음식점,56148593,30218395.0,25930198.0,9331272.0,3565501.0,2322470.0,4764514.0,10234638.0,14572761.0,11357437.0,24806740.0,0.0,0.0,0.0,8699902.0,22641951.0,37222854.0,18925739.0,335719.0,13410572.0,35303608.0,4945499.0,1414877.0,738318.0,*
29,29,2022,4,전통시장,2130208,목동깨비시장(목3동시장),CS100003,일식음식점,211233418,125318991.0,80812868.0,19212978.0,17799504.0,25043165.0,27437211.0,35826133.0,46671649.0,34141219.0,49945361.0,0.0,285735.0,4815824.0,46441846.0,109744652.0,117246485.0,84361712.0,617565.0,53750055.0,90844619.0,30357766.0,19028960.0,7009234.0,8
30,30,2022,4,전통시장,2130206,신정3동 골목시장,CS100003,일식음식점,49292709,31183292.0,18109417.0,5745060.0,6627009.0,280940.0,6932743.0,11597540.0,8319844.0,9789573.0,347050.0,306836.0,19279471.0,9224929.0,19401761.0,732662.0,23930240.0,20550037.0,531837.0,7350987.0,7488250.0,14079559.0,8021932.0,7007713.0,*
31,31,2022,4,전통시장,2130202,신영시장,CS100003,일식음식점,21430485,15890173.0,5540312.0,2925929.0,2937892.0,3140323.0,2775660.0,4110369.0,3693063.0,1847249.0,4204646.0,0.0,0.0,0.0,1851556.0,15374283.0,11439546.0,8457627.0,339779.0,5548928.0,6857793.0,6004996.0,872897.0,272780.0,8
32,32,2022,4,전통시장,2130196,공덕시장,CS100003,일식음식점,280149886,233328157.0,46821729.0,42135962.0,50641489.0,46491137.0,47072546.0,46987023.0,43386458.0,3435271.0,17463823.0,1882931.0,36076806.0,12612759.0,112724298.0,99389269.0,135947589.0,30938994.0,380898.0,12605573.0,30331712.0,57658640.0,40799225.0,25110531.0,*
33,33,2022,4,전통시장,2130195,도화동 상점가,CS100003,일식음식점,1310414909,1026391171.0,284023738.0,159820743.0,181828480.0,220611364.0,224678606.0,239451978.0,203607597.0,80416141.0,89944791.0,4624550.0,281346128.0,70551006.0,498990674.0,364957760.0,638356891.0,333446368.0,6291084.0,168897084.0,298000438.0,192199855.0,199336669.0,107078127.0,17
34,34,2022,4,전통시장,2130194,용강동 상점가,CS100003,일식음식점,163061617,130903042.0,32158575.0,13057985.0,24667052.0,25930435.0,36691462.0,30556108.0,27024742.0,5133833.0,9951796.0,0.0,0.0,0.0,48142867.0,104966954.0,89745820.0,34094266.0,480544.0,16732520.0,50731821.0,28420408.0,20169422.0,7305369.0,8
35,35,2022,4,전통시장,2130192,동진시장,CS100003,일식음식점,90390180,60920481.0,29469699.0,11379881.0,10352575.0,16522156.0,12442635.0,10223234.0,13754251.0,15715448.0,0.0,0.0,23248862.0,22480239.0,28055091.0,83832.0,33119125.0,36927581.0,1176231.0,27630748.0,22230587.0,7611096.0,8808836.0,2589207.0,*
36,36,2022,4,전통시장,2130191,홍대 걷고싶은 거리,CS100003,일식음식점,1734682455,965263876.0,769418579.0,151910233.0,135613541.0,187915798.0,204230578.0,285593726.0,442240330.0,327178249.0,114545563.0,1287490.0,343563814.0,264614309.0,640641939.0,370029340.0,829889057.0,854628480.0,67768479.0,833253097.0,425242032.0,193414540.0,132407476.0,32431913.0,16
37,37,2022,4,전통시장,2130190,홍대소상공인상점가,CS100003,일식음식점,1137814927,668135916.0,469679011.0,130147191.0,137981330.0,129186723.0,123867801.0,146952871.0,270505718.0,199173293.0,0.0,724196.0,273660019.0,273317513.0,512896408.0,77216791.0,528610452.0,605058485.0,86141598.0,608423460.0,192630219.0,128829378.0,101117647.0,16526635.0,9
38,38,2022,4,전통시장,2130183,상암동상점가,CS100003,일식음식점,2435894510,2040443986.0,395450524.0,296920490.0,421614059.0,435196917.0,457416815.0,429295705.0,291603175.0,103847349.0,180703299.0,710972.0,655164582.0,89502795.0,857937459.0,651875403.0,807770534.0,515667489.0,1845811.0,246320699.0,420210045.0,355278689.0,213996980.0,85785805.0,30
39,39,2022,4,전통시장,2130180,포방터시장,CS100003,일식음식점,29043646,26964681.0,1856219.0,4281680.0,2252213.0,2524458.0,12090176.0,5816154.0,791987.0,1064232.0,0.0,989984.0,17708333.0,3984684.0,6137899.0,0.0,7511501.0,4826171.0,222746.0,395993.0,544491.0,1979967.0,5321162.0,4096057.0,*
40,40,2022,4,전통시장,2130179,"이화여대 3,5,7길 상점가",CS100003,일식음식점,645975519,567186721.0,78788798.0,102008114.0,131753441.0,109297069.0,116703019.0,107425078.0,69112114.0,9676684.0,0.0,696686.0,326783475.0,94880258.0,222978129.0,636971.0,87792840.0,433317955.0,52496227.0,302045570.0,44880035.0,38323044.0,61694909.0,21671015.0,12
41,41,2022,4,전통시장,2130178,이대 앞 스타트업 상점가,CS100003,일식음식점,203408634,174597632.0,28621694.0,24306066.0,30051670.0,41223853.0,38982072.0,40033971.0,23044862.0,5576832.0,0.0,189308.0,74795320.0,33484699.0,53478388.0,41460919.0,47906167.0,118291772.0,7184650.0,81973351.0,30571795.0,25742866.0,17271198.0,3454076.0,4
42,42,2022,4,전통시장,2130170,제일시장,CS100003,일식음식점,83233640,42257446.0,37602845.0,3201558.0,6734204.0,11775487.0,9348551.0,11197646.0,21586309.0,16016536.0,0.0,971399.0,37603472.0,17184715.0,24100705.0,3373349.0,31012178.0,48848113.0,626900.0,7979931.0,10474923.0,17168298.0,24897026.0,18713213.0,4
43,43,2022,4,전통시장,2130167,연신내상점가(연빛거리),CS100003,일식음식점,691149520,474262228.0,216887292.0,91573202.0,93978547.0,93581325.0,84485470.0,110643684.0,127054255.0,89833037.0,70467193.0,8020218.0,103460448.0,81032400.0,247767774.0,180401487.0,359575564.0,324476664.0,12184805.0,203487334.0,175172157.0,129259946.0,120127832.0,43820153.0,19
44,44,2022,4,전통시장,2130163,응암오거리상점가,CS100003,일식음식점,55013636,23604785.0,31408851.0,1947169.0,4668962.0,3469887.0,1740781.0,11777986.0,21864007.0,9544844.0,7820512.0,0.0,0.0,106113.0,19880227.0,27206784.0,37268723.0,17744913.0,268469.0,13701483.0,14633003.0,13420047.0,8847643.0,4142991.0,*
45,45,2022,4,전통시장,2130153,창동역상점가,CS100003,일식음식점,221050241,158981935.0,62068306.0,24793925.0,23940769.0,43982906.0,29790106.0,36474229.0,49327628.0,12740678.0,2257841.0,0.0,7356624.0,3080786.0,108231689.0,87382623.0,128484175.0,48674899.0,171291.0,21384705.0,49889250.0,41825862.0,43769323.0,20118641.0,3
46,46,2022,4,전통시장,2130147,쌍문역동측상점가,CS100003,일식음식점,215668105,136547195.0,79120910.0,26572508.0,28587164.0,24399671.0,23221598.0,33766254.0,56295195.0,22825715.0,7835318.0,0.0,39225957.0,25785803.0,104839941.0,37981086.0,118403219.0,85210470.0,1950917.0,62467271.0,59724338.0,29303018.0,29081224.0,21086919.0,5
47,47,2022,4,전통시장,2130146,쌍문시장(쌍문역골목시장),CS100003,일식음식점,192239899,156426295.0,35813604.0,29320733.0,28398308.0,32347960.0,26763936.0,39595358.0,35813604.0,0.0,0.0,0.0,56542488.0,12776232.0,110298200.0,12622979.0,87076281.0,97591189.0,257749.0,24437127.0,24740191.0,52715547.0,52890894.0,29625962.0,4
48,48,2022,4,전통시장,2130145,쌍문역둘리상점가,CS100003,일식음식점,192160708,136266709.0,55893999.0,22300136.0,15376512.0,23342015.0,42111690.0,33136356.0,38294468.0,17599531.0,4483964.0,0.0,42807637.0,23886996.0,70133722.0,50848389.0,100624459.0,73764051.0,1238502.0,22020458.0,33540887.0,28508317.0,55230172.0,33850173.0,4
49,49,2022,4,전통시장,2130139,강북종합전통시장(강북종합골목시장),CS100003,일식음식점,199189308,131720545.0,67468763.0,24607437.0,15955252.0,23712186.0,16194512.0,51251158.0,44991382.0,22477381.0,10169423.0,0.0,6883818.0,3341428.0,98542653.0,80251986.0,120640896.0,44973514.0,2582169.0,22646205.0,34447519.0,44447615.0,41398442.0,20092461.0,8
50,50,2022,4,전통시장,2130132,삼양골목시장(삼양시장),CS100003,일식음식점,41466176,27917165.0,13549011.0,4417959.0,8206502.0,3258508.0,4770312.0,7263884.0,4420971.0,9128040.0,0.0,192740.0,18018165.0,3689161.0,18030214.0,1535896.0,15512548.0,14277809.0,511965.0,4969075.0,4914867.0,9143098.0,4032479.0,6218872.0,*
51,51,2022,4,전통시장,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",CS100003,일식음식점,83712233,52623187.0,30675819.0,4940054.0,8069582.0,9982053.0,11718001.0,17913497.0,23771096.0,6904723.0,0.0,0.0,2010599.0,5942815.0,48376135.0,26969457.0,54347775.0,28951231.0,413227.0,19214774.0,22009815.0,11880747.0,16542988.0,13650682.0,9
52,52,2022,4,전통시장,2130105,장미제일시장(중화동제일시장),CS100003,일식음식점,18041431,8846084.0,9046481.0,2656687.0,1614626.0,303458.0,2255895.0,2015418.0,5135882.0,3910599.0,0.0,2925792.0,5284748.0,5296199.0,4385826.0,91610.0,7477661.0,10414904.0,57256.0,240476.0,658447.0,2181461.0,6023353.0,8788828.0,*
53,53,2022,4,전통시장,2130101,답십리현대시장,CS100003,일식음식점,83852757,57643805.0,26208952.0,1963532.0,7282642.0,13411613.0,16878737.0,18107281.0,14201609.0,12007343.0,0.0,0.0,23748806.0,6815061.0,39513604.0,13775286.0,44042714.0,26212009.0,99323.0,4113485.0,22644033.0,18406777.0,14766985.0,10224120.0,*
54,54,2022,4,전통시장,2130098,회기시장,CS100003,일식음식점,102537486,72444175.0,30093311.0,7179908.0,13883596.0,16308653.0,18401050.0,16670968.0,20792491.0,9300820.0,0.0,0.0,33696057.0,10291947.0,52669219.0,5880263.0,45688199.0,47117112.0,1443435.0,42549576.0,15592413.0,11735532.0,17920440.0,3563915.0,*
55,55,2022,4,전통시장,2130095,청량리전통시장,CS100003,일식음식점,30695883,27010938.0,3684945.0,3181634.0,4853341.0,3109733.0,6525047.0,9341183.0,3684945.0,0.0,0.0,0.0,0.0,0.0,22295409.0,8400474.0,18047238.0,3595068.0,0.0,2492580.0,5069045.0,5871944.0,7579600.0,629137.0,*
56,56,2022,4,전통시장,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100003,일식음식점,171197350,109619155.0,60620082.0,15568333.0,20230028.0,25059309.0,23012120.0,25749365.0,39989209.0,20630873.0,566706.0,11377536.0,34084966.0,41414192.0,53436454.0,29359383.0,75505487.0,94733750.0,958113.0,20002821.0,36005367.0,16775210.0,43944601.0,53511238.0,5
57,57,2022,4,전통시장,2130078,화양제일골목시장,CS100003,일식음식점,53130443,35916612.0,17213831.0,8078857.0,3570885.0,6098640.0,6834458.0,11333772.0,9773405.0,7440426.0,14043317.0,,,,11301310.0,27785816.0,30214017.0,18410618.0,307313.0,29214169.0,14835405.0,3860885.0,406864.0,,4
58,58,2022,4,전통시장,2130072,성동용답상가시장,CS100003,일식음식점,527334159,433883691.0,93450468.0,46592670.0,87616591.0,86492830.0,101026033.0,112155567.0,66856348.0,26594120.0,6985179.0,363817.0,41367610.0,26702199.0,292101606.0,159813748.0,280171301.0,129483960.0,626093.0,67156001.0,64105042.0,88193239.0,149200631.0,40374254.0,8
59,59,2022,4,전통시장,2130070,뚝섬역상점가,CS100003,일식음식점,107963597,34774655.0,11209794.0,6196463.0,6776989.0,7332271.0,8386049.0,6082883.0,7887555.0,3322239.0,12989227.0,189301.0,53417680.0,7568899.0,6133363.0,26861859.0,19557983.0,16816268.0,803268.0,6991530.0,10389488.0,11742993.0,5502359.0,1747882.0,*
60,60,2022,4,전통시장,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",CS100003,일식음식점,300482575,214347439.0,86135136.0,31455679.0,42260578.0,45261135.0,42832628.0,52537419.0,50035321.0,36099815.0,48267203.0,2185689.0,85011841.0,20172467.0,85263761.0,59581614.0,153550459.0,124780831.0,11112725.0,169869799.0,40539607.0,24965369.0,26862561.0,4981231.0,7
61,61,2022,4,전통시장,2130067,왕십리도선동상점가,CS100003,일식음식점,69117874,46416916.0,22180443.0,10195586.0,10742126.0,6525956.0,6753680.0,12199568.0,11789664.0,10390779.0,9447345.0,0.0,0.0,520515.0,23065317.0,36084697.0,39957909.0,27012841.0,0.0,25383598.0,28338096.0,6634990.0,5362863.0,1251202.0,5
62,62,2022,4,전통시장,2130066,행당시장상점가,CS100003,일식음식점,358397437,269315719.0,89081718.0,40312640.0,52495533.0,70964633.0,47167324.0,58375589.0,63207888.0,25873830.0,12685684.0,0.0,72214830.0,37415472.0,143593963.0,92487488.0,191536003.0,105020559.0,2932423.0,61893772.0,60979084.0,64711482.0,69874573.0,36165226.0,7
63,63,2022,4,전통시장,2130063,신금호역 골목형상점가,CS100003,일식음식점,160468104,130033488.0,30434616.0,15031193.0,23257355.0,26383844.0,23965188.0,41395908.0,21748772.0,8685844.0,0.0,0.0,10096589.0,5835929.0,44882052.0,99653534.0,70106033.0,22464255.0,0.0,4051316.0,15020261.0,24192023.0,28331340.0,20975347.0,3
64,64,2022,4,전통시장,2130058,이촌종합시장,CS100003,일식음식점,1665341494,1183277049.0,482064445.0,159240565.0,196939364.0,247810487.0,253553118.0,325733515.0,341049203.0,141015242.0,48580068.0,22337474.0,125094416.0,98487283.0,737770581.0,633071672.0,686045582.0,559204488.0,8310504.0,192491053.0,357015360.0,212301601.0,255429564.0,219701988.0,11
65,65,2022,4,전통시장,2130052,서울중앙시장(신중앙시장),CS100003,일식음식점,76641290,61523098.0,15118192.0,8034640.0,12637088.0,11905162.0,13021659.0,15924549.0,8621836.0,6496356.0,0.0,0.0,198488.0,6206894.0,46098905.0,24137003.0,48245060.0,15829441.0,0.0,8381996.0,9878928.0,8704538.0,27978578.0,9130461.0,7
66,66,2022,4,전통시장,2130038,"평화시장(통일상가, 동화상가)",CS100003,일식음식점,481199110,319322695.0,161876415.0,66040311.0,56020577.0,70276602.0,66146466.0,60838739.0,95687421.0,66188994.0,0.0,5920258.0,231813784.0,117681849.0,125783219.0,0.0,191619792.0,252483256.0,9240059.0,145680269.0,135077344.0,77558077.0,59261256.0,17286045.0,*
67,67,2022,4,전통시장,2130010,종로신진시장,CS100003,일식음식점,102920109,82690697.0,19287815.0,9965436.0,13112093.0,20682315.0,14718813.0,24212040.0,13469483.0,5818332.0,0.0,568301.0,33196718.0,14495169.0,41196496.0,13090129.0,63864171.0,20206625.0,373296.0,7924218.0,12324177.0,12312619.0,23900823.0,27608957.0,*
68,68,2022,4,전통시장,2130002,세종마을음식문화거리(금천교시장),CS100003,일식음식점,299170125,212479609.0,86690516.0,21856558.0,47060651.0,46314574.0,41404169.0,55843657.0,67788498.0,18902018.0,14113506.0,845818.0,47628646.0,15305960.0,109644030.0,111632165.0,129699603.0,120728782.0,162474.0,56191124.0,76726030.0,45723527.0,42459654.0,29165575.0,*
69,69,2022,4,전통시장,2130001,통인시장,CS100003,일식음식점,78000000,58256665.0,19743335.0,9592299.0,11005577.0,13683067.0,9203282.0,14772440.0,19743335.0,,,,10320249.0,25223365.0,42456386.0,,31708035.0,39538438.0,,5655713.0,16638214.0,15174058.0,16213822.0,17564666.0,3
70,70,2022,4,발달상권,2120249,고덕역,CS100003,일식음식점,344233492,229066019.0,115167473.0,59000937.0,50348795.0,27783480.0,30596951.0,61335856.0,68137428.0,47030045.0,,871742.0,126678926.0,56161356.0,148960193.0,11561275.0,163461307.0,159417529.0,23363283.0,32406865.0,41909731.0,108069674.0,76083097.0,41046186.0,8
71,71,2022,4,발달상권,2120248,명일역,CS100003,일식음식점,465846300,298436387.0,167409913.0,36415091.0,47734854.0,67876119.0,65326610.0,81083713.0,98723076.0,68686837.0,680514.0,2647344.0,157654103.0,42123163.0,218805883.0,43935293.0,226121614.0,201654453.0,4695721.0,58870186.0,75102627.0,114152839.0,95884354.0,79070340.0,16
72,72,2022,4,발달상권,2120246,길동역,CS100003,일식음식점,461606736,332441283.0,129165453.0,65586840.0,63718938.0,64879899.0,66443438.0,71812168.0,72846883.0,56318570.0,0.0,1455842.0,147632151.0,61816262.0,187522245.0,63180236.0,232202966.0,157521734.0,3062970.0,50404597.0,80433761.0,89328403.0,85333634.0,81161332.0,11
73,73,2022,4,발달상권,2120245,둔촌역,CS100003,일식음식점,286052189,183753975.0,102298214.0,17570553.0,43762251.0,24769088.0,44114815.0,53537268.0,56015733.0,46282481.0,0.0,423818.0,93215923.0,15014442.0,134983875.0,42414131.0,148978001.0,105416672.0,5775646.0,45479201.0,45569427.0,53083925.0,72591269.0,31895210.0,9
74,74,2022,4,발달상권,2120244,암사역,CS100003,일식음식점,290721003,186777416.0,103943587.0,35041265.0,34321131.0,34080217.0,41867000.0,41467803.0,62814286.0,41129301.0,0.0,243390.0,48382902.0,23727939.0,172476568.0,45890204.0,160123875.0,93160682.0,2250326.0,23714482.0,45404083.0,65884441.0,67546321.0,48484904.0,6
75,75,2022,4,발달상권,2120243,천호역,CS100003,일식음식점,1016040509,718870134.0,297170375.0,105620540.0,150509802.0,156972037.0,128542463.0,177225292.0,248418990.0,48751385.0,86772133.0,0.0,67082361.0,22851845.0,373878660.0,465455510.0,575785051.0,355331306.0,240542.0,313373551.0,335125680.0,141484107.0,76070405.0,64822070.0,11
