,기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
0,2022,4,관광특구,1001496,강남 마이스 관광특구,CS100003,일식음식점,111768,80144,31624,13712.0,13970.0,16274.0,17917.0,18271.0,17174.0,14450.0,0.0,251.0,47676.0,20283.0,41903.0,1655.0,38409,54115,1798.0,26358.0,31178.0,16625.0,10488.0,6079.0,21
1,2022,4,관광특구,1001495,잠실 관광특구,CS100003,일식음식점,29177,18579,10598,3660.0,3259.0,3551.0,3606.0,4503.0,5559.0,5039.0,1469.0,12.0,6344.0,3253.0,12076.0,6035.0,13429,13338,236.0,11375.0,8194.0,2433.0,2802.0,1727.0,46
2,2022,4,관광특구,1001494,종로?청계 관광특구,CS100003,일식음식점,62817,53002,9815,7982.0,10457.0,11490.0,11508.0,11565.0,7384.0,2431.0,3261.0,101.0,25502.0,2562.0,17460.0,13931.0,28557,21453,293.0,14041.0,16895.0,9692.0,6237.0,2846.0,41
3,2022,4,관광특구,1001493,동대문패션타운 관광특구,CS100003,일식음식점,47758,34906,12852,6873.0,6415.0,7579.0,6925.0,7114.0,8764.0,4088.0,13.0,429.0,21260.0,11076.0,14755.0,225.0,19369,25753,785.0,14266.0,14173.0,7549.0,6177.0,2175.0,11
4,2022,4,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,CS100003,일식음식점,200916,171190,29726,28796.0,35391.0,35212.0,35596.0,36195.0,16516.0,13210.0,12.0,7229.0,115959.0,21132.0,44936.0,11648.0,74478,92632,2786.0,46096.0,54146.0,36493.0,19428.0,8169.0,80
5,2022,4,관광특구,1001491,이태원 관광특구,CS100003,일식음식점,11959,7716,4243,1092.0,1167.0,1520.0,1753.0,2184.0,2773.0,1470.0,1036.0,5.0,3052.0,625.0,3992.0,3254.0,4786,5324,170.0,3749.0,3362.0,1294.0,1105.0,431.0,23
6,2022,4,전통시장,2130324,길동복조리시장,CS100003,일식음식점,1548,919,629,45.0,167.0,206.0,174.0,327.0,404.0,225.0,6.0,6.0,91.0,206.0,937.0,302.0,944,508,6.0,19.0,187.0,347.0,624.0,276.0,3
7,2022,4,전통시장,2130318,로데오거리상점가,CS100003,일식음식점,29222,19628,9594,3405.0,3725.0,3671.0,4135.0,4692.0,5129.0,4465.0,1373.0,0.0,9289.0,3850.0,10369.0,4341.0,15614,12164,282.0,9492.0,7667.0,4514.0,3937.0,1886.0,9
8,2022,4,전통시장,2130313,방이시장,CS100003,일식음식점,2959,2642,317,503.0,579.0,536.0,482.0,542.0,300.0,17.0,64.0,0.0,1595.0,247.0,722.0,331.0,1475,1166,16.0,618.0,624.0,557.0,371.0,456.0,6
9,2022,4,전통시장,2130310,강남개포시장,CS100003,일식음식점,3909,2821,1088,576.0,518.0,602.0,618.0,507.0,673.0,415.0,6.0,0.0,1561.0,649.0,1485.0,208.0,1893,1544,144.0,579.0,544.0,735.0,867.0,570.0,4
10,2022,4,전통시장,2130306,강남언주로,CS100003,일식음식점,7369,6955,414,979.0,1221.0,1620.0,1501.0,1634.0,396.0,18.0,12.0,0.0,4372.0,297.0,1681.0,1007.0,2573,2998,88.0,1595.0,2148.0,1060.0,544.0,137.0,12
11,2022,4,전통시장,2130304,신사상가,CS100003,일식음식점,61,53,8,10.0,8.0,7.0,14.0,14.0,8.0,,,17.0,24.0,12.0,8.0,,18,43,,,,,21.0,40.0,*
12,2022,4,전통시장,2130303,영동전통시장,CS100003,일식음식점,1665,1343,322,273.0,274.0,261.0,261.0,274.0,191.0,131.0,107.0,72.0,261.0,416.0,560.0,356.0,631,689,60.0,84.0,261.0,179.0,392.0,404.0,7
13,2022,4,전통시장,2130302,강남시장(강남구 강남시장),CS100003,일식음식점,7797,7089,708,1365.0,1371.0,1419.0,1525.0,1409.0,533.0,175.0,5.0,20.0,5177.0,578.0,1184.0,833.0,5062,1716,5.0,1134.0,1852.0,1531.0,1073.0,1184.0,4
14,2022,4,전통시장,2130301,양재시장,CS100003,일식음식점,4347,3278,1069,619.0,658.0,649.0,708.0,644.0,482.0,587.0,0.0,16.0,1927.0,1051.0,1349.0,4.0,1788,1901,180.0,951.0,788.0,557.0,808.0,406.0,*
15,2022,4,전통시장,2130299,엔터식스 강남점,CS100003,일식음식점,42060,27821,14239,5270.0,5104.0,5033.0,5324.0,7090.0,7858.0,6381.0,0.0,282.0,16581.0,8829.0,16368.0,28.0,15995,23349,1096.0,11545.0,9268.0,7123.0,6865.0,3449.0,8
16,2022,4,전통시장,2130298,강남터미널지하도상점가2구역,CS100003,일식음식점,4033,2659,1374,534.0,534.0,545.0,496.0,550.0,741.0,633.0,0.0,106.0,1621.0,974.0,1332.0,0.0,1909,2124,160.0,595.0,509.0,1030.0,1217.0,522.0,*
17,2022,4,전통시장,2130295,인헌시장(원당종합시장),CS100003,일식음식점,6536,4084,2452,251.0,865.0,921.0,934.0,1113.0,1198.0,1254.0,28.0,42.0,585.0,1547.0,4111.0,251.0,3297,3239,14.0,1029.0,1351.0,1197.0,1495.0,1464.0,*
18,2022,4,전통시장,2130285,서원동상점가,CS100003,일식음식점,17409,10419,6990,1718.0,2060.0,1813.0,2163.0,2665.0,4175.0,2815.0,1574.0,82.0,2369.0,2149.0,6992.0,4243.0,8652,8273,684.0,8570.0,3994.0,1620.0,1560.0,497.0,9
19,2022,4,전통시장,2130284,관악종합시장(신원시장),CS100003,일식음식점,2035,1501,534,247.0,201.0,343.0,353.0,357.0,333.0,201.0,0.0,23.0,60.0,475.0,1249.0,228.0,1202,833,5.0,542.0,609.0,359.0,360.0,160.0,*
20,2022,4,전통시장,2130283,신원시장,CS100003,일식음식점,3454,2601,853,546.0,365.0,485.0,511.0,694.0,628.0,225.0,0.0,565.0,1230.0,1274.0,385.0,0.0,1222,2232,0.0,60.0,258.0,540.0,605.0,1991.0,4
21,2022,4,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),CS100003,일식음식점,4776,4033,743,674.0,642.0,892.0,882.0,943.0,647.0,96.0,0.0,0.0,1542.0,386.0,1991.0,857.0,2693,1547,37.0,1368.0,1593.0,548.0,498.0,197.0,8
22,2022,4,전통시장,2130273,남성사계시장(남성시장),CS100003,일식음식점,27182,18982,8200,3633.0,3765.0,3852.0,3384.0,4348.0,4815.0,3385.0,205.0,30.0,9002.0,4873.0,11233.0,1839.0,14203,12177,2721.0,7068.0,6087.0,5488.0,3942.0,1075.0,8
23,2022,4,전통시장,2130271,남성역골목시장,CS100003,일식음식점,1576,1267,309,251.0,256.0,231.0,207.0,322.0,309.0,101.0,0.0,0.0,599.0,202.0,728.0,47.0,631,824,20.0,405.0,323.0,279.0,246.0,183.0,3
24,2022,4,전통시장,2130268,상도전통시장,CS100003,일식음식점,1403,1084,319,217.0,197.0,207.0,288.0,175.0,319.0,,,5.0,446.0,133.0,734.0,85.0,542,765,16.0,346.0,202.0,394.0,265.0,85.0,4
25,2022,4,전통시장,2130261,성대전통시장(성대시장),CS100003,일식음식점,557,327,230,18.0,80.0,75.0,75.0,79.0,103.0,127.0,0.0,0.0,131.0,70.0,263.0,93.0,281,262,5.0,158.0,128.0,85.0,114.0,53.0,*
26,2022,4,전통시장,2130241,선유도역 골목형상점가,CS100003,일식음식점,9887,9413,474,1741.0,1915.0,1884.0,1921.0,1952.0,474.0,32.0,0.0,0.0,6788.0,384.0,2385.0,330.0,3731,3778,81.0,2299.0,2505.0,1449.0,814.0,360.0,7
27,2022,4,전통시장,2130235,대명여울빛거리시장(대명시장),CS100003,일식음식점,634,431,203,37.0,141.0,59.0,71.0,123.0,146.0,57.0,20.0,0.0,128.0,28.0,325.0,133.0,352,175,4.0,35.0,112.0,145.0,151.0,82.0,*
28,2022,4,전통시장,2130216,화곡중앙시장,CS100003,일식음식점,1210,671,539,204.0,86.0,46.0,125.0,210.0,297.0,242.0,487.0,0.0,0.0,0.0,237.0,486.0,875,335,7.0,227.0,815.0,114.0,34.0,13.0,*
29,2022,4,전통시장,2130208,목동깨비시장(목3동시장),CS100003,일식음식점,7628,5035,2593,816.0,900.0,970.0,1090.0,1259.0,1443.0,1150.0,1063.0,0.0,36.0,571.0,2567.0,3998.0,4065,3495,71.0,2440.0,3123.0,1046.0,635.0,246.0,8
30,2022,4,전통시장,2130206,신정3동 골목시장,CS100003,일식음식점,2787,1730,1057,347.0,326.0,88.0,370.0,599.0,539.0,518.0,83.0,22.0,788.0,529.0,1183.0,182.0,1223,1477,133.0,627.0,496.0,789.0,389.0,267.0,*
31,2022,4,전통시장,2130202,신영시장,CS100003,일식음식점,445,315,130,62.0,61.0,67.0,49.0,76.0,96.0,34.0,91.0,0.0,0.0,0.0,57.0,297.0,244,177,5.0,95.0,143.0,148.0,20.0,10.0,8
32,2022,4,전통시장,2130196,공덕시장,CS100003,일식음식점,2034,1617,417,252.0,324.0,374.0,352.0,315.0,345.0,72.0,280.0,14.0,431.0,86.0,691.0,532.0,1143,295,7.0,136.0,295.0,474.0,323.0,200.0,*
33,2022,4,전통시장,2130195,도화동 상점가,CS100003,일식음식점,31241,25057,6184,4541.0,4808.0,5007.0,5215.0,5486.0,4271.0,1913.0,991.0,152.0,12825.0,2805.0,10374.0,4094.0,15407,11473,553.0,6234.0,8475.0,5168.0,3970.0,2483.0,17
34,2022,4,전통시장,2130194,용강동 상점가,CS100003,일식음식점,2479,1961,518,210.0,316.0,411.0,546.0,478.0,450.0,68.0,145.0,0.0,0.0,0.0,793.0,1541.0,1417,566,20.0,335.0,827.0,434.0,268.0,96.0,8
35,2022,4,전통시장,2130192,동진시장,CS100003,일식음식점,4944,3118,1826,762.0,776.0,450.0,842.0,738.0,868.0,958.0,0.0,0.0,1614.0,1494.0,1831.0,5.0,2117,2626,71.0,1898.0,1464.0,495.0,620.0,194.0,*
36,2022,4,전통시장,2130191,홍대 걷고싶은 거리,CS100003,일식음식점,60700,36128,24572,5889.0,5250.0,7136.0,7941.0,9912.0,13737.0,10835.0,1514.0,93.0,17492.0,12926.0,23077.0,5598.0,27579,32086,4260.0,28382.0,12931.0,6745.0,6030.0,1315.0,16
37,2022,4,전통시장,2130190,홍대소상공인상점가,CS100003,일식음식점,47741,30875,16866,5968.0,6238.0,6365.0,5807.0,6497.0,9351.0,7515.0,0.0,50.0,13113.0,11862.0,19913.0,2803.0,20456,27122,4441.0,25200.0,7693.0,4926.0,4697.0,623.0,9
38,2022,4,전통시장,2130183,상암동상점가,CS100003,일식음식점,37810,32066,5744,5322.0,6490.0,6673.0,6621.0,6960.0,4187.0,1557.0,1352.0,4.0,16914.0,2015.0,11639.0,5886.0,14584,12129,66.0,7017.0,8883.0,5814.0,3843.0,1090.0,30
39,2022,4,전통시장,2130180,포방터시장,CS100003,일식음식점,1138,1013,125,298.0,172.0,173.0,173.0,197.0,50.0,75.0,0.0,74.0,422.0,98.0,544.0,0.0,495,445,25.0,25.0,50.0,148.0,470.0,247.0,*
40,2022,4,전통시장,2130179,"이화여대 3,5,7길 상점가",CS100003,일식음식점,35533,31437,4096,5868.0,6893.0,6297.0,6726.0,5653.0,3544.0,552.0,0.0,3.0,17518.0,5207.0,12796.0,9.0,4797,29544,3752.0,21427.0,2474.0,2105.0,3655.0,929.0,12
41,2022,4,전통시장,2130178,이대 앞 스타트업 상점가,CS100003,일식음식점,8572,7677,895,1253.0,1736.0,1594.0,1687.0,1407.0,622.0,273.0,0.0,6.0,4350.0,1503.0,2500.0,219.0,1299,6600,592.0,4455.0,922.0,757.0,978.0,197.0,4
42,2022,4,전통시장,2130170,제일시장,CS100003,일식음식점,5572,3012,2560,225.0,555.0,825.0,644.0,763.0,1449.0,1111.0,0.0,61.0,2494.0,1368.0,1649.0,88.0,2060,3512,64.0,610.0,752.0,1208.0,1749.0,1189.0,4
43,2022,4,전통시장,2130167,연신내상점가(연빛거리),CS100003,일식음식점,16727,11519,5208,2045.0,2327.0,2187.0,2294.0,2666.0,2868.0,2340.0,973.0,59.0,3366.0,2387.0,7119.0,2823.0,8908,7738,710.0,6113.0,4024.0,2412.0,2549.0,838.0,19
44,2022,4,전통시장,2130163,응암오거리상점가,CS100003,일식음식점,917,392,525,32.0,79.0,69.0,43.0,169.0,355.0,170.0,132.0,0.0,0.0,5.0,340.0,440.0,613,304,5.0,212.0,277.0,201.0,141.0,81.0,*
45,2022,4,전통시장,2130153,창동역상점가,CS100003,일식음식점,1918,1519,399,216.0,276.0,336.0,308.0,383.0,399.0,137.0,16.0,0.0,393.0,53.0,857.0,599.0,1194,478,16.0,234.0,394.0,403.0,401.0,224.0,3
46,2022,4,전통시장,2130147,쌍문역동측상점가,CS100003,일식음식점,6214,4131,2083,857.0,811.0,824.0,716.0,923.0,1241.0,842.0,100.0,0.0,1883.0,1247.0,2579.0,405.0,3312,2771,122.0,2390.0,1853.0,862.0,615.0,244.0,5
47,2022,4,전통시장,2130146,쌍문시장(쌍문역골목시장),CS100003,일식음식점,6111,5142,969,1038.0,951.0,1009.0,990.0,1154.0,969.0,0.0,0.0,0.0,2328.0,484.0,2949.0,350.0,2632,3256,20.0,916.0,806.0,1530.0,1428.0,1187.0,4
48,2022,4,전통시장,2130145,쌍문역둘리상점가,CS100003,일식음식점,4441,2944,1497,618.0,239.0,629.0,632.0,826.0,885.0,612.0,49.0,0.0,1488.0,662.0,1773.0,469.0,2445,1840,101.0,1071.0,1143.0,646.0,840.0,484.0,4
49,2022,4,전통시장,2130139,강북종합전통시장(강북종합골목시장),CS100003,일식음식점,1785,1211,574,207.0,216.0,236.0,132.0,420.0,392.0,182.0,80.0,0.0,232.0,103.0,847.0,523.0,1107,542,11.0,264.0,303.0,348.0,500.0,224.0,8
50,2022,4,전통시장,2130132,삼양골목시장(삼양시장),CS100003,일식음식점,1192,818,374,132.0,211.0,120.0,150.0,205.0,138.0,236.0,0.0,12.0,446.0,132.0,584.0,18.0,507,536,18.0,210.0,216.0,282.0,156.0,156.0,*
51,2022,4,전통시장,2130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",CS100003,일식음식점,1745,1100,645,36.0,234.0,251.0,294.0,285.0,367.0,278.0,0.0,0.0,71.0,269.0,1066.0,339.0,1028,717,26.0,271.0,306.0,233.0,458.0,477.0,9
52,2022,4,전통시장,2130105,장미제일시장(중화동제일시장),CS100003,일식음식점,778,417,361,155.0,51.0,11.0,114.0,86.0,190.0,171.0,0.0,97.0,212.0,234.0,235.0,6.0,349,429,6.0,23.0,45.0,86.0,297.0,327.0,*
53,2022,4,전통시장,2130101,답십리현대시장,CS100003,일식음식점,2887,2047,840,15.0,260.0,474.0,657.0,641.0,474.0,366.0,0.0,0.0,1237.0,291.0,1069.0,290.0,1498,962,15.0,138.0,565.0,535.0,658.0,549.0,*
54,2022,4,전통시장,2130098,회기시장,CS100003,일식음식점,3062,2227,835,243.0,406.0,486.0,565.0,527.0,539.0,296.0,0.0,0.0,1023.0,339.0,1580.0,120.0,1286,1549,58.0,1343.0,481.0,305.0,554.0,94.0,*
55,2022,4,전통시장,2130095,청량리전통시장,CS100003,일식음식점,204,168,36,30.0,24.0,12.0,36.0,66.0,36.0,0.0,0.0,0.0,0.0,0.0,138.0,66.0,132,36,0.0,30.0,36.0,42.0,54.0,6.0,*
56,2022,4,전통시장,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",CS100003,일식음식점,6942,4833,2109,889.0,1022.0,983.0,888.0,1051.0,1526.0,583.0,8.0,539.0,1808.0,2401.0,1749.0,437.0,2583,4359,15.0,357.0,1076.0,682.0,1831.0,2996.0,5
57,2022,4,전통시장,2130078,화양제일골목시장,CS100003,일식음식점,662,432,230,95.0,47.0,78.0,74.0,138.0,134.0,96.0,195.0,,,,143.0,324.0,398,234,4.0,390.0,190.0,43.0,4.0,,4
58,2022,4,전통시장,2130072,성동용답상가시장,CS100003,일식음식점,11539,8718,2821,1404.0,1687.0,1595.0,1818.0,2214.0,1595.0,1226.0,758.0,18.0,1469.0,930.0,5205.0,3159.0,6014,4495,108.0,3867.0,1625.0,1695.0,2280.0,935.0,8
59,2022,4,전통시장,2130070,뚝섬역상점가,CS100003,일식음식점,732,568,164,101.0,107.0,114.0,132.0,114.0,120.0,44.0,189.0,6.0,2140.0,309.0,88.0,455.0,348,246,50.0,132.0,183.0,164.0,83.0,32.0,*
60,2022,4,전통시장,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",CS100003,일식음식점,13206,9993,3213,1679.0,2117.0,1992.0,2045.0,2160.0,1764.0,1449.0,1077.0,177.0,4974.0,1387.0,4252.0,1339.0,6618,6196,733.0,7815.0,1594.0,976.0,1400.0,293.0,7
61,2022,4,전통시장,2130067,왕십리도선동상점가,CS100003,일식음식점,1047,677,370,156.0,150.0,104.0,111.0,156.0,194.0,176.0,124.0,0.0,0.0,7.0,410.0,513.0,567,461,0.0,414.0,406.0,94.0,80.0,34.0,5
62,2022,4,전통시장,2130066,행당시장상점가,CS100003,일식음식점,10917,7520,3397,1126.0,1116.0,1741.0,1617.0,1920.0,2017.0,1380.0,754.0,0.0,2041.0,1383.0,4327.0,2412.0,5355,4901,233.0,3661.0,2674.0,1505.0,1589.0,592.0,7
63,2022,4,전통시장,2130063,신금호역 골목형상점가,CS100003,일식음식점,738,558,180,88.0,121.0,120.0,125.0,104.0,137.0,43.0,0.0,0.0,190.0,38.0,241.0,269.0,307,126,0.0,71.0,126.0,71.0,103.0,60.0,3
64,2022,4,전통시장,2130058,이촌종합시장,CS100003,일식음식점,25340,18487,6853,3384.0,3496.0,3627.0,3639.0,4341.0,4916.0,1937.0,324.0,926.0,5689.0,4869.0,8535.0,4997.0,9437,12904,567.0,3418.0,4119.0,3945.0,4991.0,5304.0,11
65,2022,4,전통시장,2130052,서울중앙시장(신중앙시장),CS100003,일식음식점,641,487,154,82.0,95.0,90.0,101.0,119.0,83.0,71.0,0.0,0.0,4.0,50.0,388.0,199.0,417,157,0.0,83.0,87.0,79.0,227.0,99.0,7
66,2022,4,전통시장,2130038,"평화시장(통일상가, 동화상가)",CS100003,일식음식점,32572,22748,9824,4649.0,4088.0,5109.0,4617.0,4285.0,5736.0,4088.0,0.0,429.0,15890.0,8011.0,8242.0,0.0,12890,17933,693.0,9956.0,10187.0,5142.0,3725.0,1121.0,*
67,2022,4,전통시장,2130010,종로신진시장,CS100003,일식음식점,2319,1955,364,309.0,404.0,352.0,373.0,517.0,313.0,51.0,0.0,33.0,1379.0,335.0,531.0,74.0,1457,689,23.0,246.0,238.0,216.0,715.0,728.0,*
68,2022,4,전통시장,2130002,세종마을음식문화거리(금천교시장),CS100003,일식음식점,5154,3845,1309,536.0,840.0,798.0,787.0,884.0,1057.0,252.0,163.0,29.0,1429.0,497.0,1876.0,1160.0,2111,2422,10.0,843.0,1186.0,883.0,923.0,693.0,*
69,2022,4,전통시장,2130001,통인시장,CS100003,일식음식점,4044,3170,874,612.0,628.0,671.0,486.0,773.0,874.0,,,,585.0,1374.0,2085.0,,1670,2063,,319.0,875.0,735.0,781.0,1023.0,3
70,2022,4,발달상권,2120249,고덕역,CS100003,일식음식점,23529,16023,7506,3965.0,3794.0,2034.0,2033.0,4197.0,4437.0,3069.0,,78.0,8411.0,3901.0,10393.0,746.0,11454,11318,2086.0,2350.0,2952.0,7284.0,5581.0,2515.0,8
71,2022,4,발달상권,2120248,명일역,CS100003,일식음식점,16111,10559,5552,1236.0,1917.0,2543.0,2310.0,2553.0,2884.0,2668.0,5.0,163.0,6324.0,2112.0,6993.0,514.0,7324,8272,344.0,2694.0,2761.0,3879.0,3526.0,2390.0,16
72,2022,4,발달상권,2120246,길동역,CS100003,일식음식점,14138,11047,3091,2212.0,2185.0,2201.0,2085.0,2364.0,2187.0,904.0,0.0,63.0,6173.0,2301.0,4957.0,644.0,6855,6205,159.0,2243.0,2742.0,2933.0,2427.0,2554.0,11
73,2022,4,발달상권,2120245,둔촌역,CS100003,일식음식점,9557,6346,3211,859.0,1306.0,1059.0,1387.0,1735.0,1479.0,1732.0,0.0,23.0,3881.0,868.0,4324.0,461.0,4440,4469,383.0,2046.0,1337.0,2189.0,2034.0,919.0,9
74,2022,4,발달상권,2120244,암사역,CS100003,일식음식점,5907,4251,1656,848.0,789.0,852.0,963.0,799.0,974.0,682.0,0.0,12.0,2018.0,708.0,2821.0,348.0,3239,2300,183.0,1207.0,1163.0,1199.0,1118.0,667.0,6
75,2022,4,발달상권,2120243,천호역,CS100003,일식음식점,15764,11089,4675,1693.0,2334.0,2324.0,2021.0,2717.0,3522.0,1153.0,1352.0,0.0,2292.0,847.0,5687.0,5586.0,8494,6317,17.0,4756.0,4670.0,1928.0,1583.0,1859.0,11
76,2022,4,발달상권,2120242,강동구청역,CS100003,일식음식점,10463,9066,1397,1492.0,1711.0,1833.0,1973.0,2057.0,1366.0,31.0,18.0,22.0,5451.0,630.0,3635.0,729.0,5116,3946,40.0,1810.0,1947.0,1985.0,1767.0,1512.0,20
77,2022,4,발달상권,2120241,거여역,CS100003,일식음식점,5072,4132,940,687.0,904.0,782.0,913.0,846.0,780.0,160.0,8.0,0.0,1897.0,775.0,2130.0,262.0,2547,2260,294.0,937.0,851.0,1210.0,1141.0,370.0,8
78,2022,4,발달상권,2120240,개롱역,CS100003,일식음식점,6359,4432,1927,342.0,896.0,970.0,1078.0,1146.0,1065.0,862.0,18.0,36.0,2016.0,731.0,3250.0,308.0,2625,3223,119.0,710.0,1153.0,1475.0,1335.0,1055.0,8
79,2022,4,발달상권,2120239,오금역,CS100003,일식음식점,1946,1650,296,250.0,373.0,347.0,296.0,384.0,203.0,93.0,0.0,0.0,1062.0,320.0,426.0,138.0,911,501,64.0,64.0,154.0,262.0,317.0,615.0,6
80,2022,4,발달상권,2120236,장지역(가든파이브),CS100003,일식음식점,12713,10994,1719,2629.0,2172.0,2302.0,2075.0,1816.0,390.0,1719.0,0.0,39.0,9016.0,1719.0,1978.0,11.0,6583,4961,65.0,2886.0,3567.0,2951.0,1686.0,389.0,3
81,2022,4,발달상권,2120235,문정역,CS100003,일식음식점,33645,32372,1273,5667.0,6708.0,6796.0,6754.0,6447.0,811.0,462.0,73.0,90.0,25160.0,1489.0,5877.0,956.0,15295,11031,58.0,9221.0,10425.0,4127.0,1904.0,590.0,50
82,2022,4,발달상권,2120234,가락시장역,CS100003,일식음식점,9941,7990,1951,1405.0,1340.0,1713.0,1872.0,1660.0,997.0,954.0,288.0,0.0,5063.0,686.0,2956.0,948.0,6318,3067,75.0,3019.0,3044.0,1822.0,995.0,427.0,23
83,2022,4,발달상권,2120230,송파사거리(송파역),CS100003,일식음식점,4464,2960,1504,411.0,627.0,599.0,593.0,730.0,774.0,730.0,0.0,11.0,1482.0,542.0,2207.0,222.0,2115,2001,40.0,496.0,695.0,1066.0,1055.0,764.0,4
84,2022,4,발달상권,2120229,방이동먹자골목,CS100003,일식음식점,13786,9610,4176,1790.0,1742.0,1908.0,1862.0,2308.0,2342.0,1834.0,1493.0,18.0,2650.0,725.0,4054.0,4864.0,7581,4571,78.0,4768.0,3841.0,1187.0,1471.0,809.0,23
85,2022,4,발달상권,2120228,석촌역(석촌호수),CS100003,일식음식점,28816,19275,9541,3148.0,3555.0,3998.0,3762.0,4812.0,4802.0,4739.0,68.0,27.0,9777.0,3863.0,13322.0,1759.0,13585,13436,273.0,10549.0,8561.0,3087.0,3114.0,1439.0,11
86,2022,4,발달상권,2120227,잠실역,CS100003,일식음식점,30879,27651,3228,4519.0,5379.0,5484.0,5908.0,6361.0,1590.0,1638.0,35.0,0.0,17134.0,2247.0,8098.0,3365.0,14155,12028,414.0,5873.0,7718.0,6123.0,4173.0,1879.0,26
87,2022,4,발달상권,2120226,석촌고분역,CS100003,일식음식점,3173,2903,270,592.0,551.0,635.0,583.0,542.0,208.0,62.0,0.0,0.0,1952.0,222.0,953.0,46.0,1678,1351,46.0,983.0,1017.0,613.0,251.0,118.0,4
88,2022,4,발달상권,2120225,잠실새내역(신천),CS100003,일식음식점,109309,79421,29888,14256.0,15711.0,15495.0,15887.0,18072.0,18411.0,11477.0,1272.0,295.0,37457.0,15611.0,45126.0,9548.0,47939,53223,3208.0,21164.0,21497.0,26809.0,18536.0,9941.0,30
89,2022,4,발달상권,2120224,수서역,CS100003,일식음식점,72274,63652,8622,11814.0,13587.0,12195.0,13998.0,12058.0,5499.0,3123.0,0.0,610.0,42170.0,7287.0,21268.0,939.0,34002,28802,641.0,13646.0,22672.0,11739.0,8044.0,6065.0,11
90,2022,4,발달상권,2120222,삼성역,CS100003,일식음식점,115436,85125,30311,14024.0,14541.0,17864.0,19170.0,19526.0,16693.0,13618.0,1014.0,251.0,48302.0,19241.0,41720.0,4908.0,39219,55184,1608.0,27278.0,32595.0,16530.0,10443.0,5955.0,24
91,2022,4,발달상권,2120220,대치역,CS100003,일식음식점,29371,21157,8214,4007.0,4138.0,4641.0,4242.0,4129.0,4992.0,3222.0,0.0,37.0,11339.0,5269.0,12685.0,41.0,12983,14777,3370.0,3458.0,3268.0,8911.0,6791.0,1966.0,5
92,2022,4,발달상권,2120219,은마아파트,CS100003,일식음식점,3603,1854,1749,302.0,404.0,376.0,337.0,435.0,959.0,790.0,4.0,4.0,1911.0,521.0,1034.0,129.0,1496,1570,207.0,165.0,207.0,1120.0,873.0,493.0,11
93,2022,4,발달상권,2120218,코엑스,CS100003,일식음식점,10297,8023,2274,1248.0,1521.0,1598.0,1970.0,1686.0,1303.0,971.0,0.0,8.0,6239.0,1337.0,2481.0,232.0,4061,3258,223.0,1913.0,2190.0,1753.0,841.0,400.0,10
94,2022,4,발달상권,2120217,대치사거리,CS100003,일식음식점,371,319,52,47.0,79.0,85.0,78.0,30.0,26.0,26.0,0.0,10.0,272.0,42.0,47.0,0.0,167,94,5.0,94.0,73.0,36.0,42.0,10.0,5
95,2022,4,발달상권,2120216,경기고교사거리(경기고교앞사거리),CS100003,일식음식점,4140,3545,595,659.0,745.0,756.0,655.0,730.0,595.0,0.0,0.0,5.0,2285.0,333.0,1265.0,252.0,1657,1571,5.0,349.0,364.0,1040.0,750.0,719.0,5
96,2022,4,발달상권,2120215,포스코사거리,CS100003,일식음식점,160916,153556,7360,26759.0,32184.0,32420.0,33429.0,28764.0,6591.0,769.0,259.0,158.0,106691.0,5993.0,28826.0,18989.0,71138,52749,650.0,34436.0,49538.0,26326.0,10073.0,2871.0,39
97,2022,4,발달상권,2120214,영동대교남단교차로,CS100003,일식음식점,3484,3426,58,787.0,625.0,613.0,718.0,683.0,58.0,0.0,0.0,0.0,3066.0,35.0,197.0,186.0,1887,1124,0.0,717.0,1030.0,614.0,498.0,150.0,6
98,2022,4,발달상권,2120213,삼성중앙역,CS100003,일식음식점,11528,10116,1412,1608.0,2218.0,1991.0,2213.0,2086.0,1406.0,6.0,116.0,10.0,3149.0,97.0,2936.0,5230.0,5120,3498,10.0,1945.0,3488.0,2090.0,796.0,295.0,13
99,2022,4,발달상권,2120212,한티역,CS100003,일식음식점,23612,15524,8088,2972.0,2876.0,3271.0,3016.0,3389.0,4567.0,3521.0,0.0,79.0,8931.0,3737.0,10222.0,643.0,10547,10970,1554.0,3452.0,2814.0,6699.0,5474.0,1525.0,10
