기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,4,발달상권,2120136,영등포구청역,CS100006,패스트푸드점,14062,10098,3964,1778,2076,2160,1888,2196,2020,1944,6,2633,3567,2654,4467,735,6837,6740,198,4167,4137,2498,1639,935,13
2022,4,발달상권,2120134,구로전화국,CS100006,패스트푸드점,8537,5515,3022,941,1153,823,1038,1560,1494,1528,,10,804,1351,4792,1580,5081,3407,93,1839,2264,1725,1868,697,4
2022,4,발달상권,2120133,서울시흥동우체국(홈플러스시흥점),CS100006,패스트푸드점,8562,6258,2304,1044,1266,1217,1335,1396,1272,1032,,229,2451,2065,3538,279,4102,4170,619,1842,1848,1958,1428,575,*
2022,4,발달상권,2120132,독산동,CS100006,패스트푸드점,13582,9326,4256,1681,2119,1095,1942,2489,2178,2078,15,125,3625,2120,5961,1736,6937,5985,120,3432,4007,2213,2408,740,13
2022,4,발달상권,2120131,가산디지털단지,CS100006,패스트푸드점,208467,166366,42101,28948,33590,34494,34647,34687,22904,19197,9,23951,87439,32911,59277,4880,105670,89733,1103,58794,74021,35987,19407,6090,38
2022,4,발달상권,2120130,구로디지털단지역,CS100006,패스트푸드점,92134,61795,30339,10865,12398,12434,12856,13242,17083,13256,12384,7609,15455,12560,26915,17211,53867,37958,1381,32767,27465,10950,10982,8281,7
2022,4,발달상권,2120129,구로디지털단지,CS100006,패스트푸드점,118394,99577,18817,17389,20274,20174,21273,20467,10364,8453,3719,21725,44869,12402,26141,9538,61400,50024,671,37919,44253,18476,7470,2633,18
2022,4,발달상권,2120128,신도림역,CS100006,패스트푸드점,44805,31384,13421,6296,5703,6381,6194,6810,7524,5897,,4479,14613,10187,14942,584,25254,19551,461,10192,15896,9005,4963,4288,18
2022,4,발달상권,2120127,구로구청,CS100006,패스트푸드점,1795,1158,637,209,180,257,208,304,332,305,,,276,322,951,246,930,740,,312,294,217,635,208,3
2022,4,발달상권,2120124,개봉동 현대아파트,CS100006,패스트푸드점,3902,2586,1316,453,618,590,533,392,715,601,48,41,855,732,1706,520,2021,1855,84,545,1066,883,956,342,4
2022,4,발달상권,2120123,오류동역,CS100006,패스트푸드점,4570,2957,1613,564,430,565,564,834,752,861,,,807,726,2661,376,2929,1532,27,618,1263,592,1210,752,4
2022,4,발달상권,2120122,강서구청,CS100006,패스트푸드점,15392,10033,5359,2031,1764,1773,1816,2649,2737,2622,,223,3550,2700,7555,1364,8733,5790,195,3034,3761,2922,2981,1630,7
2022,4,발달상권,2120121,까치산역,CS100006,패스트푸드점,5023,3394,1629,580,614,894,505,801,991,638,,,844,919,2542,718,2480,2419,13,840,1133,965,1227,717,9
2022,4,발달상권,2120120,화곡역,CS100006,패스트푸드점,13588,10159,3429,2016,2000,2011,2055,2077,1894,1535,,1237,3405,2334,5744,868,5194,8318,358,5284,4287,1637,1562,384,13
2022,4,발달상권,2120119,발산역(마곡),CS100006,패스트푸드점,2283,1595,688,306,223,230,286,550,375,313,,7,501,340,1233,202,1274,717,14,326,536,487,410,216,23
