기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,2,골목상권,2110101,옥정중학교,CS100010,커피-음료,5715,3946,1769,783,860,692,712,899,942,827,10,1295,1314,1414,1157,525,2270,3015,20,884,1630,1381,1062,311,*
2022,2,골목상권,2110099,유엔빌리지길,CS100010,커피-음료,437,312,125,76,81,64,64,27,32,93,,11,81,184,97,,210,151,,92,178,54,38,,*
2022,2,골목상권,2110095,한강진역 3번,CS100010,커피-음료,19634,11360,8274,1891,2012,2323,2422,2712,4633,3641,,509,5311,8253,5407,154,4195,14528,391,9286,5513,2005,1265,259,21
2022,2,골목상권,2110093,우사단길,CS100010,커피-음료,50778,34893,15885,6549,7411,6753,6535,7645,8451,7434,,5936,15704,15112,11992,2034,24985,22290,308,13559,18859,8346,4419,1782,16
2022,2,골목상권,2110091,리움미술관,CS100010,커피-음료,66935,40669,26266,6047,8270,8998,7587,9767,13505,12761,9,4516,18859,23700,18799,1052,18944,45948,198,28933,23730,6731,3972,1326,8
2022,2,골목상권,2110090,한국폴리텍대학서울정수캠퍼스,CS100010,커피-음료,46673,34014,12659,6621,6919,6775,6626,7073,6761,5898,,8518,13753,11180,10678,2544,25698,19845,519,11619,15753,9001,6664,1990,9
2022,2,골목상권,2110087,이태원엔틱가구거리,CS100010,커피-음료,112899,71448,41451,15024,14061,12426,13955,15982,22333,19118,,16116,32508,36710,27078,487,44726,62705,692,30481,34776,17411,13181,10888,7
2022,2,골목상권,2110086,이태원역 북측,CS100010,커피-음료,219,134,85,29,25,28,24,28,47,38,,22,51,78,63,5,69,128,2,100,66,17,12,2,3
2022,2,골목상권,2110085,경리단길남측,CS100010,커피-음료,63964,37499,26465,7063,6814,7406,7794,8422,14331,12134,,6052,17103,22496,16828,1485,26936,33754,276,17878,23264,10465,6082,2724,27
2022,2,골목상권,2110084,경리단길북측,CS100010,커피-음료,53148,34291,18857,6515,6389,6879,6901,7607,9860,8997,46,10174,14698,17096,10371,763,24418,26852,254,15231,20439,8499,4527,2318,21
2022,2,골목상권,2110082,용산구청,CS100010,커피-음료,82374,64191,18183,13010,12641,12909,12945,12686,10379,7804,,18450,28391,22412,11916,1205,32617,43301,346,21171,23228,16397,11190,3582,16
2022,2,골목상권,2110081,해방촌 남동측,CS100010,커피-음료,35924,20933,14991,3805,3867,4331,3895,5035,10190,4801,,3284,10755,13441,7832,612,16458,18589,195,13474,13707,4389,2370,912,24
2022,2,골목상권,2110080,해방촌예술마을,CS100010,커피-음료,15151,8717,6434,2271,724,1627,1591,2504,3283,3151,88,107,2651,5134,6057,1114,5631,9435,199,7454,4818,1393,920,281,12
2022,2,골목상권,2110079,후암동주민센터,CS100010,커피-음료,82662,60866,21796,11413,13767,11941,11460,12285,11894,9902,,13789,37705,18232,11657,1279,32381,43026,965,20288,27219,14426,9723,2787,28
2022,2,골목상권,2110077,삼광초등학교,CS100010,커피-음료,19648,13744,5904,2778,3001,2635,2655,2675,3003,2901,,3023,6719,4146,4678,1082,8170,10233,101,4187,6884,3513,2431,1287,*
2022,2,골목상권,2110076,삼각지역 14번,CS100010,커피-음료,19887,14619,5268,2236,3097,3158,3214,2914,2874,2394,,2438,7611,5270,4264,304,9737,8528,54,4549,5338,3626,3014,1680,3
2022,2,골목상권,2110075,숙대입구역 1번,CS100010,커피-음료,45206,34381,10825,4933,8309,7117,6809,7213,5463,5362,,5352,17846,11899,9500,609,17422,25669,559,15145,15144,6228,4688,1325,10
2022,2,골목상권,2110074,서울역 12번,CS100010,커피-음료,72626,67569,5057,13338,15264,13368,13017,12582,3197,1860,196,24068,30953,11114,5065,1230,32954,21628,101,11724,20258,14023,6794,1676,18
2022,2,골목상권,2110072,열정도,CS100010,커피-음료,3453,2793,660,642,637,436,487,591,384,276,,109,1951,958,435,,1170,1710,,918,1188,466,224,86,5
2022,2,골목상권,2110069,숙대입구,CS100010,커피-음료,290234,233537,56697,48518,52383,47163,45551,39922,26327,30370,372,45453,105986,80273,53263,4887,55232,229014,15327,169240,38350,28274,27801,5246,55
2022,2,골목상권,2110068,남영역 1번,CS100010,커피-음료,61907,43413,18494,8874,8359,8798,8140,9242,9409,9085,54,10302,19866,17537,12751,1397,26417,33132,686,18894,21091,9491,6522,2866,20
