,상권코드,상권코드명,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
410,2110240,태릉시장 특화거리,95812,789325,396882,463827,749599,275349
411,2110500,남가좌동현대아파트,19286,274894,149942,182449,268039,111922
412,2110025,충신시장옆,112150,1693621,1386309,1587649,1826975,476426
413,2110633,개화산역 1번,41537,460995,219870,253249,390733,123167
414,2110036,동묘앞역 3번,270995,2545271,1867763,2120878,2328608,738822
415,2110030,동대문역 3번,279567,2594931,2302302,2585134,2495980,820049
416,2110641,공항고등학교,16762,163003,79664,96811,129608,45309
417,2110517,서대문소방서,14845,203908,124183,153335,195916,83722
418,2110439,당고개역 5번,44468,560689,248205,275471,417535,157649
419,2110209,답십리 장령당공원,81376,1429397,565498,662058,1195812,385889
420,2110518,서대문구청,25722,378754,226705,256430,323702,112181
421,2110637,송정역 2번,69667,709324,362870,415186,642051,228280
422,2111061,암사역 1번,90635,1447444,534829,630504,1127890,382545
423,2110631,방화초등학교,41268,450121,212740,243427,379331,118221
424,2110716,구로나눔길,50770,586280,277017,329214,516243,196109
425,2110657,양천향교역 5번,46348,802930,308372,366340,703727,236464
426,2110526,봉원사,4527,140378,84250,101714,107460,45463
427,2111033,문정동성당,10130,137423,52316,69925,97639,34893
428,2110330,돌곶이역 1번,80405,963147,412848,470808,797464,274005
429,2110693,오류동역 4번,91030,962422,473659,544204,870539,327806
430,2110917,서초소방서,7354,254374,136148,163276,222358,75233
431,2110615,신서초등학교,26729,342651,180375,229342,326353,137861
432,2110994,개포고등학교,19264,384038,158873,250970,272899,96491
433,2110698,개웅초등학교(개웅중학교),33756,382239,201293,238226,344646,131121
434,2111088,고덕동성당,34868,343360,144990,174618,264776,100494
435,2110078,이촌동점보아파트,5334,96039,80039,99682,100979,33163
436,2110973,강남구청역 4번,56947,2109988,822932,977298,1917526,561176
437,2110988,청담역 3번,71334,1907611,573230,716979,1449308,360925
438,2110966,논현2동주민센터,75636,2239609,880562,1060149,2078140,631503
439,2110799,영등포본동주민센터,170232,2250528,1550623,1904626,3033258,979234
440,2110970,학동초등학교,42291,1343557,496057,564955,1153377,305726
441,2110211,전곡마을마당공원,29672,443491,241149,297207,411778,149377
442,2110974,언주중학교,67539,2916836,1079754,1255512,2576516,684634
443,2110216,전농중학교,27114,385719,193739,241683,334959,115914
444,2110205,경희대삼거리,74217,606456,371895,435999,506408,201798
445,2110825,신대방삼거리역 1번,63581,752308,385344,456914,703475,292426
446,2110834,동작구자원봉사센터,14357,412971,239492,282541,417645,176476
447,2110689,오류동역 3번,119738,1200367,580351,666507,1053920,398947
448,2110861,관악구신사동주민센터,97459,766613,324639,385008,642818,273705
449,2110690,오류2동버들시장,71460,896089,428045,478087,751028,272078
450,2110625,신정2동주민센터,15764,307162,160457,199789,254308,109546
451,2110782,영등포시장역 4번,94997,1113126,681090,791259,1183905,365819
452,2110089,서빙고동주민센터,13908,189692,99304,117579,154488,62490
453,2110806,서울시립영등포장애인복지관,80193,961344,352377,415460,871712,316441
454,2110609,신정네거리역 2번,107430,1284633,602135,716295,1174939,421783
455,2110758,문래소공원,37611,491812,199452,237649,412355,139204
456,2110954,국기원,211056,2080272,1242548,1514359,2673590,1102402
457,2110995,봉은사역 4번,44392,1346782,663794,812899,1404797,361462
458,2110616,양목초등학교,103242,1402684,639007,783897,1420645,514961
459,2110968,강남구청역 2번,54477,2004183,753070,888029,1760597,502186
460,2110071,한강미주맨션아파트,6533,132598,82443,94309,119080,43291
461,2110607,금빛새마을금고본점,50337,464509,237057,275261,403052,151287
462,2110613,신정네거리역 4번,62139,907896,447452,536135,874327,313029
463,2110206,텃골근린공원,40633,480167,246500,278921,364721,130082
464,2110670,신곡초등학교,21069,283800,131403,165714,236322,102504
465,2110646,푸른들청소년도서관,83913,1281030,605010,715493,1054673,378201
466,2110647,화곡역 5번,196458,2355944,949056,1104646,2021538,728910
467,2110597,신월1동주민센터,36933,303602,139145,151509,225375,86526
468,2110596,서서울호수공원,21244,183494,86057,99224,152331,59737
469,2110256,면목2동체육관,137079,1593532,688993,825698,1343670,445283
470,2110982,강남구보훈회관,18250,687261,274856,329678,621395,169369
471,2110695,개봉1동주민센터,47031,393262,208794,237616,354045,136515
472,2110997,대청초등학교,33679,829102,354936,479403,744764,257253
473,2110835,상도역 1번,89322,1424227,746666,852750,1306084,529236
474,2110952,논현목련공원,42045,1246614,413327,510541,1143134,387905
475,2110208,시조사삼거리,164248,1918282,1087150,1252210,1824346,782470
476,2111064,둔촌동역 4번,34992,705783,345116,418794,694410,224128
477,2110219,삼육보건대학교,131811,2051692,1174389,1324427,1898031,782299
478,2110258,면동초등학교,117156,1529480,665741,797845,1311231,435833
479,2110833,상도역 2번,96850,1474990,780776,893376,1371610,550228
480,2110780,신길대성유니드아파트,25587,306302,146668,173352,260239,96703
481,2110989,대치동아우편취급국,163812,4545312,1710838,2056126,4008689,1153525
482,2110175,푸른동산공원,9870,204900,100290,123858,191512,81622
483,2110083,서빙고역 1번,24751,358356,187242,244695,312342,107048
484,2110706,그라운드 고척,47578,449214,250034,312183,432861,177848
485,2110692,큰굴다리,64172,520277,281640,328619,484346,186178
486,2110831,상도4동주민센터,28486,409895,177322,211678,331778,134320
487,2111005,삼전역 3번,44088,617075,258413,305308,571307,226695
488,2110167,용마초등학교,74469,500075,259515,314059,457192,175204
489,2110156,군자역 5번,78339,359104,199511,246195,384214,162681
490,2111025,경찰병원역 3번,45154,751487,330799,378863,640169,220874
491,2111038,보인중학교,56552,765826,353153,447421,685630,256222
492,2110823,신대방삼거리역 3번,49612,942539,425873,504957,789405,245896
493,2110720,대림역 2번,48684,516744,281430,315797,470592,181002
494,2110686,수궁동주민센터,26388,314326,139469,170935,252901,100609
495,2110713,구로보건소,187140,1222638,527612,640270,1084653,331175
496,2110691,개봉중학교,57773,457741,224838,259127,394160,153890
497,2110772,신우어린이공원,17294,345844,160442,186285,285697,106974
498,2110808,신길역 1번,113017,1223834,452107,527968,1027166,375036
499,2110605,목동센트럴아이파크앞,36552,339991,191604,226183,337150,131903
500,2110768,도림2동유수지내체육시설,33098,707269,288720,336716,596039,247425
501,2110839,숭실대입구역 4번,53673,790622,416350,499744,780506,341583
502,2110703,개봉역,155891,2147010,1019215,1223552,2040613,697385
503,2111036,투구봉어린이공원,40645,597372,274311,350836,558976,201521
504,2111014,송파나루역 2번,64442,645886,370423,433787,741328,319954
505,2110915,서래초등학교,9763,311922,168311,202955,275839,95195
506,2110714,구로4동주민센터,98680,685338,437658,499427,595406,200553
507,2110603,지향초등학교,33295,326904,151109,197265,261164,105292
508,2110765,문래동사거리,250879,2922417,1423216,1689747,3130072,1179987
509,2110951,신사은행나무공원,49977,512681,304859,405720,660187,250599
510,2110682,온수역 8번,29370,457998,167040,208044,350674,125383
511,2110617,등촌역 4번,89172,789376,429495,515699,735172,298180
512,2110912,방배동사이길,10461,360962,192117,234430,315441,110653
513,2110125,사근동살곶이상점가,20527,312162,164519,194748,279366,122600
514,2110856,미성초등학교,98735,735096,356988,427399,630626,247836
515,2110828,노량진역 6번,88408,772367,386411,475365,760786,334867
516,2110961,언주역 3번,58516,2545516,783026,968464,2121750,492945
517,2110809,장훈고등학교,81536,520506,247211,294068,465475,186289
518,2110666,KC대학교,41193,487830,247267,281109,409078,165804
519,2111019,한성백제역 3번,18597,286238,142863,174700,272742,97938
520,2110658,화곡초등학교,50816,564788,257315,307725,446422,174627
521,2110672,백석중학교,26290,222829,117600,156279,239574,102129
522,2110654,까치산역 4번,187934,2314171,907603,1061796,1949124,752667
523,2110673,뜸부기어린이공원,71867,627237,290302,335393,497463,193410
524,2110645,우장산역 4번,54379,1147958,575173,704592,977533,338891
525,2110762,선유도역 1번,37915,828727,290030,345064,729812,200891
526,2110659,화곡역 4번,51001,483847,251286,310500,482779,197729
527,2110595,메디힐병원,55205,454796,204504,260528,349361,133572
528,2110664,강서구청옆,75442,764613,377048,433626,674968,275398
529,2110207,시립대앞사거리,90498,694900,366925,411407,554548,229908
530,2110665,곰달래도서관,31446,291010,137126,160313,241816,101320
531,2110708,화원어린이공원,33988,229489,123517,149780,214954,87228
532,2110668,화곡2동주민센터,39689,418606,197059,237881,349683,144357
533,2110606,신한은행 신월동지점,84010,694914,338236,390126,571571,215079
534,2110662,까치산역 1번,183651,2305131,937186,1105240,2031877,793605
535,2110620,목동보건지소,41692,505865,234176,287292,428555,192894
536,2110701,고척동성당,40482,435706,226637,273464,399940,161831
537,2110542,마포구청역 7번,68982,1109519,494644,565665,984746,349540
538,2110090,한국폴리텍대학서울정수캠퍼스,23222,334267,192547,236403,307414,121457
539,2110614,목동로데오거리,118876,1399889,638944,787281,1510448,554482
540,2110656,까치산역 3번,195355,2276449,891592,1040374,1958158,756100
541,2110987,영동대교남단,50828,300520,131201,163475,318764,124293
542,2111029,오금역 4번,58568,1235439,479710,560748,981550,319164
543,2110611,신정역 1번,34109,349150,121028,148214,248214,105500
544,2110763,영등포구청역 2번,67483,1705777,701008,829010,1597591,465579
545,2110859,난향초등학교,25950,214358,102503,127121,166508,60051
546,2110685,금강수목원아파트,20323,270453,112554,141520,188622,69028
547,2110212,답십리초등학교,100994,1493052,625069,721810,1258031,410080
548,2110979,청담초등학교,39687,408925,186073,236895,420136,161679
549,2110816,대방역 6번,143789,2183949,825742,951460,1865583,661958
550,2110872,신림초등학교,49682,724177,309498,350925,557344,239041
551,2110740,금천해태공원,81021,602337,333052,405719,600871,211839
552,2110857,미성동주민센터,51672,446127,240383,303377,423487,151035
553,2110748,백산초등학교,58660,541810,278401,335258,494701,182810
554,2110747,석수역 1번 출입구,58898,708641,252667,305585,588491,188225
555,2110741,독산2동주민센터,82835,563202,277701,338199,542297,214904
556,2111044,남천초등학교,36360,318866,172150,217326,275885,111801
557,2110465,연신내역 7번,211453,2706610,1316443,1545145,2431378,917387
558,2110446,내를건너서숲으로도서관,11113,140986,63595,93311,113843,49028
559,2110052,장충초등학교,57013,728522,346610,406901,667677,244286
560,2110049,장충단 고개,109945,2115901,1092424,1274977,2038434,679956
561,2110639,신방화역 8번,55584,676001,321328,376545,597867,209804
562,2110109,금호삼성래미안아파트,24295,363558,218252,272424,356851,128610
563,2110683,오류고등학교,12365,238192,94363,131777,150838,55712
564,2110592,서울금융고등학교,51198,438217,203581,238878,304555,108835
565,2110681,온수역 1번,25489,413509,150448,187502,315346,110922
566,2110688,오류지구대,34805,334531,180232,207432,300551,121473
567,2110610,계남근린공원,49057,752809,347104,412613,726418,255513
568,2110635,공항시장역 3번,94461,1094063,527971,602205,957390,334695
569,2110634,송정역 3번,29807,464269,222148,251301,391750,135847
570,2110638,신방화역 2번,52125,580538,287095,335525,500552,167061
571,2110630,공항시장역 1번,48485,339949,189155,217886,333131,119581
572,2110608,신월2동주민센터,45440,393030,174464,213583,319964,128420
573,2110627,신정롯데캐슬아파트,17998,249143,133805,160454,224327,97869
574,2110895,샤로수길,36394,380375,226472,280736,434216,174494
575,2110794,영동초등학교,20990,311048,132873,150954,281315,105507
576,2110651,화원중학교,40055,348495,153206,178336,262396,102411
577,2110551,성서초등학교,42803,848813,570566,682680,1024114,349666
578,2110547,KB국민은행 망원동지점,72148,1130391,522975,603455,1024501,359156
579,2110800,영등포동성당,64855,911185,536897,621134,950381,307403
580,2110807,신길역 3번,121678,1275568,481842,568555,1094294,405759
581,2110283,성북초등학교앞,6920,210608,103134,128062,150399,54336
582,2110792,영등포역 2번,161289,2218862,1505207,1812546,2855560,890249
583,2110785,영등포푸르지오아파트,20401,362662,167501,194559,315412,130623
584,2110458,선일여고,9402,156230,65050,91466,105352,40914
585,2110675,화곡4동주민센터,45957,417913,192451,236078,354516,147108
586,2110694,세곡초등학교,56306,456260,227962,265277,391098,152906
587,2110696,오류동역 1번,67430,494601,263270,311701,467335,187056
588,2110544,망리단길,55956,1004942,643953,773049,1178362,418702
589,2110715,구로구민회관,45424,495499,231928,276063,405999,140161
590,2110718,한국SGI본부,36418,594855,248130,292024,500779,204797
591,2110733,금천어울림복지센터,93955,1292598,577139,677306,1156214,369562
592,2110727,독산역 1번 출입구,57992,1549851,439728,529951,1295754,336393
593,2110731,금천구청역 1번 출입구,84656,1273516,607356,731532,1262999,405218
594,2110735,말미고개,93695,608960,282151,341441,547073,214493
595,2110819,신대방역 4번,158221,2070852,832705,972234,1744332,755397
596,2110495,북가좌2동주민센터,41291,395767,218839,272235,387464,156760
597,2110496,모래내우체국,41498,386428,211464,261233,367343,148836
598,2110549,새터산,31304,319015,171965,208483,327368,131988
599,2110552,성미산체육관,33196,342284,180487,217282,339009,131454
600,2110837,숭실대입구역 1번,47995,683117,372976,456479,734973,324557
601,2110836,상도역 5번,86424,1495241,824381,921161,1368197,567767
602,2110513,연희파출소,29610,431903,281667,329232,413978,156612
603,2110892,관악구 중앙길,132580,1313447,756914,873250,1294493,605342
604,2110896,관악우성아파트,80902,840558,429628,508688,763510,321428
605,2110897,서울대입구역 8번,133330,1098499,640399,773883,1190941,536147
606,2110485,연신내우체국,47619,527187,233876,283290,392250,147618
607,2110916,내방역 4번,40532,1208859,477023,566833,1055286,295889
608,2110464,연신내역 5번,232531,2777325,1379538,1634693,2610744,1016652
609,2110455,역촌노인복지관,67866,523128,260306,312120,483058,213889
610,2110456,구산보건지소,45986,422246,202181,241548,332058,144023
611,2110137,성수초등학교,38369,301486,121475,151618,293813,92316
612,2110717,남구로역 2번,192614,1583646,547869,647422,1357488,359205
613,2110622,달마을공원,46427,543413,312339,369360,552212,230042
614,2110711,구로초등학교,71849,530675,272668,329278,482072,176742
615,2110802,신길동홍어거리,70943,496768,246380,289941,430259,172093
616,2110710,남구로역 3번,201633,1618905,648612,755956,1367200,364747
617,2110712,남구로역 5번,201643,1617500,669413,779721,1380303,371250
618,2110728,두산초등학교,57093,1575748,439978,533270,1312131,337586
619,2110671,등촌1동주민센터,54362,759822,279265,330225,657176,209013
620,2110676,등촌역 7번,51103,831126,365529,430959,748349,245011
621,2110463,응암3동주민센터,65130,674746,397160,485587,661586,247031
622,2110752,한울중학교,65456,453014,224529,258276,356356,133700
623,2110766,대림역 5번,42495,501800,258163,287611,455794,177644
624,2110744,독산동성당,47078,307820,158569,178807,271189,99968
625,2110444,수색성당,122116,2510788,776076,942161,2246156,621391
626,2110736,독산119안전센터,98172,697641,383949,477721,811536,295948
627,2110737,금천세무서,101868,726148,297465,357056,622413,236865
628,2110738,문성초등학교,122679,890244,403341,490809,838503,303904
629,2110024,혜회동주민센터,67674,770945,504980,593215,757498,359192
630,2110776,도신초등학교,28274,314119,142359,162488,241939,90470
631,2110767,도림동주민센터,256519,3135602,1513930,1777273,3280076,1259024
632,2110546,양화대교북단,12652,129371,72608,83482,132747,54369
633,2110550,합정역 8번,200782,2494166,1515196,1836052,3500606,1428294
634,2110803,신길2동우편취급국,63645,455325,233143,278853,410564,167565
635,2110260,면목역 3번,128259,1626719,697096,837967,1406348,470433
636,2110787,신길3동주민센터,43041,492626,242742,290796,436666,168722
637,2110804,신풍역 1번,102297,1187162,485589,576685,976400,347108
638,2110812,신길6동주민센터,66521,1103620,496711,611995,1038941,359328
639,2110781,대림한신아파트,48203,349763,182753,205385,300770,116580
640,2110210,서울시립대,92717,644707,342396,398755,558149,241475
641,2110789,대림성모병원,50912,491991,271241,307736,434899,171745
642,2110855,신대방역 2번,215560,2339476,921695,1069137,1939612,827865
643,2110270,혜원여고,47599,431437,199582,246431,361075,123515
644,2110014,경복고등학교,6220,213873,117760,155178,119683,34230
645,2110778,구로디지털단지역 4번,297684,4406137,1484365,1696712,3765896,1246627
646,2110864,신림우방아파트,14912,199171,75979,89217,153637,73533
647,2110468,응암역 3번,37454,297256,195676,233429,300935,118444
648,2110459,응암역 2번,135841,1636372,731336,848619,1444939,535437
649,2110448,상신초등학교입구,40224,348725,163117,188956,262377,111093
650,2110450,시립서북병원,37614,333558,152981,177280,238784,96401
651,2110453,신사1동주민센터,134554,1744802,777862,918496,1619985,612340
652,2110891,구암초등학교,34090,544260,262585,333588,468603,189817
653,2110506,연희임광아파트,91407,625980,447993,553208,815610,354092
654,2110452,새절역 3번,41531,470159,243624,304746,445934,175317
655,2110128,성원중학교,13923,160231,82582,106653,165520,58692
656,2110512,연희지하차도,31039,447580,262370,295446,374182,130545
657,2110519,서대문구보건소별관,22835,377343,216911,262200,346222,137670
658,2110535,영천시장입구,82243,824425,422038,509436,632049,222664
659,2110538,충정로역 3번,79176,759412,338302,422553,709868,251773
660,2110012,성곡미술관,69638,714569,379264,448166,630279,196257
661,2110016,평창동동측,5105,71289,40115,47124,57906,21859
662,2110005,세검정,25470,339403,199256,261473,332724,118109
663,2110451,증산역 4번,16836,223780,109066,136565,199658,81459
664,2110130,답십리역 6번,103987,1477573,605425,696843,1227849,408849
665,2110261,사가정역 4번,111641,1406585,643806,765429,1331319,451936
666,2110309,대광초등학교,99872,1300957,707904,800282,1161195,359396
667,2110018,중앙고등학교,58,71447,44914,55981,55459,11433
668,2110266,면목동우체국,109119,1421385,655130,786807,1336782,453056
669,2110021,성균관대학교,40134,363397,234320,263007,332351,173255
670,2110242,면목5동주민센터,38117,323464,135201,161646,254792,92656
671,2110302,보문역 8번,69323,946094,429433,488540,780716,306504
672,2110471,응암동우체국,60896,720254,406536,484729,663526,241500
673,2110449,증산역 3번,25164,265277,133974,161553,230984,89125
674,2110498,증산역 1번,42960,427301,251021,305091,396248,155213
675,2110815,공군호텔,113393,1683034,703446,814677,1400571,509286
676,2110820,성남고등학교,22374,456732,214429,267662,367764,143038
677,2110817,대방역 4번,152075,2331512,889627,1012220,1938049,686602
678,2110824,대방역 3번,90509,1666780,721044,851232,1460780,531923
679,2110558,경성고등학교,45556,498889,265807,337366,494049,199868
680,2110509,연희대우아파트앞,383455,3529990,2917409,3678304,6064528,2821273
681,2110469,응암정보도서관,55464,555192,330801,403424,456535,163621
682,2110503,명지대학교교회,50137,594794,357403,469545,521439,225507
683,2110484,역촌역 3번,48733,487688,279871,344042,517942,196046
684,2110490,녹번동근린공원,91893,769618,431823,549773,815284,326069
685,2110473,구산역 1번,77349,895075,410395,502080,676794,253237
686,2110472,연신내역 4번,258279,2922666,1474208,1750857,2757541,1070143
687,2110584,아현역 4번,87235,1188184,633751,768330,1120265,414636
688,2110571,신수동주민센터,12151,213346,124870,148873,211846,86348
689,2110480,연신내역 3번,251504,2894895,1451092,1709840,2648189,1004574
690,2110572,서강대역 1번,30925,596708,388013,458628,699948,266823
691,2110829,장승배기역 5번,93678,1056189,530860,603453,914532,343556
692,2110847,예술인마을,43362,252499,103303,112639,169228,76249
693,2110885,영락고등학교,24992,280584,128928,146991,247266,122827
694,2110832,노량진초등학교,234662,3069692,1555939,1778325,3205058,1429677
695,2110830,상도초등학교,48486,545471,278368,333711,524584,218561
696,2110827,NH농협은행 상도동지점,48800,466954,280143,330146,496995,204498
697,2110877,신림역 8번,342229,4201193,1809205,2175548,4133665,1828684
698,2110589,애오개역 3번,37096,667937,296147,355778,573862,198221
699,2110590,만리재,25219,381586,190938,223281,324183,143468
700,2110873,당곡중학교,61629,766046,388806,462921,721844,254368
701,2110879,신림현대아파트,101854,1067768,562195,652963,1019163,431053
702,2110013,체부동홍종문가옥,42600,760145,494935,604422,744940,260105
703,2110821,보라매역 2번,102631,1830847,820354,982377,1640539,535763
704,2110886,관악해태어린이공원,69135,618815,315480,353170,560811,288481
705,2110813,보라매역 6번,64479,1055730,473830,584954,999062,361908
706,2110810,영신초등학교,68260,465309,216981,250265,387563,155344
707,2110528,서울여자간호대학교,20214,340580,177270,206790,273295,105756
708,2110001,이북5도청사,7755,132418,84602,107861,117534,41993
709,2110587,공덕동주민센터,35313,526185,254445,303999,457799,190838
710,2110068,남영역 1번,63018,1742594,781694,925257,1582077,539235
711,2110586,서울서부지방법원,27660,434912,203585,226437,356925,137073
712,2110588,한겨레신문사,32267,494379,243597,282252,416719,180566
713,2110840,중앙대학교,27659,433978,291799,363514,474285,213128
714,2110060,효창공원앞역 6번,52962,1111326,519298,607957,1014233,350336
715,2110533,충정로역 7번,92671,1230679,652769,803342,1228403,466765
716,2110069,숙대입구,53947,739244,434165,464676,640714,276081
717,2110846,남성역 1번,41784,925108,421227,474881,771844,291148
718,2110848,양지어린이공원,9131,204600,115306,129829,172225,60427
719,2110338,인수초등학교,13920,157275,99672,117603,140472,46824
720,2110902,사당역 4번,110146,584687,269272,315040,503448,251281
721,2110850,사당역 10번,256125,3558874,1914234,2267816,4285294,1842109
722,2110064,효창공원앞역 2번,42337,1056575,511264,569881,897740,312208
723,2110237,메가박스 상봉,106561,809524,410148,486049,759031,266030
724,2110273,장스여성병원,74229,635618,365449,440035,615743,200185
725,2110334,석관중앙교회,42233,270835,140484,171514,238251,90236
726,2110445,덕산중학교,39767,352559,159999,184847,251528,102166
727,2110265,망우역 1번,85464,856797,523110,629706,911013,280092
728,2110486,은평구청,80375,879187,409009,497374,763434,297892
729,2110333,돌곶이역 5번,86958,957281,404720,464100,796314,272239
730,2110027,혜화역 1번,111355,1864224,1489105,1865595,2529690,1135932
731,2110313,안암역 3번,48921,380673,261824,294406,373066,178077
732,2110017,정독도서관,12,120186,83099,97851,99626,20034
733,2110443,수색역 1번,23333,440723,159200,203380,339217,92254
734,2110203,떡전교사거리,77453,579496,292068,320259,419625,171943
735,2110252,장안제일시장,48953,380286,160674,195040,322535,116999
736,2110521,홍제역 4번,68718,1607552,845988,983187,1459022,481728
737,2110142,화양사거리,59135,471659,225055,268257,464988,188681
738,2110215,회기역 1번,189050,2378295,1404008,1600400,2228528,926295
739,2110006,부암동주민센터,5302,101375,97155,121307,116010,33774
740,2110457,예일여고,99452,1186398,543036,644435,890633,339593
741,2110274,서일대학교,35168,453041,211290,260047,344665,120025
742,2110197,세종대왕기념관교차로,20375,268163,120847,146460,244127,97471
743,2110222,회기역 2번,162880,2245384,1293195,1471277,2100867,863237
744,2110213,청량초등학교,160821,2396988,1428379,1619256,2193000,886177
745,2110286,한성대입구역 5번,71003,743849,470817,604295,796210,349788
746,2110841,중대부중,35470,497888,295973,378744,498537,206120
747,2110063,효창공원앞역 5번,51636,1140398,541574,627231,1017612,337750
748,2110061,효창동주민센터,44708,971319,442320,501677,835416,292256
749,2110269,용마문화복지센터,38538,451250,214923,276638,346228,115132
750,2110067,배문고등학교,25187,418817,249413,292024,413572,165926
751,2110066,서울역 15번,155732,4811435,2673635,2919510,5013947,1533485
752,2110532,아현역 2번,89495,1224049,665279,816673,1189985,443791
753,2110922,내방역 1번,37294,1158033,455342,540198,1022725,283857
754,2110904,이수역 5번,141898,2386675,1375800,1674822,2670175,952470
755,2110907,방배초등학교,114301,2271192,1271088,1553021,2467430,862953
756,2110084,경리단길북측,14968,260977,158267,182514,254797,101281
757,2110085,경리단길남측,83950,667345,453505,607575,1044769,486772
758,2110253,중곡초등학교,47179,285700,129523,156767,253919,97917
759,2110031,창신역 1번,17718,426270,227391,266161,367250,141543
760,2110081,해방촌 남동측,18341,332811,194737,244675,355614,140471
761,2110080,해방촌예술마을,14642,323630,170919,223385,311220,120719
762,2110079,후암동주민센터,13680,310722,167622,204738,286512,104788
763,2110074,서울역 12번,175631,4970310,2731316,2955732,5085116,1554724
764,2110077,삼광초등학교,44864,587980,275913,324682,484242,186137
765,2110849,이수역 10번,83592,2029009,1137758,1375428,2298998,813745
766,2110292,정릉역 2번,84080,924607,556109,660219,864210,321891
767,2110289,북한산보국문역 2번,68312,841583,444065,525407,742409,284636
768,2110123,마장역 3번,24384,503076,228519,258913,438612,148233
769,2110355,삼양사거리역 2번,101851,939553,495626,594329,854271,299429
770,2110284,정릉북한산국립공원입구,15635,142177,85295,97266,132403,50684
771,2110339,국립4.19민주묘지,23251,203786,121954,145720,182443,65039
772,2110022,경신고등학교,30826,567432,291353,313870,346598,124688
773,2110285,홍대부중,6156,155845,78750,99602,115332,40544
774,2110135,성동세무서,8389,108848,39476,48831,93859,24292
775,2110042,남산골공원옆,2600,17026,5786,5872,7936,3381
776,2111047,마천1치안센터,51725,640861,234285,283994,467149,174132
777,2110196,홍릉근린공원,36930,342637,159955,185557,278329,109275
778,2110527,홍제역 2번,90491,1786326,937551,1099453,1624025,547930
779,2110277,러스크서울병원,35772,285873,150435,169080,223252,69871
780,2110314,종암경찰서,85015,657334,363651,421274,596824,240926
781,2110522,홍제역 3번,76399,1529395,791189,927320,1418788,476881
782,2110263,면목역 1번,132300,1668806,718269,869783,1445517,480937
783,2110516,정원여중,29310,456894,253417,296059,386789,147829
784,2110199,홍릉시장,26530,218227,137293,164051,181862,61621
785,2110228,장안근린공원,50761,593546,293902,358532,576591,209495
786,2110632,방화역 3번,64513,828576,373836,428592,668943,218624
787,2110493,북가좌초등학교,113863,2293161,717756,879757,2078134,585980
788,2110201,전농119안전센터,114116,822358,531357,635788,872480,301636
789,2110487,불광역 8번,133933,1674848,972316,1171556,1622886,542607
790,2110510,홍연시장,26539,316177,168716,187158,243972,100354
791,2110035,동묘앞역 2번,250857,2411648,1783337,2033089,2223246,709328
792,2110282,국민대학교앞,26277,413406,295328,324638,345094,138687
793,2110428,상계5동주민센터,78247,1345514,583867,666914,1136227,443808
794,2110399,창2동주민센터,30027,362813,182463,211380,307067,107903
795,2110411,도봉역 3번,74002,596078,317985,369065,503609,160643
796,2110441,영신여고,7870,123848,47540,54903,66682,26501
797,2110255,상봉역 4번,86979,553126,267167,320076,533947,190493
798,2110276,신내IC북측,3574,56476,22988,30720,52630,17640
799,2110387,쌍문초등학교,16060,305856,149696,174566,250290,108188
800,2110384,문이교,34889,365410,197655,225905,282710,98848
801,2110247,먹골역 1번,65576,744218,354486,403080,700452,254796
802,2110422,노원역 9번,183535,2400833,1517745,1804156,2765303,1019469
803,2110326,장위동성당,19304,216171,118179,139479,202732,75838
804,2110324,월곡역 4번,24335,196958,122904,149628,217450,86898
805,2110157,자양동우체국,27327,342784,155498,183091,290788,112945
806,2110352,수유1동주민센터,62299,662409,338510,391903,503331,177771
807,2110363,송천동주민센터,61742,500737,297806,367098,487308,179803
808,2110370,도봉세무서,81518,569902,298297,345596,461247,166543
809,2110002,독립문역 1번,65876,838785,473908,530777,650568,229472
810,2110227,답십리공원,50000,573771,287576,352522,552619,196417
811,2110642,정곡초등학교,4619,50787,24086,29547,38348,13830
812,2110502,남가좌파출소,50407,563958,340910,405687,538965,235763
813,2110028,이화달팽이길,35955,349694,191594,235441,315123,121627
814,2110507,명지대학교,67112,717334,428710,534251,666469,292178
815,2110033,창신역 4번,147943,1346875,1161127,1343407,1236361,420961
816,2110254,오거리공원,47953,347887,154893,182540,273841,92748
817,2110311,종암아이파크2차후문,23487,240111,111178,115564,150818,62299
818,2110232,동대부고,25354,358874,157316,202696,309072,113659
819,2110019,창덕궁,69133,1915834,1853673,2104703,2764440,887838
820,2110257,상봉역 7번,52832,416028,248368,297950,429867,141862
821,2110377,미아사거리역 3번,260369,2959688,1711394,2144696,3179938,1153958
822,2110214,경희대후문,36631,255101,175371,206238,251930,107304
823,2110306,미아초등학교,53222,549479,262358,343252,527144,212098
824,2110318,KT월곡지사,83544,647711,369015,430013,611854,223294
825,2110531,홍지문,12990,303105,211194,245086,269928,86007
826,2110470,신진과학기술고등학교,123962,1608990,759264,900594,1524678,562652
827,2110037,신설동역 12번,228987,1886165,1051132,1183104,1656429,538278
828,2110192,동의보감타워,160162,1670625,1541974,1685762,1412941,381303
829,2110640,방화역 1번,32591,441719,194870,224942,335645,113173
830,2110319,종암동주민센터,90575,673251,377888,437227,616153,242202
831,2110354,삼각산119안전센터,90330,913681,462274,559569,820443,292915
832,2110020,서울국제고등학교,5034,217065,126361,131922,160888,68775
833,2110321,동덕여대,21361,233793,149728,177064,258709,99974
