,상권코드,상권코드명,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
251,2110434,태릉입구역 4번,123145,1049758,526626,603664,1029619,394324
252,2110386,연산군묘,29809,309034,151544,166910,243494,96456
253,2110248,먹골파출소,40331,386716,222070,251931,382287,164193
254,2110132,성수2가3동주민센터,11151,88835,41537,52991,93223,28042
255,2110145,장안초등학교,47095,394918,206895,238911,379550,170058
256,2111080,굽은다리역 3번,63700,809194,413987,480852,749641,276021
257,2110612,신정역 5번,111208,1277417,582871,678937,1156946,422154
258,2110082,용산구청,141349,813963,542361,710127,1320499,692565
259,2110594,신월중학교,26957,241654,109158,144404,185999,68227
260,2110141,건대입구역 1번,215696,2192790,1331482,1685429,3114432,1349711
261,2110103,옥수터널,53899,1208198,595988,701012,1156973,417047
262,2111078,굽은다리역 4번,20906,168913,94235,114941,163698,74039
263,2110644,신광명마을,7611,137625,71623,85314,81149,30157
264,2110096,한남힐사이드아파트,39780,649812,341010,445639,769059,271624
265,2110127,성수1가1동주민센터,30359,780793,373691,488463,882369,239448
266,2110097,한남초등학교,107215,1159380,655272,812703,1373385,562696
267,2110561,상수역 4번,39306,438400,335299,400919,691270,312951
268,2110264,면목역 2번,116001,1533112,660675,786078,1311048,427486
269,2110166,구의1동주민센터,31400,477267,232591,295791,439221,181962
270,2110136,경수초등학교,69651,368869,167199,214338,350860,147524
271,2110438,경춘선숲길 우측,18565,270096,136107,158156,233676,90266
272,2110131,성수동카페거리,76487,2199501,812835,1050386,2330069,591990
273,2110566,경의선책거리,371197,3445848,2888701,3592112,6029297,2852613
274,2110569,홍대땡땡거리,412104,4958196,4016463,4827892,7946583,3579164
275,2110554,망원역 1번,45282,886912,583222,685973,1066781,371982
276,2110054,청구역 3번,95922,1557369,736477,843207,1458582,517640
277,2110582,이대역 5번,75046,1119279,654346,724473,1098561,442976
278,2110650,우장산힐스테이트,79633,1442117,705433,869272,1468659,464619
279,2110164,아차산역 5번,90649,493410,263186,314661,491599,196456
280,2111032,방이역 1번,22227,485721,229969,275387,478098,176112
281,2110677,등촌역 1번,74588,1131525,502610,554360,927100,297476
282,2110699,덕의초등학교,26394,296224,153887,179537,269266,108756
283,2111015,석촌역 3번,98724,1525055,777875,877448,1560336,590587
284,2110814,서울지방병무청,36010,649883,325680,408062,572696,238000
285,2110826,장승배기역 4번,84645,1048462,552925,623907,984004,375611
286,2110177,동의초등학교,25520,221175,118355,146931,223911,90556
287,2110623,갈산공원,4201,50097,25269,29268,45718,19979
288,2110111,대현산장미원,20545,379175,198421,234248,343622,132575
289,2111006,석촌고분역 1번,45824,735559,331658,390118,683692,271208
290,2110047,다산성곽길,80696,1511748,771493,873919,1481565,509859
291,2111004,삼전역 1번,48587,728612,316308,370367,680688,272841
292,2110967,역삼역 8번,118557,3712444,1114402,1321469,3069120,773117
293,2110555,홍익지구대,220392,3137176,1899576,2255873,4211117,1660608
294,2110575,대흥동주민센터,176128,3043122,2067689,2303054,3639856,1526335
295,2110050,약수역 7번,75914,1122754,573198,663513,1107073,408476
296,2110649,우장산역 1번,57826,1083766,557381,673331,974163,342557
297,2110168,대원고등학교,47811,771918,296868,367555,635833,212856
298,2110580,양원초등학교,66613,1077020,647269,715197,1087220,435061
299,2110661,강서새말어린이공원,41909,506760,259487,290859,435199,176576
300,2110106,금북초등학교,30801,738783,363130,437522,687143,243907
301,2110174,아차산역 1번,63216,553290,297516,352396,519240,198168
302,2110540,망원나들목체육관,10860,186333,97036,119085,195667,88398
303,2110557,홍대부속여중고앞,13239,319735,191543,237518,353506,125857
304,2111070,천호초등학교,2266,116772,59219,66882,94218,34925
305,2110051,한양공고앞 교차로,90390,774338,376114,416877,701731,265260
306,2110624,목동문화체육센터,8647,245335,130812,156074,236702,108620
307,2111084,길동신동아아파트,4425,70677,30647,37710,55495,21070
308,2110101,옥정중학교,28985,774381,413485,501219,778861,275702
309,2110559,성산중학교,214292,2730426,1658469,1975331,3821390,1592963
310,2110170,동대부여고,18914,348077,161619,209091,293359,120013
311,2110159,구의역 4번,56553,720229,350842,404979,641254,258628
312,2111083,GS강동자이아파트,8935,123904,55154,64957,90430,31917
313,2110134,성수119안전센터,47677,293321,140142,176299,284815,124159
314,2111007,석촌고분역 4번,30122,538141,223107,262822,471957,174489
315,2111009,송파책박물관,11458,177600,77438,100768,150288,65703
316,2110075,숙대입구역 1번,91809,961368,500624,579236,877243,364762
317,2110563,상수역 3번,36285,417228,308171,359394,626792,282700
318,2110120,서울숲카페거리,22779,104815,78852,114868,157181,53521
319,2110567,광흥창역 6번,8184,230168,104904,121223,222922,71655
320,2110179,광나루역 1번,16445,166035,82485,105353,148670,56006
321,2110217,자동차부품상가,75874,601455,287280,338205,568173,211891
322,2111051,천호역 6번,79415,431143,260228,319745,502206,224616
323,2110065,남정초등학교,50199,1068719,493982,566783,978121,322833
324,2110579,마포역 4번,36688,1041100,422353,465283,982708,315843
325,2110173,구남초등학교,11450,367635,187199,229908,385967,147928
326,2110095,한강진역 3번,99285,1189668,632849,784842,1328418,517790
327,2110076,삼각지역 14번,75527,922209,493020,575302,1025416,407773
328,2110034,창신1동주민센터,274653,1468436,1266753,1360730,1391806,539227
329,2110843,사당5동주민센터,39683,867837,378328,417719,712495,268404
330,2110599,신월1파출소,41289,321573,140799,154800,251497,102425
331,2111056,천호태영아파트,118666,1380113,645201,747305,1270979,443556
332,2110140,건대입구역 6번,233472,2397341,1450003,1846759,3388630,1489627
333,2110667,가양역 10번,109110,1654708,726142,846215,1450845,489365
334,2110844,흑석2치안센터,21624,199907,97454,112544,182240,79691
335,2111012,석촌역 6번,86474,1168164,587952,672418,1168948,452902
336,2110268,망우3동주민센터,54367,459645,209387,247745,374921,130261
337,2110543,중암중학교,99898,2327938,690365,814395,2017435,570719
338,2110086,이태원역 북측,145375,691998,476676,616935,1129385,617807
339,2111020,방이동고분군(방산고등학교),16367,221714,109136,132403,202868,88979
340,2110793,대림썬프라자,83383,1064230,426000,483000,844239,293763
341,2110099,유엔빌리지길,28048,195172,102868,131720,221742,106261
342,2110058,성심여자고등학교,17276,352572,159900,200322,347372,124969
343,2110593,신월3동주민센터,41872,357532,180489,199014,285559,114565
344,2110176,해오름공원,14971,260338,138408,159770,228026,84302
345,2110040,중구회현체육센터(정화예술대남산캠퍼스),29434,268904,202748,222741,260028,99539
346,2111008,석촌고분역 3번,30061,550248,226483,266993,483766,179981
347,2110118,왕십리역 9번,78775,668400,402124,482227,703968,299068
348,2111063,강동구립 천호도서관,82797,1265968,539895,614575,1065224,356215
349,2110133,서울교통공사,64243,478319,226350,264153,454760,171588
350,2110721,가리봉파출소,94295,735559,304743,355673,652254,225796
351,2110888,청룡동주민센터,121846,1647316,706430,797488,1394823,551487
352,2110436,상계제일중학교,84235,1432303,618801,693087,1200480,486438
353,2110697,개봉3동주민센터,50043,410968,216013,236959,381206,128314
354,2111040,거여초등학교,20995,236370,108971,133385,194581,78450
355,2110889,봉천역 6번,157453,1969890,890943,1027195,1733237,672007
356,2110858,신대방역 1번,142044,1861517,690094,802080,1561090,671995
357,2110964,싸리고개근린공원,28766,410531,178461,213276,363477,139329
358,2110975,매봉역 1번,28133,954542,358524,436120,885138,242295
359,2110511,연희초등학교,48983,555788,352593,390340,539029,210615
360,2110165,국립정신건강센터,59524,888031,361133,435426,726472,243886
361,2110508,서연중학교,66988,537007,359660,411325,585136,216322
362,2111069,천호1동주민센터,6694,132970,65916,76633,113420,44593
363,2110161,중곡역 3번,64370,833864,334316,392610,695684,232624
364,2110660,등촌3동주민센터,22082,248872,135432,158093,214809,78694
365,2110560,마포FM,10474,242354,131871,159084,229528,79097
366,2110153,중곡1동주민센터,72138,362013,187866,213925,349512,144158
367,2110674,강서구청가양동별관,94770,1708356,674702,767214,1468068,448516
368,2110229,장평중학교,33144,413346,191624,224038,447925,168392
369,2110652,양천향교역 2번,34207,699159,264873,310761,629129,203006
370,2110032,수족관거리,329015,3595702,2684883,2903900,3431145,1199447
371,2110497,가좌역 3번,85606,810956,416368,485723,739794,274637
372,2110225,촬영소사거리,26552,264545,125087,150544,239888,84125
373,2110171,중곡4동주민센터,14016,237384,114347,133325,185806,65836
374,2110198,동대문중앙새마을금고본점,175253,1327556,1028136,1161307,1317398,398372
375,2110015,청와대사랑채,14402,390971,251306,303660,339716,114696
376,2110186,종암초등학교,45988,289262,206242,239080,348569,168133
377,2110259,사가정역 1번,118040,1432409,654312,757402,1360946,453552
378,2110702,개봉초등학교,40009,338279,190000,214356,309994,115236
379,2110919,내방역 8번,33421,1132262,430197,490921,966304,264443
380,2110845,사당종합체육관,9647,163358,79562,78262,111362,44636
381,2111027,문정초등학교,64924,1625455,488244,605873,1450406,367461
382,2110591,충정로역 6번,66840,480011,263055,334509,561395,240490
383,2111090,강일동주민센터,32614,259156,109655,129091,179875,69563
384,2111021,방이역 4번,25226,526858,251431,299234,527793,194076
385,2110655,발산역 5번,85652,1470381,749282,921273,1558322,497954
386,2110039,회현역 1번,93716,778987,691921,782575,854638,271139
387,2110541,동교초등학교,18451,261193,151267,184624,281011,120219
388,2110004,대신고등학교,119727,1132104,633971,731445,920889,330120
389,2110162,군자역 4번,82955,499507,262013,300871,451749,175618
390,2110041,남산케이블카,30994,1113529,741945,862008,1341250,369764
391,2110520,경의중앙 신촌역,191016,2531226,1755599,1969861,3014008,1300138
392,2110147,능동우편취급국,73206,397277,209792,234202,377969,160629
393,2110636,방화역 2번,46345,548359,272888,312956,452792,151116
394,2110185,용두초등학교,148038,1636026,858302,945292,1446486,455993
395,2110115,상왕십리역 3번,106529,1335439,600909,698495,1228941,458009
396,2110057,황학코아루아파트,106509,1498694,824779,936886,1547147,606091
397,2110437,당고개역 2번,40573,553983,249453,273510,424233,160015
398,2110524,연희세브란스병원,17464,349128,192263,235434,280028,99103
399,2110534,경기대학교,31573,370917,194064,238923,366560,143851
400,2110152,중곡어린이공원,37701,187964,102495,114494,168836,67796
401,2110548,마포구청역 4번,70347,1075535,476527,530890,953622,342040
402,2110722,G타워,55035,583729,205561,231297,453734,148952
403,2110537,충정로현대아파트,119001,2114274,772557,937742,1829377,542139
404,2110119,마장지하차도,58550,635884,302978,344704,558130,207686
405,2110226,장안1동주민센터,40257,508667,221830,255563,443168,164222
406,2110218,답십리사거리,34361,404288,199332,225205,330717,116704
407,2110038,경향신문사,148134,2287707,823242,960361,1830017,488724
408,2110536,돈의문센트레빌아파트입구,151501,2259291,872822,1032558,1801258,519571
409,2110158,중곡3동주민센터,76262,883525,355349,417628,735499,252603
410,2110240,태릉시장 특화거리,94466,768299,384709,439338,728787,265491
411,2110500,남가좌동현대아파트,14182,215637,112655,137674,212250,87912
412,2110025,충신시장옆,109543,1644734,1277756,1412966,1706319,454825
413,2110633,개화산역 1번,40835,455082,215756,240619,383467,121906
414,2110036,동묘앞역 3번,262504,2439729,1727698,1867492,2223421,718757
415,2110030,동대문역 3번,260215,2507519,2119541,2282922,2340296,774571
416,2110641,공항고등학교,16839,162159,81659,99451,131539,46056
