,상권코드,상권코드명,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
134,2110388,도봉우체국,207381,2559172,1111230,1239909,2236077,867902
135,2110224,외대앞역 2번,102142,780860,468909,562746,784558,329640
136,2110246,월드순복음교회,115307,774839,411915,490765,795564,284787
137,2110423,석계역 2번,115190,1421720,696772,813740,1428982,523354
138,2110271,신내역 1번,20472,334464,138079,167074,291382,109638
139,2110104,신금호역 4번,29798,689411,348291,418675,638934,214631
140,2110193,고려대역 4번,52436,458398,240902,276196,413821,172704
141,2110373,수유역 2번,335277,3317672,1721376,2028827,3436834,1346425
142,2110960,은광여고,79663,1249807,544681,647813,1061659,380243
143,2111055,선사초등학교,12123,129894,63083,74711,103749,42308
144,2110773,당산역 13번,156816,2984117,1190124,1373830,3037140,1114245
145,2110072,열정도,31396,987107,432861,521278,951171,319779
146,2110121,한양대역 4번,36472,723799,406451,454997,638947,211217
147,2110990,청담역 12번,73122,1843274,533766,650142,1373290,337130
148,2110797,KT대방빌딩,84515,990534,410005,466803,809009,279114
149,2110100,옥수동우편취급국,5484,142795,74257,95223,131657,45291
150,2110091,리움미술관,55482,881982,598648,799780,1282136,480934
151,2110805,신길새마을금고신길4동지점,38647,295207,136537,166329,260212,97203
152,2110663,우장산롯데캐슬아파트앞,64819,674325,346583,390750,594372,244102
153,2110530,아현역 1번,80823,1125616,595129,703496,1086767,408516
154,2110026,종로5가역 4번,160255,2687469,2348943,2628283,2856823,755748
155,2110043,충무초등학교,38900,685206,377236,430096,688847,205253
156,2110564,홍대입구역 3번,405895,3577121,3071677,3840792,6414619,3021629
157,2110948,헌인가구단지,907,8140,2515,4595,5399,783
158,2110238,배꽃어린이공원,85484,910834,413126,485247,883985,325533
159,2110914,내방역 6번,39534,1271248,513624,592798,1110561,311576
160,2110880,신림역 1번,420842,4631729,2017596,2408590,4673545,2099045
161,2110779,대림갑을명가아파트,41770,308259,163576,183835,275383,108585
162,2110791,신풍역 3번,98825,1008018,412062,482059,851169,294533
163,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),13883,161442,73519,88363,139239,56839
164,2110705,고산초등학교,49548,499322,261597,306864,418675,153638
165,2110570,KB국민은행 서강지점,2949,114893,63938,72235,114096,41791
166,2110921,서울프랑스학교,1630,154923,86181,100584,137596,51318
167,2110798,신풍역 2번,106138,1160321,484979,558698,964848,339631
168,2110852,이수역 9번,110559,2046286,1130770,1366091,2320745,817575
169,2110343,무너미어린이공원,41555,309215,181090,202939,269843,98680
170,2110523,홍제성원아파트,21246,184809,124124,161791,230483,89968
171,2110200,동대문경찰서,29029,298244,169388,183137,223545,79914
172,2110965,언주역 6번,33505,963321,344717,409247,810764,215316
173,2110275,하나은행 망우동지점,80601,597978,355976,411283,612630,202269
174,2110298,솔숲어린이공원,96130,1012015,571849,657052,922960,358585
175,2110347,구세군강북종합사회복지관,35018,331143,182698,219315,300095,113411
176,2110383,덕성여대시반거리,33616,389534,267191,308186,376043,122890
177,2110389,한일병원,71871,437216,223387,254424,383612,147659
178,2110342,국립재활원,31320,267415,145541,159820,214154,82608
179,2110412,창동중학교,11239,187684,95478,117535,157308,62920
180,2110320,KB국민은행 종암동지점,44641,391164,216831,276745,419135,178476
181,2110678,염창무학아파트,104621,1337179,530725,618022,1320703,531444
182,2110146,신자초등학교,16196,217248,97038,115270,198427,79376
183,2110073,삼각지역 3번,72102,1798382,908674,1087165,2072264,656871
184,2110151,자양한강도서관,22661,325703,145620,168019,286152,114140
185,2110169,성동초등학교,25352,234759,107518,128793,214697,87449
186,2111076,둔촌2동주민센터,22400,185744,100967,122773,188789,76718
187,2111067,강동구립성내도서관,105705,1394625,618726,705644,1198777,410096
188,2110154,광진정말공원,28855,351662,170093,197381,333211,132137
189,2111058,성내중학교,9544,154986,66308,77465,125460,49452
190,2110783,영등포시장역 1번,69095,987031,543332,614721,978704,305844
191,2110143,뚝섬유원지역 1번,37758,555272,284429,386988,610724,221894
192,2110092,NH농협은행 보광동지점,19120,275054,160189,196133,264108,102083
193,2110144,어린이대공원역 4번,49088,390583,197274,230947,389287,173834
194,2110059,새남터성지,6392,115677,55849,67874,100357,40348
195,2110044,관성묘,31963,676243,369444,422193,682859,199122
196,2110088,오산고등학교,22941,311144,171294,204911,274658,111340
197,2110770,영등포구청역 6번,87145,1808547,730297,872912,1711457,513770
198,2110976,언북초등학교,28087,393730,182691,207392,322560,122868
199,2110155,광진구청,32068,353414,194874,232242,339997,130836
200,2110267,망우역 2번,90240,911340,524157,617571,929303,294844
201,2110600,신월7동주민센터,43969,313169,147872,168981,259268,100485
202,2110985,청담근린공원,97969,1941816,609869,752763,1584096,423576
203,2110756,문래중학교,45149,926730,361396,410080,777064,239127
204,2110129,성원어린이공원,46072,1334582,542101,693154,1427242,372644
205,2110234,중랑역 4번,77571,635235,335619,394805,635095,222812
206,2110045,동대문역사문화공원역 5번,74826,827180,466639,531649,840333,265612
207,2110398,쌍문2동우체국,39740,365094,212845,258758,390213,150331
208,2110704,고척중학교,55457,540860,301835,373917,526402,196965
209,2110981,국악고교사거리,20672,581174,248594,289836,510752,167856
210,2110381,번동주공2단지,30050,337081,186880,216378,305840,106211
211,2110977,논현로18길,13245,423691,177478,212565,393867,130396
212,2111082,중앙보훈병원,19556,305433,119205,143141,233818,96770
213,2110628,신목동역,134062,1713492,667804,766792,1582990,632584
214,2110126,서울숲역 1번,60286,1943993,862811,1115684,2158219,546815
215,2110556,절두산순교성지,36918,222103,141002,148562,241169,92171
216,2110180,광진정보도서관,446,48830,27527,34203,49683,16203
217,2110577,용강동주민센터,65425,1298338,609509,679784,1321668,442691
218,2110653,화곡역 2번,186042,2291408,945306,1088205,2025245,732751
219,2110148,어린이대공원역 3번,27393,169163,100160,114956,181698,81451
220,2110581,염리초등학교,136723,3436760,1453479,1650993,3586548,1131004
221,2110139,자양4동주민센터,86169,725739,361239,493312,780566,307103
222,2111071,천동초등학교,49540,595896,328613,386719,578578,202514
223,2110102,옥수역 6번,30193,757881,417160,508291,797239,275753
224,2110908,구반포역,18593,179277,84463,104921,135488,43583
225,2111041,거여역 8번,66259,903165,367745,441532,772276,282227
226,2110777,구로세무서,53143,420886,178401,216607,362159,105348
227,2110764,문래역 3번,120762,3125830,1145222,1352596,2894501,832357
228,2110959,신구중학교,104755,2347447,1244126,1441388,2408400,662826
229,2110962,도산공원북측,99313,813732,471397,576042,896099,376791
230,2110070,용산세무서,39954,496273,270334,313361,463069,156217
231,2110604,신월4동주민센터,38992,287490,132159,154379,255467,103046
232,2110602,신월시영아파트중문,78879,617897,303163,339267,510133,194829
233,2110643,강서구다솔마을,1813,51469,21179,24915,33907,12176
234,2110598,신월문화체육센터,37266,248621,126693,152191,240292,96374
235,2110729,가산동우체국,106137,946425,381678,467175,825121,284283
236,2110761,문래동남성맨션,323879,3562130,1703328,2000478,3719692,1455309
237,2110784,신대림초등학교,45446,371659,216472,233853,321128,134100
238,2110818,신대방역 3번,148937,1996388,792895,918461,1705037,733083
239,2110553,가좌역 2번,85025,931857,477343,542326,812956,288842
240,2111045,개미어린이공원,49648,612816,224576,265326,470337,179053
241,2110461,새절역 2번,56290,566191,341854,414830,594403,227412
242,2110476,역촌역 2번,38484,403078,223702,259989,412687,152087
243,2110842,흑리단길,30993,418579,259466,315946,439654,182919
244,2110287,정릉3동주민센터,28992,252360,125177,145160,191036,92078
245,2110312,안암역 2번,35446,298851,202643,239960,295640,145942
246,2110494,증산3교남측,61879,562715,263521,315868,510122,192684
247,2110504,명지전문대,29179,386734,196056,252376,295489,113880
248,2110184,용두사거리,158172,1714735,932944,1049191,1572526,497342
249,2110183,한국의류시험연구원,166469,1647287,917192,1040697,1561682,504367
250,2110244,중화역 4번,91100,1008480,447851,519523,931972,338475
251,2110434,태릉입구역 4번,123780,1031895,547265,628508,1053062,402471
252,2110386,연산군묘,29185,290237,143819,158086,234490,95848
253,2110248,먹골파출소,40909,377939,219035,248073,378202,165500
254,2110132,성수2가3동주민센터,10675,84933,38178,51074,89056,26956
255,2110145,장안초등학교,46813,376323,198270,231531,370246,167217
256,2111080,굽은다리역 3번,62688,777862,412956,482700,752392,285003
257,2110612,신정역 5번,109235,1237574,568942,671586,1157972,431267
258,2110082,용산구청,79666,821208,541429,704147,1174451,475875
259,2110594,신월중학교,25585,223775,101800,131227,180646,65322
260,2110141,건대입구역 1번,223581,2190347,1368531,1740630,3233921,1422068
261,2110103,옥수터널,54260,1187272,599963,708687,1167561,409105
262,2111078,굽은다리역 4번,21542,172787,95080,115918,169628,77492
263,2110644,신광명마을,7002,128297,65838,78754,79699,28958
264,2110096,한남힐사이드아파트,29513,671288,378105,499152,772658,258303
265,2110127,성수1가1동주민센터,29847,798764,387556,500811,874535,220680
266,2110097,한남초등학교,86338,1167632,694651,859947,1367649,522384
267,2110561,상수역 4번,41775,438514,329073,394754,693230,323971
268,2110264,면목역 2번,120841,1529740,667149,804634,1322505,442587
269,2110166,구의1동주민센터,32006,446069,221335,284164,434840,184548
270,2110136,경수초등학교,69410,356454,159321,208628,335782,138918
271,2110438,경춘선숲길 우측,17832,250990,122585,141080,217961,91727
272,2110131,성수동카페거리,76968,2289025,892634,1166855,2492076,638791
273,2110566,경의선책거리,385327,3487541,3025050,3792987,6340405,2983579
274,2110569,홍대땡땡거리,425267,4995789,4168380,5083202,8340380,3742130
275,2110554,망원역 1번,44522,861705,594598,707614,1078603,366083
276,2110054,청구역 3번,92769,1525183,740330,866387,1477716,519804
277,2110582,이대역 5번,70972,1148664,689951,757153,1134509,437328
278,2110650,우장산힐스테이트,80717,1451897,716269,887643,1534654,495544
279,2110164,아차산역 5번,82521,458780,257236,310675,475957,188900
280,2111032,방이역 1번,23283,478846,236697,281709,494551,190712
281,2110677,등촌역 1번,73484,1110116,490355,546744,914935,297742
282,2110699,덕의초등학교,23486,270203,140771,166860,255157,105866
283,2111015,석촌역 3번,98524,1517081,800858,910410,1619332,618346
284,2110814,서울지방병무청,35915,617134,310857,379929,551398,227597
285,2110826,장승배기역 4번,82963,1010568,526230,608653,970859,367694
286,2110177,동의초등학교,24948,208528,117187,144467,220508,88684
287,2110623,갈산공원,3611,48075,23535,27454,41990,20455
288,2110111,대현산장미원,19384,346476,178454,217323,318117,124362
289,2111006,석촌고분역 1번,44245,738868,333221,387965,695486,274509
290,2110047,다산성곽길,78081,1485774,788625,912326,1512554,493938
291,2111004,삼전역 1번,48147,738219,318720,372040,688817,276388
292,2110967,역삼역 8번,120317,3851531,1149983,1355079,3167699,807693
293,2110555,홍익지구대,220169,3096706,1921738,2314338,4320933,1690302
294,2110575,대흥동주민센터,172641,3056129,2116227,2396139,3775412,1577122
295,2110050,약수역 7번,72175,1085831,570533,672004,1113939,407006
296,2110649,우장산역 1번,58293,1040692,549214,662559,970034,348310
297,2110168,대원고등학교,49109,750814,308102,364812,640095,218635
298,2110580,양원초등학교,62714,1095585,677263,745348,1120410,426707
299,2110661,강서새말어린이공원,41405,497620,254362,288983,439319,180195
300,2110106,금북초등학교,30171,682099,339802,418309,663354,237314
301,2110174,아차산역 1번,60877,516198,286911,341663,501893,193217
302,2110540,망원나들목체육관,10160,172233,88777,108401,172884,73025
303,2110557,홍대부속여중고앞,14656,295798,173422,214338,329630,120109
304,2111070,천호초등학교,2281,128409,60227,68904,99025,36684
305,2110051,한양공고앞 교차로,93587,756822,366443,419416,691839,254958
306,2110624,목동문화체육센터,8342,233674,119718,141826,224909,106228
307,2111084,길동신동아아파트,4310,70217,29628,36306,55258,22604
308,2110101,옥정중학교,28623,739892,399167,487670,767756,261562
309,2110559,성산중학교,218407,2711002,1665443,2006896,3928605,1639795
310,2110170,동대부여고,20594,331738,158885,199636,295126,124776
311,2110159,구의역 4번,57330,688450,333683,390072,628846,253796
312,2111083,GS강동자이아파트,9348,129335,58379,68019,99819,40610
313,2110134,성수119안전센터,47142,282130,129344,165971,267577,116448
314,2111007,석촌고분역 4번,30628,548067,230448,264032,496268,182591
315,2111009,송파책박물관,11207,164640,74101,92025,147286,65245
316,2110075,숙대입구역 1번,79176,913751,472231,540256,821869,334133
317,2110563,상수역 3번,39226,417993,306059,358846,637268,295957
318,2110120,서울숲카페거리,21904,96443,73729,104049,137664,45401
319,2110567,광흥창역 6번,7529,225501,99471,114080,215188,66382
320,2110179,광나루역 1번,15613,158005,84440,103117,149778,59071
321,2110217,자동차부품상가,70839,578135,280714,334934,564799,210128
322,2111051,천호역 6번,75428,394887,241438,309819,482272,211633
323,2110065,남정초등학교,47200,1056914,487810,564397,967527,314644
324,2110579,마포역 4번,35457,1047906,433637,473770,1005678,325413
325,2110173,구남초등학교,12405,351009,177852,220841,372767,143455
326,2110095,한강진역 3번,77445,1207668,673243,837690,1318604,479368
327,2110076,삼각지역 14번,64143,930149,512047,612084,1084756,412612
328,2110034,창신1동주민센터,268087,1383457,1281714,1478200,1374123,526123
329,2110843,사당5동주민센터,40006,855632,377425,413373,715677,267465
330,2110599,신월1파출소,39768,305134,132328,151851,246331,101941
331,2111056,천호태영아파트,127186,1388223,672213,808308,1400049,510204
332,2110140,건대입구역 6번,241810,2379402,1475338,1888256,3489352,1548910
333,2110667,가양역 10번,108058,1675479,739207,861213,1502969,503541
334,2110844,흑석2치안센터,16559,163313,87657,101430,158618,66414
335,2111012,석촌역 6번,84099,1157656,614221,708406,1225392,469286
336,2110268,망우3동주민센터,52336,435643,200726,237848,361498,130967
337,2110543,중암중학교,103671,2339664,699175,829646,2068854,578100
338,2110086,이태원역 북측,71205,629071,431559,562104,924638,387687
339,2111020,방이동고분군(방산고등학교),16127,218922,105198,127725,202311,90801
340,2110793,대림썬프라자,90870,1055013,436824,495413,853845,301151
341,2110099,유엔빌리지길,23122,188943,100141,125649,214296,95575
342,2110058,성심여자고등학교,14432,335547,146321,180601,324227,114043
343,2110593,신월3동주민센터,45302,400784,209323,233609,324717,127416
344,2110176,해오름공원,15925,236203,125909,147657,214933,81268
345,2110040,중구회현체육센터(정화예술대남산캠퍼스),27248,258390,206229,237723,258863,79121
346,2111008,석촌고분역 3번,30984,557757,234040,267889,506709,187682
347,2110118,왕십리역 9번,72029,614257,362894,439035,651739,274804
348,2111063,강동구립 천호도서관,82864,1243697,530701,608243,1072474,364582
349,2110133,서울교통공사,59308,463418,222942,265029,453073,169776
350,2110721,가리봉파출소,93539,712150,294068,354941,627218,221349
351,2110888,청룡동주민센터,118545,1610244,699056,800349,1401158,556487
352,2110436,상계제일중학교,89772,1407566,623268,698350,1209995,497946
353,2110697,개봉3동주민센터,48376,394966,203218,225746,352569,117924
354,2111040,거여초등학교,19908,219885,105575,127127,186757,77632
355,2110889,봉천역 6번,153735,1906585,868378,1017042,1731606,676857
356,2110858,신대방역 1번,133639,1827367,700234,817438,1553659,681491
357,2110964,싸리고개근린공원,26727,393984,166231,196959,342925,128913
358,2110975,매봉역 1번,28486,930249,364155,430072,867461,240990
359,2110511,연희초등학교,47057,558302,370289,422918,589370,239810
360,2110165,국립정신건강센터,61955,852997,363795,426209,725124,247209
361,2110508,서연중학교,60319,527260,365812,427632,602763,221563
362,2111069,천호1동주민센터,6196,143653,67925,79437,121043,48997
363,2110161,중곡역 3번,64260,817268,340361,394080,701605,237770
364,2110660,등촌3동주민센터,21442,232056,129086,144897,215547,78528
365,2110560,마포FM,12096,218052,115549,140581,211261,74388
366,2110153,중곡1동주민센터,73476,344254,176636,207338,339589,142626
367,2110674,강서구청가양동별관,94301,1744865,665904,760379,1508256,456548
368,2110229,장평중학교,33249,388636,180234,215927,438172,171720
369,2110652,양천향교역 2번,35813,701357,260229,311889,641457,211309
370,2110032,수족관거리,336206,3489250,2750701,3125744,3555749,1248582
371,2110497,가좌역 3번,79832,795745,416788,495333,750641,278362
372,2110225,촬영소사거리,26122,255814,121201,146604,238591,83763
373,2110171,중곡4동주민센터,14192,212466,104285,120353,173541,63677
374,2110198,동대문중앙새마을금고본점,160875,1183116,972351,1168798,1241588,382237
375,2110015,청와대사랑채,14454,329597,207908,246038,309633,109024
376,2110186,종암초등학교,43285,295836,210895,247001,360718,173804
377,2110259,사가정역 1번,118126,1412831,654566,778192,1381875,469708
378,2110702,개봉초등학교,36696,311011,169987,196276,288004,108468
379,2110919,내방역 8번,33021,1127885,435370,503672,976193,261296
380,2110845,사당종합체육관,9635,154672,74293,71804,102251,43199
381,2111027,문정초등학교,65554,1644473,494779,615301,1487480,379865
382,2110591,충정로역 6번,58565,440247,243950,313590,525372,219794
383,2111090,강일동주민센터,32304,245539,108136,127135,186468,73461
384,2111021,방이역 4번,26564,515462,255814,304048,535459,209593
385,2110655,발산역 5번,86874,1480567,754396,934613,1619059,526459
386,2110039,회현역 1번,88757,736220,678969,785934,816849,246245
387,2110541,동교초등학교,16428,240605,138567,169175,251052,103114
388,2110004,대신고등학교,105847,1083580,635222,737785,892915,315001
389,2110162,군자역 4번,81281,462959,244630,284298,428831,169081
390,2110041,남산케이블카,37182,1272527,939966,1118362,1726496,530507
391,2110520,경의중앙 신촌역,188161,2503092,1764428,2015317,3086310,1333625
392,2110147,능동우편취급국,74061,380686,201027,229438,371692,158271
393,2110636,방화역 2번,47306,529362,266511,307586,448060,152353
394,2110185,용두초등학교,138699,1641971,876394,991163,1492404,459583
395,2110115,상왕십리역 3번,102880,1301445,585985,685810,1225817,455861
396,2110057,황학코아루아파트,108621,1460091,812054,953159,1567948,617021
397,2110437,당고개역 2번,44563,540573,252591,277447,427936,164818
398,2110524,연희세브란스병원,15655,336403,197244,226402,274659,95627
399,2110534,경기대학교,27767,337739,173554,213297,336501,129636
400,2110152,중곡어린이공원,36606,175799,93407,109903,164333,65634
401,2110548,마포구청역 4번,65789,1047915,476650,536603,948359,334469
402,2110722,G타워,54262,552616,193276,222442,429194,147079
403,2110537,충정로현대아파트,110594,2104516,759979,932224,1824538,531791
404,2110119,마장지하차도,55342,619025,317203,358071,571258,212889
405,2110226,장안1동주민센터,41739,500608,218084,253839,441889,170084
406,2110218,답십리사거리,33847,385949,191040,218652,327652,118697
407,2110038,경향신문사,140356,2305161,817388,967894,1853495,489967
408,2110536,돈의문센트레빌아파트입구,142696,2252347,864859,1039203,1809449,517940
409,2110158,중곡3동주민센터,74873,865205,361078,419249,741083,257430
410,2110240,태릉시장 특화거리,92624,737697,371862,434327,725653,268190
411,2110500,남가좌동현대아파트,22841,290067,165088,198736,299293,128101
412,2110025,충신시장옆,101631,1611468,1349001,1528841,1789947,455955
413,2110633,개화산역 1번,41064,447358,211687,239415,387924,122748
414,2110036,동묘앞역 3번,253471,2379221,1767930,2035982,2265824,717439
415,2110030,동대문역 3번,263107,2406406,2176832,2474887,2415070,799772
416,2110641,공항고등학교,16342,151021,74743,88474,126782,45628
