,상권코드,상권코드명,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
0,2110753,시흥동 은행나무사거리,50653,451376,250560,300015,427015,158611
1,2110427,노원 을지대학교병원,108798,1459341,723562,827117,1271399,488187
2,2110755,동일여자고등학교,38419,362511,197829,234344,313151,116109
3,2110739,시흥3동 우편취급국,25340,237076,89731,119042,212037,74120
4,2111017,송파나루역 3번,42842,596696,316202,357721,642543,259258
5,2110249,중화역 1번,88410,977586,435123,503704,908681,330461
6,2110963,역삼월드메르디앙아파트,24536,458532,193598,231016,418846,151451
7,2110332,돌곶이역 3번,81188,903513,375208,428286,753074,259890
8,2110245,KB국민은행 중화동지점,119364,887000,454664,530863,887431,322476
9,2110719,영서중학교,30143,224617,121048,136533,190438,59948
10,2110932,서울시인재개발원,9909,196637,75834,92808,159099,48068
11,2110933,한국상담대학원대학교,11196,243927,99991,121465,200709,62561
12,2110868,남부초등학교,120634,1240367,508589,606072,1082869,505071
13,2110395,신한은행 방학동지점,48949,383788,215281,252846,356129,136149
14,2110393,국민은행방학지점,67529,580891,317323,369944,547907,209607
15,2110114,왕십리파출소,69205,1163146,482619,554451,1017772,356922
16,2110760,선유도역 6번,30580,753655,250517,298239,673161,187254
17,2111068,강동성심병원,140413,1785444,837105,968163,1607414,551132
18,2110619,목4동주민센터,62041,535358,274737,322607,554335,228787
19,2110093,우사단길,18566,186014,119627,157991,209804,77938
20,2110734,금천파출소,98039,1335843,654589,781326,1343672,435422
21,2111030,방이역 2번,58405,1146607,479139,570174,1037620,376759
22,2110573,신촌역 6번,186407,2487344,1843150,2142638,3354106,1416386
23,2110053,청구역 1번,61015,651540,309324,360251,598677,219242
24,2110972,강남세브란스병원미래의학연구센터,31588,620071,272494,323217,524696,192374
25,2110911,방배배수지체육공원,9599,90405,41498,58559,59985,21626
26,2110969,베르사이유1아파트,132959,3964467,1197332,1413906,3292644,848593
27,2111002,한국교통안전공단 강남자동차검사소,1754,14973,7622,11102,11273,1773
28,2110863,난우초등학교,67523,540216,289627,350689,534532,209293
29,2110751,난곡중학교,100027,564367,259004,309021,516825,195420
30,2110993,개포지하차도 북측,4470,82302,39505,52225,81298,35382
31,2110725,가산동주민센터,100401,870762,353125,434452,751603,256698
32,2110723,가산디지털단지역 1번 출입구,265101,5646306,1375222,1753279,4891475,1001609
33,2110938,바우뫼공원,20015,340203,138702,159515,304187,86111
34,2110999,윗방죽마을공원,13481,255678,96612,126744,206731,77591
35,2110941,언남고등학교,20420,404327,171205,199775,388868,109565
36,2110087,이태원엔틱가구거리,84234,699700,473854,618079,998926,412105
37,2110094,오산중학교,15156,201886,121282,144199,192190,74193
38,2110262,상봉역 3번,62993,487985,308357,378928,585512,205166
39,2110279,신내역 2번,17844,304775,101301,128804,223240,69194
40,2110107,금호사거리,17061,282664,178394,215605,290139,104705
41,2110576,대흥역 3번,20611,285175,178070,215528,297570,124328
42,2111010,석촌역 7번,78228,1142818,605090,685031,1186710,464889
43,2110098,서울독일학교,75426,788354,420639,484603,794783,332811
44,2110669,화곡보람2차아파트,62199,571362,285025,322752,520054,216637
45,2111081,둔촌푸르지오아파트,15375,185968,85058,98791,139337,55488
46,2110331,돌곶이역 8번,84869,908600,392895,443727,771820,270165
47,2110786,당산역 8번,151283,2583516,1086177,1241636,2691875,1051597
48,2110956,언주역 8번,24732,876014,312339,369237,741467,191362
49,2111003,삼전역 4번,38925,614062,254647,290402,556172,219124
50,2110565,홍익대,223463,2596679,2407025,3036755,5134975,2385608
51,2110149,세종대학교,52215,256875,148649,178341,265833,117517
52,2110110,상왕십리역 6번,83535,1213979,535736,618568,1114969,409498
53,2110539,미근동,135964,2276017,805376,968357,1872670,524668
54,2110505,홍남교남측,26812,358717,197410,219149,305830,127755
55,2110055,황학동벼룩시장,219952,2165047,1638335,1902594,2231818,816918
56,2110122,마장역 2번,37389,607376,274341,302864,531585,184792
57,2111065,천일초등학교,5756,108360,52701,60581,94383,40195
58,2110305,보문역 5번,74266,934326,428924,483970,755411,300596
59,2110499,연가초등학교,23302,239094,126691,152926,223391,94537
60,2110150,중곡1동 마을마당,57037,265512,133902,157206,264526,110306
61,2110236,신묵초등학교,67651,738593,352092,401144,707499,256889
62,2111023,문정역 1번,61025,1564922,442283,553509,1398979,343597
63,2110925,서초중학교,28179,469126,197634,234354,340917,115147
64,2110910,내방역 5번,37563,1191755,476791,559280,1057474,293457
65,2110775,대동초등학교,49834,282011,181247,193562,275733,102761
66,2110854,조원동주민센터,149216,1144861,426053,443167,769077,259019
67,2110853,KT구로지사,342080,4533538,1544327,1817806,4201246,1462992
68,2110918,방배역 3번,44638,1326026,598416,699752,1157072,378336
69,2110243,중랑노인종합복지관,64179,408000,186486,217338,358197,130749
70,2110935,한전아트센터,17499,257956,121103,144012,231482,87650
71,2110585,마포경찰서,28823,601905,252226,282195,500713,149874
72,2110871,신원동주민센터,348645,4388361,1860366,2214539,4361504,1928582
73,2110811,보라매역 4번,61823,1015918,464695,559423,1003957,349049
74,2110992,도곡초등학교,33159,563906,453039,543383,790821,454943
75,2111043,마천공원,21425,209506,111367,133424,179557,73469
76,2111039,벌말어린이공원,23993,276159,136537,165129,238475,99570
77,2110771,대림역 11번,59719,463987,257633,278995,431897,173213
78,2110700,고척초등학교,34714,369573,212896,253509,364484,133721
79,2110903,방배아이파크아파트,25647,448839,217059,259933,383237,150035
80,2110709,구로119안전센터,56943,465091,285980,326599,392099,131800
81,2110986,삼성중앙역 7번,15485,632281,217088,256243,583542,153116
82,2110949,한남IC,67428,1641742,913894,1137349,2054783,711995
83,2111026,문정역 2번,70505,1707439,528130,662641,1539394,415100
84,2110621,목동역 5번,131906,1635364,799819,956881,1759696,674697
85,2110684,서울공연예술고등학교,12553,191205,82953,112299,143018,52241
86,2110757,양평역 2번,36285,788163,312334,348869,647033,192945
87,2110878,미림여고,23220,216351,101271,123043,168588,79992
88,2110866,난우중학교,45270,316762,137170,147050,207518,83529
89,2110379,KT&G 북부지사,49094,453500,244003,273931,385555,136737
90,2110882,신성초등학교,119513,1101980,591369,691591,1148222,515136
91,2110724,금천구립가산도서관,29249,473930,137385,165491,357841,122474
92,2110926,신중초등학교,25749,430366,216045,280802,408522,144235
93,2111016,송파역 2번,49827,792529,377839,454553,723515,252341
94,2110223,군자초등학교,117593,1950153,754941,875488,1779321,560384
95,2110648,양천향교역 7번,41112,723199,262997,318963,648675,212551
96,2110629,송정역 4번,101026,1693488,1191127,1294182,1797123,589010
97,2110023,서울대병원,114334,2099264,1441765,1768465,2446696,1030140
98,2110946,청계산원터골,525,15043,12334,16513,14327,3620
99,2110160,광진경찰서,17204,241268,111137,140838,192700,75256
100,2110923,방배역 1번,48033,1356111,613208,723610,1181505,384392
101,2110788,영등포시장역 3번,93048,1157478,679780,787557,1223765,388644
102,2111011,잠실나루역,31865,848718,422966,466279,690586,212119
103,2110950,논현역 7번,171813,2893821,1322435,1635203,3235589,1110779
104,2110991,삼성중앙역 5번,53261,1912496,845756,1006835,1862455,480289
105,2110774,당산반도유보라팰리스아파트,60607,1638929,642488,759475,1543817,450273
106,2110796,한림대학교한강성심병원,44595,835317,451580,508941,830604,251663
107,2110601,신월1동우편취급국,28393,199773,83360,97119,166350,71363
108,2110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",47637,874447,303377,364676,711466,226782
109,2110618,강서고등학교,67542,587246,281550,323104,493345,208835
110,2110545,마포구청역 1번,68432,1112837,502537,567346,990546,347495
111,2110460,구산역 4번,90176,1011178,491338,574491,827332,325548
112,2110483,연천초등학교,70211,518092,309079,376039,546166,227535
113,2110906,서문여고,45890,669237,401538,492227,670328,256324
114,2110626,양화초등학교,103749,1442200,573135,662329,1405630,567753
115,2110745,독산동정훈단지,66385,441387,239860,285505,452502,186766
116,2110790,대림1동주민센터,96920,1035891,434028,496403,853498,302715
117,2110795,도림초등학교,51076,395335,192360,225540,335150,131040
118,2110501,연희어린이공원,67659,496034,287047,355110,541053,222171
119,2110514,서대문우체국,223024,1425893,958565,1134631,1561663,709290
120,2110838,상도1동주민센터앞,36425,539780,295225,349724,588747,257287
121,2110488,우리은행응암동지점,119588,1682752,689763,800262,1430594,524867
122,2110288,동구여중,98702,800388,490601,594068,819701,358014
123,2110204,간데메공원,33841,423849,184872,224265,393398,148026
124,2110340,인수중학교,15909,150542,95191,109672,142102,51860
125,2110011,청운초등학교,5911,151174,76550,102026,106485,32549
126,2110189,제기동역 1번,101626,1247024,1206004,1322713,1160760,329931
127,2110231,장안교,29606,360924,167470,204082,308703,115304
128,2110475,백련산해모로아파트,44470,444230,264117,318133,445468,169541
129,2110890,봉천역 1번(관악초등학교),136229,1703322,749711,857592,1508667,603216
130,2110435,서울과학기술대,28422,281465,142648,167192,238399,101960
131,2110401,도봉구민회관,47615,380215,202623,237884,341209,125257
132,2110337,아카데미하우스,15687,148839,93828,107998,139877,50796
133,2110195,동대문구청,115173,787170,659213,793942,748282,221649
